UNITID,TUITION1,FEE1,TUITION2,FEE2,TUITION3,FEE3,CHG2AY3,CHG3AY3,CHG8AY3,CHG9AY3 
238980,29433,1344,29433,1344,29433,1344,30777,30777,5830,3948
239008,3961,250,3961,250,5941,250,4417,6501,3938,3938
239017,50658,300,50658,300,50658,300,50958,50958,3945,2400
239071,16400,1250,16400,1250,16400,1250,17650,17650,2940,2940
239080,28100,460,28100,460,28100,460,28560,28560,4100,3100
239105,44970,696,44970,696,44970,696,45666,45666,4840,4860
239169,.,.,.,.,.,.,.,.,.,.
239220,3963,488,3963,488,5944,488,4451,6432,3938,3938
239248,4167,563,4167,563,6251,563,4730,6814,4057,4057
239309,38050,1510,38050,1510,38050,1510,39560,39560,1720,1720
239318,41820,1755,41820,1755,41820,1755,43575,43575,5452,2887
239372,4167,338,4167,338,6143,338,4505,6481,3853,3853
239390,31450,670,31450,670,31450,670,32790,32790,6432,6342
239424,.,.,.,.,.,.,.,.,.,.
239442,4167,338,4167,338,6250,507,4505,6757,3508,3508
239460,3334,339,3334,339,5000,339,3673,5339,3853,3853
239488,4167,492,4167,492,6251,492,4659,6743,4400,4400
239512,37078,1518,37078,1518,37078,1518,38596,38596,2650,2650
239628,46823,300,46823,300,46823,300,47123,47123,1600,1600
239637,.,.,.,.,.,.,.,.,.,.
239716,40070,815,40070,815,40070,815,40885,40885,1400,2272
239910,4167,333,4167,333,6251,333,4500,6584,3854,3854
240107,28660,690,28660,690,28660,690,29350,29350,2500,2000
240116,4167,338,4167,338,6251,338,4505,6589,3853,3853
240125,4167,257,4167,257,6251,257,4588,6682,3854,3854
240170,4162,338,4162,338,6246,338,4500,6584,3496,3496
240189,6519,1216,6519,1216,15391,1216,7735,16607,3150,3150
240198,4500,417,4500,417,6667,417,4917,7084,3854,3854
240213,.,.,.,.,.,.,.,.,.,.
240268,7361,1509,7361,1509,15636,1509,8870,17145,3366,2630
240277,6298,1575,6298,1575,14516,1575,7873,16091,3770,2862
240329,7585,1575,7585,1575,16404,1575,9160,17979,2028,2028
240338,31310,444,31310,444,31310,444,31754,31754,6826,3632
240365,6422,1295,6422,1295,13995,1295,7717,15290,2700,2700
240374,6298,1146,6298,1146,14568,1146,7444,15714,4114,3770
240392,13320,880,13320,880,13320,880,14200,14200,6318,8775
240417,7014,2474,7014,2474,14981,2474,9488,17455,3310,3310
240426,6535,1605,6535,1605,14108,1605,8140,15713,3753,5638
240444,9273,1469,9273,1469,37161,1469,10742,38630,3066,3066
240453,8091,1163,8091,1163,19956,1163,9254,21119,3484,3484
240462,6418,1455,6418,1455,14693,1455,7873,16148,3544,3544
240471,6428,1635,6428,1635,14001,1635,8063,15636,4500,4500
240480,6698,1602,6698,1602,15402,1602,8300,17004,3306,3306
240505,2970,912,2970,912,8910,912,3882,9822,2850,2500
240514,2970,1530,2970,1530,8910,1530,4500,10440,2500,2500
240596,2970,1140,2970,1140,8910,1140,4110,10050,3476,3000
240620,2970,1463,2970,1463,8910,1463,4432,10372,1950,1950
240657,2970,1360,2970,1360,8910,1360,4330,10270,3260,2896
240666,2970,1320,2970,1320,8910,1320,4290,10230,2564,2564
240693,2376,1080,2376,1080,7128,1080,3456,8208,3251,3251
240727,3480,1441,3480,1441,14472,1441,5791,19531,3184,1592
240736,3300,650,3300,650,3600,650,3950,4250,1000,1500
240745,3120,294,3120,294,4320,294,3414,4614,2650,2650
240754,5040,806,5040,806,10080,806,5846,10886,3353,3353
240790,3078,960,3078,960,4560,960,4038,5520,3000,2600
241100,5040,1490,5040,1490,5040,1490,6555,6555,7086,9786
241128,5040,1490,5040,1490,5040,1490,6555,6555,7086,9786
241146,4968,2282,4968,2282,4968,2282,7250,7250,900,900
241191,6050,1200,6050,1200,6050,1200,7250,7250,3000,3800
241216,6795,705,6795,705,6795,705,7500,7500,1000,1000
241225,4392,1070,4392,1070,4392,1070,5462,5462,3996,3996
241304,6703,120,6703,120,6703,120,7180,7180,3060,3060
241331,5775,1659,5775,1659,5775,1659,7434,7434,6840,6420
241377,4656,840,4656,840,4656,840,5496,5496,1911,1911
241386,4656,840,4656,840,4656,840,5496,5496,1911,1911
241395,4920,488,4920,488,4920,488,5408,5408,4916,7228
241410,4920,590,4920,590,4920,590,5510,5510,5284,7596
241517,6911,1705,6911,1705,6911,1705,8616,8616,3477,3830
241614,5616,750,5616,750,5616,750,6366,6366,2850,2850
241720,2040,300,2040,300,2040,300,2340,2340,1600,1340
241739,4920,900,4920,900,4920,900,5820,5820,4800,4800
241766,2520,850,2520,850,3000,850,3370,3850,2750,2750
241793,.,.,.,.,.,.,.,.,.,.
241836,5280,920,5280,920,5280,920,6200,6200,4650,4600
241951,3340,602,3340,602,5980,602,3942,6582,2080,524
242042,1500,100,1500,100,1500,100,1600,1600,1000,2100
242112,7090,75,7090,75,7090,75,7165,7165,3336,3336
242121,5292,450,5292,450,5292,450,5742,5742,1200,1200
242130,6830,0,6830,0,6830,0,7010,7010,2202,2202
242149,6830,0,6830,0,6830,0,7010,7010,2202,2202
242556,1500,25,1500,25,1500,25,1600,1600,3858,3858
242565,1080,50,1080,50,1080,50,1130,1130,3300,1000
242583,3607,100,3607,100,3607,100,3707,3707,1000,1500
242617,4560,1452,4560,1452,4560,1452,6012,6012,5490,5490
242626,4560,1414,4560,1414,4560,1414,5974,5974,5490,5490
242635,4560,1426,4560,1426,4560,1426,5986,5986,5490,5490
242644,4560,1414,4560,1414,4560,1414,5974,5974,5490,5490
242653,6840,1815,6840,1815,6840,1815,8655,8655,5490,5490
242662,4560,1426,4560,1426,4560,1426,5986,5986,5490,5490
242680,4560,1452,4560,1452,4560,1452,6012,6012,5490,5490
242699,4560,1414,4560,1414,4560,1414,5974,5974,5490,5490
242705,4560,1452,4560,1452,4560,1452,6012,6012,5490,5490
242723,.,.,.,.,.,.,.,.,.,.
242972,6300,375,6300,375,6300,375,6675,6675,4238,4238
243081,.,.,.,.,.,.,.,.,.,.
243106,3968,800,3968,800,5865,800,4768,6665,2453,3251
243115,3968,200,3968,200,3968,200,4178,4178,3251,3251
243133,3968,230,3968,230,3968,230,4198,4198,4751,3953
243142,5952,300,5952,300,5952,300,6252,6252,4751,3000
243151,3968,240,3968,240,5962,240,4208,6192,3953,4751
243179,3968,200,3968,200,3968,200,4208,4208,5953,6751
243188,3968,200,3968,200,5952,200,4168,6152,3953,4751
243197,3968,200,3968,200,5962,200,4168,6162,3953,4751
243203,4464,3193,4464,3193,4464,3193,.,.,.,.
243212,3968,200,3968,200,3968,200,4198,4198,3953,4751
243221,3968,230,3968,230,3968,230,4198,4198,3251,3251
243346,4920,900,4920,900,4920,900,5820,5820,4800,4800
243443,4800,1200,4800,1200,4800,1200,6000,6000,7500,7500
243498,.,.,.,.,.,.,.,.,.,.
243568,4680,1042,4680,1042,4680,1042,8387,8387,7500,7500
243577,7740,900,7740,900,7740,900,8640,8640,7216,7216
243586,4920,488,4920,488,4920,488,5408,5408,4098,6410
243601,4920,900,4920,900,4920,900,5820,5820,4800,4800
243638,4050,700,4050,700,4050,700,4750,4750,3180,3000
243647,3000,610,3000,610,3240,610,3610,3850,2600,2600
243665,4631,604,4631,604,13892,604,5235,14496,3322,3322
243744,55473,696,55473,696,55473,696,56169,56169,.,.
243780,9208,784,9208,784,28010,784,9992,28794,1760,3350
243823,21622,501,21622,501,21622,501,15672,15672,3710,3710
243832,5280,920,5280,920,5280,920,6200,6200,4600,4100
243841,6830,0,6830,0,6830,0,7010,7010,2202,2202
244233,12888,1988,12888,1988,12888,1988,14876,14876,6723,4707
244437,2280,1080,2280,1080,8632,1080,3360,9712,4875,4875
244446,2400,778,2400,778,4800,778,3178,5578,3232,3232
245625,4800,390,5100,390,5700,390,5490,6090,4000,3000
245652,35000,760,35000,760,35000,760,35760,35760,1000,600
245777,8600,0,8600,0,8600,0,8600,8600,3800,5600
245838,20370,300,20370,300,20370,300,.,.,.,.
245847,17820,300,17820,300,17820,300,.,.,.,.
245865,.,.,.,.,.,.,.,.,.,.
245883,21600,435,21600,435,21600,435,.,.,.,.
245892,.,.,.,.,.,.,.,.,.,.
245953,17568,1270,17568,1270,17568,1270,18838,18838,1600,1600
246345,.,.,.,.,.,.,.,.,.,.
246354,2970,142,6450,142,13980,142,6592,14122,4602,4602
246789,.,.,.,.,.,.,.,.,.,.
246813,2400,662,2400,662,4800,662,3062,5462,4578,4578
247065,12780,515,12780,515,12780,515,13295,13295,7695,5175
247153,29280,1800,29280,1800,29280,1800,31080,31080,6885,4815
247162,.,.,.,.,.,.,.,.,.,.
247603,3360,2040,5040,2040,6720,2040,7080,8760,5920,5920
247649,60280,0,60280,0,60280,0,60280,60280,4100,4100
247773,7700,100,7700,100,7700,100,7800,7800,3800,5600
247825,10200,350,10200,350,10200,350,.,.,.,.
247834,1560,64,2940,64,4950,64,3004,5014,6074,6074
247940,4296,192,4296,192,15048,192,4488,15240,2920,2920
248934,16584,55,16584,55,16584,55,16639,16639,3306,3306
249609,13540,125,13540,125,13540,125,13921,13921,4081,630
250027,10172,740,10172,740,10172,740,10912,10912,900,1560
250285,16520,237,16520,237,16520,237,16757,16757,7616,5103
250744,29280,1800,29280,1800,29280,1800,31080,31080,6885,4815
251260,3990,870,3990,870,8850,870,4860,8850,3400,8250
251312,16920,1080,16920,1080,16920,1080,17014,17014,6562,4593
260372,4560,30,4560,30,4560,30,4590,4590,3600,1800
260789,14279,75,14279,75,14279,75,14354,14354,3602,3284
260813,17920,2670,17920,2670,17920,2670,20590,20590,6082,5886
260992,18280,195,18280,195,18280,195,18475,18475,3160,7208
261861,11514,1375,11514,1375,11514,1375,12889,12889,3633,3359
262022,.,.,.,.,.,.,.,.,.,.
262031,3180,420,4770,420,6480,420,4152,5520,3200,3600
262086,12000,480,12000,480,12000,480,12480,12480,4248,3820
262129,5227,1689,5227,1689,27159,2785,6916,29944,3270,3270
262165,8415,625,8415,625,8415,625,9040,9040,1350,1350
363439,20636,0,20636,0,20636,0,20636,20636,5580,5580
363633,960,50,1320,50,2520,50,1370,2570,3558,2902
363712,8000,300,8000,300,8000,300,8300,8300,.,.
363721,.,.,.,.,.,.,.,.,.,.
363907,4656,840,4656,840,4656,840,5496,5496,1911,1911
363916,4656,840,4656,840,4656,840,5496,5496,1911,1911
363934,16442,683,16442,683,16442,683,18378,18378,5000,5000
364016,2040,30,2040,30,7824,30,2070,7854,8532,8532
364025,2040,30,2040,30,7824,30,2070,7854,8532,8532
365204,15725,100,15725,100,15725,100,15825,15825,3066,1204
366003,6840,300,6840,300,6840,300,7140,7140,6724,4680
366252,15120,2490,15120,2490,22680,2490,17610,25170,3468,3468
366261,13263,100,13263,100,13263,100,13363,13363,10800,4824
366340,1820,825,1820,825,1820,825,2645,2645,6970,6470
366368,.,.,.,.,.,.,.,.,.,.
366395,5470,507,5470,507,10940,507,5977,11447,2500,3010
366401,1104,64,1104,64,8064,64,1168,8128,5242,4683
366465,2400,740,2400,740,4800,740,3140,5540,3595,3595
366535,17148,0,17148,0,17148,0,17148,17148,4590,4590
366553,13895,0,13895,0,13895,0,13895,13895,4305,4305
366571,3750,130,3750,130,3750,130,.,.,.,.
366605,.,.,.,.,.,.,.,.,.,.
366711,5742,1981,5742,1981,17622,1981,7712,19592,4222,4470
367103,9840,50,9840,50,9840,50,9890,9890,3100,2150
367361,9960,50,9960,50,9960,50,10010,10010,3100,2150
367459,1800,856,3240,856,3600,856,4096,4456,3249,2769
367884,14160,500,14160,500,14160,500,14660,14660,4401,4401
367954,.,.,.,.,.,.,.,.,.,.
368443,19884,0,19884,0,19884,0,19884,19884,5580,5580
368452,18900,250,18900,250,18900,250,19150,19150,3200,3200
368911,2400,727,2400,727,4800,727,3127,5527,4644,4005
369002,.,.,.,.,.,.,.,.,.,.
369455,22950,850,22950,850,22950,850,23800,23800,3600,3600
369516,14494,1288,14494,1288,14494,1288,15782,15782,3038,3038
369659,.,.,.,.,.,.,.,.,.,.
372329,14400,0,14400,0,14400,0,14400,14400,1480,1480
372921,14165,465,14165,465,14165,465,14630,14630,8505,3510
374024,.,.,.,.,.,.,.,.,.,.
375230,9500,0,9500,0,9500,0,9500,9500,500,500
375416,14934,0,14934,0,14934,0,15561,15561,4356,4356
376224,6911,1705,6911,1705,6911,1705,8616,8616,3477,3830
376321,7250,100,7250,100,7250,100,7350,7350,2950,2950
376330,10469,25,10469,25,10469,25,10434,10434,450,450
376695,3500,1400,3500,1400,3720,1400,4900,5120,2210,2210
377111,14985,0,14985,0,14985,0,14985,14985,5085,5085
377342,15693,250,15693,250,15693,250,15943,15943,4380,4380
377449,16500,137,16500,137,16500,137,16637,16637,7616,5103
377458,16500,137,16500,137,16500,137,16637,16637,7616,5103
377546,18000,100,18000,100,18000,100,18100,18100,3088,2869
377555,10629,1020,10629,1020,37998,1020,11649,39018,3873,3873
377564,10629,1260,10629,1260,37998,1260,11889,39258,3360,3360
378576,9571,220,9571,220,9571,220,9791,9791,3859,4428
380359,2660,660,2660,660,2660,660,3320,3320,3402,3402
380368,4984,551,4984,551,4984,551,5535,5535,4236,4250
380377,6382,405,6382,405,6382,405,6787,6787,3690,3552
380438,15960,0,15960,0,15960,0,15219,15219,7530,6534
380465,9552,0,9552,0,9552,0,.,.,.,.
381352,.,.,.,.,.,.,.,.,.,.
381459,.,.,.,.,.,.,.,.,.,.
381732,10800,750,10800,750,10800,750,11550,11550,10200,5100
382911,2310,260,3720,260,13770,260,3980,14030,6253,3848
382957,13376,181,13376,181,13376,181,13557,13557,6449,2700
383020,18096,570,18096,570,18096,570,.,.,.,.
383190,3144,60,3144,60,8280,60,3204,8340,5162,5162
383996,1272,100,1704,100,2544,100,1804,2644,4498,4498
384254,42600,300,42600,300,42600,300,42900,42900,5104,3937
384306,.,.,.,.,.,.,.,.,.,.
384333,2040,30,2040,30,7824,30,2070,7854,8532,8532
384342,4650,240,9300,240,13950,240,9540,14190,3428,3428
384412,5760,900,5760,900,5760,900,6660,6660,5800,5800
384421,11700,250,11700,250,11700,250,11950,11950,3800,5600
385415,.,.,.,.,.,.,.,.,.,.
385503,25133,2954,25133,2954,25133,2954,28087,28087,3010,3070
385619,17520,800,17520,800,17520,800,18320,18320,10320,7144
386153,9550,300,9550,300,9550,300,9850,9850,3800,5600
386472,13320,880,13320,880,13320,880,14200,14200,6318,8775
388520,6576,225,6576,225,9000,225,6801,9225,2248,2248
392354,8000,0,8000,0,8000,0,8000,8000,2000,600
395362,1104,8,1104,8,8064,8,1112,8072,4642,4163
399212,1104,52,1104,52,8904,52,1156,8956,5074,4516
399869,15790,2600,15790,2600,15790,2600,18390,18390,4120,3696
399911,32250,1712,32250,1712,32250,1712,33962,33962,4642,4164
400558,6600,430,6600,430,6600,430,7030,7030,5400,5400
401223,6240,200,6240,200,6240,200,6440,6440,5904,4113
401250,.,.,.,.,.,.,.,.,.,.
402776,22944,100,22944,100,22944,100,23069,23069,6290,3362
403469,3200,1154,8902,1154,10928,1154,9992,12018,5374,5374
403478,3200,1154,8902,1154,10928,1154,9435,11335,5374,5374
403487,3200,1154,8902,1154,10928,1154,9435,11335,5374,5674
404222,.,.,.,.,.,.,.,.,.,.
404338,14160,200,14160,200,14160,200,14360,14360,3000,3000
404426,2712,0,3119,0,9492,0,3119,9492,5705,5705
404806,6703,120,6703,120,6703,120,7180,7180,3060,3060
404994,11880,648,11880,648,11880,648,12528,12528,7584,7584
405058,10200,100,10200,100,10200,100,10300,10300,3800,5600
405854,14500,100,14500,100,14500,100,14600,14600,3000,4800
405872,3264,864,5232,1356,6672,1716,6588,8388,3000,2000
405997,9552,0,9552,0,9552,0,.,.,.,.
406547,12888,1988,12888,1988,12888,1988,14876,14876,6723,4707
407610,3960,50,3960,50,3960,50,4370,4370,1200,1200
407629,14640,0,14640,0,14640,0,.,.,.,.
408729,10172,740,10172,740,10172,740,10912,10912,1280,1280
408844,13200,488,13200,488,13200,488,13688,13688,5596,7334
409254,.,.,.,.,.,.,.,.,.,.
409315,2310,1920,2610,1920,6000,1920,4530,7920,1400,1400
409616,.,.,.,.,.,.,.,.,.,.
409698,5742,1401,5742,1401,17622,1401,7147,19027,4213,3694
411754,9540,180,9540,180,9540,180,.,.,.,.
412599,15498,0,15498,0,15498,0,15498,15498,4428,4428
413413,14148,0,14148,0,14148,0,14148,14148,1002,1002
413617,6000,200,6000,200,6000,200,6200,6200,3319,3319
413626,3696,230,3696,230,3696,230,4850,4850,6800,5200
414461,9168,450,9168,450,9168,450,9618,9618,4800,4800
414595,10309,220,10309,220,10309,220,10529,10529,8166,13100
414823,34376,0,34376,0,34376,0,.,.,.,.
414878,9576,0,9576,0,9576,0,9576,9576,2900,2900
414911,4590,1860,6540,2100,9960,2100,8640,12060,1500,3300
414966,.,.,.,.,.,.,.,.,.,.
416801,4553,1337,4553,1337,21731,1337,.,.,.,.
417327,12888,2168,12888,2168,12888,2168,15056,15056,6724,4700
417734,12050,1251,12050,1251,12050,1251,13301,13301,5738,8648
417752,10400,1380,10400,1380,10400,1380,9180,9180,5775,4075
417886,18481,80,18481,80,18481,80,18561,18561,5150,8150
417910,18000,730,18000,730,18000,730,18730,18730,9108,9108
418126,14040,195,14040,195,14040,195,14226,14226,1945,1945
418223,13500,1000,13500,1000,13500,1000,14500,14500,4888,4888
418782,7600,101,7600,101,7600,101,7701,7701,2500,2500
419031,3700,200,3700,200,3700,200,3900,3900,850,850
419183,9820,75,9820,75,9820,75,9895,9895,835,835
419341,14500,75,14500,75,14500,75,14575,14575,4850,4300
419703,7600,95,7600,95,7600,95,7695,7695,2500,2500
419712,7600,95,7600,95,7600,95,7695,7695,2500,2500
419721,7600,95,7600,95,7600,95,7695,7695,2500,2500
420024,16500,137,16500,137,16500,137,16637,16637,7616,5103
420042,9552,0,9552,0,9552,0,9552,9552,2900,2900
420246,.,.,.,.,.,.,.,.,.,.
420325,7500,0,7500,0,7500,0,7500,7500,3800,5600
420398,2970,142,6450,142,13980,142,6592,14122,4602,4602
420431,2400,672,2400,672,4800,672,3072,5472,5656,4142
420440,2880,840,2880,840,5760,840,3720,6600,5728,3532
420538,2352,552,2352,552,3972,552,2904,4464,3528,5094
420556,4032,720,4032,720,8748,720,4752,9468,3810,3810
420705,.,.,.,.,.,.,.,.,.,.
420723,3672,504,3672,504,4392,504,4176,4896,1769,1220
421708,15816,25,15816,25,15816,25,15841,15841,7616,5104
421832,15324,1276,15324,1276,15324,1276,16600,16600,7172,5013
421841,33900,500,33900,500,33900,500,34400,34400,5260,5260
421878,14916,1692,14916,1692,14916,1692,16442,16442,3385,3385
423643,.,.,.,.,.,.,.,.,.,.
423652,4356,792,4356,792,8280,792,5148,9072,3582,3582
425986,14833,468,14833,468,14833,468,15301,15301,3165,3165
426314,10296,0,10296,0,10296,0,10296,10296,4484,4484
427973,16520,237,16520,237,16520,237,16757,16757,7616,5103
427982,16500,137,16500,137,16500,137,16637,16637,7616,5103
428000,19400,0,19400,0,19400,0,19400,19400,9647,7247
428170,19336,910,19336,910,19336,910,20246,20246,6094,8808
428259,11656,640,11656,640,11656,640,.,.,.,.
428392,3780,717,3780,717,6408,717,4497,7125,3414,3414
429085,.,.,.,.,.,.,.,.,.,.
429094,.,.,.,.,.,.,.,.,.,.
429128,7104,20,7104,20,7104,20,7124,7124,3250,2840
430184,13320,195,13320,195,13320,195,13515,13515,1200,1200
430485,25600,2155,25600,2155,25600,2155,27700,27700,2178,3600
430670,5400,3792,5400,3792,11250,3792,9192,15042,1080,2880
430704,17489,330,17489,330,17489,330,.,.,.,.
430883,11050,465,11050,465,11050,465,11515,11515,5705,3808
430935,5860,800,5860,800,5860,800,6660,6660,1370,960
431600,14190,1355,14190,1355,14190,1355,15545,15545,7059,7059
431929,7678,0,7678,0,7678,0,7678,7678,840,3100
431983,10500,200,10500,200,10500,200,10700,10700,3800,5600
432223,9552,0,9552,0,9552,0,.,.,.,.
432348,.,.,.,.,.,.,.,.,.,.
432384,14279,75,14279,75,14279,75,14354,14354,3602,3284
432524,24050,1750,24050,1750,24050,1750,25770,25770,6000,6000
433004,21420,1909,21420,1909,21420,1909,23329,23329,4688,4176
433174,13752,1672,13752,1672,13752,1672,15424,15424,6105,6105
433387,6380,290,6380,290,6380,290,6670,6670,1000,700
433420,15780,14076,15780,14076,15780,14076,31716,31716,4445,4074
433536,13320,880,13320,880,13320,880,14200,14200,6318,8775
433660,4191,1927,4191,1927,22328,2834,6118,25162,3400,3400
434016,4050,1090,4050,1090,4050,1090,5140,5140,3234,3234
434061,3335,870,3335,870,3335,870,4205,4205,5160,5160
434432,15950,800,15950,800,15950,800,16750,16750,4920,4920
434441,.,.,.,.,.,.,.,.,.,.
434539,12888,1988,12888,1988,12888,1988,14876,14876,6723,4707
434584,4440,340,4440,340,4440,340,4780,4780,4860,3860
434672,2928,1134,5784,1134,8928,1134,7474,10880,3678,3678
434715,.,.,.,.,.,.,.,.,.,.
434751,3768,800,3768,800,3768,800,4568,4568,7875,7875
434900,7080,415,7080,415,7080,415,7495,7495,400,400
434937,10200,400,10200,400,10200,400,10600,10600,2000,2000
435000,8992,1482,8992,1482,19863,1482,.,.,.,.
436261,.,.,.,.,.,.,.,.,.,.
436304,3335,744,3335,744,3335,744,4079,4079,5160,5160
436553,7300,75,7300,75,7300,75,7375,7375,4000,3500
436599,20520,0,20520,0,20520,0,20520,20520,3780,4619
436614,12900,0,12900,0,12900,0,12900,12900,6837,4787
436818,14406,840,14406,840,37074,840,15246,37914,3032,2754
436827,14406,840,14406,840,37074,840,15246,37914,3032,2754
436836,14406,850,14406,850,37074,850,15256,37924,3032,2754
437097,9360,90,9360,90,9360,90,9450,9450,500,500
437103,3237,984,3237,984,7315,984,4221,8299,5160,5160
437316,44450,2791,44450,2791,44450,2791,.,.,.,.
437325,13365,660,13365,660,13365,660,.,.,.,.
437750,14000,2844,14000,2844,14000,2844,16844,16844,5000,2085
438151,16600,0,16600,0,16600,0,16600,16600,7784,7784
438498,14980,150,14980,150,14980,150,15135,15135,6300,6258
438586,12210,482,12210,482,12210,482,12692,12692,1320,1320
438708,3768,120,3768,120,8520,120,3888,8640,3605,3419
438735,16520,237,16520,237,16520,237,16757,16757,7616,5103
438869,15000,0,15000,0,15000,0,15000,15000,5094,5094
439020,18096,570,18096,570,18096,570,.,.,.,.
439190,3916,440,3916,440,4348,440,4226,4788,3600,3600
439288,34376,0,34376,0,34376,0,.,.,.,.
439394,.,.,.,.,.,.,.,.,.,.
439446,17000,595,17000,595,17000,595,.,.,.,.
439455,17400,2273,17400,2273,17400,2273,19673,19673,6723,4184
439701,11280,1080,11280,1080,11280,1080,15450,15450,6286,4377
439738,14930,100,14930,100,14930,100,15030,15030,7335,5778
439783,15525,190,15525,190,15525,190,.,.,.,.
439792,14535,525,14535,525,14535,525,15060,15060,8384,4725
439817,.,.,.,.,.,.,.,.,.,.
439862,5460,650,5460,650,5460,650,6110,6110,4476,4476
439899,8400,331,8400,331,8400,331,8756,8756,6104,4272
439914,.,.,.,.,.,.,.,.,.,.
439969,9850,1023,9850,1023,9850,1023,10943,10943,8560,6368
440004,.,.,.,.,.,.,.,.,.,.
440031,.,.,.,.,.,.,.,.,.,.
440059,16520,137,16520,137,16520,137,16657,16657,7616,5103
440271,17849,0,17849,0,17849,0,17849,17849,4689,4689
440396,13550,0,13550,0,13550,0,13550,13550,1650,1650
440402,2304,552,2304,552,3768,552,2856,4320,7436,6052
440651,5433,1508,5433,1508,5433,1508,7370,7370,3893,3893
440749,6000,75,6000,75,6000,75,6075,6075,210,210
440776,9840,50,9840,50,9840,50,9890,9890,3100,2150
440794,22056,700,22056,700,22056,700,22756,22756,4700,4700
440819,19400,0,19400,0,19400,0,19400,19400,9647,7247
440828,9525,1212,9525,1212,29445,1212,10737,30657,2742,2742
440916,.,.,.,.,.,.,.,.,.,.
441070,1560,650,1560,650,1560,650,2210,2210,3829,3829
441104,.,.,.,.,.,.,.,.,.,.
441131,.,.,.,.,.,.,.,.,.,.
441229,18500,100,18500,100,18500,100,18600,18600,3240,3078
441238,.,.,.,.,.,.,.,.,.,.
441487,14200,4040,14200,4040,14200,4040,18240,18240,2680,2680
441496,16520,237,16520,237,16520,237,16757,16757,7616,5103
441609,13750,0,13750,0,13750,0,13750,13750,3800,5600
441636,11274,1329,11274,1329,11274,1329,14338,14338,7002,5156
441690,3720,500,3720,500,3720,500,4220,4220,3312,2936
441706,6460,0,6460,0,6460,0,6460,6460,410,460
441760,2280,1322,2280,1322,11016,1322,3602,12338,5510,5299
441788,16520,237,16520,237,16520,237,16757,16757,7616,5103
441900,5250,825,5250,825,18251,825,6075,19076,6446,6446
441937,5742,1075,5742,1075,17622,1075,6802,18682,4564,4434
441982,53990,710,53990,710,53990,710,57356,57356,.,.
442064,.,.,.,.,.,.,.,.,.,.
442161,9552,0,9552,0,9552,0,.,.,.,.
442213,14000,130,14000,130,14000,130,14130,14130,7627,5340
442295,.,.,.,.,.,.,.,.,.,.
442356,29386,536,29386,536,29386,536,29922,29922,4234,4234
442383,12743,1653,12743,1653,12743,1653,14396,14396,4788,4428
442392,.,.,.,.,.,.,.,.,.,.
442435,10800,50,10800,50,10800,50,10850,10850,3100,2150
442523,8300,194,8300,194,8300,194,8414,8414,2500,2500
442569,7080,1200,7080,1200,7080,1200,8280,8280,400,400
442639,8640,1350,8640,1350,8640,1350,6660,6660,5800,5800
442781,822,110,822,110,822,110,932,932,5000,6350
442806,.,.,.,.,.,.,.,.,.,.
442842,6660,220,6660,220,6660,220,6880,6880,6503,10995
442949,22230,1644,22230,1644,22230,1644,.,.,.,.
443030,.,.,.,.,.,.,.,.,.,.
443049,10800,450,10800,450,10800,450,11250,11250,3720,3720
443058,6450,1470,6450,1470,6450,1470,7920,7920,6320,4392
443076,.,.,.,.,.,.,.,.,.,.
443128,.,.,.,.,.,.,.,.,.,.
443331,34060,1050,34060,1050,34060,1050,35110,35110,7940,7940
443340,13500,850,13500,850,13500,850,14350,14350,2885,5370
443377,17370,563,17370,563,17370,563,17933,17933,5913,5913
443410,33500,200,33500,200,33500,200,33900,33900,2800,2800
443492,3812,1174,3812,1174,10670,1386,4986,12056,2000,2500
443562,6480,765,6480,765,6480,765,6330,6330,1000,1000
443599,8640,3000,8640,3000,8640,3000,11640,11640,10188,10188
443696,9840,50,9840,50,9840,50,9890,9890,3100,2150
443702,.,.,.,.,.,.,.,.,.,.
443748,14641,0,14641,0,14641,0,15594,15594,5580,5580
443766,13320,195,13320,195,13320,195,13515,13515,1200,1200
443784,13320,195,13320,195,13320,195,13515,13515,1200,1200
444103,.,.,.,.,.,.,.,.,.,.
444130,11064,1410,11064,1410,11064,1410,.,.,.,.
444194,7145,0,7145,0,7145,0,7145,7145,1350,2555
444219,0,1288,0,1288,8472,1288,1288,9760,5062,4504
444255,21004,0,21004,0,21004,0,21004,21004,5580,5580
444398,5760,720,5760,720,5760,720,6480,6480,1600,1500
444413,10000,0,10000,0,10000,0,10000,10000,3800,5600
444565,13203,4579,13203,4579,13203,4579,17782,17782,6725,7250
444583,12730,1525,12730,1525,12730,1525,14255,14255,8000,5000
444671,6480,0,6480,0,6480,0,7020,7020,1591,2121
444699,.,.,.,.,.,.,.,.,.,.
444778,10650,475,10650,475,10650,475,.,.,.,.
444954,4464,0,4464,0,11112,0,4464,11112,3569,3383
445027,11121,525,11121,525,11121,525,11646,11646,1298,1298
445054,.,.,.,.,.,.,.,.,.,.
445133,14099,390,14099,390,14099,390,14489,14489,2345,2345
445188,12570,1530,12570,1530,42324,1530,14100,43854,5300,17250
445203,18651,0,18651,0,18651,0,18651,18651,4698,4698
445249,16565,0,16565,0,16565,0,16565,16565,5634,5634
445267,5950,480,5950,480,5950,480,6430,6430,6642,6642
445300,9552,0,9552,0,9552,0,.,.,.,.
