UNITID,TUITION1,FEE1,TUITION2,FEE2,TUITION3,FEE3,CHG2AY3,CHG3AY3,CHG8AY3,CHG9AY3 
157401,7968,1200,7968,1200,17148,1200,9168,18348,5015,5015
157438,4296,272,4296,272,15048,272,4568,15320,2920,2920
157447,9912,384,9912,384,19872,384,10296,20256,5364,2500
157483,4296,192,4296,192,15048,192,4488,15240,2920,2920
157535,21900,150,21900,150,21900,150,22050,22050,3040,3040
157553,4296,192,4296,192,15048,192,4488,15240,2920,2920
157711,4296,192,4296,192,15048,192,4488,15240,2920,2920
157739,4296,192,4296,192,15048,192,4488,15240,2920,2920
157748,11400,496,11400,496,11400,496,11896,11896,1500,1500
157757,25800,100,25800,100,25800,100,25975,25975,6937,6937
157793,13500,0,13500,0,13500,0,13860,13860,8138,8138
157809,31780,1640,31780,1640,31780,1640,33420,33420,6562,4444
157818,39920,1690,39920,1690,39920,1690,41610,41610,2350,3250
157863,26330,1670,26330,1670,26330,1670,28000,28000,4030,4030
157951,10802,0,10802,0,26496,0,10802,26496,4238,2086
158088,3335,763,3335,763,3335,4873,4098,8208,3919,3919
158325,11475,1810,11475,1810,11475,1810,.,.,.,.
158431,3436,848,3436,848,3436,848,4284,4284,5160,5160
158477,38060,0,38060,0,38060,0,38060,38060,4650,4650
158662,3335,744,3335,744,3335,744,4079,4079,4130,4130
158802,17410,1871,17410,1871,17410,1871,19281,19281,5130,5130
158884,3335,920,3335,920,3335,920,4255,4255,5160,5160
159009,5140,2495,5140,2495,5140,11518,7635,16658,5130,5130
159197,11006,150,11006,150,11006,150,11156,11156,8064,8064
159373,7020,3356,7020,3356,15495,3356,.,.,.,.
159382,4894,1774,4984,1774,4984,9040,6669,14024,3918,3918
159391,8038,3924,8038,3924,8038,20601,11962,28639,7686,7686
159407,2868,1862,2868,1862,2868,7226,4730,10094,5160,5160
159416,5656,1504,5656,1504,5656,14658,7160,20314,5160,5160
159568,17500,0,17500,0,17500,0,17500,17500,4316,4316
159647,6401,3664,6401,3664,13143,3664,10065,16807,5025,7683
159656,40288,1742,40288,1742,40288,1742,42278,42278,3160,2656
159717,5147,3235,5147,3235,13185,3235,8382,16420,5160,5160
159939,6090,2982,6090,2982,10926,2982,9072,13908,5280,5280
159948,8820,500,8820,500,8820,500,9320,9320,4900,3000
159966,4922,3024,4922,3024,6015,3024,7946,9039,5232,5232
159993,5788,3282,5788,3282,17888,3282,9070,21170,5160,5160
160010,3214,895,3214,895,3214,895,4109,4109,6460,6460
160038,5180,3492,5180,3492,15968,3492,8672,19460,5160,5160
160065,14160,1840,14160,1840,14160,1840,15280,15280,5160,3958
160074,13409,1126,13409,1126,13409,1126,14535,14535,5160,5160
160409,18700,2850,18700,2850,18700,2850,21550,21550,.,.
160481,3335,646,3335,646,6858,646,3981,7504,3566,6641
160524,15240,0,15240,0,15240,0,15240,15240,5373,5373
160579,3335,930,3335,930,3335,930,4265,4265,5130,5130
160612,5777,2512,5777,2512,18255,2512,8289,20767,5160,5160
160621,4973,4367,4973,4367,4973,11747,9340,16720,4932,3971
160630,4483,2576,4483,2576,13384,2576,7059,15960,5130,5130
160649,2618,2171,2618,2171,2618,5471,4789,8089,3842,3842
160658,5407,4951,5407,4951,19135,4951,10358,24086,5160,5160
160667,3214,889,3214,889,3214,889,4103,4103,5160,5160
160755,54766,4086,54766,4086,54766,4086,58852,58852,2380,5764
160904,23065,2757,23065,2757,23065,2757,25822,25822,2160,2160
160959,42993,549,42993,549,42993,549,43542,43542,1080,1080
160977,57353,0,57353,0,57353,0,57353,57353,.,.
161004,55822,528,55822,528,55822,528,56350,56350,.,.
161022,12340,1565,12340,1565,12340,1565,13905,13905,1800,3000
161077,2880,964,2880,964,5760,964,3844,6724,5612,4120
161086,56930,2500,56930,2500,56930,2500,59430,59430,850,850
161138,2880,1010,2880,1010,5760,1010,3877,6757,5570,5570
161192,2880,1002,2880,1002,5760,1002,3882,6762,5730,5730
161208,23500,1512,23500,1512,23500,1512,25012,25012,3550,3550
161217,7350,1028,7350,1028,17760,1028,8378,18788,3600,3600
161226,8640,932,8640,932,19350,932,9572,20282,3046,3046
161235,7350,1125,7350,1125,11760,1125,8475,12885,2722,2722
161244,7350,902,7350,902,14700,902,8252,15602,2500,2500
161253,9240,2504,9240,2504,30030,2504,11744,32534,2200,2200
161299,11030,3028,11030,3028,25410,3028,14058,28438,2900,2900
161341,7350,1235,7350,1235,11760,1235,8585,12995,2500,2500
161457,37390,1360,37390,1360,37390,1360,38750,38750,3650,3650
161484,2880,950,2880,950,5760,950,3830,6710,5612,5612
161509,37580,730,37580,730,37580,730,38310,38310,2100,2100
161518,38820,0,38820,0,38820,0,38820,38820,2700,2700
161545,2880,1000,2880,1000,5760,1000,3880,6760,5730,5966
161554,8064,1464,8064,1464,21532,1464,9528,22996,3000,3000
161563,27420,1010,27420,1010,27420,1010,28430,28430,3600,3600
161572,11280,1435,11280,1435,11280,1435,12640,12640,1280,1280
161581,2880,970,2880,970,5760,1940,3850,7700,4900,4200
161688,3870,860,7410,860,9420,860,8270,10280,3880,3880
161767,3600,1310,7230,1310,12240,1310,8540,13550,5054,5054
161864,2640,674,2640,674,6720,674,3314,7394,3907,3522
161873,7014,2082,7014,2082,19374,2082,9096,21456,4150,4150
162007,5647,2798,5647,2798,16338,2798,8444,19136,1600,1600
162061,25830,1044,25830,1044,25830,1044,26874,26874,4000,3840
162104,3750,990,7050,990,8490,990,8040,9480,4200,4200
162122,3144,786,5496,1374,7056,1764,6870,8820,4384,4384
162168,3000,890,4632,920,6480,920,5552,7400,3686,3686
162210,23400,1800,23400,1800,23400,1800,25200,25200,1411,1100
162283,4648,2068,4648,2068,11045,2068,6716,13113,3686,3686
162557,3072,676,6720,676,9096,676,7396,9772,2800,2800
162584,6700,2710,6700,2710,20800,2710,9410,23510,3058,4558
162609,2772,1204,7644,1204,9380,1204,8848,10584,4000,3000
162654,47100,100,47100,100,47100,100,47200,47200,2800,2800
162690,3690,600,5760,600,7560,600,6360,8160,2596,2596
162706,3189,638,5427,638,7664,638,6065,8302,4328,4328
162760,41680,620,41680,620,41680,620,42300,42300,3318,3318
162779,3864,765,6453,765,7884,765,6408,7680,3330,3330
162928,54160,0,54160,0,54160,0,54160,54160,1152,1152
163046,49700,1400,49700,1400,49700,1400,51100,51100,1690,5280
163204,7200,360,7200,360,11976,360,7560,12336,5850,5850
163259,9260,1953,9260,1953,38060,1953,.,.,.,.
163268,8704,716,8704,716,24338,716,9420,25054,3482,3482
163286,8824,1955,8824,1955,34936,1955,10779,36891,4202,4202
163295,48510,680,48510,680,48510,680,49190,49190,1230,1230
163338,5418,3140,5418,3140,15828,3140,8558,18968,4050,9567
163426,3960,1362,8070,2184,11220,2841,10254,14034,4318,4318
163453,5477,2151,5477,2151,18100,2151,7628,20251,3565,3565
163462,42200,1450,42200,1450,42200,1450,43650,43650,2300,3900
163532,12900,0,12900,0,12900,0,12400,12400,4100,4000
163578,38295,1380,38295,1380,38295,1380,39675,39675,6000,6000
163657,2568,1178,4848,1178,7296,1178,6026,8474,4100,4100
163851,7264,2780,7264,2780,17330,2780,10044,20110,2700,2700
163912,12116,3008,12116,3008,28192,3008,15124,31200,1690,1690
163976,35000,935,35000,935,35000,935,35935,35935,750,750
164076,6962,3236,6962,3236,21098,3236,10198,24334,3350,3300
164085,.,.,.,.,.,.,.,.,.,.
164155,.,.,.,.,.,.,.,.,.,.
164173,35204,2664,35204,2664,35204,2664,37868,37868,3300,3300
164216,47724,490,47724,490,47724,490,48214,48214,3270,3270
164270,45876,0,45876,0,45876,0,45876,45876,2170,2170
164313,2976,528,5952,528,7464,528,6480,7992,5600,4600
164368,38568,210,38568,210,38568,210,49950,49950,1000,3300
164447,38220,0,38220,0,38220,0,38220,38220,3700,3700
164465,59890,1000,59890,1000,59890,1000,60890,60890,1800,1800
164492,36920,2500,36920,2500,36920,2500,39470,39470,2000,2000
164562,43178,800,43178,800,43178,800,43978,43978,1800,1800
164580,54144,0,54144,0,54144,0,54144,54144,1906,9784
164614,11400,1200,11400,1200,11400,1200,12600,12600,6291,4383
164632,35781,0,35781,0,35781,0,35781,35781,2400,2400
164641,28500,700,28500,700,28500,700,29200,29200,6500,8000
164720,36300,3850,36300,3850,36300,3850,40150,40150,6554,3000
164739,53790,0,53790,0,53790,0,53790,53790,1250,6065
164748,44360,1300,44360,1300,44360,1300,45660,45660,2170,2170
164775,624,4868,624,4868,6240,4868,5492,11520,4704,5280
164872,23488,750,23488,750,23488,750,21924,21924,3100,3100
164915,.,.,.,.,.,.,.,.,.,.
164924,59050,1152,59050,1152,59050,1152,60202,60202,1900,3400
164988,56854,1218,56854,1218,56854,1218,58072,58072,1950,3900
165015,55340,1890,55340,1890,55340,1890,57615,57615,1500,3300
165024,910,9822,910,9822,7050,9822,10732,16872,3600,3600
165033,576,4560,576,4560,5520,4560,5136,10080,2850,2850
165112,576,4584,576,4584,5520,4584,5160,10104,4206,4206
165167,16266,0,16266,0,16266,0,16266,16266,2500,2500
165194,576,4776,576,4776,5520,4776,5352,10296,3448,6448
165264,30438,2375,30438,2375,30438,2375,32813,32813,2000,2000
165334,48250,352,48250,352,48250,352,48602,48602,1050,1050
165495,.,.,.,.,.,.,.,.,.,.
165529,40080,1975,40080,1975,40080,1975,42425,42425,2650,2650
165574,41118,200,41118,200,41118,200,41318,41318,1700,2000
165644,29706,1000,29706,1000,29706,1000,26952,26952,3900,3900
165662,49536,908,49536,908,49536,908,51148,51148,3410,3410
165671,42096,420,42096,420,42096,420,42516,42516,2451,3081
165699,34470,850,34470,850,34470,850,35320,35320,2000,2000
165802,31700,1000,31700,1000,31700,1000,32700,32700,3200,3200
165820,970,9595,970,9595,7050,9595,10830,16910,2500,2500
165866,970,10410,970,10410,7050,10410,11380,17460,2380,6630
165884,16950,600,16950,600,16950,600,17550,17550,2600,2600
165936,37560,1670,37560,1670,37560,1670,39230,39230,2000,2200
165945,.,.,.,.,.,.,.,.,.,.
165981,624,4946,624,4946,6744,4946,5570,11690,4091,4091
166018,50030,1738,50030,1738,50030,1738,51768,51768,1050,1050
166027,49653,4315,49653,4315,49653,4315,54002,54002,.,.
166045,29760,240,29760,240,29760,240,.,.,.,.
166054,21940,550,21940,550,21940,550,22490,22490,2100,4000
166124,54050,720,54050,720,54050,720,54770,54770,900,6000
166133,5088,290,5088,290,10032,290,5378,10322,4926,3386
166391,37500,1500,37500,1500,37500,1500,39000,39000,2500,3500
166407,28675,1565,28675,1565,28675,1565,30240,30240,5328,5328
166452,29200,350,29200,350,29200,350,29550,29550,4000,5190
166489,45900,980,45900,980,45900,980,46880,46880,3720,3720
166513,15078,620,15078,620,33004,620,15698,33624,1922,3422
166629,15791,648,15791,648,35779,648,16439,36427,1400,3400
166638,14187,490,14187,490,34649,490,14677,35139,2970,2970
166647,576,4800,576,4800,5520,4800,5376,10320,1410,1410
166656,33600,1050,33600,1050,33600,1050,34650,34650,3530,6098
166674,1030,13170,1030,13170,26630,13170,14200,39800,900,4200
166683,53450,0,53450,0,53450,0,53450,53450,2182,2182
166692,1890,8424,1890,8424,17010,8424,11687,26807,.,.
166708,.,.,.,.,.,.,.,.,.,.
166717,10000,625,10000,625,10000,625,.,.,.,.
166823,576,4584,576,4584,5520,4584,5160,10104,4761,6489
166850,42401,2673,42401,2673,42401,2673,45074,45074,1450,1450
166869,73200,5041,73200,5041,73200,5041,.,.,.,.
166887,576,5472,576,5472,5520,6600,6048,12120,2125,1950
166911,33800,1500,33800,1500,33800,1500,35300,35300,4000,4000
166939,54400,218,54400,218,54400,218,54618,54618,2000,3350
166957,600,5068,600,5068,5520,5068,5668,10588,4030,4030
167057,51440,1000,51440,1000,51440,1000,52440,52440,2900,2900
167093,.,.,.,.,.,.,.,.,.,.
167215,.,.,.,.,.,.,.,.,.,.
167260,35290,1250,35290,1250,35290,1250,36540,36540,2700,2700
167288,1030,10276,1030,10276,9975,10276,11306,20251,3232,3432
167312,600,4752,600,4752,6168,4752,5352,10920,2700,2700
167358,54360,1092,54360,1092,54360,1092,55452,55452,1800,1800
167376,600,4944,600,4944,6384,4944,5544,11328,3870,3870
167394,36596,1795,36596,1795,36596,1795,38391,38391,2916,2916
167455,30660,1000,30660,1000,30660,1000,31600,31600,2000,4000
167464,.,.,.,.,.,.,.,.,.,.
167525,5832,1128,5832,1128,5832,1128,6960,6960,3960,4800
167534,576,5254,576,5254,5520,5254,5830,10774,2830,2830
167598,43716,0,43716,0,43716,0,43715,43715,3065,4665
167631,624,5160,624,5160,5928,5160,5784,11088,2446,2446
167677,26200,0,26200,0,26200,0,.,.,.,.
167729,910,10765,910,10765,7050,11430,11675,18480,3660,6758
167783,40850,1067,40850,1067,40850,1067,41917,41917,2550,3910
167792,57228,2791,57228,2791,57228,2791,61169,61169,1000,1000
167835,53940,284,53940,284,53940,284,54224,54224,2058,10474
167899,39170,550,39170,550,39170,550,40480,40480,2250,2250
167905,600,4960,600,4960,5808,4960,5560,10768,3744,6129
167987,13833,575,13833,575,29578,575,14408,30153,2072,3572
167996,46642,0,46642,0,46642,0,46642,46642,1345,1607
168005,41242,406,41242,406,41242,406,41648,41648,3000,4800
168148,59560,1302,59560,1302,59560,1302,60862,60862,1508,8138
168218,58120,328,58120,328,58120,328,58448,58448,1000,3050
168227,35970,0,35970,0,35970,0,35970,35970,3750,6850
168254,36606,2610,36606,2610,36606,2610,39216,39216,3300,3530
168263,970,10169,970,10169,7050,10169,11139,17219,2672,3423
168281,55904,462,55904,462,55904,462,56366,56366,1060,6970
168342,50450,0,50450,0,50450,0,50450,50450,.,.
168421,53100,1116,53100,1116,53100,1116,54416,54416,1000,2500
168430,970,9616,970,9616,7050,9616,10586,16666,2200,2200
168528,37755,975,37755,975,37755,975,38730,38730,3400,3400
168546,50070,520,50070,520,50070,520,50775,50775,800,1300
168591,42352,270,42352,270,42352,270,42622,42622,2410,2410
168607,5955,600,7155,600,7155,600,7110,7110,1400,1400
168740,29808,1200,29808,1200,29808,1200,31008,31008,4400,1100
168786,34386,700,34386,700,34386,700,35086,35086,2534,2534
168847,9960,200,9960,200,9960,200,10160,10160,4800,4800
168883,4077,1280,6976,1672,8516,1672,8520,10050,3300,3300
169080,37600,206,37600,206,37600,206,37806,37806,2700,3500
169099,.,.,.,.,.,.,.,.,.,.
169187,14020,382,14020,382,14020,382,14402,14402,3555,3555
169220,.,.,.,.,.,.,.,.,.,.
169248,12296,450,12296,450,22881,450,12960,24120,1780,1780
169275,3446,747,4402,747,6274,747,5149,7021,4788,3087
169327,21630,600,21630,600,21630,600,22230,22230,2250,2250
169363,30890,170,30890,170,30890,170,31060,31060,2800,7500
169424,.,.,.,.,.,.,.,.,.,.
169442,46170,1415,46170,1415,46170,1415,47585,47585,2944,2944
169479,19320,940,19320,940,19320,940,20260,20260,4014,4014
169521,3510,710,5970,710,11190,710,6680,11900,3168,3168
169655,14501,0,14501,0,14501,0,12838,12838,3955,3955
169716,29562,0,29562,0,29562,0,29562,29562,8624,4550
169734,29280,1800,29280,1800,29280,1800,31080,31080,6885,5319
169761,29280,1800,29280,1800,29280,1800,31080,31080,6885,4815
169798,13500,1795,13500,1795,13500,1795,13810,13810,2908,5482
169910,12768,0,12768,0,12768,0,12376,12376,2683,2526
169974,3024,720,4608,720,5472,720,5328,6192,2248,2248
169983,42906,0,42906,0,42906,0,44380,44380,4200,4200
169992,3937,1228,5580,1228,6479,1228,6808,7707,3500,3500
170000,13740,1200,13740,1200,13740,1200,14160,14160,2800,2800
170037,26250,0,26250,0,26250,0,26250,26250,2570,2570
170055,3510,459,7410,459,11130,459,7869,11589,3868,3868
170082,13576,0,13576,0,19168,0,13244,18844,2040,2040
170091,15750,1470,15750,1470,15750,1470,17220,17220,1494,735
170240,2436,772,4248,772,6168,772,5020,6940,1647,1647
170286,28170,1312,28170,1312,28170,1312,29482,29482,2000,2000
170301,36300,350,36300,350,36300,350,36650,36650,2250,2250
170444,5231,1472,7846,1472,10461,1472,9318,11933,3212,3212
170532,51999,381,51999,381,51999,381,52530,52530,.,.
170541,3390,250,5850,250,7920,250,6100,8170,2244,2244
170550,3774,837,6130,837,8742,837,6967,9579,2992,2992
170587,3630,630,5460,630,7800,630,6090,8430,2844,4340
170620,4763,0,6743,0,6743,0,6743,6743,3427,3027
170639,12456,288,12456,288,12456,288,12744,12744,1850,1850
170657,3330,500,6660,500,9990,500,7160,10490,3200,3200
170675,35430,1200,35430,1200,35430,1200,36630,36630,4579,4579
170790,3060,270,5700,275,7260,275,5975,7535,2856,2856
170806,24000,0,24000,0,24000,0,24000,24000,3486,3486
170967,24720,0,24720,0,24720,0,24720,24720,1614,1614
170976,16520,428,16520,428,53669,428,15948,52266,2454,7710
171100,15555,0,15555,0,40384,0,14460,39766,3094,3094
171128,17339,306,17339,306,38082,306,16436,36738,2399,2399
171137,13152,400,13152,400,27120,400,13552,27520,3334,3334
171146,11868,454,11868,454,23604,454,12744,24546,4132,4132
171155,4996,220,7364,220,7364,220,7364,7364,3970,3970
171225,2748,680,4844,680,5436,680,5600,6176,2088,1044
171234,3390,1290,6420,1290,10500,1290,7710,11790,4013,2347
171304,4860,1670,9080,1670,12720,1670,10750,14390,3772,2380
171395,3612,784,5992,784,7784,784,6776,8568,2062,2062
171456,11882,796,11882,796,17504,796,12402,17898,2652,3756
171483,3488,1016,7264,1016,9472,1016,8280,10491,4160,4160
171492,28020,1460,28020,1460,28020,1460,29480,29480,4376,4376
171535,2328,200,4512,200,4512,200,4712,4712,2630,2630
171571,14520,0,14520,0,24735,0,13934,24708,5244,5244
171599,30126,1040,30126,1040,30126,1040,30126,30126,2766,2766
171881,23970,0,23970,0,23970,0,23970,23970,2680,2680
172033,20987,120,20987,120,20987,120,21107,21107,1861,1861
172051,10376,438,10376,438,24963,438,10814,25401,3499,3499
172200,3198,762,4602,762,6760,762,5364,7522,4082,4082
172264,27000,642,27000,642,27000,642,27642,27642,1664,1664
172291,5025,190,8655,190,12195,190,8845,12385,2213,2213
172307,3891,1666,5107,1666,5565,1666,6708,7161,2263,2263
172334,29872,600,29872,600,29872,600,30472,30472,1780,1780
172422,7598,0,7598,0,11024,0,7596,11024,1200,1200
172440,23390,600,23390,600,23390,600,23990,23990,5900,3600
172477,.,.,.,.,.,.,.,.,.,.
172608,11565,350,11565,350,11565,350,.,.,.,.
172617,2280,240,3936,240,5448,240,4176,5688,1900,1900
172635,2618,424,2839,424,3574,424,3263,3998,3090,3090
172644,13024,1605,13024,1605,29894,1605,13517,28887,5400,4942
172671,2544,400,4080,400,5760,400,4480,6160,3889,4896
172699,12094,923,12094,923,15118,923,13017,16041,2500,4187
172705,.,.,.,.,.,.,.,.,.,.
172866,18299,400,18299,400,18299,400,18699,18699,9250,9250
172918,5038,611,5038,611,5038,611,5649,5649,7196,7196
172954,5237,575,5237,575,5237,575,5812,5812,6768,6768
172963,4546,740,4546,740,4546,740,5286,5286,6768,6768
173045,39295,710,39295,710,39295,710,40005,40005,2500,4000
173063,5162,664,5162,664,5162,664,5826,5826,4372,4372
173115,5415,316,5415,316,5415,316,5731,5731,3000,3000
173124,7976,1100,7976,1100,7976,1100,9076,9076,3000,3000
173142,27700,680,27700,680,27700,680,28380,28380,1850,1850
173160,38870,160,38870,160,38870,160,39030,39030,5600,4730
173203,4989,770,4989,770,4989,770,5759,5759,6573,6654
173258,58968,384,58968,384,58968,384,59352,59352,.,.
173300,42750,516,42750,516,42750,516,43266,43266,3070,3070
173328,23400,0,23400,0,23400,0,23400,23400,2000,2000
173416,5298,643,5298,643,5298,643,5941,5941,5412,5412
173452,16420,0,16420,0,16420,0,16420,16420,4300,4300
173461,4549,785,4549,785,4549,785,5334,5334,6955,6955
173559,4965,595,4965,595,4965,595,5560,5560,2800,2800
173638,5300,636,5300,636,10600,636,5936,11236,4900,6500
173647,48250,530,48250,530,48250,530,48789,48789,1108,1108
173665,43154,1991,43154,1991,43154,1991,45145,45145,1200,1200
173683,.,.,.,.,.,.,.,.,.,.
173708,4914,580,4914,580,4914,580,5494,5494,5500,4000
173735,4944,581,4944,581,6179,581,5525,6760,4275,4275
173799,4986,572,4986,572,4986,572,5558,5558,6332,6332
173805,4944,596,4944,596,6179,596,5540,6775,5872,5872
173896,.,.,.,.,.,.,.,.,.,.
173902,58248,230,58248,230,58248,230,58478,58478,.,.
173911,4835,656,4835,656,4835,656,5491,5491,4500,4000
173920,7504,1062,7504,1062,15922,1062,8566,16984,2568,2366
173957,11208,210,11208,210,11208,210,7290,7290,10838,10838
173993,4944,596,4944,596,6179,596,5540,6775,4500,4500
174020,7136,1113,7136,1113,14560,1113,8249,15673,10380,10380
174066,13318,1709,13318,1709,31616,1709,15027,33325,2442,2442
174075,10438,1576,10438,1576,10438,1576,12014,12014,2122,2858
174127,41344,450,41344,450,41344,450,41794,41794,2336,2336
174136,4868,792,4868,792,4868,792,5660,5660,5670,5670
174154,13320,880,13320,880,13320,880,14200,14200,6318,8775
174233,12194,1382,12194,1382,17394,1382,13576,18776,2272,2272
174251,12324,1254,12324,1254,14378,1254,13578,15632,1850,1850
174358,7632,1348,7632,1348,15264,1348,8980,16612,3360,3360
174376,4080,516,4080,516,4080,516,4596,4596,6060,6060
174428,4990,689,4990,689,4990,689,5679,5679,7156,7156
174437,25430,850,25430,850,25430,850,26280,26280,3300,7075
174473,5176,617,5176,617,5176,617,5793,5793,5957,5957
174491,32490,710,32490,710,32490,710,33200,33200,2760,5566
174507,10800,900,10800,900,10800,900,11700,11700,9998,9330
174525,17034,300,17034,300,17034,300,17334,17334,5954,4882
174570,3900,402,3900,402,7800,402,4302,8202,6027,6027
174604,4944,596,4944,596,6179,596,5540,6775,3700,3700
174738,4654,598,4654,598,4654,598,5252,5252,7900,7900
174747,47332,1112,47332,1112,47332,1112,48444,48444,1500,1500
174756,4984,647,4984,647,4984,647,5631,5631,2400,2400
174783,7505,1274,7505,1274,15921,1274,8779,17195,2600,2600
174792,47332,834,47332,834,47332,834,48166,48166,1500,1500
174817,37650,630,37650,630,37650,630,38280,38280,1900,11530
174844,51450,0,51450,0,51450,0,51450,51450,900,900
174862,27270,710,27270,710,27270,710,27980,27980,6378,6378
174899,38750,660,38750,660,38750,660,39410,39410,2384,2384
174914,46348,1035,46348,1035,46348,1035,47383,47383,2463,2463
175005,33826,894,33826,894,33826,894,42594,42594,2350,2800
175014,11189,2009,11189,2009,11189,2009,12233,12233,4914,4914
175041,5071,740,5071,740,5071,740,5811,5811,6520,6520
175078,7837,1221,7837,1221,7837,1221,9058,9058,2930,2930
175139,.,.,.,.,.,.,.,.,.,.
175157,4944,596,4944,596,6179,596,5540,6775,4930,4930
175227,21377,1745,21377,1745,21377,1745,23122,23122,2250,3000
175236,5316,642,5316,642,5316,642,5958,5958,4550,4500
175263,5169,666,5169,666,5169,666,5835,5835,7894,7894
175272,7712,2068,7712,2068,13903,2068,9780,15971,2640,2640
175281,.,.,.,.,.,.,.,.,.,.
175315,4962,616,4962,616,4962,616,5578,5578,5394,5394
175342,6044,1246,6044,1246,6044,1246,7290,7290,6528,6528
175421,26650,375,26650,375,26650,375,27025,27025,1000,4000
175430,15800,0,15800,0,15800,0,15800,15800,4140,4140
175519,2850,153,2850,153,2850,153,3003,3003,2500,2500
175573,2800,380,2800,380,4800,380,3180,5180,3250,3250
175616,7951,170,7951,170,7951,170,8121,8121,4700,4000
175643,2860,290,2860,290,4960,290,3150,5250,3800,3800
175652,3500,240,3500,240,6500,240,3740,6740,5121,3825
175786,3200,250,3200,250,6950,250,3450,7200,3584,3136
175810,2600,810,2600,810,5200,810,3410,6010,4200,4000
175829,2900,260,2900,260,5100,260,3160,5360,3510,4850
175856,8270,175,8270,175,8270,1175,8445,9445,5472,5472
175883,3750,120,3750,120,5750,120,3870,5870,5340,5340
175935,3224,254,3224,254,5024,254,3478,5278,3858,3858
175980,38600,2714,38600,2714,38600,2714,41314,41314,1944,1944
176008,3090,50,3090,50,5290,50,3140,5340,1800,1800
176017,8718,110,8718,110,24990,110,8828,25100,5100,5100
176035,7425,100,7425,100,7425,100,7525,7525,4415,4415
176044,6726,20,6726,20,6726,20,6746,6746,5360,5360
176053,18200,1108,18200,1108,18200,1108,19308,19308,4765,4763
176071,3100,650,3100,650,6200,650,3750,6850,5000,5000
176080,8800,110,8800,110,23840,110,8910,23950,5358,5582
176169,3470,566,3470,566,6600,566,4036,7166,6545,5646
176178,3200,190,3200,190,3200,2590,3390,5790,2561,3400
176239,3250,250,3250,250,4250,250,3500,4500,3760,3760
176318,9900,0,9900,0,9900,0,9900,9900,2850,2950
176336,6000,275,6000,275,6000,275,6275,6275,750,800
176354,2980,400,2980,400,5680,400,3380,6080,4200,4200
176372,8786,110,8786,110,10786,110,8896,10896,4614,4427
176406,10258,477,10258,477,10258,477,10861,10861,4440,4440
176451,.,.,.,.,.,.,.,.,.,.
176479,12600,1050,12600,1050,12600,1050,13650,13650,3417,3417
176600,.,.,.,.,.,.,.,.,.,.
176628,21115,0,21115,0,21115,0,21115,21115,3400,3400
176664,13990,900,13990,900,13990,900,14890,14890,3000,8500
176770,10080,2520,10080,2520,10080,2520,12600,12600,2618,1308
176789,10276,888,10276,888,10276,888,11164,11164,10500,5414
176910,8250,1000,8250,1000,8250,1000,9250,9250,6562,4553
176947,25000,780,25000,780,25000,780,25780,25780,6642,6642
176965,7128,1178,7128,1178,14256,1178,8306,15434,2464,1065
177038,14400,0,14400,0,14400,0,14400,14400,4840,4840
177065,11762,0,11762,0,11762,0,24320,24320,4576,4576
177083,22623,250,22623,250,22623,250,22873,22873,.,.
177092,.,.,.,.,.,.,.,.,.,.
177117,21300,1470,21300,1470,21300,1470,22770,22770,2644,2644
177126,.,.,.,.,.,.,.,.,.,.
177135,2280,912,3696,912,3696,912,5328,5328,3286,3286
177144,27315,425,27315,425,27315,425,27740,27740,5190,5190
177214,29900,1015,29900,1015,29900,1015,31215,31215,3200,3200
177250,2520,648,3624,648,5400,648,4272,6048,6562,6562
177278,.,.,.,.,.,.,.,.,.,.
177339,23722,1315,23722,1315,23722,1315,25037,25037,4803,4803
177418,27290,500,27290,500,27290,500,27790,27790,6338,6338
177436,16200,345,16200,345,16200,345,16545,16545,8085,4180
177472,2808,988,3936,988,5040,988,4924,6028,5120,3184
177542,22500,1500,22500,1500,22500,1500,24000,24000,5222,5222
177551,5040,444,5040,444,9672,444,5484,10116,6562,6562
177676,3360,900,5040,900,6720,900,5940,7620,5944,4918
177719,20020,1495,20020,1495,20020,1495,.,.,.,.
177746,39500,600,39500,600,39500,600,40100,40100,4250,4250
177816,.,.,.,.,.,.,.,.,.,.
177834,.,.,.,.,.,.,.,.,.,.
177870,3850,650,3850,650,3850,650,4850,4850,400,400
177940,6720,1650,6720,1650,13710,1650,8370,15360,3342,3119
177968,18000,100,18000,100,18000,100,18100,18100,4300,4300
177977,5430,1080,5430,1080,10860,1080,6510,11940,4160,4160
177986,6600,100,6600,100,6600,100,6700,6700,8704,8704
177995,3000,240,5730,240,7470,240,5970,7710,6562,6562
178004,9180,1440,9180,1440,9180,1440,10620,10620,6770,6770
178059,24766,2400,24766,2400,24766,2400,27166,27166,9664,9664
178208,8170,850,8170,850,8170,850,8410,8410,4800,7980
178217,3480,170,4830,170,6390,170,5200,6760,6424,6424
178244,27946,1414,27946,1414,27946,1414,29360,29360,3877,3877
178341,7462,0,7462,0,14924,0,6964,13928,4029,4029
178369,20100,1400,20100,1400,20100,1400,21500,21500,5010,5010
178387,6600,852,6600,852,13620,852,8875,15300,2670,2670
178396,9330,1393,9330,1393,27612,1393,10723,29005,5288,8436
178402,9198,1587,9198,1587,25299,1587,10145,25186,4230,4230
178411,9330,1488,9330,1488,28563,1488,10165,28116,.,2310
178420,11328,0,11328,0,29970,0,10573,27972,6562,6562
