UNITID,F2A02,F2A03,F2E041,F2E051,F2C01,F2C08,F2I07   ,F2C03,F2C04
192192,64223281,32790949,1529739,8591212,2937229,19929677,38240134,1863668,0
192323,340453574,98552142,8188508,13429996,4042664,46674545,86395482,0,0
192448,765840212,236525008,46280691,45017844,12707372,92293433,305919989,1138554,366532
192624,5001340,422548,233310,218415,807438,180000,1937184,450281,0
192703,414816101,119508326,13243244,17963779,5068498,73043624,137816907,4138651,29269
192712,105386278,35845741,4899353,3528576,360728,18945468,42880147,36317,0
192749,85837838,22737205,6021063,11927425,2492669,37342980,60598873,0,0
192785,29157662,3468567,1090717,2325439,1365832,982570,12477443,28194,0
192800,,,136077,19440,28230,0,,0,0
192819,871935630,254544415,16276316,39426546,4411137,81249838,198988153,214752,0
192864,133739534,45887993,4270093,11632783,2521792,22092001,61933135,707796,0
192925,43255333,28726520,5933450,5099104,3915023,21094881,38964637,0,0
192961,140086,0,135598,42876,170780,36078,1177253,29468,0
192970,,,0,0,0,11000,,0,0
193016,411742949,79046422,28442071,20681960,20395076,40694619,158197997,11100698,38688
193052,13197892,2406100,529917,203397,1381744,409749,3895194,560381,0
193061,1443976,206576,11291,143337,185712,389016,1037791,4029,0
193070,8885209,67010,597715,391889,136292,288659,4193923,0,0
193247,11251376,1116585,8476,396203,261471,1056400,4283832,127595,0
193292,237160877,118262235,21065424,14227272,4562180,31749381,122701590,2867721,0
193353,205914688,63965584,5208293,9548142,2725196,24690048,58650389,366976,0
193380,,,98922,373645,207267,213897,,0,0
193399,129835108,47481853,7263303,7742289,4971007,37691999,55284171,0,0
193405,3253568000,1993576000,93504797,17623065,0,600000,3329402000,179429,0
193584,275136179,72797453,7214705,15103903,2670126,33102090,84558059,1595659,0
193609,,,505178,0,49578,45000,,0,0
193654,1320226000,754034000,94718000,39523000,6228000,144499000,427827000,1068000,15000
193751,84178033,20852633,2109147,2956091,0,818739,24407721,0,0
193821,323453606,168497307,6848397,9239995,0,26282190,60282822,0,0
193830,,,12217281,7731601,0,6142116,,0,0
193894,2247954,1329566,519141,0,0,615886,4756806,0,0
193900,17380971000,11179872000,86875000,131100000,27046611,711990000,7484876000,10000,0
193973,258630505,67196096,10644249,14049468,3589781,47836735,91543815,3293989,0
194073,52710928,15943349,487182,941167,0,774374,19132059,0,0
194091,278903089,118069506,25994324,29194004,6754366,66034445,268786586,4536388,0
194116,46496848,5157682,2012052,1763289,204958,753170,15833706,29741,0
194161,79649506,98758204,2921327,9396862,2932406,12721592,39470973,1015833,0
194189,4073806,660099,161482,964920,449488,1458132,4054913,122785,0
194310,707400303,389849996,54962742,49475706,11074683,206727257,378355563,4537056,0
194392,77680330,16823118,1181393,3906006,1511494,11071397,26745473,755000,0
194569,3064279,477046,291457,71771,165012,55511,1810205,25893,0
194578,710606804,272782899,30463364,22128570,2925013,65254119,212491153,371263,0
194657,2025484,713706,0,164850,168907,2476143,5123814,112390,0
194666,4536016,2009385,395860,1638315,1963470,0,4102890,1101337,0
194693,4112564,1588309,215356,267091,69230,468442,2045598,41630,0
194718,7491318,3318570,23669,319481,63973,462023,2061943,0,0
194736,8379994,5437409,0,722215,407639,1745175,6565642,54836,0
194763,20580062,7092972,0,456023,223638,2738055,7608663,0,0
194824,1598361000,1076476000,23459000,28252000,5677000,168367000,462280000,0,0
194958,127150162,30619045,2794402,7488003,2333917,17436816,39642866,1275530,0
195003,2166215000,646277000,63793000,57586000,18254000,233063000,597831000,415000,0
195030,7149025000,3307125000,74297000,75111000,5657514,260891859,4691188000,406629,0
195049,3876923769,1417583538,39714763,15866697,0,0,406069762,0,0
195128,93571791,25991976,3689811,7505917,2578538,21924903,43407341,377900,0
195155,7504383,269478,106987,0,0,59646,1135082,0,0
195164,195397858,31425825,10408322,17982153,2313681,38682970,62205637,1900169,0
195173,145926361,83195951,6540820,14671143,5631708,34397061,58858017,0,0
195191,3183647,579417,1779185,237138,449535,245441,5329478,184161,0
195216,583488400,141392728,13255489,22020922,2501143,75450212,126675249,1356628,0
195234,160673858,65707134,4069403,13169633,5201816,44672424,76476770,0,0
195243,110378349,6536057,2757279,6497231,1917430,21091560,33383420,854734,0
195289,202563,0,411677,31963,223657,32725,2499148,32758,0
195304,243768343,93239170,5678193,12403393,843171,35953511,81285359,30183,0
195438,16034548,6532430,61970,731837,41465,1186656,5103749,10194,0
195474,311119313,65044803,9724121,18669293,3777242,62368734,99346328,2565984,0
195526,826456000,173270000,17966000,19151000,2166000,55646000,159381000,736000,0
195544,130876000,32660000,6904000,16868000,6515000,39209000,89182000,3649000,0
195580,24582774,1003215,402177,124653,0,553615,5201278,0,0
195702,5261256,381590,1182081,74615,383203,510018,5135928,109915,0
195720,302679499,66043069,11428188,14835761,3265992,38997767,99007720,2764463,0
195809,1490909000,555059000,58130000,49815000,21428000,283312000,468043000,0,0
196413,3521323945,1153832498,132869470,158215423,12481208,351683924,1052261995,1244697,0
196431,2903193,290114,9335,642937,1263889,894235,4712031,154932,0
196440,2423271,433974,70151,241830,33342,379720,1989310,14317,0
196468,639338419,188135803,16443403,11468432,0,28278670,208966361,187500,82148
196583,4937823,889421,9239,149692,116995,182263,1180489,1955,0
196592,968535000,551847000,60698000,33129000,12267424,32644000,535829001,7942000,0
196653,41880127,4702034,1031203,2576409,2624851,2164528,18351713,1237344,21378
196680,73174799,26125519,17851789,13121584,7287361,571400,73163176,275380,0
196866,894925888,200333361,13013584,19557516,1422504,51594012,130502278,423222,0
196884,221087990,62777224,1540322,790443,0,4154669,25500065,0,0
197018,45149067,11899113,1302477,4931971,14385255,8677811,30591734,7096192,0
197045,150954614,84664416,6417773,17313289,5366251,14962491,84820936,4118608,0
197133,1663039023,384293642,28368212,23685470,2682130,58195950,196941351,628306,0
197142,8378379,2334479,647363,1716496,1770357,3811539,9343621,1277623,0
197197,208061260,80871033,3970102,18692481,1682282,40545536,68410211,1094794,0
197221,91466564,6054007,707167,660655,21880,5169825,7222432,6915,0
197230,74526050,8133825,1348398,3636513,952610,7655426,21689448,553753,0
197531,,,268898,2208198,1022598,3860470,,22483,0
197601,4685693,245651,29521,169589,577525,214520,1876525,327503,0
197647,2481147,795364,30000,147050,225146,402738,2960927,65250,0
197674,2278079,154933,0,425281,1191415,542697,3723451,640480,0
197692,10929541,8569050,99800,294000,73932,0,2677061,0,0
197708,1036903000,515417000,44058000,24313000,1959000,95143000,250155000,0,0
197735,12289857,2964309,0,161149,3102057,121843,6574091,1947740,0
197744,8376704,1809241,170778,136622,632952,922865,5815750,45183,0
197911,91610927,38493634,1392764,7972904,2149942,16729928,28665135,3006405,0
197984,37740491,19046565,1806565,10127377,2298295,8670364,33350174,1862210,0
197993,51386635,35499311,2345212,1431541,1182649,4438156,16055950,652034,0
198066,65903199,16253582,1042229,4743008,1557906,10981074,19879033,1364980,0
198109,,,677295,1363398,590280,1318276,,540165,0
198136,612904969,191336071,13337021,24856111,6299092,81243415,166083477,8139161,0
198215,180310312,31379361,1291103,4366614,2400563,5693836,59922353,3039325,0
198303,91084339,13926008,763930,7316435,4629505,17304866,26092977,3115867,0
198385,1347013579,109630337,12799763,32246998,1365973,53316164,137744038,595211,0
198419,23174857000,8809835000,229990000,82067000,4638000,366186000,6858841000,2287000,0
198516,893737232,247461968,8339570,45943422,2680291,56564846,253503917,2016397,0
198561,150371986,34704018,2608542,15279995,3866076,28802325,65441608,3325495,0
198598,53157295,19949391,337661,3668857,1808845,1540952,17927471,1940500,0
198613,209766043,91157673,5410085,9737662,2812844,25889556,53340247,2938930,144789
198677,267565,25789,18547,44770,234036,0,419357,0,0
198695,863444385,202768997,8868792,33991870,2128537,48447738,199361751,2613496,0
198756,138679545,28871079,3159461,8037940,5859998,7262420,44723714,2936917,0
198808,65924509,5134368,1371827,5374729,1884109,9861960,20421702,1546460,0
198835,224343491,52806603,2160200,11137407,3295291,40933546,55644271,4326840,840073
198862,83467495,37896803,2132379,4307805,4776877,3868914,31541036,2882279,143794
198871,48253660,23490898,825250,2304203,2162291,3831521,14289060,1911232,0
198899,159252141,56969633,1043939,2790507,2620175,20199990,31575891,2851930,0
198950,201286177,66371201,7999147,5099898,2466738,28228644,57792051,3916369,0
198969,118199163,43674995,2181424,9696152,2855463,24401790,48089883,3315412,0
199032,29754829,10868959,1052994,4617153,1535994,9537366,19645823,1141350,0
199069,81380580,34252675,3647685,13088592,5894798,11418296,39369846,3851025,0
199209,59732981,16531708,1668031,6806915,5242464,23175048,32403046,3753790,0
199272,95527514,17629920,2208107,5480447,1941608,10200810,23854399,2103585,0
199306,68487600,46085664,3052352,5381732,2340500,14499096,26458753,3417793,0
199412,319093130,110546179,7054305,13893664,2232735,29910058,65372698,2094054,0
199458,6257538,1346678,326984,838973,478409,850746,4361087,403890,0
199582,75611189,37286936,1638724,4355705,3481130,4717841,26627830,2404700,0
199607,98039538,22439810,2125895,3772991,1432164,10076854,20614261,1251862,0
199643,66879036,35604208,424325,7839305,4449312,4710161,37330499,2549695,0
199698,20257294,12339313,1205681,7762100,1754136,193851,19587014,848540,0
199759,99060919,21967837,5370706,1243921,567382,2419515,31847132,0,0
199847,3804043000,1492061000,939235000,39100000,2350235,122732000,1663448000,1470807,0
199865,103027241,21977829,2135966,5137682,1320117,14834829,27632588,1031560,0
199883,,,102376,278795,199842,7435,,109330,0
199962,261190600,89264900,5939061,18608225,5059461,66909770,83898688,6411428,0
199971,1029482,454531,72733,46584,282968,38890,715223,0,0
200156,102072054,30465455,432588,5072215,1320299,12230585,25411014,623672,0
200217,188008414,70544961,1640321,6103860,2114468,0,80797940,1481793,0
200484,15372022,4395321,408343,1102571,439761,951279,5670267,81586,0
200527,46303385,5660175,1184173,1867213,2055131,830318,19238179,431779,0
200554,54940028,8475167,960617,4950922,1662252,4212040,21150624,300468,1128157
200785,13669227,1561437,380197,1615301,2785655,631558,5586482,1110328,0
200873,4424114,166112,14102,76696,200931,0,1104039,906,6800
201061,6494137,868844,1166392,1104862,610128,2970606,5077529,123011,0
201104,260209950,96907823,11757768,18991929,20114073,27031615,107898339,2000431,0
201140,68794319,266560,1004603,896522,0,1302022,6288311,0,0
201177,,,962200,1164780,547966,917007,,270033,0
201195,362531301,48161674,8966866,16210872,4610143,47772713,105602320,2207627,0
201371,69534991,17728013,2864011,4275002,1260786,12707567,21926550,539732,0
201548,268633146,47230880,5369033,11718627,3378479,56788874,77558548,0,0
201645,3274832322,925431956,22849615,35274031,3553534,206737042,1021160225,745999,0
201654,224265347,21305472,17601140,9596034,3171269,48319308,91843845,879069,3756870
201681,,,0,47860,259507,404507,,0,0
201751,15439986,2645689,438780,624051,559498,0,3806103,286125,0
201821,,,302375,2271218,1765435,4707566,,735315,120521
201867,4202472,662757,147275,94618,203604,132415,2202945,61250,0
201964,46709410,11599746,207097,3098934,5330352,5128101,22742488,543051,0
202046,103372501,22341134,3227461,3381960,1323244,12341458,22970244,576274,0
202073,89548246,15667379,1464833,995036,157047,9475194,18577228,6332,0
202170,61420671,18190701,2185716,2388176,1998564,17859475,29038201,87749,21250
202480,1791075000,548269000,34579000,25082000,4908000,213080000,522430000,0,0
202514,48497617,8457282,708894,5228284,1116479,7786010,15026491,346083,0
202523,1411394000,276498000,16010000,25368000,2029000,65690000,135166000,0,0
202763,214426229,64506518,7890762,12590137,2477981,47520341,81603563,1120612,0
202806,133627000,26648000,9905000,13548000,6579000,4127174,83538000,2769575,0
202903,8174810,1007155,12720,33061,576121,0,4343737,18762,70208
202912,,,821741,285350,473416,199574,,190721,0
203067,317594057,71164285,8239070,1261045,0,72559,38638635,0,0
203085,148448525,35071923,1523465,7036254,1721626,19809754,33782773,755551,0
203128,136803222,46698266,3210016,6722681,2250032,13660465,33559306,929936,0
203146,,,565635,690924,628836,816823,,0,0
203368,447938367,87750187,9397699,14774763,2660908,75501619,96581240,0,0
203535,931598852,302814829,9984766,23457066,738917,40799231,115110669,62669,0
203544,,,847490,1747891,891402,2563428,,300814,0
203580,75139558,35960623,2488088,6051617,1409997,14770071,22298033,468667,0
203757,52843278,22567495,2126561,5526683,1947189,9636380,29398403,768190,0
203775,68363270,25148358,1629911,5388532,1854604,17605572,29303789,893728,0
203845,206056613,50425895,4266182,8617862,1347704,24586456,50740343,613411,0
203960,29019388,3178235,2085896,2254696,2069698,160312,18477049,593946,0
203997,59913793,4076838,563383,501428,0,1711664,5869178,0,0
204176,64562973,17808754,1272796,3580158,1117180,182404,24171564,547555,0
204185,302407966,35755794,3780783,11476859,2900833,31354708,60717856,1271508,0
204194,101311381,17780466,2469085,9393799,2783115,24476412,36256767,1241015,0
204200,112386817,17720207,4679158,10780258,1782225,14783967,43899244,785408,0
204264,166126264,21521412,1737853,7384510,2990832,22390931,39396849,0,0
204468,43373444,26996765,2343689,8887407,3002693,19687060,26393836,1420441,0
204486,103355816,31607943,1294831,13229514,6840283,531684,43133138,1345244,0
204501,1437498079,326324102,23763184,15977914,1240713,74633647,182706689,0,0
204617,77043950,55600774,3064476,6949003,2026977,17776346,33604238,1062389,0
204635,362966718,118717305,6826052,12669120,2509372,53200419,89511616,1132289,0
204893,,,64149,79771,102816,142806,,28840,0
204909,451093607,92760922,5468094,13589584,2055127,45962978,67309822,643547,0
204936,236973881,57055850,8095326,10644586,3562323,40670820,66186878,1875155,0
204990,6137293,1222098,917752,573596,0,43492,2867976,0,0
205027,52556643,7915940,387264,695864,31922,271470,7989487,0,0
205090,,,54187,138896,149686,187074,,26058,0
205124,2634460,606995,410070,396525,154190,501770,2728256,47468,0
205203,37620201,11606948,1512202,3413600,3321662,5148089,20023989,0,0
205957,242767942,63656301,5788390,12613098,2305524,26387984,75631764,298958,0
206048,96903787,41723008,3278995,13482380,4129881,22033777,44423635,1842940,0
206154,1756230,38784,92048,61338,69983,6298,348794,21436,0
206279,15471828,8317694,3445759,1615569,1462171,0,17884654,275443,0
206288,14888374,3802472,989186,564646,0,1084719,5931309,0,0
206349,95669215,8190520,1842696,5181403,1201787,8234180,23958556,592290,20498
206437,117531247,22555687,4031422,9873106,2513428,30305204,48631926,1059895,0
206491,29174940,40840082,393462,3394043,2475751,1168068,16923342,556297,0
206507,121201261,46881906,1560671,7231070,2257956,15271385,26026288,1027136,0
206516,2949012,252771,193564,96401,0,69983,1363848,0,0
206525,254334973,84362891,2879926,12467331,2286980,37200681,53848710,918639,0
206589,592071433,74473656,9616102,20363582,1750031,61105655,97477631,389613,0
206622,760056000,261428000,12063000,22359000,2909000,91373000,199216000,858000,0
206817,10786964,2530804,664568,1210032,892642,1472445,6532939,275999,0
206835,43120292,3646976,721382,4828728,1629263,6710222,19573582,0,0
206862,147379061,62609807,2778051,9253924,3202694,15321068,48009014,697767,0
207157,5726996,3294291,274478,989066,899719,2368744,4732374,290194,0
207324,124961923,65422583,1639508,8958219,1940761,22099026,46648445,0,0
207403,262620778,33903854,3281394,10847457,2688278,28801165,44069230,1442668,0
207458,339604842,125364676,6551748,11092476,1683049,32590109,72928593,0,0
207582,196073358,36125604,3998040,12795366,6239734,43999082,104654890,47256,0
207856,9560766,9273054,351182,2605155,970443,3004699,7272334,382171,72888
207971,1523377903,181192676,34048180,15505883,3688240,99887687,205409147,729450,0
208725,8406626,1979188,147646,196386,294835,500730,2602903,0,0
208822,200923677,61082881,4234028,12026483,3390043,39588274,89490772,1063425,0
209056,504918917,184506891,11784700,15788946,1849879,63525922,122131778,0,0
209065,280843543,51025828,4738404,13240060,2507676,39461979,63305599,955763,0
209241,,,306632,259604,38303,0,,3300,0
209287,32588000,5815000,1316000,3089000,740814,3011800,16054000,112287,0
209296,25688648,12774026,1618189,1499997,96223,738264,18759837,32450,0
209409,39084911,18176107,1634822,4224552,1054255,6782912,15199641,147299,0
209603,34089051,7249715,2686318,4181171,933283,11220663,18549991,212025,0
209612,323100330,156690619,26379297,16544176,2403258,42694858,125978174,802127,0
209825,637956000,113587000,4442000,31057000,2693000,90887000,143691000,563000,0
209922,831907132,171920150,14295261,13308290,847122,29393734,102606510,44550,0
210304,32436342,14516658,684348,4864319,1916624,1678836,18272878,687551,1106
210331,23786515,10876500,1317719,4481207,1588614,16795219,21052101,462000,0
210368,8923349,2174426,603859,1346065,0,864012,8746572,0,0
210401,443732000,103810000,17791000,12774000,1662000,49010000,90364000,415000,0
210438,43434818,12907741,2905017,3624343,0,1686746,27562375,0,0
210492,,,1748059,4451707,533565,2228517,,367019,0
210508,,,277377,11366,0,0,,0,0
210571,172964959,57033456,2206160,9885098,4145233,18496528,49316735,2716677,0
210669,394705721,78871074,6541154,19152631,2578703,55591176,74686646,1623601,0
210739,251956238,74371642,4666385,12389563,2885920,34579438,76181755,1816076,0
210775,170646570,92102248,6988135,9164828,3599049,25973321,62530472,2260903,0
210809,103108751,12845396,1928441,1787250,0,0,36565768,0,0
211024,16444941,10594262,374011,1606890,1023633,3094134,9798994,303571,0
211088,259676000,106215000,7257000,15227000,3418000,42865000,116908000,2788000,0
211130,5252723,1072284,204327,359590,0,256673,2857408,0,0
211273,1216445000,152329000,17067000,11969000,1099000,39497000,131375000,188000,0
211291,1430783000,321036000,30657000,45101000,1653000,62240000,237562000,646000,0
211352,137934491,66294754,6273844,11946300,3180021,25585084,54139999,1993666,0
211431,105769561,35493201,6853571,2468589,2480175,11068320,53371849,1925881,0
211440,4737719181,1144955635,159475953,64233657,4899541,170732800,1299231349,455657,0
211468,93635275,29957742,1425548,5898630,2142598,17868714,37299468,0,0
211556,217171716,85386790,2320223,17483291,1672813,23619940,69204197,1316730,413094
211583,66492677,33246439,2867907,6237158,2718965,18385706,36919946,1314018,0
211635,,,133811,0,406564,338774,,315297,11000
211893,301109152,5192440,1188791,2405455,58468,77250,23499170,0,0
211981,108521846,43746651,6159942,9656042,2777571,35198594,58244659,1518250,0
212009,727423592,163743052,11332099,19414784,1428203,56757622,124491080,0,0
212054,2325554000,1062178000,76400000,74147000,17439000,354038000,958079000,7411000,0
212106,869264000,288139000,39733000,20975000,5252000,122801000,287284000,4577000,0
212133,97736290,39314455,3991846,11654301,3534861,27814404,51984391,87500,0
212197,208983291,81643729,2125113,11382794,1604289,23011720,69672310,0,0
212443,4719388,654491,153353,5327,0,18041,2289264,0,0
212577,782794725,234911452,10176499,24792673,2268845,59329354,134714477,679101,0
212601,276610000,102478000,9224000,17476000,4135000,51168000,94080000,3036000,0
212656,88155177,10095340,3163399,8044174,1836321,14870418,33231869,1541756,0
212674,570755194,129409519,19092595,24057106,2267685,69350824,133317883,758427,0
212771,8080735,2443835,1703789,109110,4646,50845,4883890,0,0
212805,326477636,25229078,5728805,779613,0,0,79104729,0,0
212832,122049000,53462000,10935000,6018000,2865000,22204000,55111000,2404000,0
212869,24678431,5543443,949682,5287084,4163071,9551906,25583618,2341385,0
212911,752077114,176389682,9350093,16307246,1047137,30574669,109302962,139275,0
212975,15965000,2885000,0,13373789,637578,0,17771054,45481,0
212984,113738629,38523279,3723432,5307723,3603219,23081158,44352899,2631663,0
213011,85601262,54434495,2228283,7775095,1794542,9192893,40003437,1074850,0
213163,,,0,0,108260,0,,66813,0
213233,25096531,2530317,485242,1825362,1107701,216150,9455826,687711,0
213251,220655811,78567236,5122756,9995140,1702117,39051373,50642192,1484344,0
213303,39156109,28271822,1873558,4886171,3220697,13109767,27733921,1739228,0
213321,232831549,78996055,5704234,11837164,2651146,35577659,67603454,2161198,0
213358,40280342,27938400,2185994,6049320,2163967,14174023,30324846,1430020,292684
213367,273667540,161132540,13455038,19107416,6731006,47379000,109467077,3806802,0
213376,68782948,27603979,2899262,5422050,5495366,2561377,29530564,2474564,0
213385,1381564000,376263000,12221000,32264000,1511000,55975000,174210000,0,0
213400,86484860,37027479,1445514,4437223,2154545,9404212,31184823,1082650,0
213446,25674995,1082692,304385,242003,0,621272,3874149,0,0
213507,214348628,57721217,3477824,9978605,1779776,44189585,60491932,1725349,0
213543,2594231000,577369000,37710000,38856000,4529000,115235000,406147000,1484000,0
213598,304923012,49954254,3001877,8569656,6560919,7564957,65020238,0,0
213622,,,0,0,216424,0,,169058,0
213631,129095663,21014932,1942842,486039,0,0,12111562,0,0
213668,279702335,53757051,4140265,8993606,2410021,33832148,44288962,1183358,0
213774,14225975,4622737,882638,2275000,2219269,928264,10089446,1066797,0
213826,228365138,93735790,9182747,10089160,2750613,31288244,64073612,1920519,0
213987,168118238,71923871,21726165,16361475,2910626,56444473,99015715,1683442,0
213996,322341214,87928202,9089314,21100599,2299657,41942582,99519612,2112102,0
214023,79330,487801,90234,91285,12728,0,436218,0,0
214069,208480483,66240277,5043167,11252339,2262933,27117580,61392518,1665183,0
214148,76690158,5490515,1299206,1162366,801854,6792247,16412326,333348,0
214157,302590380,105205197,4462754,13055045,2522470,44254793,73561198,2226160,0
214166,166207128,27929259,2121013,5907945,1805438,8079239,27540491,1567461,0
214175,527977730,93489947,6374052,13961589,1965287,56862201,104582219,905914,0
214272,141368145,48618289,4860398,13784062,3275790,17723592,52246305,416819,0
214476,,,31000,43700,32350,13150,,19870,0
214528,,,805052,2223955,685630,325487,,707686,0
214564,121005935,53638260,2904167,3596943,0,1532086,51197282,0,0
214582,4680689,2572985,603148,602978,1966193,47941,9910788,74937,0
214883,35901123,4494835,1403479,3531453,3167329,2698292,17185860,740559,0
214971,121329646,31458035,746369,1132372,252636,4196786,19228447,0,0
215053,15005977,3184251,483133,817428,508045,989676,7069815,424436,0
215062,30413231000,10846962000,1012266000,113504000,7669000,360863000,10944686000,476000,103000
215105,191023347,70383024,13821056,7521970,2664776,39675270,70603556,170472,0
215114,48927351,17048933,1408000,4282000,1495000,11564000,23235045,1128000,0
215123,636629801,105471753,22634858,6231020,0,5811522,151225919,0,0
215132,394161147,196622937,7257121,19674961,1903857,25953776,94648578,996010,0
215266,,,1301487,5603294,3039563,6160717,,0,0
215275,,,1765674,3616251,2588678,3014051,,0,0
215284,,,1815668,5115329,3429023,4870483,,0,0
215293,8011856079,3011172348,270761856,175850302,13901255,225682687,2412683906,87852,0
215309,,,466125,728472,332816,340595,,0,0
215381,15023137,4487272,2509151,919095,1185288,53854,14834575,256422,0
215390,17515244,527250,0,437992,387915,279635,2189858,75980,6214
215415,63106981,55816775,1965792,8368640,5882259,0,38092286,3101719,0
215424,227714386,1831056,2263809,1113833,0,1160771,14384770,0,0
215442,208533496,70223859,7451954,11788385,5787552,42493099,79852698,3354249,0
215479,,,403280,269690,142274,0,,113873,0
215594,,,0,1494885,463300,0,,327692,0
215619,23147011,2182024,165221,209725,0,302357,5958804,0,0
215655,276095735,126872287,10383363,22346698,4337165,45918313,123138187,3956646,0
215682,8455887,4862278,552364,824613,1256572,0,9093451,817662,0
215691,55101229,23270693,3285089,3223540,1190170,3829230,19849956,616185,0
215743,135941955,41142396,1795410,14144577,2027597,29422388,62313364,1488705,0
215770,802551440,250421142,13380332,35485753,2655264,99349180,210347379,1430288,0
215798,282462182,33237916,4039928,9972498,2107597,34124470,56071379,1678330,0
215929,605835765,197146761,14286845,21290273,3404155,79110051,165100332,2248805,0
215947,174081874,52975922,3047214,8325023,2519972,34632450,52343018,1903434,733
215974,,,0,0,446207,0,,287851,0
216047,67611901,3402791,2151612,966896,38460,84949,10893656,38885,0
216162,,,0,462819,326904,643691,,0,0
216278,339662705,67239170,4963504,22200031,2807194,71329697,81360370,0,0
216287,2777013000,392358000,28036000,18113000,1685000,40278000,180761000,219000,0
216311,21458968,1888637,0,0,131005,1243946,4424076,0,0
216339,5453339000,2311147000,175996000,81098000,41573000,152840000,3432630000,0,0
216348,3005073,365668,172500,25717,0,62760,712248,0,0
216357,74838776,28626240,1207328,6308471,1571253,14522884,24427578,1019691,0
216366,8372226240,5029316590,64884446,17440136,5333841,66410441,5570678922,2443858,0
216463,33788154,517507,573666,299262,0,838291,4889836,0,0
216524,309093007,76991217,6897234,11099347,1424985,48909119,68300703,1120079,0
216542,40571355,35506713,777597,1442022,1237434,4103064,13571530,366574,0
216551,,,297191,3500000,413909,3471889,,152515,0
216597,1880806380,432104093,63959503,75716263,3278708,138240565,458178879,927717,0
216630,,,501104,14666,91682,92491,,35291,0
216667,317857588,70564363,5165401,10233036,1732030,35576552,59245028,1391442,0
216694,127676659,50149420,3673137,5945109,1904059,15342256,40072555,1914578,0
216773,,,231944,0,64409,0,,114336,0
216807,216642866,48808506,4730573,7772097,1637266,27367611,36828053,1285286,0
216816,42311867,4773474,1050441,1129819,0,2140376,17948053,0,0
216852,373313373,180110707,13711062,19452723,3024610,87933609,152903123,3031745,0
216931,232735413,107706458,10473036,16251619,3524249,41277888,100889075,2816153,0
216940,185613221,2789967,382537,1940637,800047,0,10526790,588541,0
217013,116652606,36676970,4668435,5233088,1531138,8386912,26790789,1083616,0
217040,2065181,898482,111307,371532,126043,715652,2882684,0,0
217059,501517928,96801213,13196411,12683018,4563417,26193619,104422008,2719362,0
217156,6894193000,1415362000,191641000,73529000,4825000,199815000,1030022000,0,0
217165,506731000,160989000,15154000,31974000,1754000,65199000,154739000,137000,0
217235,794093655,93166476,13661483,51197527,12672620,86078430,183258702,330153,0
217305,403403744,115119992,6187492,9192142,6145886,13995033,66623539,430510,0
217402,748292244,179457582,16797799,14784900,2899889,80541196,212353394,139605,0
217493,686288039,237594237,20623692,10059490,1623654,27319133,159273773,23484,0
217518,273380421,145350703,4958976,19128135,3574955,56224680,145107896,0,0
217536,192416000,54896000,6284000,12555000,2063418,42868058,72090000,145238,0
217606,20092462,1298341,532777,270500,761495,12000,5851146,0,0
217624,46904067,24762785,1410515,4525172,3595382,1674540,17249627,879078,0
217633,187384632,47294435,6347839,13552039,3285132,28743898,62815931,5070366,0
217688,191448124,71715451,2224517,15630264,5212101,32117877,60174108,0,0
217721,122453279,88142431,2451209,9454847,8538509,11486841,48876882,3109625,0
217749,200386142,6443424,6717540,11085858,4199849,15388283,74060767,1937805,0
217776,39920024,8769068,1344070,4286598,2447127,9220802,24507328,3228029,377953
217873,109500641,47999992,3614530,5280604,7905478,6127996,52343915,7869228,0
217891,5588260,130951,39585,1417891,1156516,142500,5428002,0,0
217907,75540905,16939685,4298977,6381940,2477793,816152,27403658,0,0
217925,110643516,36886258,2007653,9097654,1722170,7988008,45601357,772393,0
217934,48416779,8426705,1125083,4817519,3158605,257515,22490480,4399807,0
217961,163727605,41377697,2216202,5244970,1676902,4273317,29532609,3466606,0
217998,79056545,24923733,936347,1893483,911602,15692070,20459020,3664615,0
218070,1066060401,121266629,23036824,30329244,1500092,65636575,163131431,8277512,0
218238,74642458,22208642,1558501,10445084,4409816,12068199,38345268,1659446,0
218399,45404242,6904748,1722761,3664891,2941083,0,18772299,1000000,0
218414,63850251,35571641,1853190,8257652,3181856,18308380,31002302,4561214,0
218441,119221834,9155555,8244351,10172860,3111505,0,45928110,7618021,0
218539,209385132,70331783,5019191,11359237,1527669,25638999,45508486,4886046,0
218751,39718335,17000030,1458217,1984469,0,382377,15340781,0,0
218821,52461540,9798501,1353692,2304286,2935357,5907553,17279472,5228518,0
218919,31280794,19356763,1341027,2254930,2535388,1388181,14562254,0,0
218973,486613567,112225922,7119992,20250407,1316913,44393123,74662101,7102265,0
219000,192354431,44852198,4355920,6157343,1543538,29518840,54541610,855614,0
219091,80956839,14745772,854176,5025824,1140504,9327866,18646705,221516,0
219170,,,0,0,0,0,,0,0
219198,69294079,29746295,824437,4068514,959556,8091776,16781507,134662,0
219240,14737563,4933153,0,69214,0,118441,3451733,0,0
219295,34799192,14414541,1328374,3015889,877998,3560621,14546961,57726,0
219338,,,0,0,0,0,,0,0
219374,22528881,5284509,445810,3894792,1040757,981855,14493133,0,0
219383,85542086,25978892,1589215,7510429,1712085,7977546,25638165,0,0
219392,,,0,0,3097,0,,1000,0
219505,8636351,3793404,1609094,221364,272751,0,4423428,0,0
219639,49624939,6230758,2166888,3250568,2207103,264506,18407936,1558107,0
