UNITID,STABBR,HLOFFER
457439,FL,2
457448,FL,2
457466,GA,2
457475,GA,2
457484,HI,7
457493,ID,2
457527,IL,5
457536,IL,3
457545,IL,2
457554,IL,2
457563,IN,2
457572,IN,2
457581,KS,2
457606,LA,2
457615,MA,2
457624,MA,2
457633,MI,2
457642,MI,2
457651,MN,3
457679,MN,4
457688,MO,7
457697,MO,7
457721,MT,2
457749,MT,2
457767,NJ,2
457776,NM,2
457785,NV,2
457794,NY,1
457800,NY,4
457819,NY,1
457837,NY,2
457846,NY,2
457855,NY,2
457873,OH,2
457916,OH,4
457925,OR,4
457943,PA,2
457952,PA,2
457989,SC,2
457998,SC,2
458007,TN,2
458034,TX,4
458043,TX,2
458052,TX,2
458061,TX,2
458070,TX,2
458098,TX,2
458104,UT,2
458113,VA,5
458122,VA,1
458131,WA,2
458140,WA,3
458168,WI,4
458210,CA,9
458229,CA,5
458265,IL,2
458274,IL,2
458380,MI,2
458405,NC,3
458423,NV,1
458441,GA,3
458496,VA,5
458575,CA,7
458681,IN,3
458803,TN,2
458812,TN,2
458821,TN,2
458830,PA,2
458849,NJ,2
458858,IN,2
458867,GA,2
458885,AR,7
458919,GA,7
458955,MS,7
458964,SC,7
458973,TX,7
458982,TX,5
459000,TN,2
459019,NC,2
459046,NC,2
459055,FL,2
459064,NC,2
459116,AZ,2
459125,AZ,2
459170,CA,2
459189,CA,2
459198,CA,2
459204,CA,5
459213,CA,5
459231,CA,2
459259,VA,8
459268,VA,8
459277,CO,2
459286,CO,2
459295,CO,2
459301,DE,2
459310,FL,3
459329,FL,4
459347,FL,2
459374,IL,1
459392,IN,2
459408,MA,2
459417,MI,5
459426,MN,2
459462,NY,2
459499,OR,1
459514,TX,3
459523,TX,2
459532,TX,2
459541,UT,2
459550,WA,4
459578,WI,2
459727,CA,9
459736,CA,9
459745,DC,9
459824,NV,9
459842,WI,8
459851,WI,8
459949,TX,7
459958,TX,3
459967,TX,2
459985,TX,2
459994,DC,7
460011,SC,2
460020,SC,3
460093,MI,2
460109,IN,3
460118,OH,2
460127,MI,2
460136,TX,3
460145,IL,2
460172,TX,2
460181,TX,3
460190,FL,3
460206,TX,3
460349,RI,9
460376,VA,7
460385,PA,4
460394,CA,4
460446,NY,2
460455,NY,2
460464,CA,3
460482,MI,2
460516,CA,2
460525,ID,1
460534,TX,2
460543,TX,4
460570,NH,2
460598,PA,2
460677,PR,3
460701,FL,2
460738,CO,9
460756,HI,3
460765,NC,2
460783,FL,5
460808,ID,1
460817,NC,3
460826,GA,3
460835,SC,3
460862,OR,4
460871,VA,5
460899,ID,5
460914,AZ,2
460932,MO,2
460969,FL,2
460978,TX,2
460987,AR,2
460996,MO,2
461005,FL,3
461014,NY,3
461023,AZ,7
461032,NC,7
461087,OK,2
461111,OH,4
461120,TN,9
461139,NC,7
461148,CA,7
461157,NY,2
461175,CA,2
461193,PA,2
461218,PA,3
461245,FL,4
461254,CA,3
461263,CA,5
461272,UT,2
461281,FL,7
461290,NH,2
461306,FL,2
461315,MI,3
461324,TN,3
461333,HI,1
461342,UT,2
461351,NY,2
461379,MD,1
461388,TX,2
461412,VA,1
461421,MO,2
461430,NV,2
461485,NC,7
461494,UT,2
461500,CA,2
461528,NC,9
461537,MO,2
461555,NM,2
461573,MO,3
461582,IL,1
461591,HI,4
461607,CA,2
461625,PR,2
461643,CA,7
461652,ID,2
461689,CO,3
461704,ME,2
461713,AZ,1
461722,KY,2
461740,TX,2
461759,KY,5
461768,NY,1
461786,WI,2
461795,TX,7
461810,CO,2
461829,CA,2
461838,NY,1
461847,NJ,5
461856,CA,2
461865,NJ,3
461874,WI,2
461883,FL,7
461892,MI,2
461908,WI,2
461917,IN,2
461926,UT,2
461944,MI,2
461953,CO,3
461962,ME,2
461999,OH,4
462008,NV,2
462017,IN,2
462035,FL,2
462044,ME,9
462053,IL,2
462062,CA,2
462071,WA,2
462336,CA,2
462345,IL,2
462354,CA,5
463056,CT,5
464226,AZ,7
465812,UT,7
466189,CO,5
466921,MO,5
466930,TX,5
467094,NY,2
467368,CA,3
467863,SC,2
467872,SC,2
467906,SC,2
468246,OR,4
468255,OR,4
468291,CA,3
468769,CA,2
468848,CA,2
468893,LA,2
468909,CA,2
468963,MA,2
469416,PR,5
469610,AZ,1
469629,OK,4
469638,IL,4
469911,LA,2
469920,LA,2
469957,CA,2
470038,CA,2
470047,KS,3
470296,TX,2
470393,IL,2
474863,CA,7
474890,AZ,5
474906,ID,5
474915,AZ,2
474924,UT,2
475015,IA,4
475024,NJ,2
475033,NY,7
475060,GA,3
475121,GA,9
475130,AL,3
475176,CA,3
475200,WA,5
475228,CA,9
475237,CA,9
475273,MA,7
475282,CA,2
475325,NV,2
475398,WV,7
475404,NY,1
475413,WI,2
475422,NY,3
475431,NJ,1
475459,MS,2
475468,NJ,2
475477,FL,3
475486,TX,2
475495,UT,9
475510,NY,7
475538,SC,2
475547,FL,2
475556,NC,2
475565,NY,3
475574,IN,2
475608,TX,7
475635,CA,5
475653,IL,2
475662,TX,2
475705,CA,2
475714,FL,5
475723,UT,2
475732,GA,5
475741,IN,5
475750,TX,3
475839,AZ,3
476063,FL,2
476179,VA,2
476230,WV,2
476294,UT,2
476355,NY,4
476489,IL,2
476498,FL,2
476513,CA,2
476540,TX,2
476559,TX,2
476568,VA,2
476586,CO,1
476595,CA,5
476601,MD,5
476610,NY,1
476629,OH,4
476674,IL,2
476683,OH,3
476692,NJ,5
476708,UT,2
476717,NY,5
476726,TX,3
476735,MA,2
476753,AZ,2
476780,CA,2
476799,CA,2
476805,AL,2
476814,FL,2
476823,CO,4
476841,NV,2
476850,ID,2
476869,ID,2
476878,NY,2
476887,GA,2
476896,TX,2
476902,KS,2
476939,FL,4
476948,GA,3
476957,ID,2
476966,FL,2
476975,CO,7
476984,KS,2
476993,UT,2
477002,MI,2
477039,TX,9
477950,UT,3
477996,NE,5
478014,TX,5
478582,GA,2
478591,TX,2
478616,NC,2
478634,CA,5
478661,NJ,2
478917,KS,2
478953,KS,4
479062,RI,1
479248,VA,3
479424,CA,2
479956,PA,9
479965,NJ,4
479974,CA,2
479983,CO,2
479992,CA,2
480000,CA,2
480019,CA,1
480028,NY,3
480037,NC,1
480073,TX,7
480091,NY,5
480125,TX,2
480161,KY,2
480170,MN,2
480189,PA,3
480198,OR,7
480204,CA,5
480301,GA,9
480310,MD,2
480347,AZ,2
480471,CA,2
480499,IA,9
480523,OH,2
480532,OH,2
480550,KY,2
480569,FL,7
480657,KS,9
480693,MD,2
480727,MI,4
480736,CT,2
480781,CA,9
480790,CO,9
480824,TX,3
480833,TX,3
480842,FL,2
480851,FL,3
480879,MO,2
480888,TX,2
480903,CT,1
480912,TX,5
480921,AR,2
480930,VA,2
480967,OK,3
480976,AL,2
480985,UT,7
480994,MD,2
481003,TX,2
481021,PA,2
481030,WV,7
481049,MO,2
481058,CA,9
481085,IL,2
481094,NY,7
481100,UT,2
481128,CA,2
481137,WI,4
481146,GA,2
481155,GA,3
481182,CA,2
481191,CA,2
481207,MD,2
481225,TN,5
481243,NY,2
481252,FL,3
481289,CA,2
481298,CA,2
481313,FL,2
481322,TX,2
481331,NY,1
481340,TN,2
481368,FL,2
481386,CA,2
481401,TX,9
481410,NY,5
481429,NJ,2
481438,NJ,5
481447,NJ,1
481456,UT,2
481465,LA,4
481474,CA,2
481483,FL,2
481508,NJ,2
481517,MO,2
481526,VA,1
481535,CA,9
481571,CT,2
481678,GA,2
481720,NC,7
481739,IL,2
481748,IL,2
481775,CA,3
481845,NY,2
481863,IN,3
481890,KY,2
481906,WV,2
481960,CA,3
482015,TX,2
482060,CA,2
482097,MO,2
482149,GA,9
482158,GA,7
482167,IL,2
482176,CO,2
482185,WA,4
482194,NY,2
482200,TX,2
482228,IN,7
482246,ND,1
482255,NV,4
482291,CA,2
482325,TX,5
482334,TX,5
482370,IN,5
482413,NY,7
482422,AZ,7
482431,CA,7
482440,CO,7
482459,FL,7
482468,GA,7
482477,IL,7
482486,IN,7
482538,MO,7
482547,NV,7
482556,NJ,7
482565,NC,7
482574,OH,7
482608,PA,7
482617,TN,7
482635,TX,7
482653,VA,7
482680,GA,9
482699,GA,5
482705,MA,9
482936,FL,7
482963,NJ,4
482972,TX,1
482981,TX,2
482990,AZ,3
483009,CA,2
483018,OH,5
483036,TX,7
483045,GA,4
483054,PA,2
483106,NJ,2
483124,AZ,9
483212,LA,3
483221,CA,3
483230,CA,1
483258,IL,2
483276,OK,2
483328,IL,2
483337,SC,2
483346,PA,2
483355,LA,2
483364,LA,4
483373,CA,4
483382,NY,1
483425,NC,2
483443,CA,2
483470,FL,2
483504,MI,2
483513,TX,2
483559,TX,2
483577,TN,2
483586,CA,9
483595,PR,9
483638,GA,4
483647,OH,2
483665,OK,2
483708,NY,2
483717,OK,2
483726,VA,2
483735,TX,2
483744,TN,2
483753,PA,2
483780,VA,7
483799,WI,1
483814,VA,3
483823,PA,2
483841,NY,2
483850,NY,2
483869,FL,2
483878,CA,2
483887,TN,1
483896,FL,2
483911,IL,2
483920,OH,4
483939,LA,2
483948,LA,2
483957,CA,2
483975,AL,9
484002,CA,3
484011,NY,2
484020,NC,2
484039,FL,2
484048,TX,2
484057,MA,2
484066,KY,3
484075,FL,2
484084,IL,2
484093,MI,2
484109,IN,2
484127,CT,2
484136,TX,2
484163,AZ,1
484172,FL,1
484190,LA,2
484206,CA,2
484233,CA,4
484321,NJ,2
484330,KY,2
484349,IN,2
484358,TN,2
484367,CA,4
484376,CA,4
484385,NY,2
484394,UT,2
484473,FL,5
484604,TX,2
484613,AZ,9
484631,CA,8
484668,FL,7
484677,GA,7
484695,MI,7
484710,NV,7
484729,NC,7
484756,TX,7
484765,VA,7
484783,PA,5
484826,WA,2
484835,PR,5
484862,CA,9
484871,NY,5
484899,AZ,2
484905,TX,9
484923,VA,1
484932,WV,3
484950,OR,4
484996,TX,2
485014,NY,2
485032,OH,2
485111,GA,5
485120,GA,4
485139,IL,3
485166,OR,2
485236,PA,2
485263,CA,5
485272,FL,5
485290,SD,9
485306,AZ,2
485342,FL,2
485360,TX,4
485379,FL,2
485388,FL,2
485397,PA,2
485403,CA,7
485412,CA,2
485458,GA,4
485467,CA,3
485476,WA,2
485485,FL,2
485494,CA,2
485500,CA,1
485519,CA,5
485537,TX,7
485546,CA,9
485564,LA,2
485573,CA,2
485582,RI,2
485591,AR,2
485607,CT,2
485698,SC,5
485704,AR,1
485731,AR,2
485768,FL,7
485801,NY,2
485810,TX,2
485856,PA,4
485874,TX,2
485908,OH,7
485926,TX,2
485953,TX,3
485962,LA,2
485999,NY,5
486017,NY,5
486026,NY,5
486053,MN,7
486080,NY,9
486105,PA,2
486123,CA,3
486141,CA,2
486150,FL,2
486169,KY,2
486196,NY,5
486202,WV,2
486239,FL,7
486248,CA,2
486257,OH,3
486284,MN,7
486309,WI,2
486327,MI,2
486345,IL,1
486354,FL,5
486372,CA,3
486381,NY,4
486390,NY,1
486406,WV,2
486415,NY,2
486424,DC,3
486433,CA,7
486442,TN,2
486460,WI,9
486488,CA,5
486497,CA,2
486503,TX,2
486512,FL,2
486521,FL,1
486530,TN,2
486558,CA,4
486567,OK,2
486576,PR,2
486594,VA,3
486619,AR,2
486691,GA,2
486707,AL,2
486716,TN,2
486734,NJ,2
486752,IN,2
486770,TX,1
486798,TX,2
486813,TX,3
486822,AZ,3
486840,GA,9
486859,NE,4
486868,AZ,2
486877,NY,2
486886,NY,2
486901,TN,9
486938,NV,5
486947,MI,5
486956,NJ,5
486965,CA,6
486983,WI,2
487010,TN,9
487047,LA,2
487065,TX,2
487083,MI,2
487092,GA,3
487153,LA,9
487162,GA,4
487232,TX,2
487296,AZ,7
487302,OH,3
487311,FL,3
487320,TX,4
487348,WA,4
487375,NV,5
487384,FL,3
487393,FL,3
487409,FL,3
487418,FL,3
487427,FL,3
487436,FL,3
487445,FL,3
487454,FL,3
487472,FL,3
487481,AZ,2
487490,TX,3
487506,WI,2
487524,ME,9
487533,IL,2
487588,MS,3
487597,CA,4
487603,WA,7
487621,LA,2
487649,CA,7
487658,LA,4
487676,MD,2
487746,NY,5
487773,CA,2
487791,SC,2
487807,SC,2
487816,AL,2
487852,NJ,1
487861,OH,5
487889,AZ,1
487898,SC,2
487904,KY,2
487913,KY,2
487922,TN,2
487959,GA,2
487968,IL,2
487977,WV,3
487995,CA,7
488004,NY,5
488013,NJ,2
488022,SC,2
488031,CA,9
488040,SC,2
488059,FL,3
488068,TN,9
488077,AZ,3
488101,NY,5
488110,TX,2
488129,IN,2
488138,LA,1
488147,FL,2
488174,MO,2
488183,KY,2
488192,CA,2
488217,KY,2
488226,FL,2
488235,MO,2
488253,NY,1
488262,DE,2
488271,WA,2
488280,FL,1
488299,TX,2
488305,NY,3
488314,NJ,5
488332,FL,3
488350,NJ,5
488369,PA,2
488378,WA,2
488387,CA,7
488396,IL,2
488411,CA,2
488420,IN,2
488439,IN,2
488448,WA,7
488527,AR,9
488554,NM,9
488572,CA,9
488590,OR,2
488651,NM,2
488679,IN,9
488730,TX,3
488749,MD,2
488776,IN,7
488785,CA,5
488800,CA,7
488828,OK,2
488837,MI,1
488846,CA,7
488891,FL,2
488907,NV,7
488916,AL,2
488925,SC,1
488934,OK,4
488952,OH,2
488961,IN,2
488970,MI,2
488989,TX,2
488998,ID,2
489122,WI,2
489131,WI,2
489140,WI,2
489159,SC,2
489201,CA,4
489238,FL,2
489247,UT,2
489256,PR,2
489283,TX,3
489335,CA,7
489344,NC,5
489353,CA,5
489371,CA,4
489760,CA,2
489779,IN,9
489812,MT,3
489830,AR,2
489858,CA,9
489937,NC,9
490018,FL,1
490045,CA,9
490054,FL,5
490063,CA,7
490072,OH,1
490081,CA,9
490090,FL,4
490106,VA,9
490115,TN,2
490124,CA,5
490133,CA,9
490142,FL,2
490151,TN,2
490160,CA,4
490197,CA,3
490203,MO,3
490212,CA,2
490221,GA,2
490230,GA,7
490249,NJ,1
490258,PA,2
490267,TN,2
490276,NY,5
490285,CA,3
490294,WA,2
490300,NJ,2
490319,NJ,5
490328,NY,5
490337,CA,2
490346,NY,3
490373,MI,9
490382,NH,2
490391,FL,2
490407,GA,2
490416,LA,2
490425,TX,2
490434,OH,2
490443,VA,1
490452,AZ,2
490461,TN,1
490470,TN,1
490489,MI,4
490498,LA,3
490504,NY,5
490513,NJ,5
490522,TX,2
490531,LA,2
490540,AR,2
490559,FL,3
490568,MI,3
490601,MO,9
490674,TX,2
490692,OH,4
490717,NV,2
490735,TX,4
490744,AR,2
490753,ME,7
490805,IN,9
490814,MI,2
490832,OH,3
490841,MI,3
490869,NJ,2
490878,CA,5
490896,NJ,1
490948,NC,2
490975,FL,3
491057,NY,5
491066,TX,2
491075,AR,2
491084,LA,2
491093,KS,5
491136,FL,2
491145,FL,2
491181,KY,3
491190,CA,9
491215,AZ,1
491224,WI,2
491233,MS,2
491242,OR,2
491251,TX,2
491260,WA,2
491288,WI,5
491297,WI,5
491394,TX,2
491446,NY,3
491464,CA,2
491473,DE,2
491482,CA,1
491507,CA,1
491525,IN,5
491534,FL,1
491543,CA,2
491552,IN,2
491570,GA,2
491589,TX,2
491598,PA,1
491613,NJ,5
491622,NJ,5
491631,MD,5
491640,NJ,5
491659,CA,2
491668,PR,2
491677,PA,2
491686,AZ,2
491695,AL,2
491701,ID,1
491710,NJ,5
491729,MS,2
491738,HI,4
491747,FL,2
491756,CA,2
491765,NJ,5
491774,NY,2
491783,FL,2
491792,CO,2
491808,CA,9
491817,NJ,3
491826,NM,2
491835,TX,2
491844,MN,3
491853,CA,2
491871,TX,2
491880,CA,2
491899,CA,2
491905,AL,2
491914,NJ,5
491923,SC,1
491932,FL,2
491941,IN,3
491950,CA,4
491969,NY,2
491978,VA,2
491996,TX,2
492005,OH,2
492032,FL,1
492069,AR,5
492078,IL,1
492087,FL,7
492096,MI,2
492102,DC,7
492139,MI,1
492157,TX,2
492209,CA,9
492263,TN,9
492281,AR,2
492306,CA,1
492315,CA,1
492324,CA,1
492360,FL,2
492379,ND,1
492397,ID,2
492421,NC,2
492449,CA,3
492476,PR,5
492573,TX,5
492591,TX,2
492607,TX,9
492643,VA,1
492652,FL,2
492661,CA,2
492689,TX,9
492704,PR,9
492722,TX,3
492731,NJ,2
492759,LA,5
492801,MO,5
492935,FL,2
492953,CA,2
492962,IN,5
493071,PR,2
493080,CA,1
493132,NJ,4
493150,TN,2
493363,SD,9
493372,NM,2
493424,MI,3
493451,MO,3
493479,CA,2
493488,FL,3
493497,VA,2
493503,CA,1
493512,CA,7
493521,OH,3
493530,VA,2
493549,TX,2
493558,PA,1
493567,FL,2
493576,PA,2
493585,PA,2
493594,NY,5
493600,NY,5
493619,CA,3
493628,NJ,2
493637,KY,2
493646,NY,3
493655,TX,2
493664,NY,5
493673,PR,7
493682,CT,4
493691,OK,2
493707,NJ,5
493716,NJ,5
493725,AR,5
493734,TX,1
493743,TX,2
493752,TN,2
493761,CA,2
493770,SC,2
493789,TN,2
493798,NY,3
493804,TX,2
493813,PA,2
493822,RI,5
493831,KS,2
493868,NM,2
493895,MD,7
493947,ID,9
493992,TX,2
494001,NC,2
494010,MO,9
494029,IN,2
494162,TX,5
494171,AZ,5
494232,DC,2
494250,OH,3
494269,GA,5
494278,PR,5
494287,PR,5
494357,CA,2
494436,TN,3
494454,CA,2
494463,NY,4
494472,TX,2
494524,TX,2
494551,NY,7
494560,TX,7
494588,TX,3
494597,FL,9
494603,TX,9
494621,VA,7
494630,TX,5
494649,UT,2
494658,CA,2
494685,MO,5
494694,TX,1
494700,AZ,2
494719,TX,2
494728,TX,2
494737,NY,5
494746,CA,3
494755,PA,3
494764,NC,4
494807,PR,9
494834,PR,2
494843,MD,3
494852,IL,3
494898,KS,3
494904,NY,2
494940,CA,9
494959,PA,3
494977,TX,1
494986,CO,3
494995,OH,4
495013,AZ,4
495031,NY,5
495040,HI,1
495059,CA,5
495077,CA,2
495101,UT,2
495110,MI,2
495129,TX,2
495138,NY,1
495147,WA,3
495156,WA,1
495165,NY,2
495174,CA,2
495183,FL,3
495192,CA,7
495208,GA,2
495217,FL,2
495226,MO,2
495235,FL,2
495244,TX,2
495253,OK,2
495262,OR,1
495271,CA,3
495280,AZ,5
495299,FL,1
495305,TX,2
495314,NJ,9
495323,FL,1
495332,CA,-3
495341,MI,4
495350,CA,2
495369,FL,2
495378,IA,4
495387,IL,2
495396,NY,2
495411,UT,2
495420,FL,5
495439,FL,5
495448,AZ,5
495457,AZ,5
495466,FL,-3
495475,NJ,-3
495484,FL,-3
495493,FL,-3
495509,FL,-3
495518,VA,2
495527,AZ,-3
495536,AZ,-3
495545,FL,-3
495554,FL,-3
495563,FL,-3
495572,FL,-3
495581,FL,-3
495590,FL,-3
495606,PR,-3
495615,PR,-3
495624,PR,-3
495633,PR,-3
495642,PR,-3
495651,PR,-3
495660,PR,-3
495679,PR,-3
495688,PR,-3
495697,PR,-3
495703,PR,-3
495712,PR,-3
495721,PR,-3
495730,IL,2
495749,FL,-3
495758,CA,-3
495767,PA,9
495776,TX,2
495794,TN,2
495800,MN,-3
495819,GA,-3
495828,DC,-3
495837,MI,2
495846,IL,-3
495855,WA,-3
495864,FL,-3
495916,CA,5
495925,CA,3
495934,CA,3
495943,CA,2
495952,CA,3
495961,CA,3
495970,PR,2
495989,MA,-3
495998,CA,2
496007,IL,-3
496016,IL,-3
496043,CA,9
496052,FL,2
496061,OH,4
496070,NY,8
496131,TX,-3
496140,TN,-3
496177,TN,-3
496186,CA,3
496195,FL,-3
496201,ND,-3
496210,MO,-3
496229,TX,-3
496238,MO,-3
496247,HI,-3
496256,FL,-3
496265,PA,3
496274,MI,-3
496283,ID,7
496292,TN,1
496317,GA,-3
496326,ID,5
496335,CA,-3
496371,OH,2
496380,NV,-3
496414,FL,1
496423,WA,2
