UNITID,F3A01,F3A02,F3E03A1,F3E03B1,F3C01,F3C06,F3B02,F3C03A,F3C03B,,,,
487852,,,43683,4635,27350,0,,0,0,,,,
487861,317962,585284,307405,0,900956,0,2764882,0,0,,,,
487898,,,1150,6457,107971,0,,0,0,,,,
487904,,,12000,7876,114909,0,,0,0,,,,
487913,,,20000,17500,54671,0,,0,0,,,,
487922,,,56137,21934,143105,0,,0,0,,,,
487959,,,0,5500,125000,0,,0,0,,,,
487977,3827048,3143155,649722,1272400,2226298,0,6603076,0,0,,,,
487995,1723223,41207,700000,400000,50000,0,2245473,0,0,,,,
488013,,,95345,36000,383781,0,,0,139520,,,,
488022,,,9381,31422,220807,0,,0,0,,,,
488031,1216292,282887,234736,253308,98104,0,1804687,0,0,,,,
488040,,,211602,0,191447,0,,39000,0,,,,
488059,327971,71158,41545,67970,234318,0,840043,5750,0,,,,
488068,139669,47444,40488,143841,103869,0,581749,0,0,,,,
488077,3426985,39518738,475413,25605,2641656,0,12009211,4495,0,,,,
488110,,,0,76580,233007,0,,0,0,,,,
488129,,,48563,31068,104665,0,,0,0,,,,
488138,,,28000,20000,198675,0,,0,11730,,,,
488147,,,239680,35050,334341,0,,0,0,,,,
488174,,,12987,17075,142968,0,,0,0,,,,
488183,,,2210,7347,63804,0,,0,0,,,,
488192,,,30000,25000,239551,0,,0,0,,,,
488217,,,62401,5000,400197,0,,0,0,,,,
488226,,,6030,29400,16094,0,,0,0,,,,
488235,,,15897,10500,64165,0,,0,0,,,,
488253,,,57892,108766,156591,0,,10315,0,,,,
488262,,,84040,27729,92495,0,,0,0,,,,
488271,,,46250,53120,391440,0,,0,0,,,,
488280,,,13500,83867,265265,0,,0,0,,,,
488299,,,850,1200,200124,0,,0,0,,,,
488332,988638,908971,27171,4080,94102,0,347850,0,0,,,,
488369,,,0,30001,270328,0,,0,0,,,,
488378,,,5000,14000,152238,0,,9982,0,,,,
488396,,,101111,1000,298972,0,,0,0,,,,
488411,,,0,0,319610,0,,0,11252,,,,
488420,,,267990,77012,294810,0,,0,0,,,,
488439,,,99315,70030,739950,0,,0,0,,,,
488448,2776096,161901,208550,189439,143660,0,1726289,0,0,,,,
488554,92883175,50246143,4763506,1784633,0,0,28454046,0,0,,,,
488572,93576139,43368472,2798825,1386141,0,0,20984107,0,0,,,,
488651,,,53307,17378,676539,0,,55184,0,,,,
488749,,,25000,19000,479059,0,,0,0,,,,
488776,1474345,470502,117351,3403,21373,0,1552942,0,0,,,,
488828,,,0,0,117076,0,,0,0,,,,
488837,,,421000,296471,98375,0,,2950379,0,,,,
488916,,,82867,134422,198820,0,,0,0,,,,
488925,,,24729,73101,176773,0,,0,0,,,,
488952,,,96610,96610,524452,0,,0,13333,,,,
488961,,,81738,81738,358735,0,,0,0,,,,
488970,,,60844,60844,292369,0,,0,15125,,,,
488989,,,164749,186711,771765,0,,0,0,,,,
488998,,,106483,143962,655726,0,,0,0,,,,
489122,,,6264,68676,87193,0,,0,0,,,,
489131,,,3531,84807,117586,0,,0,0,,,,
489140,,,3947,179077,148765,0,,0,0,,,,
489159,,,54713,21547,566761,10200,,0,2947,,,,
489238,,,108718,81457,463517,0,,0,0,,,,
489247,,,36331,30786,90074,32443,,0,0,,,,
489256,,,653922,124708,501500,0,,0,2276,,,,
489283,,,0,860733,2317128,0,,0,0,,,,
489344,,,2444113,723277,582160,63525,,0,0,,,,
489353,,,3038322,858161,500334,74718,,137394,0,,,,
489371,,,271974,435749,852350,0,,42462,0,,,,
489760,,,78842,204909,252048,0,,0,0,,,,
489812,792876,1549211,42728,286235,93629,5925,945679,0,0,,,,
489830,,,9750,0,299580,0,,0,0,,,,
490018,,,13500,83867,265265,0,,0,0,,,,
490054,5420282,2687068,961000,165000,2890571,0,14844410,0,0,,,,
490063,615691,431770,0,0,0,0,3704103,0,0,,,,
490115,,,187493,45414,233267,0,,0,0,,,,
490124,464966,179460,50500,214863,17007,0,1660071,0,0,,,,
490133,8978489,6940494,745833,4835765,472432,0,16354931,0,0,,,,
490142,,,1772,0,139426,0,,0,0,,,,
490151,,,44298,23895,115470,0,,114137,0,,,,
490160,,,45435,67552,90143,0,,0,0,,,,
490197,493468,335534,50000,38386,177702,0,697465,6117,0,,,,
490221,,,1365,15862,52895,0,,0,0,,,,
490249,,,75000,50000,0,55936,,0,26000,,,,
490258,,,0,0,175864,0,,0,0,,,,
490267,,,3613,5460,90306,0,,0,0,,,,
490285,3715642,3544392,158741,317522,608516,0,7762374,0,0,,,,
490294,,,133592,30817,316948,0,,0,0,,,,
490300,,,73663,41106,217471,0,,0,0,,,,
490337,,,60000,40000,196692,0,,0,0,,,,
490382,,,139882,31086,239345,0,,23525,0,,,,
490391,,,43085,8416,177904,0,,0,0,,,,
490407,,,9000,44504,319190,0,,0,0,,,,
490416,,,3576,40473,169153,0,,2488,0,,,,
490425,,,0,0,171363,0,,0,0,,,,
490434,,,0,0,75772,0,,0,0,,,,
490443,,,314381,314381,146619,0,,0,0,,,,
490452,,,21147,1200,6196,0,,0,0,,,,
490461,,,55287,56361,362198,0,,46512,0,,,,
490470,,,3869,3474,40416,0,,0,0,,,,
490522,,,0,2400,45879,13537,,4000,0,,,,
490531,,,3000,6000,140391,0,,0,0,,,,
490540,,,47264,1012,93974,0,,0,0,,,,
490559,3912510,307382,643917,1257620,1932782,0,5725947,0,0,,,,
490568,,,268711,439405,951798,0,,12382,0,,,,
490674,,,1000,2000,39702,0,,0,0,,,,
490692,,,6028,2611,246755,0,,0,0,,,,
490717,,,361323,240201,140158,0,,0,0,,,,
490735,,,183681,406251,866967,0,,0,0,,,,
490744,,,155690,11870,131384,0,,0,0,,,,
490814,,,122315,122315,423766,0,,0,18536,,,,
490832,2191791,555672,295909,295909,815826,0,2959090,0,16877,,,,
490841,2441009,1254674,123692,123692,340503,0,1236919,0,31503,,,,
490869,,,596506,340838,732525,0,,50858,0,,,,
490896,,,0,187160,0,0,,0,0,,,,
490948,,,3000,1100,16635,0,,0,0,,,,
490975,5466951,10974703,0,1085743,1497678,67161,5518862,34112,0,,,,
491066,,,50397,88133,175592,0,,0,0,,,,
491075,,,0,1800,170840,0,,52566,0,,,,
491084,,,82684,639638,959007,0,,20744,0,,,,
491136,,,0,60459,345151,0,,93778,0,,,,
491145,,,0,63044,388511,0,,66430,0,,,,
491215,,,6580,43765,0,0,,0,0,,,,
491224,,,9139,112768,302807,0,,2500,0,,,,
491233,,,88157,2367,70209,0,,0,0,,,,
491242,,,1557,92429,265265,0,,0,0,,,,
491251,,,646534,149055,202940,0,,0,0,,,,
491260,,,0,13030,152152,0,,0,0,,,,
491394,,,89458,0,59450,0,,0,0,,,,
491482,,,0,128878,71316,0,,0,0,,,,
491507,,,37570,36370,150343,0,,99900,0,,,,
491534,,,500,420,14222,0,,0,0,,,,
491543,,,50410,46431,137789,0,,0,0,,,,
491552,,,51620,81000,33397,0,,0,0,,,,
491570,,,28950,28105,102151,0,,0,0,,,,
491598,,,2567,7680,37437,0,,37637,0,,,,
491668,,,71751,179515,618238,0,,0,0,,,,
491677,,,8500,27000,96120,0,,0,0,,,,
491686,,,1000,0,176039,0,,0,32803,,,,
491695,,,0,28000,190522,0,,0,0,,,,
491701,,,54965,24960,121948,0,,0,0,,,,
491729,,,0,0,212887,0,,0,0,,,,
491738,,,28365,16757,84731,0,,0,0,,,,
491747,,,36850,20666,137369,0,,0,0,,,,
491756,,,20000,200000,617031,0,,0,0,,,,
491774,,,49303,86000,300394,0,,0,0,,,,
491792,,,76519,39751,124283,0,,0,0,,,,
491808,2636360,373633,237609,88562,0,0,1848393,0,0,,,,
491826,,,22985,32015,90213,6470,,0,6470,,,,
491835,,,0,191513,242312,0,,0,0,,,,
491853,,,27685,43702,182559,0,,0,0,,,,
491871,,,8000,3000,56912,0,,0,0,,,,
491880,,,44778,60469,211673,0,,0,289746,,,,
491899,,,94735,313580,252142,0,,0,0,,,,
491905,,,121019,54189,243690,0,,1500,0,,,,
491923,,,146029,10000,360686,0,,0,0,,,,
491932,,,95962,94911,43815,0,,0,0,,,,
491941,614045,86979,71546,71546,347552,0,1231776,0,0,,,,
491950,,,0,0,189783,0,,50335,0,,,,
491969,,,42269,57267,105683,21085,,0,21085,,,,
491978,,,13592,6584,287252,0,,0,0,,,,
491996,,,500,4029,156202,0,,0,0,,,,
492005,,,15277,0,139477,0,,0,0,,,,
492078,,,36984,39898,0,0,,0,0,,,,
492096,,,4532,1780,30800,0,,0,0,,,,
492139,,,75710,100947,28877,0,,0,0,,,,
492157,,,213351,121628,533944,0,,1167300,0,,,,
492281,,,35256,43629,136669,0,,0,0,,,,
492360,,,74670,57608,114447,3500,,0,0,,,,
492379,,,48456,75992,0,0,,297700,0,,,,
492397,,,45000,7000,240653,0,,0,0,,,,
492421,,,3750,1500,42500,0,,0,0,,,,
492449,4286305,4971949,207550,2531117,1520197,18361,7314677,0,0,,,,
492591,,,92587,22007,301177,0,,0,0,,,,
492643,,,250981,0,63927,0,,0,0,,,,
492652,,,34400,13649,70291,0,,0,0,,,,
492661,,,0,69435,838403,0,,3679,0,,,,
492704,1169072,0,102568,73263,0,0,701894,0,0,,,,
492722,,,0,636112,1499499,0,,0,0,,,,
492731,,,315387,56258,218832,0,,0,0,,,,
492759,,,2586732,749015,650999,545642,,6347,0,,,,
492935,,,72055,36458,396358,0,,0,0,,,,
493071,,,11967,69250,600774,0,,0,0,,,,
493080,,,1382415,1138459,345086,841638,,0,0,,,,
493132,,,2638000,5666000,2632000,435000,,0,0,,,,
493150,,,533236,30979,500055,0,,0,0,,,,
493372,,,0,29192,100257,0,,0,0,,,,
493451,,,83000,288810,324988,0,,92444,0,,,,
493479,,,2000,1000,6,0,,0,0,,,,
493488,257536,1440,1548,4231,0,0,114721,0,0,,,,
493497,,,0,0,34883,0,,0,0,,,,
493503,,,51835,51835,62453,0,,0,11900,,,,
493512,526048,304189,0,0,0,0,486288,0,0,,,,
493521,622298,114648,56750,0,61503,0,286652,0,0,,,,
493530,,,9000,0,69180,0,,0,0,,,,
493549,,,43968,141960,163291,0,,25950,0,,,,
493558,,,0,18829,35119,0,,0,0,,,,
493567,,,8000,7000,77007,0,,0,0,,,,
493576,,,900,13081,30308,0,,0,7400,,,,
493628,,,6576,199203,80650,0,,0,0,,,,
493637,,,19544,44287,192653,0,,0,0,,,,
493655,,,0,29001,90738,0,,0,0,,,,
493673,202330,70913,34317,58829,0,0,490240,0,0,,,,
493682,,,65096,66670,59732,0,,0,0,,,,
493691,,,2568,1730,103312,0,,0,0,,,,
493734,,,17914,18713,51402,0,,0,0,,,,
493743,,,7471,12152,305182,0,,0,0,,,,
493752,,,7280,16000,91127,0,,5000,0,,,,
493761,,,21761,16003,239497,0,,0,0,,,,
493789,,,0,0,208504,0,,0,0,,,,
493804,,,69668,63352,79405,0,,10500,0,,,,
493813,,,25502,90041,278640,0,,105336,0,,,,
493831,,,11586,10666,48897,0,,0,0,,,,
493868,,,26500,2000,161933,1000,,0,0,,,,
493895,4525408,54521,506704,366642,0,0,5725957,0,0,,,,
493947,92167210,65217019,5876691,1586463,0,0,22518826,0,0,,,,
493992,,,185742,671921,1064403,0,,0,0,,,,
494001,,,2088,56721,236622,0,,0,0,,,,
494010,77571,3600443,656817,830681,0,0,2234217,0,0,,,,
494162,,,378556,505959,594444,0,,0,0,,,,
494171,,,483660,955664,2353801,0,,0,0,,,,
494232,,,0,77683,227575,0,,0,0,,,,
494357,,,0,3765608,2658662,0,,0,0,,,,
494436,2018492,758974,0,792146,1178836,80719,3994143,58255,0,,,,
494524,,,155487,155487,237530,0,,0,0,,,,
494588,2718746,5984556,56679,1509870,0,0,3866004,0,0,,,,
494621,428571,281813,17684,45201,0,0,509687,0,0,,,,
494649,,,21739,2314,11849,1250,,1750,0,,,,
494658,,,20240,28485,7775,0,,0,0,,,,
494694,,,6000,0,137888,0,,0,0,,,,
494700,,,20596,10813,29655,0,,0,0,,,,
494719,,,0,3360,144340,1250,,0,1250,,,,
494728,,,8105,33038,57798,0,,0,0,,,,
494746,0,1,86516,177240,578187,0,3996328,0,0,,,,
494764,,,116783,259254,110269,0,,0,0,,,,
494834,,,99102,9467,191462,0,,0,5226,,,,
494843,1133728,3402726,0,1651194,2383986,106588,8234516,8343,0,,,,
494852,7477501,1393209,120608,1094143,3096751,0,7899192,0,0,,,,
494898,,,46231,195930,278220,0,,34350,0,,,,
494904,,,0,0,23632,0,,0,0,,,,
494986,750399,632942,0,0,0,0,102706,0,0,,,,
494995,,,44468,876,0,0,,0,0,,,,
495040,,,0,0,32985,12500,,12500,0,,,,
495077,,,0,0,0,0,,0,0,,,,
495101,,,87461,65567,21309,500,,50826,0,,,,
495129,,,19818,11419,0,401356,,0,391361,,,,
495138,,,11865,0,24813,0,,0,0,,,,
495156,,,3740,0,0,0,,0,0,,,,
495165,,,320353,105502,0,0,,0,0,,,,
495174,,,12210,72045,12184,0,,0,0,,,,
495183,793110,203869,100254,15659,0,0,1005478,0,0,,,,
495208,,,0,0,0,0,,0,0,,,,
495217,,,0,0,0,0,,8100,0,,,,
495235,,,10620,11806,26950,0,,0,0,,,,
495244,,,0,0,12391,0,,0,0,,,,
495253,,,53391,100,61210,0,,0,0,,,,
495262,,,1965,199,0,0,,0,0,,,,
495299,,,690,4792,0,0,,0,0,,,,
495305,,,99137,139416,0,142238,,0,0,,,,
495341,,,1200,5475,0,0,,0,0,,,,
495350,,,4123,5304,21603,0,,0,0,,,,
495369,,,31468,61660,13985,0,,0,0,,,,
495387,,,1502,750,0,0,,0,0,,,,
495396,,,320353,105502,0,0,,0,0,,,,
495411,,,117039,205650,372143,0,,0,1500,,,,
495420,,,378213,348606,140614,0,,0,0,,,,
495439,,,277074,218813,72553,0,,0,0,,,,
495448,,,189518,224485,120010,0,,0,0,,,,
495457,,,7134,0,0,0,,0,0,,,,
495518,,,0,10411,176821,0,,1547,0,,,,
495730,,,5233,113776,137720,0,,8253,0,,,,
495776,,,1140,0,81292,0,,0,28531,,,,
495794,,,0,34761,88884,0,,0,0,,,,
495970,,,6680,3090,27527,0,,0,0,,,,
496052,,,0,0,0,0,,0,0,,,,
496061,,,5000,5000,0,0,,0,0,,,,
496265,,,800,58363,34399,0,,0,0,,,,
496371,,,146,0,0,0,,0,3900,,,,
496423,,,0,0,0,0,,0,0,,,,
