,,1 = public,1 = yes,1 = yes,1 = yes,"If tution varies for out of state students 1 yes 0 = no,",Offer room,Offer board,,,,,,,,,,,1 = Secondary GPA required to be reported,1 = requiredCompletion of college-preparatory program when apply,Num_applicants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UNITID,TYPE,religious_affiliation,for_profit,StudyAbroad,TUITVARY,ROOM,BOARD,TUITION1,FEE1,TUITION2,FEE2,TUITION3,FEE3,CHG2AY3,CHG3AY3,CHG8AY3,CHG9AY3 ,ADMCON1,ADMCON4,APPLCN,GRCOHRT,UGENTERN,RRFTCT,RET_PCF,STUFACR ,SCUGFFN,SCUGFFP,UAGRNTP,UAGRNTT,UPGRNTP,UPGRNTT,UFLOANP,UFLOANT,STABBR,HLOFFER,SA09MOT,CREDITS1,CREDITS3,SLO8,STUSRV2,STUSRV3,LIBRES1,TUITPL1,TUITPL3,ATHASSOC, F1A06 ,F1A13,F1C051,F1C061,F1E01,F1E03,F1E04,F1E08,F1N07   
1537,240462,1,0,0,1,1,1,2,6418,1455,6418,1455,14693,1455,7873,16148,3544,3544,1,1,3671,1371,1799,1295,77,21,1445,19,54,20806879,24,7316010,49,21679041,WI,7,18318316,1,1,1,1,1,1,0,1,1,"252,376,703.00",137384366,28372310,20848979,7576004,1684399,0,10034149,149989837
1538,240471,1,0,0,1,1,1,2,6428,1635,6428,1635,14001,1635,8063,15636,4500,4500,1,1,2782,1077,1502,1187,77,21,1187,21,52,13867269,26,6242297,54,18169632,WI,7,14800476,1,1,1,1,1,1,0,1,1,"246,598,997.00",66445364,13956304,16624626,6406964,1202874,0,5131362,108632415
1539,241720,,,,0,0,2,3,2040,300,2040,300,2040,300,2340,2340,1600,1340,1,0,96,72,168,33,58,15,86,8,89,5377297,81,4232689,0,0,PR,5,0,1,1,0,1,1,1,0,1,2,,,892546,485790,4508624,79893,0,143060,
1540,240480,1,0,0,1,1,1,2,6698,1602,6698,1602,15402,1602,8300,17004,3306,3306,1,1,5882,1743,2641,1257,79,20,1478,19,61,24974517,30,10620522,51,24085690,WI,9,20042293,1,1,1,1,1,1,0,0,1,"307,743,870.00",138409095,16377273,23854062,11069933,1219050,0,16200425,155645382
1541,240727,1,0,0,1,1,1,1,3480,1441,3480,1441,14472,1441,5791,19531,3184,1592,1,1,4919,1401,2363,1752,80,14,1752,18,76,60944705,23,9879071,32,19893238,WY,9,58617572,1,1,1,1,1,1,0,1,1,"1,749,012,000.00",509778000,44763000,20222000,9793000,13480000,0,41212000,590573000
1542,242042,,,,0,0,2,3,1500,100,1500,100,1500,100,1600,1600,1000,2100,1,0,272,187,190,275,82,8,275,46,84,1718700,84,1149877,0,0,PR,3,0,0,0,0,1,0,1,0,0,2,,,200325,141050,1619252,0,0,1718700,
1543,242556,,,,0,0,2,3,1500,25,1500,25,1500,25,1600,1600,3858,3858,1,1,168,84,102,176,71,11,176,42,85,2862409,85,2126427,0,0,PR,3,1002400,0,0,1,1,1,1,0,1,2,,,361549,323055,2791174,62250,0,62330,
1544,242565,,,,0,0,2,3,1080,50,1080,50,1080,50,1130,1130,3300,1000,1,0,37,36,46,139,26,20,139,42,82,995864,82,816944,0,0,PR,3,0,0,0,0,1,1,1,0,0,2,,,0,0,995864,0,0,995864,
1545,242583,,,,0,0,2,3,3607,100,3607,100,3607,100,3707,3707,1000,1500,1,0,83,66,83,102,66,7,102,28,76,1123325,76,801039,0,0,PR,3,0,0,0,0,1,1,1,0,1,2,,,148968,176187,1498345,0,0,444761,
1546,241191,0,1,0,0,0,1,2,6050,1200,6050,1200,6050,1200,7250,7250,3000,3800,1,0,159,99,141,102,78,17,102,10,95,2961604,80,2400407,35,1307893,PR,7,0,1,1,0,1,1,1,0,1,2,"13,604,429.00",4413645,1015473,795525,5250443,0,10378101,88988,0
1547,241225,0,1,0,0,0,1,3,4392,1070,4392,1070,4392,1070,5462,5462,3996,3996,1,0,158,110,151,148,74,18,160,15,86,5753307,85,5080252,27,1295387,PR,8,0,0,1,1,1,0,1,0,1,1,"32,933,942.00",12983093,2959844,1590687,4845613,759617,11387660,68773,0
1548,241331,0,0,0,0,0,2,3,5775,1659,5775,1659,5775,1659,7434,7434,6840,6420,1,0,215,122,300,110,85,18,110,19,77,2490271,65,2328054,38,1224399,PR,9,0,0,0,0,1,0,1,0,1,2,"11,738,600.00",2879172,2192351,1125145,2398965,0,23809893,31519,0
1549,241410,0,1,0,1,0,1,3,4920,590,4920,590,4920,590,5510,5510,5284,7596,1,0,2353,812,897,1092,78,22,1092,20,92,31580820,81,23756623,46,11879402,PR,9,0,1,1,1,1,1,1,0,1,1,"137,412,427.00",37290884,4553417,15577008,31101602,4149236,75421178,202507,0
1550,241766,1,0,0,0,1,2,3,2520,850,2520,850,3000,850,3370,3850,2750,2750,1,0,65,13,70,7,71,7,79,21,70,1342429,70,1271805,21,311457,PR,7,0,0,1,1,1,0,1,0,1,2,"75,968,180.00",22024371,227794,751949,1271805,13230,0,847286,0
1551,241951,1,0,0,0,1,2,3,3340,602,3340,602,5980,602,3942,6582,2080,524,1,1,88,62,89,53,77,10,53,12,75,1600442,73,1534858,0,0,PR,5,411748,0,1,1,1,1,1,0,0,2,"12,369,361.00",13863401,352320,258293,1502511,19710,0,957511,5881424
1552,242617,0,0,0,1,0,1,3,4560,1452,4560,1452,4560,1452,6012,6012,5490,5490,1,0,1420,529,629,654,80,23,809,21,94,21968171,85,16730887,23,3469662,PR,9,0,0,1,1,1,1,1,0,1,1,,,1433250,2011408,17100994,2234716,,252087,0
1553,242626,0,0,0,1,0,2,3,4560,1414,4560,1414,4560,1414,5974,5974,5490,5490,1,0,1496,574,691,544,68,26,749,20,95,22654543,87,17083436,20,2947527,PR,7,0,0,1,1,1,1,1,0,1,1,,,1538056,1774794,17867917,1958375,,231483,0
1554,242635,0,0,0,0,0,2,3,4560,1426,4560,1426,4560,1426,5986,5986,5490,5490,1,0,1408,512,630,651,73,27,811,22,92,21350642,85,16535341,22,3698200,PR,8,0,0,0,0,1,0,1,0,1,1,,,1635141,2052367,16922770,1555746,,224621,0
1555,242644,0,0,0,1,0,2,3,4560,1414,4560,1414,4560,1414,5974,5974,5490,5490,1,0,916,266,302,228,73,23,396,26,94,9807844,89,7152697,18,871716,PR,9,0,1,1,1,1,1,1,0,1,1,,,927255,816422,7498545,934788,,117381,0
1556,242653,0,0,0,1,0,2,3,6840,1815,6840,1815,6840,1815,8655,8655,5490,5490,1,0,1746,453,1030,602,64,21,654,12,83,21330911,68,15484241,31,9014295,PR,9,0,0,1,1,1,1,1,0,1,2,,,4333264,3792930,16073349,4005363,,169434,0
1557,242662,0,0,0,1,0,2,3,4560,1426,4560,1426,4560,1426,5986,5986,5490,5490,1,0,1697,516,670,438,70,28,656,16,90,21562889,83,16540421,23,3232483,PR,9,0,1,1,1,1,1,1,0,1,1,,,2699335,2159995,17079377,1683729,,257311,0
1558,242680,0,0,0,0,0,2,3,4560,1452,4560,1452,4560,1452,6012,6012,5490,5490,1,0,586,274,308,254,74,23,417,23,93,10181590,86,7949307,15,1218758,PR,7,0,0,0,1,1,1,1,0,1,1,,,1002944,1093969,8307129,364498,,130218,0
1559,242699,0,0,0,0,0,2,3,4560,1414,4560,1414,4560,1414,5974,5974,5490,5490,1,0,578,225,316,196,74,23,282,17,92,9392320,85,7453285,37,2657459,PR,7,0,0,1,0,1,1,1,0,1,1,,,959519,1078054,7858366,371230,,116084,0
1560,242705,0,0,0,1,0,1,3,4560,1452,4560,1452,4560,1452,6012,6012,5490,5490,1,0,1788,774,919,759,71,29,920,21,92,24209437,83,18778986,19,3345120,PR,7,0,0,1,0,1,1,1,0,1,1,,,2718987,1966378,19509575,1148372,,281851,0
1561,243106,1,0,0,0,1,2,3,3968,800,3968,800,5865,800,4768,6665,2453,3251,1,0,756,565,611,451,77,20,619,22,97,14902366,84,12065024,11,1216973,PR,5,5371891,0,1,1,1,1,1,0,1,2,"15,528,380.00",100888755,1802675,2409150,12070755,342082,0,8292322,33841129
1562,243115,1,0,0,1,0,2,3,3968,200,3968,200,3968,200,4178,4178,3251,3251,1,0,1524,761,783,724,80,20,721,20,96,22098914,85,16339234,6,804533,PR,5,0,1,1,1,1,0,1,0,1,2,"16,020,553.00",142952263,2385491,3127988,16339234,622994,0,11875213,46504640
1563,243133,1,0,0,0,0,2,3,3968,230,3968,230,3968,230,4198,4198,4751,3953,1,0,1042,778,828,672,79,21,890,23,77,20924347,77,15077469,7,1248426,PR,5,0,1,1,1,1,1,1,0,1,1,"65,253,747.00",174900440,3030787,4169191,14765234,528594,0,10922225,50756704
1564,243142,1,0,0,0,0,2,3,5952,300,5952,300,5952,300,6252,6252,4751,3000,1,0,1606,522,638,375,82,17,567,19,83,14714164,75,10536026,8,859237,PR,5,0,1,1,1,1,1,1,0,1,1,"24,164,237.00",123614527,5078099,3302953,10828251,366785,0,9792249,36997256
1565,243151,1,0,0,1,1,2,3,3968,240,3968,240,5962,240,4208,6192,3953,4751,1,0,752,553,624,561,84,23,542,19,91,16129966,75,11324807,6,711274,PR,5,7398278,1,1,1,1,0,1,1,1,2,"28,638,345.00",161763544,3227603,2788095,11421312,473700,0,8525064,47930100
1566,243179,1,0,0,1,0,2,3,3968,200,3968,200,3968,200,4208,4208,5953,6751,1,0,1517,709,763,614,86,16,708,22,93,18047816,81,13710327,6,714925,PR,5,0,1,1,1,1,0,1,0,1,2,"26,651,822.00",185611192,2033628,3529007,13588957,457911,0,10116184,54901444
1567,243188,1,0,0,1,1,2,3,3968,200,3968,200,5952,200,4168,6152,3953,4751,1,0,353,167,191,36,67,11,163,24,90,4111271,84,2821678,9,222250,PR,5,470607,1,1,1,1,0,1,0,1,2,"17,555,807.00",58441366,1558683,1600476,2886731,20407,0,2224788,16781524
1568,243197,1,0,0,1,1,2,3,3968,200,3968,200,5962,200,4168,6162,3953,4751,1,0,4436,1891,2093,1909,92,21,1928,16,90,59748032,68,42658927,17,9660342,PR,9,36450918,1,1,1,1,1,1,0,1,1,"122,605,686.00",839482818,14531372,8379060,44962999,1560131,0,33267028,256045429
1569,243212,1,0,0,1,1,2,3,3968,200,3968,200,3968,200,4198,4198,3953,4751,1,0,1368,549,591,334,80,22,513,20,98,14750836,88,11309377,17,1699456,PR,5,0,0,1,1,1,0,1,0,1,2,"11,416,776.00",93776799,2366213,2579536,11385664,544742,0,8176280,34059744
1570,243221,1,0,0,1,0,2,3,3968,230,3968,230,3968,230,4198,4198,3251,3251,1,0,5496,2343,2520,2189,84,15,2189,19,68,72288198,66,39543539,7,1669452,PR,9,216420,1,1,1,1,1,1,0,1,1,"215,401,548.00",946606383,30856277,11323130,38982978,2117742,0,27926719,266304054
1571,243443,0,1,0,1,0,1,3,4800,1200,4800,1200,4800,1200,6000,6000,7500,7500,1,0,3981,786,1076,889,77,23,889,20,75,19225546,66,15905162,33,8999924,PR,7,0,0,1,0,1,1,1,0,1,1,"73,266,816.00",44036350,3329170,5478635,16848247,1825347,46525507,168986,0
1572,243568,0,0,0,0,1,2,3,4680,1042,4680,1042,4680,1042,8387,8387,7500,7500,1,1,14,11,33,17,82,15,17,13,87,643227,87,624578,62,66471,PR,9,0,0,0,0,1,1,1,1,1,2,"28,956,608.00",4882885,2378518,871984,516481,700956,19439526,0,45179
1573,244437,,,,1,1,2,3,2280,1080,2280,1080,8632,1080,3360,9712,4875,4875,1,0,10289,2296,6143,2965,68,20,2965,16,65,51340175,47,36297113,31,31959277,GA,3,0,1,1,0,1,0,1,0,1,2,,,22265346,16883376,40993830,0,0,14450800,
1574,243638,1,0,0,0,0,1,2,4050,700,4050,700,4050,700,4750,4750,3180,3000,1,0,1352,504,663,571,73,14,571,30,87,4959806,85,4500310,0,0,FM,5,2653261,0,0,1,1,1,1,0,1,2,"30,086,252.00",4986670,890440,1637335,8674793,0,0,6425107,22264111
1575,243665,1,0,0,1,1,1,1,4631,604,4631,604,13892,604,5235,14496,3322,3322,1,0,640,259,381,322,63,12,340,18,76,8325112,53,4459656,46,2052157,VI,9,0,1,1,1,1,1,1,0,1,1,"161,947,481.00",192636072,6078960,4188765,4083204,0,475900,266000,87295216
1576,243744,0,0,0,1,0,1,2,55473,696,55473,696,55473,696,56169,56169,.,.,0,0,45227,1606,1673,1698,86,4,1698,24,61,228745572,18,6298357,7,2946268,CA,9,270400071,0,1,1,1,1,1,0,0,1,"49,933,606,000.00",9628224000,194370000,243357000,5849000,277865000,6065925000,355000,0
1577,243780,1,0,0,1,1,1,2,9208,784,9208,784,28010,784,9992,28794,1760,3350,1,1,57510,8887,10114,8132,93,13,8140,24,50,177251515,15,24670132,28,57810238,IN,9,215283621,1,1,1,1,1,1,0,1,1,"6,065,474,659.00",1268074908,129273820,60940335,24643653,210677,0,92130743,2005480338
1578,243832,0,0,0,1,0,2,3,5280,920,5280,920,5280,920,6200,6200,4600,4100,1,0,319,94,418,26,54,20,97,8,75,4971512,62,4357584,49,4958739,PR,7,0,1,1,0,1,1,1,0,1,2,"23,961,239.00",8407887,3211926,5680572,11677712,0,26241315,138336,0
1579,244233,0,0,0,0,0,2,3,12888,1988,12888,1988,12888,1988,14876,14876,6723,4707,0,0,27,14,121,0,,9,14,6,97,1512844,77,954331,84,1608659,FL,5,0,0,1,0,1,1,1,0,1,2,"18,078,227.00",3088846,203292,1995685,884872,153467,19470414,118277,0
1580,245652,0,0,0,0,0,1,1,35000,760,35000,760,35000,760,35760,35760,1000,600,0,0,476,64,66,74,64,7,74,23,94,7533703,28,435661,46,1368473,NM,7,2760373,0,0,0,1,1,1,0,1,2,"144,766,425.00",23254838,1433678,4922383,455346,7762016,23678182,10114,0
1581,245777,0,0,0,0,0,1,1,8600,0,8600,0,8600,0,8600,8600,3800,5600,0,1,22,4,14,14,21,23,14,30,98,337701,23,46551,0,0,NY,5,0,0,0,0,1,0,1,0,1,2,"1,272,772.00",38332,0,97176,55397,305641,1422306,2533,0
1582,247065,0,0,1,0,0,2,3,12780,515,12780,515,12780,515,13295,13295,7695,5175,0,0,230,89,175,0,,14,34,5,82,5583677,76,1904380,85,3894447,KY,5,0,0,0,0,1,1,1,0,1,2,"11,490,023.00",2442741,1964331,53542,2900739,0,12210297,359786,0
1583,247649,0,0,0,1,0,1,1,60280,0,60280,0,60280,0,60280,60280,4100,4100,0,0,363,70,218,0,,7,81,16,78,8261427,19,425513,29,899742,VT,6,3567884,1,1,0,1,1,1,0,1,2,"70,985,535.00",27244674,3307808,3500887,449123,7476095,26519575,51070,0
1584,247773,0,0,0,0,0,1,1,7700,100,7700,100,7700,100,7800,7800,3800,5600,0,1,14,13,15,20,100,9,20,36,100,353683,55,138557,0,0,MI,9,0,0,0,0,1,0,1,0,1,2,"3,547,355.00",350189,569615,356514,203541,676435,2674907,0,0
1585,248934,0,0,1,1,0,2,3,16584,55,16584,55,16584,55,16639,16639,3306,3306,0,0,5542,1412,3206,398,53,16,1385,11,62,40919029,51,27949387,49,45584897,VA,7,0,1,1,0,1,1,1,1,1,2,"109,821,228.00",36220693,14344549,62752526,42887136,16795920,216886118,42897,0
1586,250027,0,0,1,0,0,2,3,10172,740,10172,740,10172,740,10912,10912,900,1560,0,0,219,97,152,80,80,9,80,33,78,1457291,66,798529,72,1400331,PA,3,0,1,1,0,1,1,1,0,1,2,"3,654,967.00",334211,1020359,453308,1085534,0,4443888,217217,0
1587,260813,0,0,1,0,0,2,3,17920,2670,17920,2670,17920,2670,20590,20590,6082,5886,0,0,22,7,26,1,100,11,10,4,64,565229,63,519231,97,1995661,CO,5,0,0,0,0,1,1,1,0,1,2,"1,347,594.00",622211,309222,74072,563782,0,5042136,0,0
1588,260992,0,0,1,0,0,2,3,18280,195,18280,195,18280,195,18475,18475,3160,7208,0,0,155,37,108,0,,14,121,21,80,2929193,80,2239289,93,5634499,IL,5,0,1,1,0,1,1,1,0,1,2,"5,515,000.00",8101000,2347000,0,2357494,0,11244000,0,0
1589,262086,0,0,0,0,0,2,3,12000,480,12000,480,12000,480,12480,12480,4248,3820,1,0,219,35,1405,0,,22,4,0,34,3567780,29,3036734,33,9694241,CA,9,0,1,1,1,1,1,1,0,0,2,"104,023,604.00",54573419,21327602,39608404,9222710,10624637,117184628,1381461,0
1590,262129,1,0,0,1,1,1,2,5227,1689,5227,1689,27159,2785,6916,29944,3270,3270,1,1,1382,157,188,147,80,6,147,21,96,7053371,28,849981,30,1142585,FL,7,8064519,1,1,0,1,1,1,0,1,2,"99,332,194.00",66731133,4695111,7023288,876574,3011949,0,5392234,56419502
1591,363439,0,0,1,0,0,2,3,20636,0,20636,0,20636,0,20636,20636,5580,5580,0,0,33,14,26,3,67,15,31,31,84,465533,59,260957,67,433065,KY,5,0,0,1,0,1,1,1,0,1,2,,,286812,0,354351,0,,131471,0
1592,363934,0,0,1,1,0,1,2,16442,683,16442,683,16442,683,18378,18378,5000,5000,1,0,1367,149,203,94,59,15,132,18,76,5598077,53,2292958,66,4405149,AZ,7,0,1,1,0,1,1,1,1,1,2,"14,508,199.00",8661495,266572,5646321,2468539,4062027,17130739,2384,0
1593,366711,1,0,0,1,1,1,3,5742,1981,5742,1981,17622,1981,7712,19592,4222,4470,1,1,15413,2117,4666,2131,84,27,2131,14,67,82015805,47,32548840,33,30556922,CA,9,34731144,1,1,1,1,1,1,0,1,1,"392,215,995.00",806350413,34877197,31978792,33560791,28769498,0,63459750,286665963
1594,368443,0,0,1,0,0,2,3,19884,0,19884,0,19884,0,19884,19884,5580,5580,0,0,437,261,346,2,50,20,252,31,77,3193720,60,1949576,54,3124817,TN,5,0,0,1,0,1,1,1,0,1,2,,,253555,7027,2718545,0,,2308846,7500
1595,368452,0,0,1,0,0,2,3,18900,250,18900,250,18900,250,19150,19150,3200,3200,0,0,334,66,84,54,87,8,72,23,69,597874,59,454269,79,1128692,TN,5,0,1,1,0,1,1,1,1,1,2,"4,380,362.00",1718696,1161939,96800,1257197,0,4228316,166000,0
1596,369455,0,0,1,0,0,2,3,22950,850,22950,850,22950,850,23800,23800,3600,3600,0,0,25,13,77,23,91,16,23,19,42,239064,34,195614,64,725146,IL,3,0,0,0,0,0,1,1,0,1,2,"5,295,328.00",6214355,147605,105424,215723,0,2012237,0,0
1597,376321,0,0,1,0,0,2,3,7250,100,7250,100,7250,100,7350,7350,2950,2950,1,0,308,129,409,10,80,10,267,12,75,9640923,69,7737885,18,1509278,PR,5,0,0,0,0,1,1,1,0,1,2, -   ,0,14321,1205057,8694084,0,12141349,152588,0
1598,384254,0,0,0,1,0,1,1,42600,300,42600,300,42600,300,42900,42900,5104,3937,1,0,473,81,103,98,89,11,98,24,87,7074966,29,655944,71,1323336,FL,5,0,1,1,0,1,1,1,0,1,2,"29,665,092.00",21567028,2401221,3225050,655944,4567918,18259253,1991323,0
1599,384421,0,0,0,0,0,1,1,11700,250,11700,250,11700,250,11950,11950,3800,5600,0,1,26,20,23,23,61,15,23,32,85,602738,30,124124,0,0,NJ,5,0,0,0,0,1,0,1,0,1,2,"5,393,318.00",970194,58683,58683,187617,1031984,3100017,133540,0
1600,385619,0,0,0,0,0,2,3,17520,800,17520,800,17520,800,18320,18320,10320,7144,0,0,1999,762,946,620,63,16,620,33,64,6958522,48,4432995,53,5777711,FL,7,80675,0,1,0,1,1,1,0,1,2,"55,030,609.00",7761110,1177811,9611262,5092089,1440980,27137699,1844849,0
1601,386153,0,0,0,0,0,2,3,9550,300,9550,300,9550,300,9850,9850,3800,5600,0,1,592,371,448,408,51,27,408,75,93,3608653,80,2387800,0,0,NY,3,0,0,0,0,1,1,1,0,1,2,"4,245,040.00",809523,385424,377562,2399397,1516183,3338982,0,0
1602,386472,0,0,0,0,0,2,3,13320,880,13320,880,13320,880,14200,14200,6318,8775,0,0,130,52,114,4,50,15,13,2,91,3329109,62,1764426,87,4836538,FL,8,0,1,1,0,1,1,1,0,1,2,"11,075,627.00",6013182,612965,2742236,2159281,1771179,9324583,558598,0
1603,399911,0,0,0,1,0,1,1,32250,1712,32250,1712,32250,1712,33962,33962,4642,4164,1,1,427,102,102,108,92,7,108,27,100,15070636,21,393395,40,933593,CA,7,5822674,0,0,0,1,1,1,0,1,1,"1,614,558,000.00",7928000,6104000,8796000,395440,9418727,61658000,194694,0
1604,405058,0,0,0,0,0,1,1,10200,100,10200,100,10200,100,10300,10300,3800,5600,0,1,60,48,55,48,88,28,49,31,91,715850,31,254019,0,0,NY,5,0,0,0,0,1,0,1,0,1,2,"22,340,759.00",7836719,57098,884348,340303,824880,6224809,98975,0
1605,406547,0,0,0,0,0,2,3,12888,1988,12888,1988,12888,1988,14876,14876,6723,4707,0,0,16,12,22,0,,14,25,15,99,1073656,85,712273,77,932305,FL,5,0,0,1,0,1,1,1,0,1,2,,,97396,1265731,719491,63550,,185569,0
1606,408729,0,0,1,0,0,2,3,10172,740,10172,740,10172,740,10912,10912,1280,1280,0,0,71,33,54,42,79,9,42,39,73,537668,67,404406,80,600932,PA,3,0,1,1,0,1,1,1,0,1,2,"1,381,228.00",76292,320290,211344,583773,0,1685154,130103,0
1607,409698,1,0,0,1,1,1,2,5742,1401,5742,1401,17622,1401,7147,19027,4213,3694,1,1,11461,855,1967,1036,81,23,1036,15,69,40895576,47,14634606,39,13681387,CA,7,18059568,1,1,1,1,1,1,0,1,1,"445,042,454.00",528771501,21798407,29349764,15453957,13166996,0,25749606,241417596
1608,417327,0,0,0,0,0,2,3,12888,2168,12888,2168,12888,2168,15056,15056,6724,4700,0,0,21,12,46,7,14,10,7,4,95,1009299,73,665655,86,1386705,FL,3,0,0,1,0,1,1,1,0,1,2,,,141828,1535504,830251,60500,,99854,0
1609,417734,0,0,0,0,0,2,3,12050,1251,12050,1251,12050,1251,13301,13301,5738,8648,1,0,20,4,125,7,29,6,7,4,54,520499,43,295739,61,826814,MO,5,974264,1,0,0,0,0,0,0,1,2,,,932280,118600,297468,11591,,71461,0
1610,417752,0,1,0,0,0,1,3,10400,1380,10400,1380,10400,1380,9180,9180,5775,4075,1,0,18,4,5,3,0,8,3,7,91,217528,67,147033,89,314480,TX,5,0,1,1,0,1,0,1,0,1,2,"3,302,762.00",591693,74829,146463,149574,31175,800002,0,0
1611,420325,0,0,0,0,0,1,1,7500,0,7500,0,7500,0,7500,7500,3800,5600,0,1,53,25,31,24,50,14,24,30,91,818944,75,361650,0,0,NY,5,0,0,0,0,1,0,1,0,1,2,"3,012,861.00",569430,47495,231831,401120,26043,998843,234965,0
1612,421832,0,0,1,0,0,1,3,15324,1276,15324,1276,15324,1276,16600,16600,7172,5013,0,0,71,45,64,15,67,6,80,34,91,1008737,72,678979,79,1100183,NC,5,0,0,0,0,1,1,1,0,1,2,"3,355,650.00",69000,310620,1788,917345,0,2577578,0,0
1613,421841,0,0,1,0,0,2,3,33900,500,33900,500,33900,500,34400,34400,5260,5260,1,0,243,65,102,112,67,16,112,36,100,4288921,51,796599,71,1631889,NY,3,0,0,0,0,1,1,1,1,1,2,"6,625,156.00",3928888,763567,2084456,688154,4012196,12933869,48260,0
1614,426314,0,0,0,0,0,2,3,10296,0,10296,0,10296,0,10296,10296,4484,4484,0,0,1317,,,76,58,20,101,1,44,10904018,27,9030176,16,9522067,FL,9,0,1,1,0,1,1,1,0,0,2,,,10172000,11237000,11473125,2167000,,829445,0
1615,428170,0,0,1,0,0,2,3,19336,910,19336,910,19336,910,20246,20246,6094,8808,1,0,559,160,324,241,72,11,241,33,87,4026313,71,2500128,73,5381836,FL,3,0,0,0,0,1,1,1,0,0,2,"9,202,272.00",6726219,269447,4202132,3392244,0,27707646,0,0
1616,431983,0,0,0,0,0,1,1,10500,200,10500,200,10500,200,10700,10700,3800,5600,0,1,0,,,2,50,15,2,3,91,711164,45,164985,0,0,NY,5,0,0,0,0,1,0,1,0,1,2,"28,237,380.00",4281676,0,1031828,206518,1382821,6273709,163312,0
1617,432524,0,0,0,0,0,1,1,24050,1750,24050,1750,24050,1750,25770,25770,6000,6000,1,0,205,36,55,65,71,10,65,51,85,1496312,51,337425,80,733674,DE,3,0,1,1,0,0,0,1,0,1,2,"13,961,000.00",6933997,185095,614404,337425,0,4610039,505000,0
1618,433174,1,0,0,0,0,2,3,13752,1672,13752,1672,13752,1672,15424,15424,6105,6105,1,0,56,,,0,,7,0,0,25,264235,21,114177,61,999098,NC,5,0,1,1,0,1,1,1,0,0,2,"2,527,875.00",43968,327185,688603,279829,104120,0,399692,9566458
1619,433536,0,0,0,0,0,2,3,13320,880,13320,880,13320,880,14200,14200,6318,8775,0,0,76,21,80,3,67,14,12,3,95,2322069,85,1858314,91,3411167,LA,8,0,1,1,0,1,1,1,0,1,2,"11,284,123.00",142340,285229,1681262,2393936,577488,4104682,0,0
1620,433660,1,0,0,1,1,1,2,4191,1927,4191,1927,22328,2834,6118,25162,3400,3400,1,1,15430,2528,4015,2701,81,22,2701,20,56,52349516,31,20635492,35,39267238,FL,9,30235696,1,1,1,1,1,1,0,0,1,"695,584,289.00",360229444,20991340,17785744,22750659,17672750,0,43942335,279781473
1621,439701,0,1,0,1,0,2,3,11280,1080,11280,1080,11280,1080,15450,15450,6286,4377,1,0,35,10,94,18,61,10,19,6,75,839709,55,551452,52,1207009,TX,9,0,1,1,0,1,0,1,0,1,2,"11,657,015.00",821893,1792496,1957955,555573,634911,10088237,0,0
1622,439862,0,1,0,0,0,1,3,5460,650,5460,650,5460,650,6110,6110,4476,4476,0,0,224,165,234,1,100,9,9,17,100,393981,100,334530,0,0,GU,5,0,0,0,0,0,0,1,0,1,2,"633,511.00",237319,231603,45241,338179,154969,942734,15260,0
1623,441487,0,0,0,0,0,2,3,14200,4040,14200,4040,14200,4040,18240,18240,2680,2680,0,0,24,7,35,8,38,10,8,15,76,510967,61,247002,76,275031,MO,3,0,1,1,0,1,0,1,0,1,2,"2,552,381.00",986750,0,0,285915,0,2434212,176085,0
1624,441609,0,1,0,0,0,1,1,13750,0,13750,0,13750,0,13750,13750,3800,5600,0,1,21,8,38,8,50,8,8,9,90,622554,37,149931,0,0,NY,5,0,0,0,0,1,0,1,0,1,2,"2,815,104.00",253291,32021,32021,210189,509234,1821516,28040,0
1625,441636,0,0,1,1,0,2,3,11274,1329,11274,1329,11274,1329,14338,14338,7002,5156,0,0,15,,,0,,19,23,6,90,3802238,76,1480828,69,2321410,OH,7,0,0,0,0,1,0,1,0,1,2,"984,870.00",338620,767356,330084,1472949,0,5626258,0,0
1626,441900,1,0,0,1,1,2,3,5250,825,5250,825,18251,825,6075,19076,6446,6446,1,0,1371,445,3534,417,79,18,417,8,53,14402513,31,6818387,19,4240205,NV,7,5552008,1,1,1,1,1,1,0,1,2,"142,794,000.00",73232000,4635000,6482000,7557000,1318000,0,6526000,53594200
1627,441937,1,0,0,1,1,1,1,5742,1075,5742,1075,17622,1075,6802,18682,4564,4434,1,1,10040,604,1892,872,83,22,872,12,70,42592784,51,16836503,34,15833138,CA,7,20320452,1,1,1,1,1,1,0,1,2,"572,501,716.00",600311455,26102368,19349663,17759361,15889171,0,25814215,199944408
1628,445188,,,,1,1,1,2,12570,1530,12570,1530,42324,1530,14100,43854,5300,17250,1,1,25923,1940,2154,2101,86,19,2101,26,93,165012963,64,26976968,45,19093673,CA,9,47992480,1,1,0,1,1,1,0,1,1,,,41226038,37683508,28549037,4281530,0,43035948,
1629,441982,0,0,0,1,0,1,1,53990,710,53990,710,53990,710,57356,57356,.,.,1,1,900,84,92,85,81,6,85,22,90,13143229,12,250825,28,572241,MA,5,5015364,0,0,0,1,1,1,0,1,2,"461,193,000.00",185157000,3504000,11462000,250825,11787850,40987000,0,0
