UNITID,F1A06,F1A13,F1C051,F1C061,F1E01,F1E03,F1E04,F1E08,F1N07   
183877,138763491,74611389,2975707,5986300,11358149,3129348,0,11633462,59557630
183938,186493282,72723863,8143038,7191792,17394290,4374977,0,12091532,88422488
183983,,,0,0,288922,0,57085,346007,
184180,144630337,32424556,4541101,6382815,6821878,2762292,0,6093085,71193491
184205,19060055,18945881,2139101,7788069,6335366,1907156,0,6237271,32253832
184481,152419537,95844366,3154357,11229478,18875607,6293784,583,25721630,88754149
184782,1297785401,1075757045,60625978,42035169,24941660,26007246,0,61244420,615107936
184791,118186409,59034482,4230679,10948287,8443939,2733600,0,7820532,57733137
184995,190929971,37440187,6254369,6755622,23234584,7673086,18241,29139605,82127727
185129,272936852,330703883,11208171,22770744,18033058,15692932,85849,43727466,174210638
185262,726395540,457228836,7135869,36406645,28067626,18916157,0,54267101,250104441
185509,106869841,40430851,3955337,4677671,9363614,1953956,0,12334006,74700594
185536,125163333,75131416,4029364,9937914,17761420,5037710,0,15865582,104982179
185590,1103413000,653917000,40741000,20732000,37456000,35172000,0,63044000,456894000
185828,837504000,567478000,35962000,35812000,16915000,24155000,0,69528000,424457000
185873,180463468,48148877,13610987,9413582,11486941,3948091,0,11216519,77405380
186034,89574607,38162413,2436477,6214031,16270952,4177263,16863,19080564,68611501
186201,447151000,354499000,7093000,18770000,7366977,7366988,0,21494000,159912000
186371,352677000,395255000,35871000,22200000,8611000,10865000,0,25780000,237503000
186380,5546064000,3775022000,419022000,103515000,63627000,80285000,0,190502000,3744240000
186399,846425000,641971000,92844000,39577000,18399000,23216000,0,55088000,482238000
186469,26695037,9284767,1553287,1670520,1713641,500253,0,916916,11632544
186645,93836531,31833861,4253149,6635035,8135536,2774685,0,12970385,60967444
186876,562387199,546754616,31941877,28967856,18225942,17261356,0,44086422,235823470
187046,94200927,58204924,25935717,6341150,4885303,107911,0,2733021,69329576
187134,800080000,527772000,21881000,27967000,6197000,8373000,0,27698000,251673000
187198,168891294,49194048,7858000,10583417,17902371,5492721,0,17505198,87912481
187444,492474059,357336221,19926777,28286911,20326765,15871535,1064987,40698577,228944063
187532,448071955,375095073,20835431,24985445,18021789,3892258,0,11022710,175971893
187596,59755083,3505698,3419485,1978692,4400000,0,0,1808711,30646868
187620,,,5627857,3596944,13027410,2029971,0,4605653,
187639,39654707,24564889,804217,993372,3664390,324152,0,1637958,15203211
187648,203128136,144202051,4193159,9460114,6897646,3575697,0,7167374,51844345
187666,63096622,37251428,1426617,2422696,2618848,536673,0,1986904,26610422
187745,85313825,11529954,1364653,1819538,968292,0,0,864720,20789093
187897,123593430,102769056,2944126,5993882,4313113,1777726,0,1129967,63832793
187903,152560934,42000714,2045760,2062923,1866500,764516,0,966750,26639858
187912,622952990,71800225,846857,1275405,521507,36797,0,1994006,39158113
187958,,,1407389,1183141,4161233,45820,0,1210756,
187967,314360675,173198983,3616192,2285226,2095978,2363343,0,3918618,107728106
187976,,,620893,524828,373060,47415,0,396508,
187985,3174123464,2436691202,52239694,31511500,30350264,30360702,0,76761132,2498526027
187994,,,1612567,878951,1370026,212608,0,549232,
188003,,,1533438,1667214,948302,160561,0,355966,
188021,,,871388,789229,857873,142745,0,362555,
188030,829912866,850483077,19889955,18387439,25775440,16347759,0,41669584,568333
188049,,,1379535,1445216,2039080,212459,0,613624,
188058,43877695,31499926,358710,1106164,2692382,1186852,0,3309760,16417727
188100,115249979,113950869,4855255,7353452,10333830,1364709,0,3581827,47012228
188137,136555053,105845434,5137396,3783503,3560417,689242,0,1617236,32012258
188216,,,1613579,6895279,891668,127116,0,65895,
188225,,,493842,750990,1376942,34631,0,464016,
188261,25485901,10896695,917653,1069920,667535,70166,0,464954,5032318
188304,90180731,76799504,1346388,2769037,4839490,6216635,0,6588855,29289081
188438,107273400,60748117,3221282,4969383,5645109,2613587,0,6944505,35252967
189547,88913044,81232639,8531019,7423613,10996478,5039384,0,14299283,66422262
189839,34847537,57437424,4861971,4046508,4580596,2115459,0,4024973,36131387
190035,1854666321,1714911340,89606837,19102434,,,,,819219635
190053,29453995,28820643,610279,1530224,1751167,1118778,0,1542481,15230621
190169,25494488,38594691,1625452,1867725,1791524,652056,0,2561044,16503514
190442,56093403,27740638,3829557,1481332,4175773,1910709,0,6282410,34424399
190512,428227917,648941324,22367859,29572524,40372469,23318797,2110987,67260075,353804320
190521,384175998,257366190,24039624,27952417,80539633,29032217,965565,85434005,375676757
190530,290187366,174918942,15654214,18102240,32696729,13094598,232818,34365878,196465976
190549,493684449,635093020,25052443,27602578,44121841,26512497,5424298,72825313,334332991
190558,215290612,403733379,14326441,20072281,30310251,18476005,1004632,47723833,246134974
190567,1266316576,1335039965,43343461,25670072,37841135,24192330,4479543,65685202,550014563
190576,182029181,419984679,22218067,43225687,3248516,995168,109899,29174021,433610096
190585,73682622,69918605,6797108,14163486,22882682,7884140,185605,26208621,135733867
190594,562203979,700938499,22964203,31630451,45628585,31644899,4879632,82820276,490831655
190600,650238355,883630117,34790560,25053789,42779571,27762820,1605334,66740128,355525161
190619,114774745,121826264,9047320,18230970,30625318,12676187,345547,39881813,198086971
190628,231462910,151157651,17047444,27640856,35731588,12979732,347475,48393588,271077672
190637,291529828,432110985,16650823,18913659,37837335,20534119,3625332,59144453,271551937
190646,263143944,399769102,15204985,14084979,18335796,8073679,361865,26444576,157100296
190655,579724937,323614464,13507517,16506444,43885839,23846884,979595,63242107,257858197
190664,321237000,618560113,22618398,25219836,39763125,24698098,2154981,66994686,374917920
190673,135024189,64926218,12531970,20384702,30851710,12098409,485554,36696751,205734828
190682,160757394,225403473,4658163,5192512,0,0,0,664809,50241514
190691,124596159,258647041,9488602,15236898,19803424,11639475,523422,31043302,149715508
190840,82691521,124423591,5191601,9497109,7710578,2731689,0,3830981,85311019
191083,59210404,242634685,9869583,16649104,19149629,9556950,0,17558770,198106397
191126,243109273,189008599,41338307,17306617,12834575,7461422,0,25075661,277680372
191199,96597181,17429141,3160132,5654447,7234575,3800381,2364096,10128895,59549023
191302,25526969,17116876,2424236,4177262,3570439,1812417,0,3949270,23601031
191339,62900225,23471245,4856731,7423709,6161335,2368526,0,6985562,47865215
191612,31972526,55993673,2578251,2971350,4566178,2448760,0,3020642,27414372
191719,199144356,103370695,6119644,8676909,12369302,6272410,0,13890671,124789076
191986,95796086,23368149,4651443,6001114,5958143,2837201,0,5171802,42901280
192022,70894834,107864854,5027453,4243478,5330933,2151410,0,5713944,44836944
193122,,,0,0,146061,21800,0,167861,
193283,82956193,59632816,4842222,4982654,10626105,4615024,0,7200000,71402458
193326,255829533,284295728,22804848,19964750,26040397,213569,0,25343275,170410784
193478,250017892,625378359,10541826,24757064,26328247,10221841,0,37615260,245300157
193946,86021032,158207830,4042430,7535340,7656156,3216379,0,6981597,61296202
194028,9993969,21875469,1427324,2902219,3088377,962286,0,3173152,18994207
194222,160179428,77382504,3273539,9397372,14177390,6822148,0,16293182,90514992
194240,139208035,246439687,3558898,4772493,7388064,2691242,0,5684395,91293379
194259,,,16500,0,145147,0,0,248503,
195058,65043509,186875347,3377145,6408860,8088346,4375148,0,7700514,88694338
195322,43798997,64981484,4905050,1551867,6124363,2329430,0,6672816,41482350
195827,860065310,18339198103,16197710,48856734,,,,,267314139
195988,13045708,65597457,998803,3397300,3071683,1865784,0,3375988,21616238
196006,222823430,179255612,3288445,7754423,8797829,7767760,0,12984107,110069551
196015,163112160,143234566,2226370,13660889,8245175,5863369,0,11209338,84750204
196024,139823458,117979018,4294971,5763866,6905624,5971441,0,9382685,86959970
196033,170901168,165748349,11753036,8536505,5039882,4816233,0,7962052,84140917
196042,317618835,261922032,17041698,18717715,14669413,11369167,0,23183553,184949735
196051,142969696,139129617,10272263,6111391,6859409,5125252,0,7918836,105705983
196060,1038934505,812195750,53467382,30733240,27571550,24742896,0,62943966,641923275
196079,1473266064,976018819,63971845,32769055,19605853,27002417,0,51389629,602638274
196088,1975191554,1300582590,148180162,49539979,37105697,38425491,0,103350600,1322731202
196097,4085397311,3176255287,113262614,74901229,34697054,28009399,0,94783550,3111750699
196103,131869525,137525660,9376701,5822933,2132251,2525973,0,7489053,106051837
196112,794019796,631072341,7317562,5726073,4100271,3875927,0,6876083,365933716
196121,402365693,356084715,13845624,14374270,12481681,14350491,0,22094245,210331574
196130,489992252,437593512,22686528,14203579,20490794,14127148,0,29988041,246770577
196149,408857844,346675960,24140679,12386745,9325991,10074395,0,16300007,198684674
196158,309646207,263300499,8866108,11031660,8645119,9640355,0,16345493,146162615
196167,294329455,246767207,5515402,10742866,6118996,10434955,0,14840277,157327752
196176,454767445,395890056,13765003,19885830,12253529,12968551,0,21769205,206897185
196185,350023622,303280803,14402951,11443729,9852217,11774458,0,19863436,175595520
196194,451273564,398713205,22389021,20050981,14314907,13946650,0,26517743,228988361
196200,226202679,249433022,8942869,9540778,7597558,7080897,0,13853538,127738930
196219,432314995,359872903,23888283,10187063,7204414,7781051,0,13678123,174951802
196228,161955248,87843788,2110928,2453009,0,0,0,702413,64155425
196237,222416294,216576846,5727063,10331113,11234924,7800338,0,15356336,114405768
196246,345691523,317289635,10120990,15163394,9053274,8786034,0,17305359,160287688
196255,1525397365,1653833487,39434076,8890928,196387,158447,0,1935337,956841024
196264,110858540,83342588,8671612,14367743,15444171,5206893,0,18388834,135357255
196291,142487668,154048341,14687526,7329880,1817179,1627726,0,3730425,76478386
196307,1623893910,1414177140,23304141,7956821,262696,290124,0,4054270,1520224563
196565,46249573,80046206,7234668,5031810,5209246,2485554,0,4025198,48082457
196699,26348683,32871549,744666,3466710,3135360,1730842,291313,3741398,38245799
197027,,,6509011,18355848,405711,0,0,0,
197036,,,55202069,42437192,0,0,0,0,
197294,277502063,265995284,12871819,15395225,18320675,5103495,0,16917411,121700384
197814,35878152,20317301,2394372,1981722,2701113,300022,0,1296898,21163429
197850,52162385,29043636,2260846,1276791,2271124,216821,0,1009499,24859338
197869,1065348275,761199440,44338021,13671819,25067993,14236060,0,31390087,453477056
197887,158905722,64765737,6622905,4165690,8222799,812002,0,3501751,61713342
197966,26070967,20615519,2279244,1308418,2251431,648125,0,864081,18054801
198011,16467128,12873357,740026,898492,2975066,166716,5000,1252928,14870705
198039,48078391,25587389,1624424,1858161,2758814,354693,0,1525678,27263797
198084,46646506,20192317,1837018,1453667,2402481,295102,249489,1435555,21637461
198118,55326244,38156392,2482456,3137604,5280344,588517,0,2190092,36812950
198154,270966143,84568371,6271637,5512223,12666466,1376149,0,6003110,81643201
198206,31890520,19879419,1433842,1718544,2661270,441549,0,953597,18871699
198233,84263604,49312142,3822707,3444013,6469919,30669,0,2690159,44680733
198251,69422954,59595740,6563857,5887247,7363040,675888,378290,3217218,56703985
198260,609357489,216017963,18367997,19336607,27039762,104065,0,14701455,203543342
198321,39439021,26038458,4306404,2028536,3909823,351865,0,1443168,24458481
198330,64772418,44144942,4176162,3295952,7312038,619000,0,2507490,37405385
198367,50893374,29258365,3824825,3237720,4559686,449895,0,2423972,30865211
198376,54471644,35149684,2694247,5189250,6478595,661462,0,2810360,37678964
198455,60002627,52937819,5126171,4930022,7212115,1666260,181100,3284528,46673894
198464,1679135835,1447364759,45567386,20070425,37224620,24452588,0,49860716,968520651
198491,42119460,34313572,1950501,1726245,4731223,222141,0,2013517,20961771
198507,178389120,87251629,4525700,7786748,6075936,4352398,0,4068759,66619969
198534,120861198,101849818,8147676,7820470,24157980,3376517,0,9103474,100036461
198543,226686510,186881987,11765749,5790881,16639331,7557269,0,13437628,121800555
198552,137098753,75684725,8286496,5675901,13243924,1164444,0,6785181,0
198570,96400167,54187702,6505518,4418083,8139496,36162,0,3875176,48544482
198622,299977119,89903628,11667215,6777997,23475706,1868948,0,13191412,99702079
198640,15223332,16575751,1021360,3049488,1750947,202946,0,851406,14686262
198668,57866413,22926372,850660,1349997,2275050,299345,0,1101006,18661505
198710,48472446,25194859,2632552,1412464,3259713,1903477,0,3401738,21935876
198729,16525059,16477284,1064612,2473556,2516109,294839,0,1116960,15619249
198774,71191591,50457392,3236246,3221790,5318351,631579,0,2749488,41206022
198817,34853809,41061243,5231108,2614151,3932611,279283,0,1785479,36755421
198905,10279718,10904604,859980,649089,1029054,95894,0,414756,10864386
198914,21651519,14977788,1556550,1486295,1298318,203264,0,630056,15466497
198923,13009042,12880654,724808,859146,1431561,0,0,552900,13486623
198987,70494347,27944654,3675641,2201396,3328745,481572,0,1573856,27668480
199023,13241254,12239805,1309917,709041,1024960,228109,0,536563,9973415
199087,37915286,35341837,1890687,1619569,4588701,316835,0,2139060,28062080
199102,621888657,359886148,34610867,8490233,32368664,11981471,0,42340010,309681348
199111,287420643,187055779,5221092,6727875,5952016,3382873,0,8226747,106211227
199120,11318242752,8737163971,173346344,46837460,22339672,100851487,0,142579450,3322465614
199139,1967674790,1240229005,59676550,32099048,45488406,33074631,96968,57717755,716595790
199148,1320338268,752636918,48162860,26734610,40946150,11547081,0,39797739,477272947
199157,406900964,325673414,22589771,5063862,18915311,9452032,0,15824541,213283407
199175,358151702,147948139,0,0,,,,,439416759
199184,233735849,116435640,7301302,2720066,1165061,4981817,0,5450917,77269632
199193,3648530006,2696431352,109039392,42901769,24443104,18480893,122607,104106056,1681033020
199218,957753479,589828860,33432236,16523597,19360416,7991047,0,19811818,381884314
199263,8426392,9509266,843884,510208,651485,81405,0,282915,8395245
199281,259863558,189896075,15768911,8018356,17012273,4746372,0,7043016,144043078
199324,15818105,19690050,1689797,811690,1853601,248423,0,779275,16841184
199333,107807246,76571372,7645961,5874951,17156174,881746,0,7545242,68594106
199421,55492954,30201153,2128161,1405071,4309282,452500,0,1722128,28312686
199449,32488891,32278217,2113396,1783612,4185778,295658,0,2123272,28345240
199467,7029235,9011906,944725,806116,1049176,109445,0,429816,8272392
199476,28899718,26095531,1801439,2046270,4789132,101476,0,1950152,24423295
199485,27638329,18688958,1864548,1563789,2775276,289147,0,1325050,21033793
199494,107293054,70479341,7675315,4611568,9442496,922353,0,5101649,58174402
199625,19683050,17215618,1423203,1084335,2933967,269417,0,1193044,18059764
199634,97527482,42477645,3630714,2679409,5676857,530074,0,2257289,39682290
199722,29367002,22610620,2178844,2206321,2822486,327496,0,1379803,21489419
199731,52144930,29374707,2611431,1929727,3266031,390940,0,1373466,23258941
199740,22110228,31626695,4473789,1512607,4200261,366946,0,1838939,25733807
199768,33986305,30525352,3608500,1437728,4164387,522492,0,2061787,28520022
199786,54098153,35421114,3399767,1603150,6198793,566945,342821,2604835,32409416
199795,14991765,12164778,1013348,705699,1740648,19888,0,671767,11478826
199838,41945238,31136179,2200552,2363458,3998744,344412,0,1795235,26890203
199856,501393902,229490087,32769687,16958154,28665208,3168287,0,13412013,197365036
199892,41957247,38443548,3407341,2778637,5312959,433385,32462,2510046,35136419
199908,29395708,19644279,1831883,2093920,3206983,408624,0,1430053,19678299
199926,47066751,37968429,3367397,2815156,4191633,411856,0,1973222,34543805
199953,18758819,19005802,1049192,1735526,2721534,166697,12500,1113022,18860560
199999,329317223,232264355,8059018,7339762,15966575,5881456,0,10649227,237313914
200004,844292674,437107563,19422469,12092426,18106366,4031690,6536441,13362431,249381384
200022,75686576,19928048,3107803,5050160,2662274,1677056,0,4682968,47493594
200059,48033591,13037323,2929369,4522248,1581511,658715,0,2866723,28538460
200086,16006322,2833881,2094195,876012,228704,40709,517730,235798,9043707
200192,22963729,8491972,1970648,1394418,1320981,485110,0,1319043,17671724
200208,24055100,9169088,1386898,750525,553631,43949,0,360487,8450145
200226,32376510,12558855,873618,1720749,1405094,455974,0,1681582,25549410
200253,106543165,28525653,2965393,8872216,2899319,20951,0,4070695,59349183
200280,986493734,391034073,39553074,37009021,8024528,4438229,0,22521140,548584687
200305,80836738,18390477,1479284,2722330,2977314,902651,0,3377882,44811329
200314,11879988,3288330,755371,1568760,1179788,113345,0,1142658,12306125
200332,712975424,233686188,36461458,43611878,9807870,130000,0,22365363,419865871
200341,62161787,20716138,446450,2884683,1251250,207175,0,1708317,18206746
200466,26328355,2436295,540889,792356,971329,0,0,76747,11544662
200572,57227171,19092977,2172229,2033442,1280219,575428,0,3066758,28509261
200800,973308721,816562393,37118958,17177050,21573106,98,15964,39291411,399297446
201034,,,815268,150211,561066,571466,0,1132532,
201098,,,76706,4348,127390,0,0,132385,
201131,,,380514,166859,316804,0,0,270798,
201159,,,0,8018,253894,0,0,253894,
201283,29356980,10795918,825870,525563,1485616,0,0,1545022,10318625
201441,894356759,597562492,31643699,18694313,20250410,5339087,0,65390107,421149549
201478,,,0,0,653688,0,0,633522,
201496,,,467026,203409,629286,0,0,629286,
201539,,,122835,0,446624,0,381015,827639,
201672,59868028,27115648,1640425,4119979,4462819,27213,0,2896790,26958101
201690,157453536,74920619,7741160,5995200,8613134,0,0,5356551,74512760
201803,,,24650,4800,232478,27500,18600,287378,
201885,3511250524,2247245994,153310718,60098096,27076256,6027033,0,102691189,1406546347
201928,108250842,105184606,6679528,5795193,12284261,118280,0,12726480,64758285
201946,,,4425483,2904610,3622102,19402,0,4438933,
201955,,,4578878,3828893,8331457,22600,0,6182518,
201973,70749335,51106830,1237985,4403671,8644027,0,0,5520778,40160738
202134,699156964,478384371,33459473,22664532,21596870,8245679,0,34338639,338172481
202152,,,318440,120417,490744,135664,0,620133,
202222,346066727,253294556,8335166,18065626,31177301,0,0,24457893,206680213
202356,862160052,660765512,40872789,33953049,28276362,309284,35006,12566036,317274435
202648,28963890,20396445,669000,2361706,3121012,53909,0,3288617,20340048
202657,,,91671,68694,541886,178638,0,722983,
202949,,,87756,0,541561,0,0,721881,
202985,,,122814,0,384734,0,213084,1214352,
203030,,,0,103387,408774,0,0,408774,
203155,93340964,57046487,3834408,2582525,4964850,28770,0,3104652,36784284
203331,156631296,157465809,1058230,5338452,38875939,1398952,114884,111768209,65817885
203447,,,1359426,1205752,2519568,166672,0,2050009,
203456,,,692830,628975,791229,79824,0,987734,
203465,,,2858753,3178598,4704909,512483,0,5220970,
203474,,,1036728,1957126,2472770,179146,0,2216736,
203483,,,1689761,1191850,2311448,192818,0,2385914,
203492,,,727513,724806,1835100,135190,0,1672837,
203517,1463258000,1159226000,65466254,36761299,29464726,6856161,0,77997591,725337000
203526,,,1426990,1482057,1861250,178052,0,2203209,
203599,163319320,179490535,5960035,10276230,6954017,168283,1236,6364711,66615669
203614,,,697625,0,1702555,0,0,1702555,
203678,48686946,22694930,1170920,1840994,2649998,127144,0,1775417,21727698
203748,282763606,189457019,8269073,11811380,13284551,186062,0,12994208,107775000
203881,18546257,22060728,1617231,1525023,3222449,0,0,2084755,16836261
203942,,,59232,59232,101706,0,0,101706,
204006,,,2198263,4339735,3866374,677600,0,3600497,
204015,,,2590464,3085529,2144516,1017382,0,2522400,
204024,2375662524,1123141564,73703267,29985514,9119434,2455554,41000,101621757,683529215
204158,,,1000,96233,568127,0,0,744661,
204255,36998081,24469671,988970,2352885,2733988,0,0,1660036,19041391
204422,40454029,22679982,406916,2343292,3058063,462173,0,4964353,20661906
204440,32891420,24113421,1139119,2425971,1989831,17187,0,1539509,29717885
204459,,,174,0,439309,230432,0,669741,
204477,170590015,116307788,8970336,2547307,0,90000,0,2002074,89879807
204662,29882765,467538,1738222,1158287,759460,0,0,942287,12136305
204671,20649761,1408760,1600106,1732664,1607080,0,0,1750036,15364792
204680,31943240,1157392,1058820,1725580,2134207,0,0,2118939,15489245
204699,43956192,1533653,1973124,1900850,2118187,0,0,2467337,18493745
204705,64769846,2322354,2772833,2553144,5249978,0,0,5298930,29613401
204796,16663422094,10661374891,237834882,89435791,46700973,14726390,0,226342240,7558478115
204802,,,464946,729574,662403,0,0,989078,
204820,,,888162,894849,3104625,406,0,3189933,
204839,,,1322468,766807,2285785,0,0,2641864,
204848,,,1375242,840126,2129219,0,0,2527838,
204857,2004636614,1320830632,86155331,56709068,22286864,4404469,0,67948997,779236084
204866,,,797179,683325,1699602,0,0,1948848,
204945,133144105,79790098,2974661,7422355,9978947,146468,0,10104497,65099306
204981,,,72303,0,199350,0,0,166378,
205443,102508726,69787333,3544825,5793379,7098435,2344098,817974,11672038,58841640
205470,388272793,188199063,13789179,20709842,21305648,1349109,0,19118055,166154264
205841,153410753,82733440,6171616,8029914,14897365,1200247,262092,12331188,80573485
205966,35021668,31536930,1882910,2007813,2965148,24480,18845,1722127,19682784
206011,36424680,24887409,494495,2167535,2820060,117465,0,2682853,15967297
206084,1008818923,1139198125,63831542,23364738,21641777,4890387,0,82685575,987743681
206172,,,153522,25682,96027,0,0,78789,
206181,,,162175,166397,430290,106091,0,574609,
206321,,,245513,363405,260323,0,0,297132,
206446,28500162,15086705,1416616,1265282,2711963,734451,0,1921384,14457796
206604,475680668,345742417,28354332,14259814,14544327,7259768,59292,37012905,350269652
206613,,,543983,821188,1319324,0,0,2004095,
206695,313714657,257971171,21239474,14657550,19203218,5292302,0,26381588,229565252
206905,,,958334,306945,230034,8872,0,28761,
206914,80405584,52477009,2219724,6613296,8921741,2218269,0,8420717,56062668
206923,37387158,24799143,682211,1380311,4887446,58580,731380,3584000,25994335
206941,386536287,173801353,14357934,25378272,21777553,12686287,0,13214766,221439259
206996,36670448,29388641,1946439,1929301,5145083,0,0,3729000,20409809
207041,113361204,36455003,2152366,3409440,6293677,2994407,0,5201237,68544057
207050,26025360,23899004,1967158,2552252,3058375,573620,0,1914891,19765630
207069,35972978,27912912,1914630,2685339,1949302,431407,0,3608440,15565461
207209,167801971,86456465,2913259,3206930,6827459,862265,0,5664000,63718062
207236,95001853,28905246,2586284,2455171,3217321,187500,0,6712571,21697891
207263,213091595,54015991,8461580,10714136,13587322,8029560,0,16240584,4129277
207281,80025935,55231093,2696054,4548390,5723619,86069,0,5399000,37765628
207290,50375292,34853953,854857,906655,4251061,3251153,0,7069609,25439518
207306,35268924,6992760,1072055,4107831,3610845,0,0,11105245,32153912
207315,214214095,92479893,6918446,1298040,0,0,0,422796,226679349
207342,1629888000,779381000,30837000,6418000,0,0,0,5864000,1057601000
207351,29464731,22320213,1234885,4473989,2188786,350992,0,6410000,23531417
207388,2121486296,1276230847,85843651,30609378,25580291,15247233,0,113059752,1000906557
207397,72625303,35055524,1476878,3235047,6995856,1387206,0,5046422,50880578
207449,166283199,71886858,1711801,10017318,14852485,2657528,0,10113561,74826563
207500,2278163000,1784291000,80439000,29100000,24619000,28306000,0,112033000,988741000
207564,71528802,43558865,2401559,3258028,3008825,1246099,0,3458722,37235818
207661,89015627,68736463,2674092,4634581,7045307,1974978,0,8018093,45943200
207670,119297997,89122746,4600956,5692646,8742427,1512275,0,10233919,55218854
207722,32882132,20552738,1230462,1415848,1990939,995601,0,1156461,11208792
207740,20898173,27764875,376946,1124937,2999470,606096,0,1957932,20325122
207847,64959750,22710750,2372571,6000443,6439074,302500,0,12725948,66703463
207865,106332579,25698031,4377782,6401364,7342106,4902202,0,16655352,75689109
207935,145456459,117314712,24578210,15651070,22252820,6410452,0,22918782,136209814
208035,24911291,10772122,1262318,1669100,2231800,0,0,2421000,12514836
208053,,,360910,839181,167665,22809,0,171417,
208275,62134271,45425068,4598718,4045295,2358611,1088585,0,599540,32586803
208318,142635621,105739762,6455160,3990833,6068319,3239017,0,4611844,72740198
208390,283707317,181922388,15875278,14239931,14693147,7550997,183514,12265597,147472998
208406,201939806,192703712,8937597,9760280,6189674,3377324,0,4463198,93176565
208415,50531039,29921585,2023750,2674189,1179985,512332,226358,1653483,18206847
208646,105575381,52883896,7859686,3161547,5199820,1321335,0,6543380,61354711
209038,185363609,163283680,7467539,13789628,11434412,5613098,0,1130154,143529490
209074,117280539,104487045,7766936,8084701,6431071,3913000,0,6332865,82088200
209250,95072000,136950000,9202000,9219000,7408000,2878000,0,6681000,86122000
209490,5745071000,2205452000,99476000,4294000,1118000,4167000,0,14860000,3512711000
209506,179830916,80245875,6368617,6938887,5175392,1722600,0,9394296,93585268
209542,1983860946,1282892019,91839095,34437432,29125196,10925592,62160,86906816,1378822952
209551,2634206359,1465971536,81624773,57474508,22033316,9205308,0,85657866,1056750047
209746,991708179,786401809,34603182,46420743,34642835,14271479,0,29971717,226417135
209807,913544339,504046782,43585868,24866214,36438651,14388754,401294,45843390,530381526
209940,98695519,84568464,5275247,8951126,9508403,3200689,0,1385795,70355837
210146,168863563,88987015,8918285,6065227,6480756,2000494,0,10015972,101939894
210155,79666806,80021402,1877323,5886838,2882263,1150518,0,1204614,36004020
210234,25513932,26703753,2604711,2651780,3526874,608001,0,568808,35838353
210270,49901756,34290585,2897943,5765975,3661954,1470564,0,5113177,30375918
210429,181886540,110235051,10439254,8496808,7790563,3712209,0,12945265,0
210605,252575685,130596767,10208100,16174100,19766374,2149311,0,23732622,134861316
211079,43483742,38256617,1985472,2297517,3323886,632215,13230,285756,28728738
211158,334454359,412082498,14004763,17660428,12270847,7810354,0,19516345,192357293
211307,165765397,107406222,8681344,6448600,7375162,1119218,0,6783108,87671402
211343,61550546,37633502,2558643,3033139,5149390,0,0,3949441,39863384
211361,212532775,362953668,8641572,18981111,9601440,4386709,0,15367657,141261672
211608,42277880,64007608,4916721,3559297,1993607,3016271,0,6065420,29896001
211644,170105649,270655200,9887388,12770626,6850798,3714331,0,11305320,110593770
211927,170406320,87526023,6479489,13470155,15073738,2907996,0,14816026,105205084
212115,200140998,201112387,16220231,10034203,11013336,5053435,0,16361808,136216879
212160,157333961,308124144,12958751,13075653,6474928,4265986,0,11171854,111265197
212878,283596078,161826125,12474145,17875956,24964502,3776988,0,19350398,165115149
213020,311354023,430870895,22503762,20487543,15678514,8466811,0,25542095,300619196
213349,311826008,367090657,13383557,17884436,11115661,6894864,0,16573604,190318447
213525,88395932,24143402,7764328,6242507,10742711,838867,0,5614825,52131112
213613,159211499,195172335,5864636,9785301,4765528,2885189,0,6835205,84417624
213659,95102608,60015315,655851,3637260,8953801,1539549,0,10725209,69422945
213783,98455390,167910333,4661982,8504603,3978631,2892292,0,10139864,54208288
214041,217953499,296505254,13880931,18779489,9010250,4848003,0,12768576,184096002
214111,264085603,197019931,8914513,10373286,12154094,1598066,1080,7701983,107643277
214379,194275368,95644956,10148810,9614640,17289072,4169639,0,11138663,104667678
214661,79557042,84221786,0,0,,,,,18810459
215239,248448147,244196702,17105166,20879644,39596182,3375946,0,39371389,0
215585,71610169,22788914,3306879,5879411,9873615,1200707,0,11916631,36351410
215886,,,98492,26299,136739,0,0,198126,
216010,259293740,382175045,16743774,16752372,7859309,5829527,0,17077813,161523674
216038,261595751,308835210,12589940,18134325,11108881,6944460,325953,19135679,181252801
216296,25764922,51848301,2045111,2104142,3055360,1380322,0,243204,27740156
216764,568069433,552445314,43927783,24172736,17647446,10623736,0,25279573,332123254
216825,124654265,73016156,2982044,4490789,6089852,981113,58179,4204877,42348876
217420,219972884,109321368,15614671,13041821,13482108,8973511,0,17445371,155238830
217475,110187860,68295813,9899628,14027234,27005560,10189418,0,33529302,136233871
217484,1125265341,556376029,67553225,42236250,17420396,2749201,0,88003123,573545983
217615,51181773,35958463,1295831,1759834,4455995,3024256,20603,5441851,23410668
217712,36919498,43156933,2997711,3179442,3705430,2352581,0,3661952,24228448
217819,581567936,585340368,19713603,18354638,10233056,19185236,0,36775759,299150529
217837,16947292,20150935,1437151,3113036,3490881,1296375,0,4301971,12818699
217864,212182082,211539537,10018193,10385831,3021330,4974647,0,14054993,31703066
217882,2306864615,2111517952,86148836,55455601,15196928,64387119,0,106573415,1135405085
217989,10171391,15960302,970187,1002269,1398202,921823,0,1203141,9085059
218025,66576988,85220886,7367188,5080327,8591071,6574534,0,10095293,47631469
218061,118378489,130217687,6267958,7308178,8960779,8385393,0,17284249,78862266
218113,175834546,216684164,9388902,9016430,16913526,18337412,0,28871573,114422396
218140,164908839,93583145,6649061,6575351,13700829,11429333,0,12223805,69667072
