UNITID,F1A06,F1A13,F1C051,F1C061,F1E01,F1E03,F1E04,F1E08,F1N07   
104708,,,12794632,10627822,23711185,116380,0,13575894,
105136,1454732860,955043057,5317317,10525182,,,,,938052248
105145,,,4719990,7074962,7351090,52638,0,4509121,
105154,,,13295672,13559426,21906696,115998,0,13192328,
105206,67803415,19878105,3466012,3488788,6789857,54181,0,4227713,36508366
105297,105124354,15948965,2518292,1649137,3543951,495806,1912991,1413593,36840953
105330,1191325261,926095490,44415022,78531430,41421340,171181,11586,155697434,634935000
105349,115937736,20379794,1258779,3007465,2216978,18743,403963,2578943,30605101
105428,,,9331185,9230007,17186310,84621,0,9251707,
105525,351400642,192583707,28681547,32078393,28685005,94133,0,15959387,193958534
105668,,,20705458,4607774,8452804,85862,0,5283688,
105747,,,9100498,7837206,5341908,51629,0,3736724,
105792,,,4507702,6693432,6784491,46124,0,3704630,
106148,191905087,48741547,6162861,10360334,7783696,0,0,3441821,70511412
106245,321803629,130272847,21769313,9028815,14530667,5797178,0,24068177,179011972
106263,1561211000,817330000,41615000,3889000,1033000,845000,0,4085000,1722585000
106397,2285358596,1021426804,67439782,43133274,20388641,30883612,0,81823058,986736672
106412,163679823,43919869,8618464,6177436,8544001,1703479,0,12033610,82444558
106449,72517306,39515849,1757860,3205184,6442957,981629,0,5002500,34353434
106458,462398009,194588379,17091756,11051800,17339005,12329791,0,39365713,212527629
106467,253541030,116151794,9554370,8413423,19546327,11739554,0,30100697,138569732
106485,72558068,34984324,2168098,3700927,6537506,2031754,0,8212972,50566622
106625,39075263,15713711,824168,1758547,3716536,345948,0,3667554,17701249
106704,379390193,284426688,15591552,9203570,16865707,15031620,0,33997261,205636676
106795,19025205,7117264,1722701,1963721,2588212,356629,0,2145107,13621995
106883,37022537,11763113,2595964,2101162,2981824,175075,0,1614478,15734534
106980,62172027,38646995,1281983,4049786,6811575,526287,0,5308737,29660938
106999,20868976,4515033,1548180,1453405,3011048,462552,0,2547076,13266057
107071,121433023,101579084,9421430,6311097,6749144,3183358,0,17809059,64596487
107318,67856849,24314513,2049101,1651539,2080563,145085,0,1284278,18435080
107327,35298688,13690719,338582,3066311,2321923,248327,191125,2168762,19795081
107460,27527951,19917963,2960551,2945607,3902997,621689,0,3266930,22648383
107488,,,412774,451177,548718,27400,0,343529,
107521,12346811,5380797,1062669,1621857,1847082,229618,0,1610185,6802891
107549,16015983,7794161,109241,1079126,3257316,275661,0,2918140,11492040
107585,32472965,15210331,1594334,1283116,4282795,675136,0,3361777,18308949
107619,32724443,13344407,1537201,2929601,2872609,123960,0,1761759,19585580
107637,22926742,15052535,1563701,1994261,3884089,228157,51650,1586648,18445934
107664,131276675,92667947,5260494,7175706,13828774,718755,0,13011030,47261544
107725,33747061,6400971,1464582,2551953,3362442,274704,0,1899055,16293896
107743,22380262,17006996,392409,3594920,1815265,216485,0,1858632,11150215
107974,35440214,11103387,790769,2144709,3300915,146881,0,1728969,19445680
107983,143839297,87143425,4704023,6404892,8216139,3841562,0,17297364,69685948
107992,33916588,11814892,962892,1555208,2321009,470522,0,2633859,15954340
108056,104168389,56808722,0,0,,,,,214216055
108092,191890051,68489023,7277972,7438999,12623308,5803569,0,23544157,75689245
108667,,,4551624,6446410,4063676,1206453,0,1808973,
108807,300347548,272964073,11798657,17790616,11813655,2035981,0,5734958,124939137
109208,,,22092911,37776380,28582100,6293181,13278816,49441515,
109350,606887463,528793701,12452384,20536459,25541619,5593084,0,10081085,168481770
109819,622557611,641952169,18338772,16268673,40863660,25537518,0,16806105,327523351
109907,73660019,27368267,2854616,5333990,8307985,1829272,63954,2555941,43241180
110246,423478855,324839820,28520228,13591609,17176423,9399863,203601,6052603,215371791
110334,409070326,326560421,16782967,20383521,9406243,3531148,0,4601938,153538454
110398,260820651,191160605,4489706,4967559,0,0,0,17021235,74732205
110422,1168128061,2080162724,67029749,79705072,16990464,21346775,0,49903986,666781296
110486,247233145,547025091,21430149,24680157,32614984,26581609,0,49878925,209620159
110495,313929729,612200246,18039797,23786824,29901296,26730544,171312,54475032,196695065
110501,2028756749,3805166357,65412789,26352539,,,,,1419644997
110510,677938366,1196569673,29144670,35031902,56692397,45301595,0,95068739,377159897
110529,1022354531,1541993528,49673121,43389845,66982400,52950628,0,105748698,515730906
110538,538154510,1128523554,34826832,36446588,36449691,30791790,0,64445968,371839958
110547,418572801,738508183,32910007,28750462,47836730,33129446,0,72149042,276693634
110556,375756630,1250906358,40239687,60708559,65995248,56770928,0,112152620,535698626
110565,804184916,1875416854,46894200,52758717,84797205,70274370,0,139027929,694757484
110574,364840171,934313731,54293110,32869025,31602017,23566214,0,51420986,281553381
110583,801907888,1864027354,61293379,62878474,85749921,72061707,0,140003171,695618928
110592,850346349,1479227359,49167091,30365144,79806722,62794533,0,124280011,466134669
110608,844801118,1787411468,65163120,96560776,101348740,81934925,0,159663549,681125082
110617,809322077,1730155067,48420437,59433247,74480648,64996249,0,111854719,673110308
110635,,,197949021,275649828,45779605,8988964,51536,214988712,
110644,,,333665427,169890003,59058636,22168003,6668,160418554,
110653,,,309939815,87849931,63672288,0,0,164759542,
110662,,,997040191,210232922,54061811,6923932,448986,231788389,
110671,,,67946320,101820190,61549719,3327460,45075,109743558,
110680,,,832056640,152053868,59224959,18414,0,155697285,
110699,,,380873351,34389757,0,861142,0,45967099,
110705,,,90099896,113524697,43841028,16433130,0,78791354,
110714,,,55924716,108684678,29297691,17180001,0,76806892,
111188,138667492,203245273,4408710,10849481,1241149,1217317,0,2471397,77044627
111434,255534104,260561589,2934911,8998910,2933914,671835,0,5413366,81734755
111461,471031529,561052315,6192591,19370481,13983344,11567591,0,8608298,205832323
111887,631293809,644212773,17971283,22531036,36333857,1954757,0,13411402,0
111896,,,6753385,2374229,3443253,3472765,0,2867203,
111920,449377644,673482362,7112585,14882784,9739571,1869142,0,4801221,205136183
111939,641561667,570958328,7537296,12304073,28189834,3556382,11619,34427662,0
112172,216049216,222399360,3497039,15527526,17698738,3316732,0,8850308,858134
112190,434055609,630739961,12727698,28594731,14725983,0,0,6924493,298296227
112367,,,967918,39555,400526,0,0,120771,
112376,178913118,204361252,5509020,6170313,,,,,427304512
112385,204527022,233618411,5509020,6170313,6840369,4580318,0,3380387,68240531
112561,,,3477399,5341875,3384318,2215118,0,1331700,
112686,281247806,236984485,4525260,10314404,9593110,1213477,40076,2230954,81896580
112817,824283844,927031680,1221428,2331191,,,,,359510687
112826,,,5986197,10167102,7328538,1107868,3184933,3184933,
113096,,,11442955,20663471,15818171,3594944,7883418,27894619,
113111,,,11167062,7966570,4716732,1030572,0,3685004,
113193,264005323,218101076,5700674,13491796,8988045,2807900,0,3815173,101463579
113218,,,2301906,6723970,7214952,14552103,0,4031726,
113236,,,12150942,26747746,20670614,16753172,0,7983457,
113333,,,15847201,18853679,11542164,9966901,0,7739250,
113573,558229286,495428129,20455014,15604311,19473252,12452364,0,8163069,175325111
113634,,,9326300,21441223,13775158,2329442,6353414,6353414,
113856,,,15133668,31211186,35357513,25969401,0,17015252,
113980,594761917,688573336,9578782,35874255,31466766,8877538,0,11312803,236523691
114266,,,9553393,14017704,12305613,3136571,223594,3923012,
114433,29076332,23012338,833483,4158858,1457502,317502,0,1057959,24044104
114716,,,11149734,13265024,3847388,3322300,0,2579750,
114789,,,21561658,28650968,37493660,28072420,0,16535023,
114831,846604689,1240113689,0,0,,,,,410473499
114859,,,17485501,38490660,29745518,24108222,0,11488389,
114938,173968293,208692573,11125147,8002951,6000974,287041,0,2367179,70512722
115001,270952747,343114549,4648198,26621383,24876838,7978785,0,8074404,211873533
115126,337463182,385463063,10391029,11638350,12008035,8040593,0,5934154,112594739
115287,558152453,566870136,3426626,10009328,,,,,270786242
115296,,,4471206,13060593,14014272,28265904,0,9101016,
115393,266292177,325670786,8798030,12674077,11350675,2999803,0,4029774,113156028
115755,294451611,681138511,20330139,25710818,17877829,13674408,0,29012749,218990125
115861,160384213,283667944,7596546,19339485,24178238,7812628,27584,545067,62455086
116439,,,6364836,12517232,8923306,9894461,0,4846728,
117052,,,10720371,17168966,16004911,4085598,0,7577329,
117195,70173807,54358815,3599227,3170662,1862446,434711,0,1129410,30267094
117247,,,5785712,10334142,9899057,2579649,0,3406463,
117274,14783048,22467500,2445147,3071009,1336510,813827,102600,1407589,27082536
117645,735566088,896292853,12536886,26142170,40303070,24225631,23424,15307090,293742045
117681,5765596593,6114922529,4555583,5776134,,,,,1575787873
117690,,,7463382,15748644,9458263,6987015,0,4722070,
117706,,,6786476,20176527,23314483,15465802,0,10619748,
117715,,,7077474,10498689,8172557,5766563,0,3873627,
117724,,,5899196,17877001,17037085,12999181,0,7791334,
117733,,,7197830,19269419,21801965,14329507,0,9896735,
117788,,,7832578,24297313,19461249,14279266,0,8967285,
117803,,,41931,82445,276765,128501,0,15000,
117867,,,7206654,12025915,9855405,7497902,0,5304664,
117894,,,7241204,11869009,10294868,1754269,4172084,4172084,
117900,1263031669,1003217971,2571607,1307661,,,,,635112464
118347,564904521,579021835,8198154,10352129,2681172,6312552,0,1406608,107778875
118684,101792686,132017360,3518116,8075096,5048516,1266014,0,1702644,54934192
118718,140317540,183091274,7962659,12686997,17682310,5391670,0,7398966,99728694
118772,,,4937616,6304177,4105150,813350,0,2012646,
118912,275549088,236530297,16440838,25174086,15565638,1915302,0,5918865,185669533
118930,,,10519709,14851388,4991728,685291,325774,1456302,
118976,,,14253668,21620045,27921668,18719841,0,11528911,
119067,195018497,191359452,3059586,7034060,6187379,1581202,4440,3269241,73172655
119137,,,13382098,6472221,11745893,6170703,0,2960492,
119164,1057164391,1262800318,12028030,45415480,42154053,4888646,0,16754143,413911545
119216,361136883,314695142,8070728,21267942,20397345,2143507,0,10649207,156780551
119331,150257204,225066337,7229831,8787883,4281919,5797808,174219,3060948,71172164
120023,945246499,687241240,0,0,,,,,399701038
120290,573339670,548795797,4914840,9950910,5486453,4552239,44055,2826620,102041051
120342,559791867,639415199,17236884,19305970,20509299,13733049,0,10135325,186774802
120421,,,7808944,7890956,13185210,7645757,0,2731457,
120953,79700099,52447079,2413990,4364317,976140,252596,67478,818190,26414858
120971,874287687,1109025930,35624974,30964442,18352114,5255866,0,9914978,256316410
121044,306880006,321135996,17812073,28433527,37421431,22699765,0,12755363,276903411
121178,863387190,1224126055,8195054,4035097,,,,,359801300
121363,,,6309903,3225471,9417336,5889630,0,3419525,
121619,,,7060336,22695296,15962395,14580279,0,10029137,
121707,134312772,81129241,4667909,7401755,7792902,497816,0,1096758,61903830
121886,349220291,314786628,12824568,23067233,19747901,4958608,0,9213875,160457381
121901,358973583,426133847,33485744,26433117,28276934,20321653,0,13642798,248120838
122180,,,13724342,28153485,22955532,5777577,10870673,40614754,
122205,,,9973275,19613671,13407290,14866452,0,7282222,
122320,1909156594,2261663878,51963417,61729911,,,,,590500185
122339,415426103,492130512,8160113,15175039,18088712,3411689,355351,6695905,128490869
122375,501919514,594594093,13316905,17739986,16865224,2571779,578104,7909802,155243193
122384,309272851,366377090,7513317,10841029,11058462,1689547,196996,4755085,95657777
122409,1600312871,2542331152,75172959,102612918,52496360,45186313,0,133970995,921475847
122597,789840424,1795972366,58100743,49083081,57751587,45663300,0,116537403,565782278
122658,407396285,437782064,11704551,18987412,22972462,2427730,0,14466124,179815581
122737,1111184188,1154397863,8171972,481523,,,,,253545385
122746,,,9600199,14870424,6578973,1209456,214515,4423822,
122755,1175566825,2172279433,53368822,79146933,52294044,49397048,0,108926269,681044228
122782,280479007,285997268,3221137,9876556,,,,,351727095
122791,385015550,392590508,4422056,13558738,4698198,1075837,0,8668647,130885253
122889,248903848,236253523,3897765,26753474,13083148,5570919,0,7060642,189824104
122977,1036625083,1169428002,31942785,64827485,29517837,20137667,10980,12905070,341594992
123013,677720055,646528368,29550298,13115362,13387992,11316641,0,7124318,230098260
123217,271836182,201573169,8925876,18891212,23421986,14915630,0,8051196,139544254
123299,179243707,223493450,4979048,10657674,16343709,6178380,77243,7004651,109399314
123341,303553794,322822532,8504712,19736953,20636633,2015596,0,7803467,174939021
123484,58313294,65891597,2686351,4384828,3137216,646078,0,924899,35778931
123493,,,72854,487101,512898,105419,0,591491,
123509,396063949,403856277,4548952,13947820,4993325,1143418,0,9213187,139107087
123527,,,21291773,15933140,20368430,4161303,0,8598343,
123563,372277436,388981896,6338435,5668860,7138901,858073,4531594,3818807,88460179
123572,491149430,862731366,23235682,27348048,13762565,13733419,0,26207719,235820494
123800,585346001,630810827,27850863,25662135,29892586,3795159,0,2735460,0
123925,691396473,556001007,0,126655,,,,,397824829
124113,125635697,120655298,1583058,7803733,6334798,1663225,0,2427088,54144612
124557,77606971000,85094225000,109603425,25614203,,,,,44424712000
125019,733486214,718667785,1737551,552755,,,,,60469154
125028,,,12733713,6962527,14505474,7799451,0,3796111,
125091,237731746,308000404,6460120,19224457,23270539,5265224,0,30000,149928435
125170,,,4076756,6487768,4454251,1131565,0,1780982,
125222,959861834,896440797,11862650,16747310,3974144,441406,86501,1642212,219533399
125462,,,829809,4570587,4948492,449712,0,25377,
125471,,,6156071,13782297,10483188,9124859,0,7140599,
126100,493979983,560668780,2543592,135003,,,,,230705648
126119,184673638,230608786,4090590,18456851,10018588,3286089,0,1007186,74562611
126182,151672729,118944634,3298216,11508007,4000330,2345505,0,11484666,39575016
126207,293109680,111796515,10814736,10828132,6495696,3754339,0,4188663,69121827
126289,80013401,39752769,8719059,9094187,5118481,3079949,0,8300803,60016791
126562,3026115603,1436403802,94111074,33540191,19319106,18271992,0,69096823,2490912863
126580,671868927,418567346,26665694,20838764,14735559,9698018,0,41995800,226137788
126614,3179343805,1569667928,162318456,79943356,23548721,12300755,1291,143620446,1744786955
126711,253042465,107559414,5703138,9981476,3617191,2477795,0,4173801,84350540
126748,41267957,14668678,621974,2205064,1016672,495609,2500,2007127,15564579
126775,736338669,623141982,25294221,15906506,3529780,2153749,0,41850625,334589600
126818,2615653293,2011805463,124306846,41812902,25895425,18026169,0,134211089,1372956654
126863,43378552,16362915,3418937,6575202,7795170,3981138,0,10608655,50216962
126915,,,0,130107,365078,150463,0,452728,
126942,76968874,36391014,4601812,14829808,12568822,5666053,0,19215665,63139627
127158,,,1797206,1936145,1615908,802767,0,2688090,
127185,210880478,91133925,8688086,10560787,5658599,21272269,0,33923630,83342280
127200,214476374,57472169,6941371,15516263,17120781,9837348,0,25677065,128919443
127389,20655443,6091359,515650,2888759,1321575,529604,201145,2595271,10528444
127556,546834153,313325462,8021498,24492670,13010789,8538659,0,21528923,162939796
127565,322643883,362375934,31738936,25727631,30525025,21899811,0,62958020,265105934
127617,23159870,5556082,2074756,2172764,1333356,725098,0,2384827,14678491
127732,39606462,16323600,446876,3033787,1946392,993376,0,4049205,22375373
127741,380089370,312780703,22250925,23561878,12402367,7961948,0,31355242,221567440
127778,31301047,5426093,357842,3318694,2180656,1043660,0,4144705,0
127820,109211073,30897650,11487203,11952085,19504071,10246247,0,27920424,98480164
127884,64889388,25835928,3299521,7185947,10010693,4974836,0,14259994,47688455
127909,109355761,31935789,4512623,8538550,6782848,4014406,0,10244494,61610054
128106,244841877,176344166,9515758,7676044,7549828,5818864,377476,15701116,104618244
128151,,,583171,73592,1130932,560311,0,1439552,
128258,25517997,6158412,1478230,4246492,2704684,1203001,0,4582310,18251841
128300,917195405,1168095914,614224,0,,,,,251397952
128328,,,57235832,14580007,0,0,0,0,
128391,178222860,121577686,4422362,7636645,2331696,1406036,0,11746842,57331098
128577,42840822,3940246,4438084,2841536,3011066,355158,0,2952115,463489
128771,453755353,67090434,20719922,39899057,14680693,2414281,0,13109254,0
128780,11581727,60114275,2052047,2544640,2377062,186981,0,2952308,21206287
129020,5616826379,8509542984,185321791,50539995,31720919,10112234,0,262298464,2582217455
129215,383073491,32211871,15941983,20050631,6964583,1095581,0,14178675,0
129367,44666755,9248388,6971270,3988077,6421763,649056,0,6061477,156855
129543,131414787,8382735,10043690,5354961,9476263,1091123,0,8127014,1540544
129695,67772933,11239560,8816804,5070466,7721997,1208225,0,7698246,1406049
129729,110399446,12487827,12278911,5141970,9899791,1226775,0,6884515,500170
129756,15132548,6568294,4571161,2475183,3157311,431036,0,2898431,152164
129808,80813478,7163894,5123438,4362940,5921672,772026,0,5988181,658918
130004,63012604,10315558,7296644,5861323,7936008,897157,0,7194666,3391059
130040,50502075,3392992,3000877,2040177,1876848,177814,0,1916249,84638
130217,29047420,3304111,3546536,1936758,2024348,293630,0,1964523,453198
130396,157467786,11418488,9493081,6189578,11484844,1253001,272955,10911962,571431
130493,408038759,66888394,23747130,34057123,15933822,3929279,0,8330092,0
130606,49208964,7971079,8217273,4058128,6103751,737462,0,5837172,164461
130624,,,5278199,14884877,328994,0,0,0,
130776,276761953,32909894,12871149,24231278,7492005,1456708,57664,6247939,0
130882,9553445,634218,1618352,285124,,,,,19774855
130907,147972216,7427193,15622374,10777191,22033008,1111596,0,18464981,151243572
130934,357231585,365158130,5234985,14721098,10298803,2287373,0,24227452,149881647
131399,354350565,47239688,17075998,19433063,7786022,0,4476243,2212933,171028411
132374,,,831183,1633460,1384238,281338,0,160000,
132675,,,0,212049,334078,30261,0,364339,
132693,180225964,71165215,8322878,14222004,22856193,5542691,0,11251079,122160705
132709,357770662,145872998,25961884,30210688,71127932,15529013,0,44679743,287925860
132851,113472207,33400298,3986706,6106534,14450368,3762870,0,8097508,66820166
132903,2017399110,1014252359,117711560,64823909,112585051,126631734,0,221585494,1376565512
132976,,,500074,668104,400876,80801,0,518790,
133021,62072355,12094203,1136105,3745965,2719396,829387,0,886748,25794166
133155,,,678418,815503,1196115,69743,0,20954,
133386,261634519,71912520,9195312,16069475,23942183,4446771,0,12392698,125067538
133508,210553982,81653384,9780229,20505690,26130322,3525857,0,19965723,122401491
133650,746557287,335848428,55224285,10342288,26785616,5695110,0,36859614,310234343
133669,1190919753,542722047,70431413,29101693,48411812,31474258,0,85605807,644379050
133702,299883385,128084899,31413786,27947007,38647067,8262363,0,16404993,213241311
133951,1562282554,987607972,129453759,84083695,114623562,67561957,0,193887705,1315473592
133960,45388267,10227086,1866304,1552296,1168496,188062,0,1024668,16467303
134097,3047918930,1035722135,136608785,62325892,50752000,125182358,0,194735951,1533342956
134130,4362583000,2661240000,247609000,48665000,48314000,180670000,0,254267000,3379774000
134291,,,583173,520349,996188,84430,0,296173,
134307,,,812402,481102,1473422,12000,65000,1556822,
134343,113419900,30690647,6578364,10703822,6319873,2168499,0,4231086,2757800
134495,262107898,92649725,14835360,27085994,49400136,11457920,0,22684574,215496946
134608,260479395,77268882,14567512,17771736,26063351,6244371,38878,12236736,147725418
135160,48872127,23100340,4001207,3632562,5831259,1391557,0,3842971,30768531
135179,,,1127029,872833,1115748,186593,0,508060,
135188,74518978,16825176,5881516,4895744,6501773,754717,0,2191925,40039096
135267,,,175718,303759,1115093,73180,0,1051998,
135276,,,149724,707172,2222301,120732,0,1921971,
135294,,,510289,1020001,1178695,85000,10000,1534495,
135391,144341793,36188349,3725389,8348545,14626540,1979359,0,6504790,81500914
135407,,,479213,1679962,2498085,8975,34278,1778630,
135522,,,336783,36505,820488,0,0,820488,
135647,,,516309,0,973330,187286,75074,329201,
135717,1716533530,343087313,65886600,51699197,139218231,17250582,1507092,88380673,550821945
135735,,,2687687,544057,1295179,195911,0,34051,
136145,29341758,7951808,1998048,2051784,2099051,299157,0,1433292,16040786
136172,605865392,410284612,42008944,19146459,22625596,26036321,0,44369895,354737708
136233,144827250,42414774,4689491,5644202,6698223,1019934,0,3183789,60117960
136303,,,681017,544278,624198,134454,0,7508,
136358,280687989,103458204,24144326,32114122,51966546,10765422,355619,32537901,143386479
136400,203143869,40225669,10669732,12146290,18043426,3213364,0,9978112,87108753
136473,93088236,41448419,7056341,10332306,16959249,3768321,0,8488827,90992494
136491,,,12196,470050,1351265,43934,0,653733,
136516,104567867,37211307,12964220,9318124,17304102,3118481,0,9918056,88714045
136659,,,86678,701427,500393,40891,0,379691,
136765,,,254442,65575,923572,0,0,923572,
136826,,,0,0,571262,33137,662053,1284752,
137023,,,0,1268384,1576958,55020,0,700026,
137078,339260151,151487244,31069708,28124948,44954563,12370421,0,27797481,215332529
137087,,,26636,578792,2027126,48005,0,959866,
137096,267634266,169695028,12413667,15448697,19536332,4918648,0,10003514,123384114
137120,,,832546,1135428,900726,151001,247247,100331,
137209,236610976,68408401,11059290,15712221,25259309,2965467,0,12655664,128096005
137245,,,739599,962103,3168981,223332,0,240000,
137281,80688703,26800646,3866827,6103314,7270865,1963584,0,3248457,53985620
137315,64584272,20822570,3435907,5572035,5584994,1142933,0,2991175,36708089
137351,2200401343,1411202963,155482712,69189812,68869877,84007979,712125,149922700,1769187051
137713,,,0,68599,724999,0,0,886218,
137759,149943783,73063556,9078719,10696182,22109580,2511287,0,11168010,112425952
137856,,,5778,152867,387968,0,0,387968,
137865,,,0,471687,1049695,89653,0,1495676,
138187,374692974,163646555,25396074,41608329,85975500,12452860,0,57456630,332235290
138284,,,29651,481070,798459,37844,0,390031,
138354,293885561,217503949,33800879,12765918,16371513,12761240,0,27996755,267239788
138372,,,593807,1084480,844679,233379,0,25503,
138479,,,439006,1279760,1285811,164740,0,134459,
138488,,,547187,567396,559190,93294,0,797234,
138497,,,194274,241274,903997,188988,60143,1007153,
138558,76103767,70998335,9278544,4188527,7020727,3336408,0,9161863,64626947
138682,31692715,23697563,3153777,2536676,10230202,0,0,4343510,29519848
138716,215696734,216514340,7542697,6411050,19837987,0,0,11227953,112505548
138840,39466382,29638030,871817,2385314,11685505,0,0,5629937,37504049
138901,44923875,41722648,848067,3356875,5354058,0,0,3262590,22833578
138956,54266451,32888386,4427323,2510493,10415688,0,0,5742227,0
139250,72170258,49037103,2183040,3136211,6392394,0,0,6346165,42035834
139278,65988279,40242514,7408679,5461038,11711715,0,0,6624177,47571057
139311,134026358,163164263,10703802,10265832,17618882,0,0,9320235,98651336
139357,41084024,26204372,1456356,4176872,6665929,0,0,5382802,31160300
139366,151089719,172209292,18165197,10006336,13915548,0,0,8944204,148518188
139384,93158214,35510780,5384701,5073618,12454474,0,0,5898333,39304080
139463,68584435,60125158,3110387,4227045,11096172,0,0,6865625,52632420
139621,35667183,32269334,3233104,2200481,8160684,0,0,4305165,29693331
139700,74987301,71984923,3355768,4713805,11610083,0,0,6623829,53183492
139719,157395026,159920387,13640213,4756718,9594635,0,0,7227552,90673526
139746,,,108053,94349,139340,0,0,152883,
139755,2797557110,1925051261,85952415,44766713,11208716,0,29213875,47469979,1977962231
139764,88885718,84654863,3958033,4037248,4977642,0,0,3454864,5373036
139861,228741829,270906082,16703362,10524826,5319759,30644959,0,3603014,153188970
139931,756923418,701130333,54384255,37124893,42649835,39316,0,43917712,484530420
139940,1326742316,1136405022,99613905,51985456,72139924,0,0,79742828,1107988838
139959,2644567718,2251653827,166353017,50363902,30335531,1943134,0,152115813,2220928504
139968,92697822,81801969,3289397,2835245,8516065,0,0,5454631,42780256
139986,72529733,33878205,3081565,4722548,9685629,0,0,4302533,35687128
140012,90393262,53696209,3329754,7071212,14499026,0,0,6818859,57347817
140243,155486585,30887098,3161043,2314654,6508828,431075,544874,2957414,39157117
140331,128851449,58117118,7437994,8240705,12757641,0,0,5848744,55121684
140678,57970100,20309647,2912278,2619259,6195766,0,0,2292147,25874290
140942,54587128,27894424,5254318,2427837,9806853,0,0,3154748,34096727
140960,171899382,180616684,9465998,6497935,13469126,3191556,0,15950241,90443580
141006,32711431,17166911,658349,2270987,6308215,0,0,1708073,25191530
141255,53106324,32743391,3966677,4107514,7190907,0,0,2420680,37096558
141264,345283921,349764064,13130750,18654016,22599252,0,0,8178451,189197607
141334,367323248,413235699,30775751,19135431,24105943,0,0,21106335,238276453
141565,239209908,43801968,9958463,10972764,6272464,8335,0,12698059,124313778
141574,1038202775,537357368,105536332,41214885,16724755,3013303,64094,87945542,1084649012
141680,22921771,5350160,5904477,4599960,2899287,9875,0,2807821,49759342
141796,62260167,17582622,6220066,5672963,4541965,133638,0,5347348,82690778
141802,7309657,2746684,2371768,2658707,1412366,640,0,1559320,24091937
141811,57080018,9897028,7411536,5811142,6568563,222928,0,6088174,66721889
141839,67329579,13214830,2982524,3537069,3361388,2160,0,3266356,51440931
141963,1668004649,3734535670,38556397,3675388,,,,,312529559
141981,130554684,66560691,4248268,6106270,4683689,0,0,6817720,56325025
141990,57921358,3922606,4077930,3018301,1754886,0,0,1703278,33005142
142115,891622641,361883355,42892154,22775948,22189637,523765,0,27777200,445299714
142179,28492532,5259172,2159738,3217445,2949306,264286,0,1837257,27017041
142276,380602439,125647506,25443974,12667865,15127341,3075033,0,31449126,255905693
142285,587344677,290609425,25162065,22312904,12163517,4894414,0,23948567,422315860
142328,96372415,15714793,8118596,5786764,5592658,1275851,55380,8070000,52727372
142443,111818039,20683014,6815635,5074917,5474598,592896,0,5460494,67393658
142559,114053600,12323120,3302578,7007946,6432883,1265984,0,4959947,78133830
143215,212293128,53016039,1762535,10116525,10076875,199747,0,2208258,99771668
143279,179392004,62532585,7951758,5666352,4989141,1038237,0,6421168,57199898
143613,60683485,20997420,613922,4447261,3740331,1047740,0,1313057,31085926
144005,177158439,28121026,9163866,6837647,6134138,4522760,0,10465197,111350925
144157,,,5611928,5884508,4730496,755082,0,3974683,
144166,,,8153137,9710222,11377980,2189973,0,9448466,
144175,,,3943306,5159869,3881510,535089,438,3256262,
144184,,,4637171,12994011,4842251,774086,1168,4906444,
144193,,,3123420,6712884,4816958,772665,0,4969837,
144209,,,4767067,10132586,12438840,2116735,0,11313443,
144218,,,5209258,10002657,9430834,1675061,0,9004239,
144500,1069979423,517170969,4438662,2283366,,,,,547892984
144564,59390196,19262061,1452431,2759187,2870042,0,0,4527228,38810566
144865,797786336,315374696,20558289,33815982,20603867,5644481,209,23731653,299557785
144892,306313979,106203390,11839640,17401879,10423972,9442096,0,30211684,175332594
144944,389783308,223411638,13010581,10966528,3861408,78255,0,16690,146388429
145336,194668411,72336901,3364055,7530317,8252608,6495660,0,12767223,100539303
145521,50591913,21514608,1348328,4823907,2381824,0,0,1970985,31154978
145600,3243494156,1776990604,214902543,80687435,54796438,96110525,0,201412564,3199621771
145637,4594227906,2106126142,399196963,165673340,42639847,172084056,0,257125484,2776652119
145682,297735858,90262576,3287593,5198331,8165557,1197087,0,850941,119684655
145707,,,124739,1010689,1716460,247981,0,2109192,
145813,863113022,242894215,27820374,54750005,27069497,34490920,0,63275874,590846364
145831,94868222,15016010,1531282,2325145,3646980,169636,0,2582771,38553798
146205,99783908,53940590,3303989,3617482,5318318,0,0,6249221,56019449
146278,53566879,15898575,1324530,3745365,3537431,1008473,13142,3491118,29360160
146296,348676692,229689034,11138799,17544401,12362230,2266683,198957,15762555,171572460
146348,80270472,34254133,3230589,4033455,3758877,774031,0,4267418,43631778
146366,93007793,38402836,4653025,3183017,3990688,0,0,6370193,43023523
146418,118411743,85728680,2485029,7196139,3497120,690887,0,6090019,50247908
146472,350058622,144367999,6532572,15789163,11262532,2050646,0,8066845,192061251
146506,182022215,63181156,1306481,4121275,5963815,584306,0,5214464,84769138
146603,231632220,160074144,5715833,6545206,4488984,0,0,4642633,74442776
146685,175753535,71050190,4863656,7783825,7843032,0,0,779698,63819034
147004,135155256,45419620,5417281,7308281,3160625,1131305,0,2332699,76324203
147378,306631285,137007647,10532684,14269886,16685940,2387211,226311,20734245,160389259
147411,62582132,30494159,3359257,4336106,7131024,971281,0,5558673,56664211
147703,589642569,457830358,41953396,26827857,25344188,32551197,0,48480262,548363228
147776,266427359,108864133,10580486,14058764,13006649,10619546,0,21047870,177405871
147800,283283790,93941502,26189938,14143694,6472348,1150686,0,5191375,146701185
147916,150457287,100518391,7880286,7083812,8200975,1185499,0,9580303,115795809
