UNITID,SCUGFFN,SCUGFFP,UAGRNTP,UAGRNTT,UPGRNTP,UPGRNTT,UFLOANP,UFLOANT
440101,42,23,54,413617,53,371185,53,809879
440217,27,60,78,178020,78,132039,89,210043
440226,55,65,64,270029,64,270029,70,425242
440262,366,66,78,4286002,71,1752367,66,3400867
440271,19,24,94,436655,91,370321,77,566392
440396,33,20,73,540375,0,0,0,0
440402,259,12,70,6184269,38,3860022,17,2111604
440651,212,28,94,4948541,91,4063377,6,237387
440730,186,30,83,3739201,68,2098129,66,2379071
440749,1,1,95,562242,24,121188,7,55991
440776,11,31,89,209173,89,167573,67,111989
440794,50,10,63,4420535,52,1296565,47,1981973
440819,0,0,8,5050,3,3098,36,79246
440828,93,9,57,3835985,33,1348493,40,2782301
440855,114,72,72,482550,67,464800,69,722927
440989,482,56,64,3315836,64,3304606,64,5172596
441025,276,43,70,2683534,62,2045143,54,3508131
441052,438,25,71,6658104,61,4643498,63,8977777
441070,7,5,83,492800,32,161261,0,0
441168,27,56,50,116130,50,116130,60,197340
441210,0,0,24,464817,12,358134,0,0
441229,183,22,39,2139750,36,1523600,87,3256800
441256,35,27,69,348142,69,324271,63,430725
441371,8530,29,94,199246499,93,167554030,86,191339594
441380,104,27,70,1229887,70,1229887,67,1699278
441414,143,41,93,595053,12,78457,0,0
441423,289,66,96,1161693,94,1061543,88,1476879
441487,8,15,76,510967,61,247002,76,275031
441496,29,15,25,395118,24,263924,29,416240
441502,322,53,76,2095607,75,2041448,69,1752819
441548,31,27,54,304722,52,244442,72,580055
441575,209,42,90,2786290,78,1691736,0,0
441593,4,9,77,161659,68,103756,73,219534
441609,8,9,90,622554,37,149931,0,0
441618,7,24,59,98746,48,75287,59,110673
441636,23,6,90,3802238,76,1480828,69,2321410
441645,35,17,62,567866,57,533293,81,1077334
441663,286,57,63,1678919,54,1069549,46,1748440
441672,45,68,64,191000,64,173000,73,289000
441690,9,5,78,323601,63,313021,0,0
441706,34,79,63,169644,53,157687,0,0
441742,735,49,71,4363545,70,4111694,72,7276296
441760,570,14,46,8618747,31,6254125,12,3149868
441788,59,10,18,686136,18,516889,22,971197
441830,60,36,67,549782,67,538474,66,832421
441858,39,11,32,480525,30,453677,47,1199846
441876,31,12,57,739621,53,681021,52,1018298
441900,417,8,53,14402513,31,6818387,19,4240205
441937,872,12,70,42592784,51,16836503,34,15833138
441982,85,22,90,13143229,12,250825,28,572241
442073,285,33,88,3297713,67,2218233,85,4929607
442134,278,31,66,2670736,55,2048397,50,3259249
442161,0,0,44,14179,13,2628,25,21488
442213,0,0,45,134853,27,63447,60,354112
442240,38,6,68,1495209,44,1259603,50,2361097
442329,1086,63,82,7444620,66,4811479,75,7280971
442356,93,6,71,8934691,29,1698239,49,5884453
442383,28,23,97,946214,73,470763,78,490320
442426,33,5,49,1607839,41,1160461,50,2646236
442435,17,44,85,180257,85,176657,44,79653
442444,366,26,63,3976122,56,3222219,61,6141920
442523,33,35,97,1376172,88,497297,24,90788
442569,227,4,82,16273292,47,12089129,46,18162090
442602,124,20,69,2166920,63,1374098,64,3247948
442611,714,46,81,5624491,53,3182339,64,5920138
442639,6,15,3,1885,3,1510,10,9776
442657,159,78,75,617745,71,595745,67,843598
442781,49,11,44,851276,32,579246,0,0
442842,24,49,24,18778,24,15578,24,49834
442879,217,16,27,1276433,25,1160863,37,2665866
442888,57,23,69,779024,69,779024,87,1251835
442930,273,27,58,4107697,43,2129497,47,3517123
442949,0,0,50,25745,50,16895,64,73378
442967,39,30,81,768701,73,394682,40,311014
442976,51,31,51,701400,31,280873,0,0
442985,141,69,97,1284196,88,984711,74,1521868
443021,102,78,71,587299,65,410041,0,0
443049,11,5,68,279908,33,112946,26,133973
443058,0,0,72,66549,64,46479,28,55180
443100,53,52,98,408468,98,328686,0,0
443137,288,75,59,751242,54,689917,69,1598767
443146,36,17,67,574519,67,574519,51,616445
443207,96,37,63,948613,56,658679,41,820364
443216,93,28,29,512355,29,501809,44,1246266
443225,31,21,25,199354,25,196354,37,489804
443234,134,47,87,1024861,83,927811,77,1108938
443252,1100,78,97,7992820,97,7992820,62,6487294
443261,100,25,76,1709357,65,911150,57,1763225
443289,201,58,58,860000,58,365000,58,495000
443298,9,16,98,192314,98,192314,98,270905
443322,169,97,88,945589,88,945589,88,1452021
443331,8,0,66,10512767,50,5482224,89,19790937
443340,8,17,94,324906,45,93579,32,103384
443377,12,14,98,604729,55,209614,87,533390
443410,185,18,50,6048267,25,1488639,53,4018412
443492,325,17,49,5060087,31,2555136,33,3673470
443562,65,16,100,2220008,95,2077845,37,885096
443571,166,75,83,816180,83,816180,87,1241200
443599,5,1,13,133056,11,122449,48,1313192
443632,66,36,53,415761,53,415761,70,994070
443641,26,11,70,607225,51,530100,58,842092
443650,321,48,76,2827363,63,2019618,54,2989128
443669,156,73,65,504097,56,472800,61,793309
443678,1,14,0,0,0,0,0,0
443696,2,10,48,42217,48,33417,38,23830
443748,124,23,84,2037363,74,1514745,84,2400302
443766,2,0,84,14761875,83,14134583,90,32886347
443784,5,0,72,7222189,71,6805594,82,17904318
443951,37,42,77,443585,77,415478,0,0
443979,11,6,7,58966,7,58966,13,133662
444051,57,46,53,266608,35,173715,40,251180
444088,263,37,56,2631622,53,1963252,52,3205205
444130,0,0,29,170513,29,170513,29,277197
444194,18,15,88,498616,88,463971,0,0
