UNITID,SA09MOT
176965,26825050
177038,0
177065,4575785
177083,0
177092,0
177117,2549115
177126,0
177135,3860140
177144,2392374
177214,7095859
177250,3124279
177278,0
177302,0
177339,4563864
177418,3534672
177472,8129944
177542,1896741
177551,2246524
177676,4869567
177719,0
177746,3875052
177816,1019615
177834,0
177940,4996498
177968,9577313
177977,2395500
177986,0
177995,16589159
178059,8261207
178183,0
178208,0
178217,1799833
178244,2543639
178341,0
178369,391924
178387,10936080
178396,89719751
178402,31482070
178411,33354106
178420,25823720
178448,2520600
178518,0
178615,17931921
178624,15341159
178679,0
178697,6593069
178721,0
178767,0
178891,0
178989,0
179043,8584541
179159,63214338
179256,0
179265,1819252
179308,0
179317,0
179326,4522387
179344,1784338
179511,0
179539,0
179548,1771679
179557,24716423
179566,44557927
179645,1507103
179715,1199731
179812,0
179867,131402194
179894,13272547
179946,2716621
179955,3475579
179964,2229515
180054,0
180106,4566486
180151,634355
180160,40348
180179,8551386
180197,0
180203,0
180212,971890
180249,2141741
180258,1912166
180276,0
180328,424750
180373,1017385
180416,8736683
180461,6439311
180489,0
180522,0
180595,3242158
180647,3295000
180692,4339529
180814,0
180832,0
180878,0
180902,9820994
180948,5770537
180984,36000
181002,26411405
181020,4158300
181127,3185330
181145,0
181215,21526315
181297,0
181303,10508612
181312,0
181330,2072856
181394,39996669
181419,0
181428,4425117
181446,5491324
181464,108282194
181491,0
181534,3397250
181543,0
181604,0
181640,0
181738,0
181765,1100872
181783,8619974
181817,3760351
181853,1276915
181941,0
182005,38654379
182148,0
182281,84969583
182290,74936042
182306,4737924
182458,0
182500,11602171
182564,3693283
182634,2975218
182670,67625893
182795,3897210
182829,2907340
182917,0
182980,0
183026,0
183044,73931971
183062,15008680
183071,3696089
183080,13238867
183099,0
183105,0
183114,0
183123,0
183132,0
183141,0
183150,0
183211,0
183239,11790788
183248,0
183257,0
183275,0
183488,0
183655,0
183743,0
183789,0
183804,0
183822,5270191
183859,0
183877,0
183910,5939978
183938,0
183974,3502365
184180,0
184205,0
184348,10874363
184481,0
184603,10349148
184612,0
184694,9348199
184773,6755013
184782,0
184791,0
184959,0
184995,0
185129,0
185262,0
185509,0
185536,0
185572,0
185590,0
185721,0
185758,0
185828,0
185873,2977240
186034,0
186122,0
186131,186948801
186186,0
186201,23393573
186283,16475435
186371,0
186380,0
186399,0
186432,8076307
186469,60967
186584,31717432
186618,3268532
186645,0
186867,41233196
186876,0
186900,0
187134,0
187198,0
187444,0
187532,9132753
187596,4123844
187620,4764564
187639,1653615
187648,10389266
187666,0
187745,1715797
187897,7314352
187903,3863786
187912,3260150
187958,3539554
187967,10685383
187976,159116
187985,75420862
187994,1600088
188003,1710449
188021,607496
188030,41195270
188049,1771528
188058,1685916
188100,5681021
188137,3374164
188182,0
188207,0
188216,0
188225,1075101
188261,0
188304,5002674
188340,2885265
188429,40212791
188438,5867629
188517,0
188526,5311067
188535,0
188641,0
188678,0
188854,0
188915,0
188942,0
189015,0
189088,19923152
189097,32257934
189228,0
189273,0
189282,0
189413,0
189501,0
189547,979933
189565,0
189583,0
189592,0
189705,10521307
189811,0
189839,0
189848,3746619
189857,0
190044,22712663
190053,0
190071,0
190080,0
190099,35351916
190114,1329432
190150,280094015
190169,0
190248,0
190372,5968729
190415,227128884
190442,0
190451,0
190503,0
190512,52279824
190521,51876785
190530,25434738
190549,50542977
190558,35266491
190567,56330158
190576,27331970
190585,15913232
190594,67272629
190600,40912290
190619,29669576
190628,34962289
190637,37558006
190646,14455317
190655,37015165
190664,57908120
190673,36434097
190682,8062412
190691,18432858
190716,9949985
190725,6003185
190752,0
190761,5557300
190840,0
190956,0
190983,83500
191083,0
191126,0
191199,0
191205,0
191241,96004005
191302,2836304
191320,0
191339,3987393
191515,21567472
191533,7279521
191597,0
191612,0
191621,0
191630,14906429
191649,58199179
191676,3227385
191719,13448046
191931,14702978
191959,0
191968,40672272
191986,3359017
192004,235300
192022,0
192040,3513470
192110,8781613
192165,0
192192,0
192271,0
192323,12926015
192448,48339590
192509,0
192624,0
192688,0
192703,24823326
192712,5768352
192749,8684756
192785,1046480
192819,19990358
192864,0
192925,0
192961,0
193016,19217144
193052,0
193061,0
193070,0
193201,0
193247,0
193283,0
193292,18296671
193308,0
193326,0
193353,6878299
193380,0
193399,6100100
193478,34296746
193584,12110946
193654,43807309
193751,0
193821,0
193830,0
193858,0
193894,0
193900,339567357
193946,0
193973,13204567
194028,2545968
194073,0
194091,25592701
194161,2382277
194189,0
194222,0
194240,0
194310,51801612
194392,1903682
194499,1265615
194569,50000
194578,16789314
194657,0
194666,0
194693,0
194718,0
194736,0
194763,0
194824,47798079
194958,2321655
195003,94844546
195030,80876394
195049,0
195058,0
195128,5818312
195155,0
195164,0
195173,7711572
195191,0
195216,16350890
195234,11578319
195243,4052320
195289,0
195304,8193799
195322,0
195438,0
195474,0
195526,24364040
195544,13253349
195580,0
195702,0
195720,13479540
195784,0
195809,0
195988,1922527
196006,0
196015,0
196024,0
196033,0
196042,0
196051,0
196060,0
196079,0
196088,0
196097,0
196103,0
196112,0
196121,0
196130,0
196149,0
196158,0
196167,0
196176,0
196185,0
196194,0
196200,0
196219,0
196228,0
196237,0
196246,0
196255,0
196264,0
196291,0
196307,0
196389,127500
196413,120549990
196431,0
196468,29589249
196565,0
196583,0
196592,0
196653,1829861
196699,0
196866,21863624
196884,1518670
197018,0
197027,0
197036,0
197045,0
197133,29680081
197142,0
197151,0
197197,9491540
197221,0
197230,1865100
197285,0
197294,0
197601,0
197647,0
197674,0
197692,0
197708,40389555
197735,0
197744,0
197814,2578695
197850,2226141
197869,76120965
197887,3686793
197911,2821978
197966,1631009
197984,0
197993,780389
198011,0
198039,1564392
198066,2453598
198084,984629
198109,0
198118,2260325
198136,11518205
198154,8021694
198206,0
198215,4659088
198233,5211630
198251,5272104
198260,0
198303,2335000
198321,2828495
198330,4840522
198367,3124035
198376,4221544
198385,21754634
198419,202847375
198455,5668136
198464,71206891
198491,1855656
198507,5754766
198516,33106131
198534,211550
198543,14745484
198552,3528081
198561,7185900
198570,5444640
198598,2216235
198613,0
198622,10794777
198640,1473036
198668,2151357
198677,0
198695,16138934
198710,2620472
198729,1068444
198756,4947209
198774,5866522
198808,2001297
198817,4885011
198835,7984284
198862,0
198871,1234590
198899,0
198905,1098877
198914,0
198923,0
198950,8914509
198969,6606348
198978,0
198987,0
199023,570359
199032,1152838
199069,0
199087,0
199102,28003041
199111,15761674
199120,145612465
199139,94008964
199148,59330185
199157,23842041
199184,9485704
199193,141113852
199209,3127215
199218,53023668
199263,426894
199272,1932267
199281,19323827
199306,3264941
199324,0
199333,3589875
199412,7466150
199421,1552674
199449,3954167
199458,0
199467,1139255
199476,1444841
199485,1633770
199494,6547339
199582,2637003
199607,2192665
199625,0
199634,1098681
199643,1596057
199698,0
199722,2602702
199731,3751440
199740,713294
199759,0
199768,4491009
199786,2324151
199795,660843
199838,2444352
199847,69432489
199856,21331824
199865,0
199892,2197206
199908,3227625
199926,2135394
199953,525378
199962,6867496
199971,0
199999,14472745
200004,33788826
200013,0
200022,5612776
200059,3088403
200086,0
200156,3842486
200192,1629667
200208,518097
200217,728602
200226,2380354
200253,9654135
200280,39231859
200305,6201594
200314,832126
200332,36448406
200341,1698595
200466,1138357
200484,453227
200527,2786648
200554,1921562
200572,3490923
200590,0
200785,0
200800,40769541
200846,205382
200873,0
201061,510547
201104,10412875
201140,375890
201177,661921
201195,13323303
201283,1213038
201371,2179306
201432,2971642
201441,57157851
201469,0
201548,10903526
201645,72232052
201654,13886312
201672,1738341
201690,6141059
201751,0
201821,68856
201867,0
201885,119485251
201928,10404678
201946,5774867
201955,13181772
201964,0
201973,4117706
202046,0
202073,0
202134,44638760
202170,0
202222,21179312
202356,32650569
202435,42720
202480,41604327
202514,1865338
202523,20900777
202648,2306850
202763,8392594
202806,0
202903,0
202912,0
203067,3758180
203085,3653884
203128,3689270
203155,1322354
203289,0
203331,3091470
203368,13203407
203386,241000
203447,2785881
203456,1074333
203465,7108474
203474,3184129
203483,3197422
203492,2357377
203517,75057095
203526,2446746
203535,16843618
203544,365851
203580,1872699
203599,11565739
203678,1997392
203720,0
203739,0
203748,8235856
203757,0
203775,3404935
203845,6731479
203881,1864589
203960,2094500
203997,723900
204006,6933138
204015,3057257
204024,81300848
204176,0
204185,0
204194,2734691
204200,4261005
204255,1670640
204264,5953223
204422,2173683
204440,2163188
204468,2236116
204477,0
204486,0
204501,0
204608,0
204617,3012289
204635,17039804
204662,1272622
204671,2473128
204680,2492896
204699,3178655
204705,4493998
204796,204076668
204802,1069129
204820,2472544
204839,1877944
204848,1947990
204857,65579059
204866,1897276
204884,0
204909,8753164
204936,10990975
204945,6892231
204990,0
205027,0
205054,0
205124,0
205179,0
205203,3332561
205391,0
205443,8148722
205470,22381791
205559,0
205841,7467163
205887,0
205957,9332228
205966,2588369
206011,1928777
206048,4271733
206084,49181701
206279,0
206288,0
206349,0
206394,0
206437,0
206446,1685323
206491,0
206507,2873726
206516,0
206525,6828945
206589,13190126
206604,38773776
206622,30475962
206695,29097150
206817,0
206835,1684410
206862,1510717
206914,7033458
206923,0
206932,0
206941,0
206996,1332331
207041,0
207050,778664
207069,578723
207157,482733
207209,3802727
207236,0
207254,287117
207263,14341608
207281,4606444
207290,2217756
207306,4355487
207324,5036602
207342,0
207351,1392912
207388,77007285
207397,2631219
207403,6626391
207449,6071285
207458,10499417
207500,92649863
207564,0
207582,10306525
207661,0
207670,3892421
207722,2199980
207740,1171989
207847,0
207856,763650
207865,10647606
207935,10546834
207962,0
207971,29584811
208035,630604
208275,0
208318,8885841
208390,0
208406,0
208415,0
208479,0
208512,0
208646,7048978
208822,9032172
209038,0
209056,18672203
209065,0
209074,0
209241,0
209250,0
209287,0
209296,0
209409,1123075
209490,1492155
209506,10471702
209542,94007459
209551,101425879
209603,1026112
209612,9793916
209746,0
209807,66016278
209825,22219611
209922,16719830
209940,0
210146,12310131
