,UNITID,TYPE,FORPROFIT,BOARD,TUITION1_INDISTRICT_UG,FEE1_INDISTRICT_UG,OFFCAMPUS_SELF_EXP,OFFCAMPUS_FAMILY_EXP,ADMS_REQUIRED_COLLEGEPREP,NUM_APPS_ADMIT,FULLTIME_RETENTIONRATE_SPRING,STUD_TO_FAL_RATIO,PRCNT_FIRSTYR_UG,PRCNT_UG_AWARDEDAID,PRCNT_UG_AWARDED_PELL,TOTAL_AMOUNT_PELL_TOUG,PRCENT_FLOANS_TOUG,STATE,HLOFFER,TEACHER_CERT,TUITION_GURANTEE,TOTAL_ASSETS,TOTAL_SPENT_ACADEMICSUPP,TOTAL_SPENT_STUDENTSS,STATEGRANT,LOCAL_GRANT
330,155061,1,0,0,4140,1290,4520,3470,1,1920,78,19,7,41,25,13206795,33,MidWest,Highest_Doc,1,0,247276662,16732475,12639468,1495867,0
331,155070,0,1,1,17000,4780,3000,3000,0,198,79,11,17,100,60,505369,75,MidWest,Highest_PostMasters,1,0,19596943,283658,479312,2673653,8690189
332,155089,0,0,1,29670,450,4324,4324,0,1154,67,12,14,63,35,1986459,66,MidWest,Highest_Masters,1,0,111830855,2424108,7363004,11338094,27962242
333,155317,1,0,0,10092,1074,3198,3198,0,15042,86,17,21,66,20,17853696,40,MidWest,Highest_Doc,1,0,2448495797,77169964,44865000,7407849,0
334,155335,0,1,1,31450,1550,2878,2878,0,597,72,12,7,33,14,1660423,20,MidWest,Highest_Masters,1,0,79433180,1193481,5888755,16110575,25596126
335,155399,1,0,1,9375,1065,4148,3942,0,9208,87,18,18,67,22,15738006,43,MidWest,Highest_Doc,1,0,1579609835,57132651,35280210,3599909,0
336,155414,0,1,0,30250,320,4040,3040,0,1293,64,11,22,96,40,1184996,80,MidWest,Highest_Masters,1,0,72781593,654140,4865912,9926951,17526478
337,155496,0,1,1,16350,900,3550,5000,0,143,51,11,19,93,42,300406,59,MidWest,Highest_Bachelor,0,0,14476329,344772,1130130,666475,5195500
338,155511,0,1,1,30191,963,7876,7876,0,1785,66,15,27,100,36,1445482,68,MidWest,Highest_Masters,1,0,80364043,1000381,5597941,13738234,20103487
339,155520,0,1,0,32122,750,9235,9235,0,1043,60,10,15,69,34,1816421,60,MidWest,Highest_PostMasters,1,0,64440965,1799145,5193147,13777580,32288464
340,155627,0,1,0,29980,2200,3640,3640,0,1845,60,10,27,100,44,1457961,90,MidWest,Highest_Masters,1,0,107254264,6854413,15890644,21333413,59914748
341,155681,1,0,0,5836,1668,4622,4622,0,2007,74,16,17,46,36,7794597,56,MidWest,Highest_Doc,1,0,240845915,9531961,10367275,876157,0
342,155812,0,1,1,29750,1050,1980,1980,0,1375,66,13,19,94,42,1474130,88,MidWest,Highest_Doc,1,0,58484851,875257,6112452,10417148,24018137
343,155900,0,1,1,33100,150,7706,7706,0,1410,53,10,12,64,40,2202773,42,MidWest,Highest_Doc,1,0,33573591,2349538,890373,13722370,25799248
344,155937,0,0,0,26000,1300,3560,3560,0,1898,58,10,22,81,39,1188947,63,MidWest,Highest_Masters,1,0,46312615,965180,3512762,6474201,13418089
345,156125,1,0,1,6843,1590,3400,3400,0,7655,71,18,13,64,32,17353086,43,MidWest,Highest_Doc,1,0,400839350,38100486,37995434,1855131,0
346,156189,0,0,1,12000,2230,5200,5000,0,4024,65,21,35,96,54,1453982,55,SOUTH,Highest_Bachelor,1,0,112488977,1717725,2704208,2209689,15218353
347,156213,0,0,1,31460,568,3600,2500,0,1324,81,12,17,82,32,2352680,55,SOUTH,Highest_Masters,1,0,144144761,2356921,6242564,17001197,36448824
348,156286,0,1,1,41520,1653,7422,7422,1,4191,84,13,24,92,24,2877138,58,SOUTH,Highest_Doc,1,0,224151602,6358515,17671036,60675011,76796689
349,156295,0,0,1,44400,692,2600,2600,0,1857,87,9,24,100,84,7533902,18,SOUTH,Highest_Bachelor,1,0,1671901831,10419270,12290341,65721011,139121807
350,156356,0,1,1,24500,600,2000,2000,0,2490,71,11,16,77,44,1923087,59,SOUTH,Highest_Masters,1,0,42110743,368376,4491220,7418426,14477610
351,156365,0,1,1,24900,500,6852,6852,0,5130,64,14,13,50,29,6413559,32,SOUTH,Highest_Doc,1,0,173713560,6567573,28687758,25906191,100257638
352,156620,1,0,0,9266,610,4600,4600,1,9206,79,15,18,74,38,22205919,50,SOUTH,Highest_Doc,1,0,636392466,28013298,21927439,20140709,0
353,156745,0,1,0,39810,990,4212,3132,0,2712,71,12,32,96,35,1686324,66,SOUTH,Highest_Masters,1,0,82979191,3582495,7038607,27291281,31075684
354,157030,0,1,1,8850,910,750,750,0,66,100,10,19,100,56,175392,42,SOUTH,Highest_Bachelor,1,0,7587996,64194,14429,66362,1890165
355,157058,1,0,0,7700,1100,5612,4612,0,3377,78,14,21,63,45,5004010,47,SOUTH,Highest_Doc,1,1,117472921,416254,9874188,1009706,0
356,157076,0,1,1,27320,1220,3964,3964,0,1771,66,14,28,97,43,1702230,67,SOUTH,Highest_Bachelor,1,0,62581092,1021129,5307568,11334242,18275472
357,157085,1,0,0,11135,1349,4474,4474,1,19648,86,16,24,88,22,22617980,39,SOUTH,Highest_Doc,1,0,7308932765,127079264,50088265,30071750,0
358,157100,0,1,1,20600,600,11700,8866,0,1559,60,12,34,84,37,1065240,63,SOUTH,Highest_Masters,1,0,35256980,407506,1756378,5888554,10647774
359,157289,1,0,0,11966,196,7706,7706,1,17265,81,19,16,84,29,9520975,37,SOUTH,Highest_Doc,1,0,1504111000,155312000,36477000,28090000,0
360,157377,0,1,1,24500,350,7000,7000,0,1043,67,15,19,88,45,2302158,71,SOUTH,Highest_Masters,1,0,64125796,1122011,4665495,7726330,20095752
361,157386,1,0,0,8970,320,2917,3476,0,8684,76,15,15,81,33,13554369,38,SOUTH,Highest_Doc,1,0,322054544,8948869,20946670,10933347,0
362,157401,1,0,0,7968,1200,5015,5015,1,9552,81,17,17,91,31,11964387,41,SOUTH,Highest_Doc,1,0,435068033,12806482,21940249,9208638,0
363,157447,1,0,0,9912,384,5364,2500,1,6686,75,18,16,80,27,16214688,42,SOUTH,Highest_Doc,1,0,563167000,31775000,30235000,11501000,0
364,157748,0,1,1,11400,496,1500,1500,0,343,82,19,15,13,0,0,0,SOUTH,Highest_Doc,0,0,200466292,3673812,7361828,907755,47095260
365,157757,0,1,1,25800,100,6937,6937,0,700,66,11,15,80,42,1801783,65,SOUTH,Highest_Doc,1,0,79512121,1191411,4694853,5750878,33939754
366,157809,0,1,1,31780,1640,6562,4444,1,2646,68,14,18,68,26,2219144,49,SOUTH,Highest_Masters,1,0,61728261,1683408,9416218,20765081,32927525
367,157818,0,1,1,39920,1690,2350,3250,0,1663,79,10,28,99,26,1127752,60,SOUTH,Highest_Bachelor,1,0,324413032,5928918,8092943,19362282,37744409
368,157863,0,1,1,26330,1670,4030,4030,0,1249,62,17,18,92,56,2652866,69,SOUTH,Highest_PostMasters,1,0,72906769,2468225,4734497,11854570,20406079
369,158802,0,1,1,17410,1871,5130,5130,0,5783,70,14,26,94,72,4513810,84,SOUTH,Highest_Bachelor,0,0,269893380,5790595,6360769,11280987,38370573
370,159009,1,0,0,5140,2495,5130,5130,1,8153,77,30,21,85,76,17341381,85,SOUTH,Highest_Doc,1,0,167902610,3471756,4680894,0,0
371,159382,1,0,1,4894,1774,3918,3918,1,2946,60,16,12,65,41,6190040,44,SOUTH,Highest_Bachelor,1,0,47601784,1644350,2293690,0,0
372,159391,1,0,0,8038,3924,7686,7686,0,28960,86,22,24,81,24,30136281,31,SOUTH,Highest_Doc,1,0,2307808553,90955391,28935582,1576020,0
373,159647,1,0,0,6401,3664,5025,7683,1,7087,81,23,20,93,23,11273461,34,SOUTH,Highest_Doc,1,0,496608707,18740593,7220519,2646747,0
374,159656,0,1,1,40288,1742,3160,2656,0,6259,83,13,26,89,35,5442508,60,SOUTH,Highest_Doc,1,0,507724000,9084000,12647000,76960000,103961000
375,159717,1,0,1,5147,3235,5160,5160,1,3496,72,21,18,84,31,9841046,38,SOUTH,Highest_Doc,1,0,238129115,9084649,5997310,2083254,0
376,159939,1,0,0,6090,2982,5280,5280,0,5382,70,20,14,60,39,12080449,37,SOUTH,Highest_Doc,1,0,292080431,11890306,10273979,1228754,0
377,159966,1,0,0,4922,3024,5232,5232,1,3189,75,19,21,82,38,10692887,48,SOUTH,Highest_PostMasters,1,0,155560882,8141913,5650345,14022367,0
378,159993,1,0,0,5788,3282,5160,5160,1,4837,74,18,16,71,37,12347682,41,SOUTH,Highest_Doc,1,0,226597843,8765940,10272078,1798397,0
379,160038,1,0,1,5180,3492,5160,5160,1,4290,76,19,14,86,42,20684389,48,SOUTH,Highest_Doc,1,0,124850204,12256062,10152173,0,0
380,160612,1,0,0,5777,2512,5160,5160,1,6036,72,20,15,70,37,22456689,42,SOUTH,Highest_Doc,1,1,325232316,17098243,13323335,5691087,0
381,160621,1,0,0,4973,4367,4932,3971,1,6935,60,22,21,77,64,21218751,72,SOUTH,Highest_Doc,1,0,204609909,20371117,7800781,952376,0
382,160630,1,0,0,4483,2576,5130,5130,1,2261,42,17,11,79,62,5423090,66,SOUTH,Highest_Masters,1,0,181243243,1412933,5312585,445746,0
383,160658,1,0,0,5407,4951,5160,5160,1,9870,79,19,17,71,35,23781814,45,SOUTH,Highest_Doc,1,0,665434922,23727343,16766558,2519937,0
384,160755,0,0,0,54766,4086,2380,5764,0,43892,92,8,21,75,10,3783060,25,SOUTH,Highest_Doc,1,0,2839325000,189486000,87611000,202284000,1056669000
385,160904,0,1,1,23065,2757,2160,2160,0,9517,77,13,32,88,51,6851715,68,SOUTH,Highest_Doc,1,0,416555918,15941798,11431004,22758142,112508121
386,160959,0,0,1,42993,549,1080,1080,0,405,89,10,30,95,29,431566,54,NORTH,Highest_Masters,1,0,121729056,1716556,2071173,11566791,26323340
387,161086,0,0,1,56930,2500,850,850,0,13922,91,10,26,48,16,1580047,17,NORTH,Highest_Bachelor,1,0,1856024000,19905000,31112000,46204000,158385000
388,161226,1,0,1,8640,932,3046,3046,1,1595,72,11,23,89,46,3524906,64,NORTH,Highest_Masters,1,0,73099000,3486000,6726000,1033000,0
389,161235,1,0,1,7350,1125,2722,2722,0,599,68,16,8,43,21,1368735,29,NORTH,Highest_Bachelor,0,0,28211000,2025000,3644000,277000,0
390,161253,1,0,1,9240,2504,2200,2200,1,14785,78,16,22,88,26,11133712,55,NORTH,Highest_Doc,1,0,556087000,37446000,30376000,2519000,0
391,161299,1,0,1,11030,3028,2900,2900,1,1147,77,9,26,67,27,1202816,84,NORTH,Highest_Masters,1,0,112898542,1798071,5467696,0,0
392,161341,1,0,1,7350,1235,2500,2500,0,700,71,18,12,47,28,1737424,33,NORTH,Highest_Bachelor,1,0,23279000,2381000,3845000,389000,0
393,161457,0,0,1,37390,1360,3650,3650,0,4843,75,13,17,58,12,2210210,52,NORTH,Highest_Doc,1,0,559629790,21442361,23277739,47845145,185893109
394,161509,0,0,1,37580,730,2100,2100,0,797,64,8,28,100,35,691952,76,NORTH,Highest_Masters,1,0,34539272,1142819,1559025,7066033,16101767
395,161554,1,0,1,8064,1464,3000,3000,0,4774,70,12,13,69,31,9000329,40,NORTH,Highest_Doc,1,0,258558000,22196000,19311000,2222000,0
396,161572,0,0,1,11280,1435,1280,1280,0,885,42,15,23,90,40,1416392,77,NORTH,Highest_Masters,0,0,52974562,5428436,3529096,6294022,23735757
397,162007,1,0,1,5647,2798,1600,1600,0,5168,77,16,15,64,50,12112366,59,SOUTH,Highest_Doc,1,0,383037676,20734064,13001474,0,0
398,162210,0,1,1,23400,1800,1411,1100,0,2017,67,11,14,76,46,2174646,59,SOUTH,Highest_Masters,1,0,57748624,2117304,4135380,9371171,29602314
399,162283,1,0,0,4648,2068,3686,3686,0,5873,65,12,18,73,60,6558996,85,SOUTH,Highest_Doc,1,0,332827620,8502375,6685416,182205,5500
400,162584,1,0,1,6700,2710,3058,4558,0,4335,74,14,17,65,35,7219232,50,SOUTH,Highest_Doc,1,0,245823901,12041921,5344821,110456,0
401,162654,0,0,0,47100,100,2800,2800,0,2598,70,9,23,92,30,2116570,56,SOUTH,Highest_PostMasters,1,0,394278000,6058000,10342000,39073000,69289000
402,162760,0,0,0,41680,620,3318,3318,1,3425,75,11,28,97,41,2243818,68,SOUTH,Highest_Doc,1,0,199875299,3976864,9220198,25180000,43129582
403,163046,0,1,0,49700,1400,1690,5280,0,10489,87,12,27,90,14,2507817,52,SOUTH,Highest_Doc,1,0,700282931,17172754,34203343,95834812,188274493
404,163268,1,0,1,8704,716,3482,3482,1,11459,87,17,15,59,29,15204501,35,SOUTH,Highest_Doc,1,0,853132435,27763221,26620148,9415236,482898
405,163286,1,0,0,8824,1955,4202,4202,0,32147,95,17,17,51,18,26541324,28,SOUTH,Highest_Doc,1,0,3274086980,227593651,63263441,13966,57395
406,163295,0,0,0,48510,680,1230,1230,0,2990,66,8,23,96,20,1726970,41,SOUTH,Highest_Masters,1,0,324696375,19891057,6439250,36677576,92621430
407,163338,1,0,1,5418,3140,4050,9567,0,8511,73,10,22,83,52,5860965,60,SOUTH,Highest_Doc,0,0,231608516,8698799,6133122,0,0
408,163453,1,0,1,5477,2151,3565,3565,0,9623,74,13,21,75,53,16347355,68,SOUTH,Highest_Doc,1,0,637782305,24603911,9452146,0,0
409,163462,0,1,0,42200,1450,2300,3900,1,6543,75,14,27,94,24,2147231,56,SOUTH,Highest_PostMasters,1,0,187642376,5624260,9149122,43554403,69244297
410,163578,0,1,1,38295,1380,6000,6000,1,1554,65,7,11,82,43,1661283,71,SOUTH,Highest_Doc,1,0,137890589,1977881,6838702,12363434,42734885
411,163851,1,0,1,7264,2780,2700,2700,0,8701,78,15,19,76,24,8413358,47,SOUTH,Highest_Doc,1,0,591721778,18994889,8619345,0,0
412,163912,1,0,0,12116,3008,1690,1690,0,2604,83,9,21,85,21,1535791,65,SOUTH,Highest_Masters,1,0,222975993,2595623,10130663,0,0
413,163976,0,0,1,35000,935,750,750,0,777,73,7,26,92,23,550723,46,SOUTH,Highest_Masters,0,0,205968153,1566371,5238859,9211302,27015297
414,164076,1,0,1,6962,3236,3350,3300,0,12295,85,16,14,56,31,28711917,49,SOUTH,Highest_Doc,1,0,1340732910,42003111,26946751,201318,34039
415,164173,0,0,1,35204,2664,3300,3300,0,4177,80,15,22,87,28,4283462,57,SOUTH,Highest_Masters,1,0,302752205,1257517,18163437,52145678,82730818
416,164216,0,0,1,47724,490,3270,3270,1,2901,79,9,25,95,21,1368739,59,SOUTH,Highest_Bachelor,1,1,454444953,3336280,13258226,33084635,63763053
417,164368,0,0,0,38568,210,1000,3300,0,1887,94,14,25,68,4,188281,6,NORTH,Highest_Masters,0,0,97882861,1568168,17948410,34456672,108817653
418,164465,0,0,1,59890,1000,1800,1800,0,10603,91,7,26,60,24,2127649,15,NORTH,Highest_Bachelor,1,0,3792798254,38452205,36681400,47004083,232751101
419,164492,0,1,1,36920,2500,2000,2000,0,2742,65,12,24,95,36,1837320,72,NORTH,Highest_PostMasters,1,0,53104648,1099291,10105801,21042753,27627245
420,164562,0,1,0,43178,800,1800,1800,0,4968,83,13,27,97,19,1616366,78,NORTH,Highest_PostMasters,1,0,240513543,6450171,12651804,47313793,67021746
421,164614,0,1,1,11400,1200,6291,4383,0,18,63,5,16,78,33,87804,43,NORTH,Highest_Bachelor,0,0,1822843,268837,2304,0,1492085
422,164641,0,0,1,28500,700,6500,8000,0,249,69,11,3,76,48,1334111,74,NORTH,Highest_Bachelor,0,0,3508939,175103,2000388,0,12801736
423,164720,0,0,1,36300,3850,6554,3000,0,2759,77,12,15,91,35,2470854,71,NORTH,Highest_Masters,0,0,47781132,2265343,8108929,26387766,42935007
424,164748,0,0,0,44360,1300,2170,2170,0,7860,75,9,19,51,15,4225842,35,NORTH,Highest_PostMasters,1,0,761618023,19535224,25703459,75020477,280456664
425,164924,0,1,0,59050,1152,1900,3400,1,29382,93,14,24,48,13,6578761,36,NORTH,Highest_Doc,1,0,5201272270,99961811,94200147,214632613,869739257
426,164988,0,0,0,56854,1218,1950,3900,1,61007,92,10,18,49,16,13886164,29,NORTH,Highest_Doc,1,0,7210562000,138032000,91212000,456635000,2077641000
427,165015,0,0,1,55340,1890,1500,3300,1,10223,90,10,23,64,17,2997603,37,NORTH,Highest_Doc,1,0,1638021472,52000563,35856920,105601627,364444106
428,165024,1,0,0,910,9822,3600,3600,1,9555,76,19,17,58,36,15256317,74,NORTH,Highest_PostMasters,1,0,223048599,28035754,25753871,5315249,0
429,165334,0,0,0,48250,352,1050,1050,1,7153,87,9,28,91,21,2254979,57,NORTH,Highest_Doc,1,0,631242000,17383000,15538000,72713000,123609000
430,165529,0,0,1,40080,1975,2650,2650,1,5733,65,12,25,87,28,3145457,68,NORTH,Highest_PostMasters,1,0,221721488,6468601,19698287,40809550,77345858
431,165574,0,0,0,41118,200,1700,2000,1,5919,71,16,33,87,34,2117057,70,NORTH,Highest_Bachelor,0,0,111553669,3629465,10328766,25813549,41300430
432,165644,0,1,1,29706,1000,3900,3900,0,1005,66,10,21,94,45,1244811,68,NORTH,Highest_Masters,1,0,41259818,382114,3886117,9983191,20793430
433,165662,0,0,0,49536,908,3410,3410,1,13326,80,13,24,71,16,2964019,49,NORTH,Highest_Masters,1,0,1047808077,26966993,28821789,52130599,218407506
434,165671,0,1,0,42096,420,2451,3081,1,5450,74,13,28,94,24,2416566,68,NORTH,Highest_PostMasters,1,0,451961576,5984598,13204949,42330303,74015673
435,165699,0,0,1,34470,850,2000,2000,0,5355,83,13,28,87,17,2229595,63,NORTH,Highest_Doc,1,0,399754172,12549980,14305918,39901848,109471115
436,165802,0,0,0,31700,1000,3200,3200,0,2612,63,11,11,64,36,2537981,54,NORTH,Highest_Masters,0,0,56860625,1520284,4527547,9880621,22859294
437,165820,1,0,1,970,9595,2500,2500,1,2998,77,14,17,58,35,6485274,62,NORTH,Highest_PostMasters,1,0,239488830,11635206,20969605,2612299,0
438,165866,1,0,0,970,10410,2380,6630,1,5695,69,13,20,60,37,6514613,62,NORTH,Highest_PostMasters,1,0,218549374,15578827,14531530,2936325,0
439,165936,0,1,0,37560,1670,2000,2200,1,2884,84,10,24,97,21,1460683,64,NORTH,Highest_PostMasters,1,0,201331767,3216251,11951188,28231007,62253752
440,166018,0,0,1,50030,1738,1050,1050,0,1202,74,12,3,97,32,1151138,66,NORTH,Highest_Bachelor,1,0,115794333,4922647,5004572,20497670,40383530
441,166054,0,1,1,21940,550,2100,4000,0,98,69,8,23,100,35,100862,63,NORTH,Highest_Masters,1,0,42088341,1029389,1057691,1423172,10542290
442,166124,0,1,1,54050,720,900,6000,0,7087,89,10,28,64,17,2416420,53,NORTH,Highest_Bachelor,1,0,1320181892,14201960,41335984,65887126,190029727
443,166391,0,0,1,37500,1500,2500,3500,0,2496,81,15,28,94,33,2524080,76,NORTH,Highest_Masters,1,0,138640632,2638450,11851454,25455200,58502289
444,166452,0,0,0,29200,350,4000,5190,1,2879,67,9,14,85,31,2953201,59,NORTH,Highest_Doc,1,0,417901477,14494708,12227762,20946356,104195091
445,166513,1,0,0,15078,620,1922,3422,1,12970,84,19,17,63,28,18636496,54,NORTH,Highest_Doc,1,0,1065877000,53098000,48098000,5373000,0
446,166629,1,0,0,15791,648,1400,3400,1,40315,89,17,24,73,22,24372822,53,NORTH,Highest_Doc,1,0,2930957000,96132957,73545414,2218000,0
447,166638,1,0,1,14187,490,2970,2970,1,14029,76,17,17,69,42,25448299,50,NORTH,Highest_Doc,1,0,1088693000,46429000,37692000,7302000,49000
448,166656,0,0,0,33600,1050,3530,6098,1,4808,82,13,17,93,25,5458490,66,NORTH,Highest_Doc,0,0,1486480487,18495856,26333126,49622514,187346969
449,166674,1,0,0,1030,13170,900,4200,1,2677,73,9,19,82,28,2560870,56,NORTH,Highest_Masters,1,0,123503684,7164322,6381082,1224732,0
450,166850,0,1,1,42401,2673,1450,1450,1,10934,84,15,29,93,16,3114017,68,NORTH,Highest_PostMasters,1,0,276990380,11936138,31601291,83897609,138537866
451,166939,0,0,1,54400,218,2000,3350,1,3480,81,9,23,76,20,2018199,43,NORTH,Highest_Masters,1,0,1113167836,19839656,19654164,53078775,147659547
452,167057,0,0,0,51440,1000,2900,2900,0,1147,82,4,24,93,13,292471,31,NORTH,Highest_Doc,0,0,251412598,5822821,5306317,17166174,52636945
453,167260,0,0,1,35290,1250,2700,2700,0,2507,72,16,26,94,30,1969596,72,NORTH,Highest_Masters,0,0,104926781,3523596,9958208,21341073,37883631
454,167288,1,0,0,1030,10276,3232,3432,1,1355,72,10,21,88,45,2600277,70,NORTH,Highest_PostMasters,1,0,86944197,5663137,7072887,1038220,0
455,167358,0,0,1,54360,1092,1800,1800,0,64459,97,14,21,64,11,8722149,30,NORTH,Highest_Doc,1,0,3597441000,217091000,154983000,363406000,1344726000
456,167394,0,1,0,36596,1795,2916,2916,0,1479,79,12,16,87,44,2449743,84,NORTH,Highest_Doc,1,0,69356608,1378764,3907055,13786309,28114299
457,167455,0,0,0,30660,1000,2000,4000,0,352,47,10,19,73,54,975774,65,NORTH,Highest_PostMasters,1,0,25101977,850981,3703135,5904239,17505789
458,167729,1,0,0,910,10765,3660,6758,1,6557,74,14,16,73,37,10780504,62,NORTH,Highest_PostMasters,1,0,220187850,17728372,20138169,3516728,0
459,167783,0,0,0,40850,1067,2550,3910,1,2905,84,9,24,95,24,2065472,65,NORTH,Highest_Doc,1,0,504769958,20322245,12957551,51152605,186860363
460,167792,0,0,1,57228,2791,1000,1000,0,215,75,6,37,93,25,452646,50,NORTH,Highest_Bachelor,0,0,38179751,2263552,4288042,12956404,22587454
461,167835,0,0,1,53940,284,2058,10474,1,5249,77,7,25,71,21,2590782,45,NORTH,Highest_Doc,1,0,2735397166,37837095,33477957,70687850,234578827
462,167899,0,0,0,39170,550,2250,2250,1,3441,85,12,27,98,24,2280524,75,NORTH,Highest_Doc,1,0,248405282,3411520,14838782,50698245,106532890
463,167987,1,0,0,13833,575,2072,3572,1,8738,71,15,20,73,40,11266959,70,NORTH,Highest_Doc,1,0,467869000,31344000,20932000,3743972,0
464,168005,0,0,0,41242,406,3000,4800,1,7686,73,14,22,89,26,6182954,54,NORTH,Highest_Doc,0,0,762474012,39379304,30142294,99012729,235867528
465,168148,0,0,1,59560,1302,1508,8138,1,23127,92,10,27,41,11,3392454,21,NORTH,Highest_Doc,1,0,3775926242,206212813,34609318,144531377,959685947
466,168218,0,0,1,58120,328,1000,3050,0,6581,93,7,24,60,21,2692908,23,NORTH,Highest_Bachelor,1,0,2991368000,24235000,51571000,67876000,229803000
467,168254,0,0,1,36606,2610,3300,3530,1,6235,78,12,26,91,24,3189658,76,NORTH,Highest_Doc,1,0,250629088,13737080,17665800,51489920,107698223
468,168263,1,0,1,970,10169,2672,3423,1,4049,73,15,20,53,32,7198030,63,NORTH,Highest_PostMasters,1,0,180228048,14955788,17668765,2735276,0
469,168281,0,0,1,55904,462,1060,6970,1,3580,87,11,25,98,20,1598274,69,NORTH,Highest_Bachelor,1,0,374085010,5082494,14802542,59952522,81178142
470,168421,0,0,1,53100,1116,1000,2500,1,11269,95,13,25,94,10,2186767,53,NORTH,Highest_Doc,1,0,1164377000,21341000,27610000,99179000,294330000
471,168430,1,0,0,970,9616,2200,2200,1,4044,80,16,16,77,31,7158163,53,NORTH,Highest_PostMasters,1,0,159935181,6152467,11188502,4711981,0
472,168528,0,1,1,37755,975,3400,3400,0,4439,66,14,30,97,35,2747214,86,SOUTH,Highest_Masters,1,0,148979647,1208971,9991644,41490893,49318030
473,168546,0,0,1,50070,520,800,1300,0,4699,73,12,28,99,43,3121570,67,SOUTH,Highest_Bachelor,1,0,279868060,4206484,15213386,50899073,64418805
474,168591,0,1,1,42352,270,2410,2410,0,2732,83,13,27,99,28,1870734,72,SOUTH,Highest_Bachelor,1,0,239263678,4376843,14227966,35487252,49337235
475,168740,0,1,0,29808,1200,4400,1100,1,1429,85,10,16,82,22,1877157,40,SOUTH,Highest_Doc,1,0,201801251,14244466,6396130,37813299,100048153
476,168786,0,1,1,34386,700,2534,2534,1,1853,72,11,18,90,27,1839342,48,SOUTH,Highest_Masters,1,0,134653902,1911279,10192532,23472302,37896066
477,169080,0,1,1,37600,206,2700,3500,1,3199,87,12,22,94,17,2690852,41,SOUTH,Highest_Masters,1,0,532360000,12052000,20103000,57799000,116382000
478,169248,1,0,1,12296,450,1780,1780,1,19396,80,18,17,80,34,23910464,70,SOUTH,Highest_Doc,1,0,1092755073,56428487,27275374,93890,0
479,169327,0,0,1,21630,600,2250,2250,0,803,82,17,20,94,32,656988,72,SOUTH,Highest_Masters,0,0,24296185,661348,2199533,4456164,10873879
480,169442,0,0,0,46170,1415,2944,2944,0,1739,70,10,19,94,33,2120147,60,SOUTH,Highest_Masters,1,0,256161649,4774914,6839555,23195486,56659778
481,169479,0,0,1,19320,940,4014,4014,0,3036,79,13,11,90,37,8594523,54,SOUTH,Highest_PostMasters,0,0,192809962,35097669,14469451,19226220,94058795
482,169798,1,0,0,13500,1795,2908,5482,0,15957,72,15,14,68,38,28207288,51,SOUTH,Highest_Doc,1,0,752558667,29287442,22866372,1532326,0
483,170000,0,1,1,13740,1200,2800,2800,0,364,66,14,11,80,66,2975151,73,SOUTH,Highest_Masters,0,0,11206450,597983,3543487,2803138,12096476
484,170286,0,1,1,28170,1312,2000,2000,0,1993,97,9,23,98,0,0,0,SOUTH,Highest_Doc,0,0,1253103499,3562351,12831445,29396995,140682842
485,170301,0,1,1,36300,350,2250,2250,1,3907,87,11,24,93,18,2320267,52,SOUTH,Highest_Bachelor,1,0,493949000,10278000,18255000,38423000,114882000
486,170639,1,0,1,12456,288,1850,1850,0,1767,73,17,16,75,31,2682807,51,SOUTH,Highest_Bachelor,1,0,108081945,3822527,2947084,17073,0
487,170675,0,0,0,35430,1200,4579,4579,0,2588,77,11,17,73,22,2247966,46,SOUTH,Highest_Doc,0,0,213033011,6426173,16191733,19901792,72423936
488,170976,1,0,0,16520,428,2454,7710,1,65021,96,11,22,53,18,28894388,29,SOUTH,Highest_Doc,1,0,23155618000,469707000,129718000,0,0
489,171128,1,0,0,17339,306,2399,2399,0,7476,86,13,23,94,22,6082448,52,SOUTH,Highest_Doc,0,0,478991409,24729827,16301852,3957000,0
490,171146,1,0,0,11868,454,4132,4132,0,4017,72,14,10,70,37,11179219,50,SOUTH,Highest_Doc,1,0,273232000,14685000,9474000,7000,0
491,171456,1,0,0,11882,796,2652,3756,0,6233,76,20,22,84,32,10903742,57,SOUTH,Highest_Doc,1,0,487387422,15428094,19480408,6562994,0
492,171492,0,0,0,28020,1460,4376,4376,0,1056,79,9,11,63,26,3119237,62,SOUTH,Highest_Doc,0,0,206640197,671855,11024137,16443289,56311968
493,171599,0,1,1,30126,1040,2766,2766,0,2134,57,15,32,94,49,2527690,79,SOUTH,Highest_Masters,0,0,58476879,667114,6618543,16111298,22844897
494,172033,0,1,1,20987,120,1861,1861,0,2,100,8,1,74,5,44265,5,SOUTH,Highest_PostMasters,0,0,29269975,638274,1599199,985838,8372325
495,172051,1,0,0,10376,438,3499,3499,0,6881,77,17,20,76,35,11871410,57,SOUTH,Highest_Doc,1,0,428381795,16133508,14256857,600,0
496,172264,0,1,0,27000,642,1664,1664,1,1263,74,12,15,72,35,3059073,60,SOUTH,Highest_Masters,1,0,100727760,2550210,10484688,22103295,37500983
497,172334,0,1,1,29872,600,1780,1780,0,1504,78,12,13,78,33,2103714,62,SOUTH,Highest_Doc,1,0,117544042,3082046,14959206,16004298,53384937
498,172440,0,1,1,23390,600,5900,3600,0,1259,46,10,28,89,54,867050,81,SOUTH,Highest_Bachelor,0,0,36458956,665250,4462161,3218356,13106234
