,index,UNITID,TYPE,TUITION1_INDISTRICT_UG,FEE1_INDISTRICT_UG,NUM_APPS_ADMIT,TOTAL_AMOUNT_PELL_TOUG,STATE,TOTAL_SPENT_ACADEMICSUPP,TOTAL_SPENT_STUDENTSS,STATEGRANT,LOCAL_GRANT
876,343,155900,0,33100,150,1410,2202773,MidWest,2349538,890373,13722370,25799248
877,1062,228149,0,32700,1020,5210,4701455,SOUTH,10750808,17504048,45905612,101272464
878,654,191241,0,54730,1046,47936,9362641,NORTH,176904000,0,252398000,660060000
879,1155,237899,1,7912,525,3235,3834451,SOUTH,1881924,2111745,2355420,0
880,518,174783,1,7505,1274,5251,11685471,MidWest,23135000,26881000,7609000,0
881,779,200226,1,6025,1356,330,1155604,MidWest,873618,1720749,455974,0
882,234,144005,1,7488,3716,4151,6141930,MidWest,9163866,6837647,4522760,0
883,488,170976,1,16520,428,65021,28894388,SOUTH,469707000,129718000,0,0
884,237,144740,0,40551,651,27869,19033483,MidWest,61631000,74658000,252019000,537744000
885,549,177968,0,18000,100,2695,7287230,MidWest,13940874,34556274,38185775,137264886
886,400,162584,1,6700,2710,4335,7219232,SOUTH,12041921,5344821,110456,0
887,570,179955,0,33500,950,1585,922765,MidWest,2023278,6322990,15716876,33233381
888,232,143118,0,25600,360,2965,8519897,MidWest,11706759,15888778,38938712,91967461
889,794,202046,0,41490,2895,975,1323244,MidWest,3227461,3381960,12341458,22970244
890,682,194310,0,45832,1852,24902,11055154,NORTH,54962742,49475706,206727257,378355563
891,442,166124,0,54050,720,7087,2416420,NORTH,14201960,41335984,65887126,190029727
892,1166,239080,0,28100,460,1596,2360249,MidWest,3835733,7248503,16323532,30641668
893,718,196194,1,7070,1581,12277,14742165,NORTH,22389021,20050981,13946650,0
894,796,202170,0,36500,870,674,1955808,MidWest,2185716,2388176,17859475,29038201
895,98,122728,0,36000,1000,710,2029387,WEST,7762674,8605773,16004652,38394459
896,514,174437,0,25430,850,613,1808633,MidWest,2161980,1119716,9956205,26648294
897,1226,486901,0,34150,1450,518,1014934,SOUTH,1486645,5168341,15577247,28284310
898,511,174233,1,12194,1382,9190,9459568,MidWest,31122120,19788728,13528590,4995
899,1181,240374,1,6298,1146,2048,6685763,MidWest,11309678,14525977,1128123,0
900,217,141167,0,15940,1030,840,645511,SOUTH,570697,3524093,3211601,14469689
901,360,157377,0,24500,350,1043,2302158,SOUTH,1122011,4665495,7726330,20095752
902,558,178679,0,12660,940,274,1168359,MidWest,530047,1978052,1896211,11231585
903,499,172644,1,13024,1605,17093,38534862,SOUTH,101601000,48573000,2595000,0
904,1212,459949,1,4708,4193,10006,13876685,SOUTH,11136964,25031283,3883653,0
905,225,141574,1,11304,882,13240,16693156,WEST,105536332,41214885,3013303,64094
906,18,102234,0,39336,2532,2742,2145023,SOUTH,2534760,6783661,31228807,38976023
907,168,136172,1,3996,1968,16551,22120952,SOUTH,42008944,19146459,26036321,0
908,1238,495767,1,15025,488,95321,77461840,NORTH,382703000,199568000,234169000,7653947000
909,292,152080,0,57192,507,21253,4359955,MidWest,126085000,56790000,335613000,1280130000
910,1183,240426,1,6535,1605,1067,3210634,MidWest,5980245,10983119,220123,0
911,926,215655,0,30830,1300,4469,4370500,NORTH,10383363,22346698,45918313,123138187
912,397,162007,1,5647,2798,5168,12112366,SOUTH,20734064,13001474,0,0
913,1066,228459,1,8326,2529,25461,58618158,SOUTH,69229741,71464746,29998018,0
914,1090,230816,0,57350,774,1382,684219,NORTH,4244077,7115338,22224108,44953449
915,540,176947,0,25000,780,1310,2277347,MidWest,1631620,6465212,16423064,35474251
916,328,154749,0,30024,240,1034,883774,MidWest,1178434,4251853,7960372,13917668
917,795,202073,0,41557,2040,562,153949,MidWest,1464833,995036,9475194,18577228
918,848,208646,1,7830,1671,644,5711926,WEST,7859686,3161547,1321335,0
919,302,153144,0,46860,350,7041,2227385,MidWest,2880925,11399736,41988167,41580748
920,1194,245652,0,35000,760,476,435661,WEST,1433678,4922383,7762016,23678182
921,957,217624,0,12540,800,3490,3476682,SOUTH,1410515,4525172,1674540,17249627
922,93,122409,1,5742,1978,64784,53668461,WEST,75172959,102612918,45186313,0
923,213,140951,0,37575,500,14327,10539223,SOUTH,27454690,49801450,126166744,332672409
924,770,199759,0,8952,610,222,283242,SOUTH,5370706,1243921,2419515,31847132
925,337,155496,0,16350,900,143,300406,MidWest,344772,1130130,666475,5195500
926,425,164924,0,59050,1152,29382,6578761,NORTH,99961811,94200147,214632613,869739257
927,803,203580,0,31736,1436,1165,1377419,MidWest,2488088,6051617,14770071,22298033
928,212,140872,0,24228,1000,1142,2597226,SOUTH,1203980,7436658,13148007,32820363
929,618,186380,1,12230,2773,41263,51672739,NORTH,419022000,103515000,80285000,0
930,115,126818,1,9426,2388,28843,25844312,WEST,124306846,41812902,18026169,0
931,158,133669,1,2522,2357,25300,58837216,SOUTH,70431413,29101693,31474258,0
932,1231,490319,0,9100,150,16,79919,NORTH,0,118871,365958,668084
933,112,126614,1,10728,1738,44203,22986261,WEST,162318456,79943356,12300755,1291
934,36,106458,1,5232,2083,5836,16054097,SOUTH,17091756,11051800,12329791,0
935,105,125727,0,46980,1200,2493,1182116,WEST,4509519,11881402,32937419,67973722
936,1223,486196,0,10200,200,80,517870,NORTH,0,78984,591482,2440250
937,362,157401,1,7968,1200,9552,11964387,SOUTH,12806482,21940249,9208638,0
938,850,209056,0,54832,434,5620,1862616,WEST,11784700,15788946,63525922,122131778
939,716,196176,1,7070,1289,8843,12292013,NORTH,13765003,19885830,12968551,0
940,756,199148,1,4422,2981,9870,39627842,SOUTH,48162860,26734610,11547081,0
941,733,197869,1,4242,3168,18178,24383015,SOUTH,44338021,13671819,14236060,0
942,758,199184,1,6497,2861,1197,1161010,SOUTH,7301302,2720066,4981817,0
943,365,157757,0,25800,100,700,1801783,SOUTH,1191411,4694853,5750878,33939754
944,856,209551,1,10962,2374,28525,22987341,WEST,81624773,57474508,9205308,0
945,441,166054,0,21940,550,98,100862,NORTH,1029389,1057691,1423172,10542290
946,1044,225575,0,12569,2134,1903,1862988,SOUTH,1592252,3527746,1158042,22310766
947,1235,491640,0,8500,150,40,484303,NORTH,9870,671452,544723,1428549
948,565,179557,1,6779,1254,4871,13932106,MidWest,10042157,19545117,4270577,0
949,351,156365,0,24900,500,5130,6413559,SOUTH,6567573,28687758,25906191,100257638
950,490,171146,1,11868,454,4017,11179219,SOUTH,14685000,9474000,7000,0
951,249,146339,0,28840,1030,970,1865005,MidWest,1606389,4698797,11967778,22348245
952,476,168786,0,34386,700,1853,1839342,SOUTH,1911279,10192532,23472302,37896066
953,634,188526,0,36120,625,1693,1020477,NORTH,2393476,5840497,13742589,50302561
954,1176,240268,1,7361,1509,6202,9890413,MidWest,21901788,29070197,961718,0
955,406,163295,0,48510,680,2990,1726970,SOUTH,19891057,6439250,36677576,92621430
956,1152,237525,1,7190,1322,6718,18751555,SOUTH,30795197,17701571,15545299,0
957,164,134079,0,38180,800,9116,3075503,SOUTH,3171177,16440401,42959622,93463554
958,781,200280,1,8540,1736,5662,7298150,MidWest,39553074,37009021,4438229,0
959,454,167288,1,1030,10276,1355,2600277,NORTH,5663137,7072887,1038220,0
960,1122,233897,1,5693,5143,1010,3301451,SOUTH,5920109,2701723,4989023,0
961,1135,236230,0,45440,760,3306,4059041,WEST,5115000,10387000,64397831,92389000
962,1177,240277,1,6298,1575,3292,9146062,MidWest,14784746,19886153,934947,0
963,83,119173,0,43224,1250,1986,5849867,WEST,8852246,16973252,31811898,86898628
964,230,142294,0,32100,755,3677,1274553,WEST,2810811,9322180,25412151,33006893
965,295,152381,0,29950,1200,657,1948021,MidWest,2654520,2256553,9031722,20111445
966,652,191126,1,7170,623,4354,13184845,NORTH,41338307,17306617,7461422,0
967,70,112084,0,23022,1188,614,968575,WEST,996936,4150203,4995937,14209553
968,643,190248,0,34500,1500,786,2905580,NORTH,1566577,2958144,9188006,37449280
969,820,205957,0,29720,460,2074,2234352,MidWest,5788390,12613098,26387984,75631764
970,610,185129,1,12676,2062,6545,17823373,NORTH,11208171,22770744,15692932,85849
971,1012,220710,0,35448,844,2320,2343326,SOUTH,2483673,6311569,22173430,33399497
972,64,110608,1,5742,1275,27765,99218485,WEST,65163120,96560776,81934925,0
973,1159,238333,0,52858,490,3140,1411759,MidWest,4348565,8152370,35469256,42574974
974,1202,409698,1,5742,1401,11461,14634606,WEST,21798407,29349764,13166996,0
975,852,209287,0,27370,630,219,694366,WEST,1316000,3089000,3011800,16054000
976,988,219091,0,28700,1070,1218,1140504,MidWest,854176,5025824,9327866,18646705
977,1147,237181,0,28950,1890,1568,1170146,SOUTH,2407959,5799908,10562702,23922679
978,127,128902,0,58660,365,6882,1349183,NORTH,13853000,16067000,43358765,107475000
979,338,155511,0,30191,963,1785,1445482,MidWest,1000381,5597941,13738234,20103487
980,1,100706,1,9730,1608,5793,8533685,SOUTH,12878882,20821717,109283,0
981,1184,240444,1,9273,1469,45915,21371299,MidWest,257281028,150122744,6346025,0
982,539,176479,0,12600,1050,758,5382156,SOUTH,1428874,4286485,11736678,63519786
983,601,183211,0,33410,1100,1540,1513187,NORTH,3226860,5685019,14846070,34140092
984,308,153366,0,30650,670,2521,2319731,MidWest,1941919,7997680,15473887,35396790
985,585,181446,0,35964,890,2435,2527852,MidWest,5369000,9151000,32434000,43738000
986,965,217882,1,14118,1440,28600,15339939,SOUTH,86148836,55455601,64387119,0
987,1114,232706,0,33200,850,3046,2911642,SOUTH,12274194,12060368,24475751,91958542
988,410,163578,0,38295,1380,1554,1661283,SOUTH,1977881,6838702,12363434,42734885
989,171,136774,0,45130,4410,2420,2061232,SOUTH,17273726,8030585,19514126,81728064
990,417,164368,0,38568,210,1887,188281,NORTH,1568168,17948410,34456672,108817653
991,738,198507,1,1000,2260,2578,5851763,SOUTH,4525700,7786748,4352398,0
992,837,207306,1,6810,1073,1012,3774770,SOUTH,1072055,4107831,0,0
993,1188,240480,1,6698,1602,5882,10620522,MidWest,16377273,23854062,1219050,0
994,1037,224554,1,4790,5030,8577,17978650,SOUTH,16299649,15329688,8599787,0
995,603,183910,0,34900,1800,4141,3874648,NORTH,6086000,7236000,32056000,45568000
996,806,203845,0,35030,1010,2438,1353678,MidWest,4266182,8617862,24586456,50740343
997,882,211981,0,38070,2550,2091,2846747,NORTH,6159942,9656042,35198594,58244659
998,460,167792,0,57228,2791,215,452646,NORTH,2263552,4288042,12956404,22587454
999,43,107141,0,27048,1240,1422,2157927,SOUTH,6438591,9156448,19351886,48365104
1000,637,189088,0,55566,470,4969,2843265,NORTH,12378637,14458673,63643923,182191812
1001,423,164720,0,36300,3850,2759,2470854,NORTH,2265343,8108929,26387766,42935007
1002,727,197045,0,21560,550,3119,5177030,NORTH,6417773,17313289,14962491,84820936
1003,967,217925,0,23550,1100,448,1308027,SOUTH,2007653,9097654,7988008,45601357
1004,972,218070,0,51712,380,5194,1492263,SOUTH,23036824,30329244,65636575,163131431
1005,922,215132,0,26983,1700,3129,1883953,NORTH,7257121,19674961,25953776,94648578
1006,315,153861,0,16000,530,50,940541,MidWest,1911000,2376000,2689000,36441000
1007,376,159939,1,6090,2982,5382,12080449,SOUTH,11890306,10273979,1228754,0
1008,524,175005,0,33826,894,1677,5337964,MidWest,7573584,13850136,37815370,100051463
1009,332,155089,0,29670,450,1154,1986459,MidWest,2424108,7363004,11338094,27962242
1010,438,165866,1,970,10410,5695,6514613,NORTH,15578827,14531530,2936325,0
1011,1089,230807,0,37440,520,1921,2291990,WEST,8119084,12495200,33100039,60413428
1012,150,132602,0,13844,950,5938,11308635,SOUTH,2206494,7142330,14858129,80528346
1013,37,106467,1,5568,2100,7139,18505902,SOUTH,9554370,8413423,11739554,0
1014,556,178615,1,7975,324,3839,4145705,MidWest,6532518,10511760,0,0
1015,925,215637,0,19650,3900,404,677100,NORTH,35597,35258,0,9164558
1016,750,199032,0,28500,250,861,1439463,SOUTH,1052994,4617153,9537366,19645823
1017,1127,234164,0,10530,3000,6208,4087227,SOUTH,2720878,2932780,943869,38081166
1018,981,218733,1,9528,1532,3128,7850967,SOUTH,4662221,11318058,3059428,0
1019,954,217493,0,53820,1070,4001,1616694,NORTH,20623692,10059490,27319133,159273773
1020,1119,233426,0,45200,1670,5296,2327235,SOUTH,3335042,13476113,55252021,66211855
1021,724,196413,0,53432,1656,32005,11896583,NORTH,132869470,158215423,351683924,1052261995
1022,821,206048,0,27210,400,4738,3861909,MidWest,3278995,13482380,22033777,44423635
1023,409,163462,0,42200,1450,6543,2147231,SOUTH,5624260,9149122,43554403,69244297
1024,143,131159,0,50542,819,20036,4743940,SOUTH,75185000,54545000,170186000,628110000
1025,717,196185,1,7070,1670,12004,9858031,NORTH,14402951,11443729,11774458,0
1026,526,175272,1,7712,2068,6804,7267918,MidWest,16156000,15931000,5494000,0
1027,583,181330,0,34778,750,1967,1836741,MidWest,549306,9289993,21724247,28728169
1028,975,218414,0,25650,2500,2163,3052909,SOUTH,1853190,8257652,18308380,31002302
1029,566,179566,1,6840,1098,9591,23296409,MidWest,27351801,13500950,9370801,0
1030,440,166018,0,50030,1738,1202,1151138,NORTH,4922647,5004572,20497670,40383530
1031,174,137476,0,31800,1140,5649,3560674,SOUTH,5257264,10532557,26234244,55274768
1032,1118,233295,0,42490,1450,2684,1376538,SOUTH,4474781,12344138,40951401,55766640
1033,123,128498,0,34410,1000,1697,2728330,NORTH,3399233,8299472,10609568,32016824
1034,138,130590,0,56380,2670,5952,1414192,NORTH,9468217,29093907,59640621,163216358
1035,879,211556,0,38482,1420,2505,1654239,NORTH,2320223,17483291,23619940,69204197
1036,732,197744,0,13350,100,12,455164,NORTH,170778,136622,922865,5815750
1037,624,186876,1,12245,2084,7262,17390873,NORTH,31941877,28967856,17261356,0
1038,784,200572,1,6119,1823,464,1220548,MidWest,2172229,2033442,575428,0
1039,182,138354,1,3735,2041,7232,15217358,SOUTH,33800879,12765918,12761240,0
1040,617,186371,1,12230,2647,9879,12494951,NORTH,35871000,22200000,10865000,0
1041,690,195173,0,26688,110,5492,5510540,NORTH,6540820,14671143,34397061,58858017
1042,240,144971,0,27450,910,1100,907256,MidWest,646431,3515986,4868419,15104597
1043,458,167729,1,910,10765,6557,10780504,NORTH,17728372,20138169,3516728,0
1044,681,194161,0,25000,500,261,2408307,NORTH,2921327,9396862,12721592,39470973
1045,465,168148,0,59560,1302,23127,3392454,NORTH,206212813,34609318,144531377,959685947
1046,145,131450,0,16512,526,412,3051605,SOUTH,15578534,12122590,7111660,152033967
1047,206,140252,0,12105,1491,408,1505000,SOUTH,2575735,9440107,1246650,74006143
1048,1077,229018,1,2530,2306,1389,6175462,SOUTH,10030247,4588843,3120423,0
1049,324,154527,0,43500,2180,4795,1548147,MidWest,3803942,12875428,37829762,49482678
1050,657,191630,0,57400,1250,3931,1907898,NORTH,10482885,24330596,55605026,104720372
1051,1137,236452,0,39500,440,1704,2376033,WEST,4532348,9278816,23865649,42507779
1052,714,196158,1,7070,1422,5754,8550324,NORTH,8866108,11031660,9640355,0
1053,1148,237312,0,23000,1200,2806,3126280,SOUTH,2998690,9527728,19830823,46777056
1054,79,117751,0,27950,790,1924,1675792,WEST,2845305,8646095,8695232,41056805
1055,1133,235316,0,46060,860,8409,2666767,WEST,28765000,58031000,114943000,237985000
1056,687,195003,0,47352,676,21928,18255482,NORTH,63793000,57586000,233063000,597831000
1057,166,134130,1,4477,1904,48193,46046513,SOUTH,247609000,48665000,180670000,0
1058,229,142285,1,6182,2122,9938,11787273,WEST,25162065,22312904,4894414,0
1059,1198,384254,0,42600,300,473,655944,SOUTH,2401221,3225050,4567918,18259253
1060,1100,231712,1,9100,5824,7311,2765897,SOUTH,14066188,10523398,9472666,0
1061,740,198543,1,2982,2327,4611,15612568,SOUTH,11765749,5790881,7557269,0
1062,100,123457,0,32700,930,1276,1655657,WEST,1099353,7780811,9600311,21891224
1063,290,151379,1,7067,648,2549,6647072,MidWest,4889171,4634605,0,0
1064,444,166452,0,29200,350,2879,2953201,NORTH,14494708,12227762,20946356,104195091
1065,878,211477,0,17784,930,274,1976437,NORTH,1522794,3869585,799196,17970225
1066,739,198516,0,37414,507,15306,2620313,SOUTH,8339570,45943422,56564846,253503917
1067,391,161299,1,11030,3028,1147,1202816,NORTH,1798071,5467696,0,0
1068,86,120865,0,31101,915,1543,1839188,WEST,3187430,5236562,12394365,46154233
1069,1237,494685,0,4776,780,85,202088,MidWest,313687,853465,41905,2692694
1070,666,192749,0,38880,1450,3200,1851911,NORTH,6021063,11927425,37342980,60598873
1071,1117,233277,1,7922,3494,14994,14495895,SOUTH,15741665,13208722,11894627,540000
1072,475,168740,0,29808,1200,1429,1877157,SOUTH,14244466,6396130,37813299,100048153
1073,44,107512,0,28480,640,2524,2062427,SOUTH,1836948,9738875,25468198,44976198
1074,788,201441,1,9463,2110,17341,17324541,MidWest,31643699,18694313,5339087,0
1075,1002,219949,0,24336,1050,2872,3419143,SOUTH,439343,5821657,17451910,29005672
1076,24,102632,1,7250,1602,488,1130513,WEST,5980831,4586905,118511,0
1077,832,206835,0,27424,1500,2376,1498555,SOUTH,721382,4828728,6710222,19573582
1078,591,182458,0,34319,1189,814,507139,WEST,2434625,2885400,5730134,14353452
1079,1219,483018,0,35461,1094,188,315457,MidWest,1367437,2140762,2377271,13475845
1080,973,218229,1,10700,1000,5627,6796195,SOUTH,3485798,10130193,9929642,0
1081,1056,227429,0,7392,2600,1403,2354487,SOUTH,3768537,2167885,2298165,13621383
1082,109,126182,1,5856,3704,1690,3726086,WEST,3298216,11508007,2345505,0
1083,222,141361,0,28612,1055,2216,1589091,SOUTH,2742035,6490178,18387724,29002834
1084,1052,226833,1,5708,3873,4025,9831724,SOUTH,13734678,17573654,4431574,0
1085,722,196246,1,7070,1504,9009,9087368,NORTH,10120990,15163394,8786034,0
1086,55,110495,1,5742,1860,7136,27884528,WEST,18039797,23786824,26730544,171312
1087,1221,485999,0,9850,200,39,302986,NORTH,0,269845,603024,5340169
1088,253,146676,0,18300,1100,1403,3251845,MidWest,2045269,4059637,6175486,20068912
1089,1072,228769,1,8910,2468,14620,54702006,SOUTH,63222840,97759722,0,0
1090,642,190150,0,57864,2668,40462,9574516,NORTH,107487000,185141000,492512000,5037252000
1091,545,177339,0,23722,1315,896,3369966,MidWest,1141883,6424398,19684752,38010608
1092,477,169080,0,37600,206,3199,2690852,SOUTH,12052000,20103000,57799000,116382000
1093,949,217059,0,19670,2030,5798,4646415,NORTH,13196411,12683018,26193619,104422008
1094,843,207582,0,29700,1230,3956,6336781,SOUTH,3998040,12795366,43999082,104654890
1095,63,110592,1,5742,1043,31442,78536912,WEST,49167091,30365144,62794533,0
1096,413,163976,0,35000,935,777,550723,SOUTH,1566371,5238859,9211302,27015297
1097,384,160755,0,54766,4086,43892,3783060,SOUTH,189486000,87611000,202284000,1056669000
1098,974,218238,0,25200,1100,2179,4202307,SOUTH,1558501,10445084,12068199,38345268
1099,884,212054,0,53868,2370,31237,17315037,NORTH,76400000,74147000,354038000,958079000
1100,451,166939,0,54400,218,3480,2018199,NORTH,19839656,19654164,53078775,147659547
1101,656,191621,0,23495,1035,1086,1477611,NORTH,693554,3740183,5904292,15240846
1102,369,158802,0,17410,1871,5783,4513810,SOUTH,5790595,6360769,11280987,38370573
1103,689,195164,0,35450,1065,3014,2313681,NORTH,10408322,17982153,38682970,62205637
1104,219,141264,1,4371,2212,9887,21024380,SOUTH,13130750,18654016,0,0
1105,1164,239017,0,50658,300,3028,1613497,MidWest,4755958,13084566,40951488,70763904
1106,21,102377,0,19594,3020,11113,6906993,SOUTH,5485588,9052996,18376116,127114367
1107,760,199209,0,32400,350,3358,5107741,SOUTH,1668031,6806915,23175048,32403046
1108,869,210775,0,36680,1350,3683,3395842,NORTH,6988135,9164828,25973321,62530472
1109,420,164562,0,43178,800,4968,1616366,NORTH,6450171,12651804,47313793,67021746
1110,199,139764,1,4064,1400,2598,4615446,SOUTH,3958033,4037248,0,0
1111,450,166850,0,42401,2673,10934,3114017,NORTH,11936138,31601291,83897609,138537866
1112,1019,221740,1,7836,1820,7938,16039459,SOUTH,23307738,34106143,25772948,0
1113,911,213996,0,36340,840,2549,2296808,NORTH,9089314,21100599,41942582,99519612
1114,696,195474,0,39200,300,8326,3673010,NORTH,9724121,18669293,62368734,99346328
1115,811,204264,0,28700,790,2237,3027493,MidWest,1737853,7384510,22390931,39396849
1116,1214,481410,0,11000,300,53,144002,NORTH,0,272965,141014,1295620
1117,910,213987,0,38580,2770,3457,2877435,NORTH,21726165,16361475,56444473,99015715
1118,1049,226383,0,24060,200,373,2207114,SOUTH,1461954,6496692,11327133,32844807
1119,505,173300,0,42750,516,4024,1856194,MidWest,5840808,11682492,44732898,88888367
1120,1124,234030,1,12179,2531,17253,31679728,SOUTH,126993313,24547241,37343432,8730
1121,405,163286,1,8824,1955,32147,26541324,SOUTH,227593651,63263441,13966,57395
1122,317,154013,0,34506,1000,1160,2324151,MidWest,3696247,7299400,17517849,33156066
1123,183,138558,1,2563,1002,2403,7135499,SOUTH,9278544,4188527,3336408,0
1124,1120,233541,0,32510,1320,2646,2033784,SOUTH,13385303,14752855,26870330,103198514
1125,1153,237640,0,22400,150,289,478699,SOUTH,527226,1758432,1925764,16089460
1126,609,184782,1,9573,3366,14763,24852936,NORTH,60625978,42035169,26007246,0
1127,626,187134,1,13239,2790,13199,6149088,NORTH,21881000,27967000,8373000,0
1128,485,170301,0,36300,350,3907,2320267,SOUTH,10278000,18255000,38423000,114882000
1129,278,150534,0,37500,1186,4709,2013258,MidWest,4930596,13252799,42355803,68034848
1130,630,187967,1,7031,1330,1754,2138807,WEST,3616192,2285226,2363343,0
1131,20,102368,1,7800,1108,7018,23420075,SOUTH,18429461,39633247,424218,0
1132,170,136330,0,32880,596,1581,3878684,SOUTH,5056000,12292000,35145000,79270000
1133,901,213367,0,31350,1075,6151,6743242,NORTH,13455038,19107416,47379000,109467077
1134,1039,225399,0,32350,2150,8723,6304857,SOUTH,5778044,10055232,50330253,75957335
1135,176,137564,0,26520,1000,5689,11777538,SOUTH,13135879,22378521,1266437,90582897
1136,327,154721,0,28620,1960,1689,1844766,MidWest,889429,5050021,14168514,17376856
1137,706,196079,1,7070,2944,38116,19382308,NORTH,63971845,32769055,27002417,0
1138,470,168421,0,53100,1116,11269,2186767,NORTH,21341000,27610000,99179000,294330000
1139,1146,237136,0,13740,1796,119,411905,SOUTH,344155,790383,1317559,5183506
1140,266,148627,0,33630,1100,8306,7702844,MidWest,5803477,10322589,51351388,59815431
1141,615,186201,1,12414,2538,7980,7272882,NORTH,7093000,18770000,7366988,0
1142,130,129242,0,50550,775,12586,2099873,NORTH,16446538,31869323,90265205,209832690
1143,865,210429,1,8280,1914,3566,7486692,WEST,10439254,8496808,3712209,0
1144,1193,243780,1,9208,784,57510,24670132,MidWest,129273820,60940335,210677,0
1145,1149,237330,1,8050,335,1639,3598627,SOUTH,1356755,2837128,2762770,0
1146,489,171128,1,17339,306,7476,6082448,SOUTH,24729827,16301852,3957000,0
1147,606,184603,0,41154,1086,4042,6729998,NORTH,34638000,40335000,115933000,214496000
1148,416,164216,0,47724,490,2901,1368739,SOUTH,3336280,13258226,33084635,63763053
1149,152,132879,0,16400,1230,193,554255,SOUTH,271153,1013202,362975,5532320
1150,889,212601,0,34575,966,4442,4131572,NORTH,9224000,17476000,51168000,94080000
1151,849,208822,0,37840,530,2685,3230456,WEST,4234028,12026483,39588274,89490772
1152,279,150604,0,33754,200,2073,1586095,MidWest,3823657,7543115,15937909,30465549
1153,1034,224323,0,41660,3500,4645,1658799,SOUTH,7140000,8788000,40391000,59730000
1154,269,149505,0,31700,475,1208,1400536,MidWest,2577350,7173916,12441405,30762962
1155,96,122597,1,5742,1264,31430,56180051,WEST,58100743,49083081,45663300,0
1156,210,140720,0,12705,1890,2403,1931995,SOUTH,183009,1711329,1063456,15309549
1157,569,179946,0,28330,2550,933,1034728,MidWest,1990548,4664253,10456482,21785625
1158,1199,384421,0,11700,250,26,124124,NORTH,58683,58683,1031984,3100017
1159,871,211158,1,7716,3242,7292,11265512,NORTH,14004763,17660428,7810354,0
1160,532,176017,1,8718,110,16383,20622671,SOUTH,67115376,24644669,10817106,0
1161,1196,262129,1,5227,1689,1382,849981,SOUTH,4695111,7023288,3011949,0
1162,1099,231624,1,17168,6194,14201,3557770,SOUTH,51133173,19046395,52625296,0
1163,712,196130,1,7070,1358,13313,20169792,NORTH,22686528,14203579,14127148,0
1164,77,117140,0,44700,1150,8212,9313491,WEST,18493785,19889988,55922700,152853312
1165,263,148016,0,29970,750,74,0,MidWest,3587387,8330924,8717829,45471210
1166,1234,491622,0,12000,150,35,223850,NORTH,81114,643492,931387,1915391
1167,149,132471,0,30600,340,10671,8846496,SOUTH,6710398,14683461,58463372,138900527
1168,469,168281,0,55904,462,3580,1598274,NORTH,5082494,14802542,59952522,81178142
1169,564,179548,0,23175,210,644,1107681,MidWest,1431912,2798126,6880274,22023585
1170,461,167835,0,53940,284,5249,2590782,NORTH,37837095,33477957,70687850,234578827
1171,896,213251,0,48350,825,2757,1713782,NORTH,5122756,9995140,39051373,50642192
1172,695,195438,0,10000,560,1,38493,NORTH,61970,731837,1186656,5103749
1173,928,215743,0,38728,1200,1904,2035563,NORTH,1795410,14144577,29422388,62313364
1174,586,181464,1,7770,1792,17495,18733704,MidWest,81112563,21977094,4772616,60
1175,243,145600,1,12105,3322,22798,53093609,MidWest,214902543,80687435,96110525,0
1176,1111,232609,0,40910,970,3694,2665633,SOUTH,4720110,12058721,40658241,75088462
1177,751,199069,0,21194,1000,2237,5387666,SOUTH,3647685,13088592,11418296,39369846
1178,648,190725,0,29700,660,2902,2693096,NORTH,5159481,8578966,26856522,51192900
1179,595,182980,0,25439,1220,6909,4370946,NORTH,4930522,12856149,29042441,55364418
1180,313,153825,0,33500,1718,2482,1523751,MidWest,4184018,9730801,25331246,41339817
1181,933,216010,1,9570,3824,6760,7465084,NORTH,16743774,16752372,5829527,0
1182,155,133526,0,14878,220,5364,4124477,SOUTH,2820166,3869095,1927873,23200847
1183,1150,237358,0,29280,680,992,1781766,SOUTH,892679,5001491,14265401,20998533
1184,999,219718,0,12351,1260,1717,6867774,SOUTH,1903210,9874895,12585924,43125765
1185,1046,226091,1,6129,2462,7512,17160368,SOUTH,47881552,11073140,8571894,0
1186,25,102669,0,20350,410,428,593483,WEST,408756,3101875,2947130,16024724
1187,196,139658,0,53070,798,28211,6803400,SOUTH,165695000,98691000,293415000,6577807000
1188,1088,230764,1,7412,1203,18419,26692829,WEST,191957000,80434000,735000,843000
1189,15,101912,0,18974,1016,1135,3663289,SOUTH,3927896,5565380,7367675,57843238
1190,883,212009,0,55948,550,5375,1410767,NORTH,11332099,19414784,56757622,124491080
1191,621,186584,0,42920,2370,20830,8077987,NORTH,44924000,52446000,128768000,307527000
1192,1050,226471,0,26600,2200,11243,5888860,SOUTH,5694374,17007666,31050696,85339297
1193,1067,228468,0,22176,660,1342,1582525,SOUTH,736111,2244470,4176434,18478422
1194,497,172334,0,29872,600,1504,2103714,SOUTH,3082046,14959206,16004298,53384937
1195,792,201690,1,4306,2420,10191,8884069,MidWest,7741160,5995200,0,0
1196,964,217873,0,16476,570,9261,7437575,SOUTH,3614530,5280604,6127996,52343915
1197,515,174491,0,32490,710,1080,2548274,MidWest,4130751,11989063,17669807,82423015
1198,1095,231174,1,16392,2670,18569,7370435,NORTH,89755000,51185000,0,0
1199,542,177117,0,21300,1470,555,603635,MidWest,2676072,2495385,3240733,18504553
1200,456,167394,0,36596,1795,1479,2449743,NORTH,1378764,3907055,13786309,28114299
1201,633,188429,0,39820,1615,15329,6925058,NORTH,24725783,36046639,82650603,231203246
