,UNITID,TYPE,FORPROFIT,BOARD,FEE1_INDISTRICT_UG,ADMS_REQUIRED_COLLEGEPREP,NUM_APPS_ADMIT,TOTAL_AMOUNT_PELL_TOUG,TEACHER_CERT,TUITION_GURANTEE,TOTAL_ASSETS,TOTAL_SPENT_ACADEMICSUPP,TOTAL_SPENT_STUDENTSS,STATEGRANT,LOCAL_GRANT,Highest_Bachelor,STATE_SOUTH,FULLTIME_RETENTIONRATE_SPRING
505,173300,0,1,1,516,0,4024,1856194,1,0,365441053,5840808,11682492,44732898,88888367,0,0,84
506,173647,0,1,1,530,0,4737,2881090,1,0,467995139,4590770,15370013,62743017,84998815,1,0,88
507,173665,0,1,0,1991,0,4441,3811867,1,0,222794569,10476172,15741372,42881051,80865333,0,0,74
508,173920,1,0,1,1062,1,10411,12557361,1,0,393292000,32503000,34498000,9217000,0,0,0,79
509,174066,1,0,0,1709,1,38237,30180565,1,0,5989625787,497218772,138320796,43467005,0,0,0,93
510,174075,1,0,1,1576,0,1616,2901205,1,0,51440666,3462046,3754537,1961310,0,1,0,64
511,174233,1,0,0,1382,1,9190,9459568,1,0,398155757,31122120,19788728,13528590,4995,0,0,79
512,174251,1,0,0,1254,1,4190,2293207,1,0,59560802,5791531,6443605,2663125,0,1,0,78
513,174358,1,0,0,1348,1,3688,5506780,1,0,172257000,14506000,14902000,3674000,0,0,0,70
514,174437,0,1,1,850,0,613,1808633,1,0,50459831,2161980,1119716,9956205,26648294,0,0,76
515,174491,0,1,0,710,0,1080,2548274,1,0,143232354,4130751,11989063,17669807,82423015,0,0,83
516,174525,0,1,1,300,0,126,248346,0,1,7768333,165588,645063,0,3310173,1,0,57
517,174747,0,1,0,1112,1,1845,1865537,1,0,251991111,7415377,9470353,44815297,64421120,1,0,89
518,174783,1,0,1,1274,0,5251,11685471,1,0,312081000,23135000,26881000,7609000,0,0,0,67
519,174792,0,1,0,834,1,1595,1547650,1,0,424591848,8934671,10316099,41912148,72602730,0,0,82
520,174817,0,1,1,630,0,1459,1842091,1,0,182925802,8458505,14148506,22204514,76000777,0,0,79
521,174862,0,1,1,710,0,949,1355325,1,0,35449181,2614346,4862704,6042225,17074609,0,0,66
522,174899,0,1,0,660,0,1922,2979487,1,0,197957414,6520531,18422520,38177349,82215692,0,0,84
523,174914,0,1,0,1035,0,7128,5417535,1,0,1331564102,24715149,33534359,151293753,264467000,0,0,87
524,175005,0,1,0,894,1,1677,5337964,1,0,311571268,7573584,13850136,37815370,100051463,0,0,82
525,175078,1,0,1,1221,0,1856,2916493,1,0,84170000,5054000,11233000,1684000,0,0,0,74
526,175272,1,0,1,2068,1,6804,7267918,1,0,258118000,16156000,15931000,5494000,0,0,0,75
527,175342,1,0,0,1246,0,6846,12469602,1,0,230217726,6785390,7239731,0,0,0,1,74
528,175421,0,1,1,375,0,2380,4804074,1,0,66855068,1937957,13678988,11418409,44067151,0,1,68
529,175616,1,0,1,170,1,517,5249216,1,0,137079876,4575674,5817402,1227846,741135,0,1,67
530,175856,1,0,0,175,1,9551,18621866,1,0,355125039,9828185,19915562,1205068,0,0,1,74
531,175980,0,1,1,2714,0,2796,1250266,1,0,178487613,2243385,6934813,20045421,33782593,0,1,70
532,176017,1,0,0,110,1,16383,20622671,1,0,3588521751,67115376,24644669,10817106,0,0,1,86
533,176035,1,0,0,100,1,516,6656170,1,0,138548474,11262555,5315693,1013176,0,0,1,79
534,176044,1,0,1,20,1,3351,6409215,0,0,144443081,3587482,6965866,456459,0,0,1,62
535,176053,0,1,1,1108,0,2559,4008868,1,0,240766156,3530780,12466486,33730511,75993423,0,1,80
536,176080,1,0,0,110,1,16127,29505830,1,0,1572743804,41535368,20064595,12002137,0,0,1,85
537,176372,1,0,0,110,0,9683,26674875,1,0,784794448,22615581,12188990,7720055,0,0,1,75
538,176406,0,1,1,477,0,1844,3048687,1,0,95926322,2682113,4356138,2008151,23963418,0,1,70
539,176479,0,1,1,1050,0,758,5382156,1,0,250187217,1428874,4286485,11736678,63519786,0,1,84
540,176947,0,1,1,780,0,1310,2277347,1,0,138609355,1631620,6465212,16423064,35474251,1,0,70
541,176965,1,0,1,1178,0,5666,11599926,1,0,363276068,8415958,24088462,0,0,0,0,75
542,177117,0,0,1,1470,1,555,603635,1,0,121697247,2676072,2495385,3240733,18504553,1,0,75
543,177144,0,1,1,425,0,1618,1850680,1,0,65377144,316836,4772785,12793347,21462004,0,0,66
544,177214,0,1,0,1015,0,1603,2156451,1,0,191842242,3719422,11514632,26903547,53752390,0,0,78
545,177339,0,1,1,1315,0,896,3369966,1,0,76607682,1141883,6424398,19684752,38010608,0,0,80
546,177418,0,1,1,500,1,717,1865879,1,0,51486952,2894228,4919109,10577642,25749755,0,0,78
547,177542,0,1,1,1500,0,492,1062947,1,0,29721125,548503,2238376,5690513,14604706,0,0,60
548,177746,0,0,1,600,0,1005,1448911,0,0,162689399,3970056,2751890,13509969,22550515,1,0,65
549,177968,0,0,1,100,0,2695,7287230,1,0,442236276,13940874,34556274,38185775,137264886,0,0,75
550,178059,0,0,0,2400,0,2503,6298248,1,0,276968423,10845967,16815246,40107584,114549428,0,0,83
551,178208,0,1,1,850,0,233,1660627,0,0,66932777,3922477,1898701,1356430,20040931,0,0,47
552,178244,0,1,1,1414,0,765,3171603,1,0,88908645,2692828,8571378,18016666,35130861,0,0,69
553,178369,0,1,1,1400,0,2898,2798703,1,0,45493151,1284360,8491065,14478460,22644798,0,0,52
554,178396,1,0,0,1393,1,20641,22122279,1,0,5247472918,89392307,49506889,16209701,0,0,0,89
555,178402,1,0,1,1587,0,5672,12565513,1,0,724351331,42498181,20486913,4049252,0,0,0,75
556,178615,1,0,0,324,0,3839,4145705,1,0,339054904,6532518,10511760,0,0,0,0,88
557,178624,1,0,0,3394,1,8143,7921712,1,0,220157983,4513453,15672807,2695387,0,0,0,76
558,178679,0,1,1,940,0,274,1168359,0,0,21541327,530047,1978052,1896211,11231585,1,0,72
559,178697,0,1,1,460,0,2437,3221772,1,0,665049761,553363,3094269,22672826,63958283,1,0,80
560,179043,0,1,0,980,0,3629,1467452,1,0,155114130,6684425,5832535,37441034,54892955,0,0,88
561,179159,0,1,0,724,0,16580,6213683,1,0,2483111987,60363793,31429302,187139074,839258754,0,0,90
562,179265,0,0,0,600,0,349,600786,0,0,293235345,3986858,9152063,6783108,52145336,0,0,83
563,179326,0,1,1,940,0,1542,4172905,1,0,80966363,2443853,9265558,20345118,44313765,0,0,64
564,179548,0,0,0,210,0,644,1107681,1,0,79442281,1431912,2798126,6880274,22023585,0,0,77
565,179557,1,0,1,1254,0,4871,13932106,1,0,530988466,10042157,19545117,4270577,0,0,0,80
566,179566,1,0,0,1098,0,9591,23296409,1,0,760486557,27351801,13500950,9370801,0,0,0,79
567,179867,0,0,0,593,0,27949,4754841,1,0,15103569000,227173000,99968000,294823061,3560028000,0,0,94
568,179894,0,0,0,200,0,2901,3613893,1,0,386064831,36250452,19519138,31491901,168270169,0,0,77
569,179946,0,1,1,2550,0,933,1034728,1,0,90674045,1990548,4664253,10456482,21785625,1,0,73
570,179955,0,0,0,950,1,1585,922765,1,0,135223821,2023278,6322990,15716876,33233381,0,0,77
571,179964,0,1,1,930,0,1463,1197152,1,0,49883615,2061400,4476318,9460714,25331391,0,0,70
572,180106,0,1,0,1080,0,1449,1206041,1,0,125734988,3332064,8151796,23298199,36737097,0,0,84
573,180258,0,1,0,200,0,272,1040862,1,0,52946643,531615,6389562,6976503,24270749,0,0,61
574,180416,1,0,1,1690,1,916,1940236,1,0,104652795,3031844,4488998,91585,0,0,0,80
575,180461,1,0,0,1717,0,18892,14988838,1,0,732794314,38117201,39398387,206791,0,0,0,78
576,180489,1,0,1,2078,1,5380,12330178,1,0,498037695,39137246,29166221,643430,0,0,0,74
577,180595,0,1,1,610,0,1370,1370812,1,0,75298645,2159408,6617958,12731712,26875545,0,0,64
578,180692,1,0,1,1224,0,860,2261365,1,0,36940619,1333204,3835482,156687,0,1,0,73
579,180984,0,1,1,700,0,2118,1455712,1,0,167709828,2454107,12217013,24853584,35915125,0,0,79
580,181002,0,1,1,1842,1,8682,2259216,1,0,1453501000,79690000,28448000,101611182,397358000,0,0,92
581,181127,0,1,1,1580,0,2126,1433360,1,0,144721428,1132752,7868736,17079137,30148961,0,0,71
582,181215,1,0,0,1670,1,5359,6658700,1,0,232223214,8846570,6512784,1540665,0,0,0,81
583,181330,0,1,1,750,0,1967,1836741,1,0,77126559,549306,9289993,21724247,28728169,0,0,68
584,181394,1,0,0,1792,1,8864,19206894,1,0,541038213,24224190,12834482,0,0,0,0,77
585,181446,0,1,1,890,0,2435,2527852,1,0,137124000,5369000,9151000,32434000,43738000,0,0,74
586,181464,1,0,1,1792,0,17495,18733704,1,0,2064052233,81112563,21977094,4772616,60,0,0,85
587,181738,0,1,0,1100,0,1292,1229785,1,0,65761664,2127699,3509744,4488363,26907868,0,0,82
588,181853,0,1,1,400,0,555,817024,1,0,36039589,789061,2495141,4216611,10900092,0,0,64
589,182281,1,0,0,718,0,13256,44762410,1,0,1480096000,116865000,93197000,29040000,0,0,0,80
590,182290,1,0,0,794,1,9644,20879923,1,0,1450271533,68900663,56064332,27634273,47718,0,0,80
591,182458,0,0,1,1189,0,814,507139,0,0,39028332,2434625,2885400,5730134,14353452,0,0,61
592,182634,0,0,0,800,0,1888,1117500,0,0,106205633,3505626,6915741,24553936,30868786,0,0,83
593,182795,0,0,0,3700,0,4517,2048727,1,0,85672978,4509691,12619663,35870209,50379077,0,0,73
594,182917,0,1,1,600,1,81,196505,0,0,4719351,168300,170893,1717974,2928756,1,0,55
595,182980,0,0,0,1220,0,6909,4370946,1,0,97121525,4930522,12856149,29042441,55364418,0,0,62
596,183026,0,0,0,50,1,37143,125672827,1,0,1124951736,140649300,277299818,85386170,790656154,0,0,67
597,183044,1,0,1,3418,1,18797,11162661,1,0,1419644222,68116977,22891631,724602,0,0,0,86
598,183062,1,0,0,2884,0,5343,3693170,1,0,254024685,12855124,11476650,248000,0,0,0,72
599,183071,1,0,1,628,1,265,1164127,0,0,8655350,4045553,2701555,0,0,1,0,79
600,183080,1,0,0,2622,1,7129,4975854,1,0,242153798,9816835,11507283,414075,0,0,0,70
601,183211,0,1,0,1100,1,1540,1513187,1,0,127299502,3226860,5685019,14846070,34140092,0,0,70
602,183239,0,1,0,1300,1,3942,1114202,1,0,315292787,6595333,15196739,45905304,82287496,1,0,87
603,183910,0,1,1,1800,0,4141,3874648,1,0,57209000,6086000,7236000,32056000,45568000,0,0,82
604,183974,0,1,1,948,0,1342,2191812,1,0,83888913,3086950,8184525,19531364,38214990,0,0,73
605,184348,0,1,0,832,0,3989,2443673,1,0,265013000,9483000,17163000,40888000,87694000,0,0,88
606,184603,0,0,0,1086,1,4042,6729998,1,0,428238000,34638000,40335000,115933000,214496000,0,0,75
607,184612,0,1,0,2450,1,2838,4946888,1,0,95037632,4346917,12902300,26368821,47251358,0,0,79
608,184773,0,1,1,1590,1,1843,3084254,1,0,124131723,7322968,10169296,19829334,46064927,0,0,81
609,184782,1,0,0,3366,0,14763,24852936,1,0,1297785401,60625978,42035169,26007246,0,0,0,84
610,185129,1,0,0,2062,0,6545,17823373,1,0,272936852,11208171,22770744,15692932,85849,0,0,77
611,185262,1,0,0,2000,1,10138,26730908,1,0,726395540,7135869,36406645,18916157,0,0,0,74
612,185572,0,0,0,712,0,8367,6911954,1,0,406826832,32736860,18378059,71900844,183080695,0,0,80
613,185590,1,0,0,991,1,11888,36197328,1,0,1103413000,40741000,20732000,35172000,0,0,0,83
614,185828,1,0,0,3226,1,10299,16187762,1,0,837504000,35962000,35812000,24155000,0,0,0,89
615,186201,1,0,1,2538,1,7980,7272882,1,0,447151000,7093000,18770000,7366988,0,0,0,85
616,186283,0,0,1,740,1,9250,5737780,1,0,278802000,16186000,26204000,83778000,149558000,0,0,79
617,186371,1,0,0,2647,1,9879,12494951,1,0,352677000,35871000,22200000,10865000,0,0,0,85
618,186380,1,0,0,2773,1,41263,51672739,1,0,5546064000,419022000,103515000,80285000,0,0,0,93
619,186399,1,0,0,2272,1,13506,25403764,1,0,846425000,92844000,39577000,23216000,0,0,0,87
620,186432,0,1,0,1100,0,4154,7852291,1,0,151557446,6447651,15364044,45144156,73694533,0,0,75
621,186584,0,1,1,2370,1,20830,8077987,1,0,814560000,44924000,52446000,128768000,307527000,0,0,84
622,186618,0,1,1,1976,1,1515,2175553,1,0,69674095,2231512,4424381,12234999,27784943,0,0,76
623,186867,0,0,0,2124,1,10346,2950445,0,0,845104000,39036000,32368000,91518000,264926000,0,0,93
624,186876,1,0,1,2084,0,7262,17390873,1,0,562387199,31941877,28967856,17261356,0,0,0,85
625,186900,0,0,1,200,0,9,169102,0,0,2542101,185,140360,288759,779195,1,0,83
626,187134,1,0,1,2790,0,13199,6149088,1,0,800080000,21881000,27967000,8373000,0,0,0,94
627,187444,1,0,0,132,1,10402,19869991,1,0,492474059,19926777,28286911,15871535,1064987,0,0,90
628,187648,1,0,0,2454,0,2409,6542541,1,0,203128136,4193159,9460114,3575697,0,0,0,61
629,187745,1,0,1,280,0,81,1095738,0,0,85313825,1364653,1819538,0,0,0,0,44
630,187967,1,0,0,1330,0,1754,2138807,1,0,314360675,3616192,2285226,2363343,0,0,0,81
631,187985,1,0,1,1698,1,10436,28953602,1,0,3174123464,52239694,31511500,30360702,0,0,0,77
632,188030,1,0,1,1260,0,13715,26467183,1,0,829912866,19889955,18387439,16347759,0,0,0,75
633,188429,0,0,0,1615,0,15329,6925058,1,0,548362844,24725783,36046639,82650603,231203246,0,0,82
634,188526,0,0,0,625,0,1693,1020477,0,0,139172038,2393476,5840497,13742589,50302561,0,0,85
635,188641,0,0,0,1200,0,4252,3441887,1,1,321880005,8647393,12100450,33898494,74466973,0,0,67
636,188854,0,0,0,300,0,5130,4069012,0,0,148591949,6647722,14208334,18877866,83335190,0,0,65
637,189088,0,0,1,470,0,4969,2843265,1,0,596078202,12378637,14458673,63643923,182191812,0,0,80
638,189097,0,0,1,1698,1,9411,1869538,1,0,830490000,20769000,13240000,35494252,199285000,1,0,93
639,189705,0,1,0,1600,1,3453,3222302,1,0,270907397,7246601,20111163,29817726,78812889,0,0,82
640,189848,0,0,1,642,0,2243,2037592,1,0,61477530,809757,5160450,15884859,24937800,0,0,65
641,190044,0,0,1,1270,0,6198,3218268,0,0,450628637,13447981,21321089,104731249,133256750,0,0,87
642,190150,0,0,0,2668,1,40462,9574516,0,0,21006014000,107487000,185141000,492512000,5037252000,0,0,95
643,190248,0,1,0,1500,0,786,2905580,1,0,50786834,1566577,2958144,9188006,37449280,0,0,52
644,190415,0,0,1,696,0,51500,12105746,0,0,11179645967,298062212,203632616,405891863,2458715330,0,0,96
645,190503,0,0,0,2650,0,1777,3857786,0,0,477803642,16527422,15037659,32386619,142395912,0,0,81
646,190664,1,0,0,608,1,25621,39278065,1,0,321237000,22618398,25219836,24698098,2154981,0,0,83
647,190716,0,0,1,900,1,1772,2316436,0,0,227503017,7492752,10128140,18098945,65580056,0,0,73
648,190725,0,0,1,660,1,2902,2693096,1,1,77974744,5159481,8578966,26856522,51192900,0,0,79
649,190752,0,0,1,750,1,17,26600,0,0,8536551,0,174583,439543,4168262,1,0,91
650,190761,0,0,0,860,0,2309,3015731,1,0,67958899,2281153,7573178,14030309,40379089,0,0,73
651,190983,0,0,0,1650,1,1695,1254802,1,0,123499788,2547351,6712869,13294991,35203507,0,0,69
652,191126,1,0,0,623,0,4354,13184845,0,0,243109273,41338307,17306617,7461422,0,0,0,88
653,191205,0,0,0,695,0,717,1571624,1,0,22567935,388773,1795326,0,12827375,0,0,67
654,191241,0,1,0,1046,1,47936,9362641,1,0,2151423000,176904000,0,252398000,660060000,0,0,89
655,191533,0,0,0,994,0,3609,2095700,1,0,142667541,2198103,9603469,28835699,49887778,0,0,74
656,191621,0,1,0,1035,0,1086,1477611,0,0,32958612,693554,3740183,5904292,15240846,0,0,71
657,191630,0,0,0,1250,1,3931,1907898,1,0,410660089,10482885,24330596,55605026,104720372,0,0,81
658,191649,0,0,0,1095,1,24062,6939467,1,1,1293010236,31885058,56865168,166491491,374428772,0,0,82
659,191676,0,1,1,546,0,1004,1674461,1,0,116254027,2132289,7931977,14025908,32012635,0,0,88
660,191931,0,1,0,2200,0,10319,4394385,1,0,387968000,8973000,22534000,56796000,103201000,0,0,77
661,192192,0,0,1,1332,0,2025,2878626,1,0,64223281,1529739,8591212,19929677,38240134,0,0,65
662,192323,0,1,1,1000,0,7248,4015699,1,0,340453574,8188508,13429996,46674545,86395482,0,0,83
663,192448,0,0,1,1954,0,14341,10993905,1,0,765840212,46280691,45017844,92293433,305919989,0,0,77
664,192703,0,1,0,4280,0,8429,4992040,1,0,414816101,13243244,17963779,73043624,137816907,0,0,83
665,192712,0,0,0,990,0,1268,354657,0,0,105386278,4899353,3528576,18945468,42880147,0,0,97
666,192749,0,0,1,1450,0,3200,1851911,1,0,85837838,6021063,11927425,37342980,60598873,0,0,80
667,192819,0,0,0,600,1,11715,4026762,1,0,871935630,16276316,39426546,81249838,198988153,0,0,88
668,192864,0,0,0,1730,0,5270,2490846,0,0,133739534,4270093,11632783,22092001,61933135,1,0,67
669,192925,0,0,0,500,0,1330,3549476,1,0,43255333,5933450,5099104,21094881,38964637,0,0,55
670,193016,0,0,1,800,0,7246,19769240,1,0,411742949,28442071,20681960,40694619,158197997,0,0,74
671,193052,0,1,1,1360,0,40,1368786,0,0,13197892,529917,203397,409749,3895194,0,0,92
672,193292,0,1,0,1220,1,5043,4387689,1,0,237160877,21065424,14227272,31749381,122701590,0,0,88
673,193308,0,0,1,1560,0,4083,22459601,1,0,113458216,3466094,25570202,35321454,94285926,0,0,80
674,193353,0,1,0,1286,0,2178,2729617,1,0,205914688,5208293,9548142,24690048,58650389,0,0,78
675,193399,0,1,0,1480,0,2963,4648704,1,0,129835108,7263303,7742289,37691999,55284171,0,0,76
676,193584,0,0,0,1660,1,3833,2631731,1,0,275136179,7214705,15103903,33102090,84558059,0,0,85
677,193654,0,0,0,466,0,8701,6012762,0,0,1320226000,94718000,39523000,144499000,427827000,0,0,71
678,193900,0,0,1,2676,0,80210,25400715,1,0,17380971000,86875000,131100000,711990000,7484876000,0,0,90
679,193973,0,1,0,1540,0,3740,3614804,1,0,258630505,10644249,14049468,47836735,91543815,0,0,80
680,194091,0,0,0,1700,0,11007,7499815,1,0,278903089,25994324,29194004,66034445,268786586,0,0,76
681,194161,0,1,1,500,0,261,2408307,1,0,79649506,2921327,9396862,12721592,39470973,0,0,58
682,194310,0,0,0,1852,1,24902,11055154,1,0,707400303,54962742,49475706,206727257,378355563,0,0,73
683,194392,0,0,1,34,0,1283,1495741,0,0,77680330,1181393,3906006,11071397,26745473,0,0,73
684,194578,0,0,0,2060,0,7601,2948048,1,0,710606804,30463364,22128570,65254119,212491153,0,0,75
685,194693,0,0,1,350,1,18,69230,0,0,4112564,215356,267091,468442,2045598,1,0,65
686,194958,0,1,1,1178,0,1538,1960974,1,0,127150162,2794402,7488003,17436816,39642866,0,0,83
687,195003,0,0,0,676,1,21928,18255482,1,0,2166215000,63793000,57586000,233063000,597831000,0,0,86
688,195128,0,0,0,1500,1,1740,2509404,1,0,93571791,3689811,7505917,21924903,43407341,0,0,77
689,195164,0,1,1,1065,0,3014,2313681,1,0,195397858,10408322,17982153,38682970,62205637,0,0,86
690,195173,0,0,0,110,0,5492,5510540,1,0,145926361,6540820,14671143,34397061,58858017,0,0,73
691,195216,0,0,0,420,1,5952,2476536,1,0,583488400,13255489,22020922,75450212,126675249,0,0,88
692,195234,0,0,0,1202,1,6373,5147857,1,0,160673858,4069403,13169633,44672424,76476770,0,0,73
693,195243,0,0,1,800,0,1793,1870286,1,0,110378349,2757279,6497231,21091560,33383420,0,0,75
694,195304,0,0,1,1500,0,3674,847272,1,0,243768343,5678193,12403393,35953511,81285359,0,0,70
695,195438,0,1,1,560,0,1,38493,0,0,16034548,61970,731837,1186656,5103749,0,0,100
696,195474,0,1,0,300,0,8326,3673010,1,0,311119313,9724121,18669293,62368734,99346328,0,0,90
697,195720,0,1,0,810,0,4409,3197741,1,0,302679499,11428188,14835761,38997767,99007720,0,0,90
698,195809,0,1,1,1600,0,27917,20487003,1,0,1490909000,58130000,49815000,283312000,468043000,0,0,83
699,196006,1,0,1,1656,0,5982,8579430,0,0,222823430,3288445,7754423,7767760,0,1,0,78
700,196015,1,0,1,1619,0,2961,8060649,0,1,163112160,2226370,13660889,5863369,0,1,0,70
701,196024,1,0,0,1570,1,4530,6941337,0,0,139823458,4294971,5763866,5971441,0,0,0,76
702,196033,1,0,0,1521,0,2640,5162912,0,0,170901168,11753036,8536505,4816233,0,1,0,76
703,196042,1,0,0,1325,0,7156,15915364,0,0,317618835,17041698,18717715,11369167,0,0,0,83
704,196051,1,0,1,1670,0,4528,7020989,0,0,142969696,10272263,6111391,5125252,0,1,0,73
705,196060,1,0,0,3090,1,26127,27766177,1,0,1038934505,53467382,30733240,24742896,0,0,0,83
706,196079,1,0,0,2944,0,38116,19382308,1,0,1473266064,63971845,32769055,27002417,0,0,0,92
707,196088,1,0,1,3456,0,30247,36275017,1,0,1975191554,148180162,49539979,38425491,0,0,0,87
708,196097,1,0,0,3021,1,37083,31375251,1,0,4085397311,113262614,74901229,28009399,0,0,0,90
709,196103,1,0,0,2060,1,1951,2141995,0,0,131869525,9376701,5822933,2525973,0,0,0,86
710,196112,1,0,0,1327,1,3053,4092149,0,0,794019796,7317562,5726073,3875927,0,0,0,82
711,196121,1,0,0,1554,0,9203,12239497,1,0,402365693,13845624,14374270,14350491,0,0,0,76
712,196130,1,0,0,1358,1,13313,20169792,1,0,489992252,22686528,14203579,14127148,0,0,0,65
713,196149,1,0,0,1607,0,12392,9021150,1,0,408857844,24140679,12386745,10074395,0,0,0,85
714,196158,1,0,1,1422,1,5754,8550324,1,0,309646207,8866108,11031660,9640355,0,0,0,77
715,196167,1,0,0,1786,0,10250,6421008,1,0,294329455,5515402,10742866,10434955,0,0,0,85
716,196176,1,0,1,1289,1,8843,12292013,1,0,454767445,13765003,19885830,12968551,0,0,0,87
717,196185,1,0,1,1670,1,12004,9858031,1,0,350023622,14402951,11443729,11774458,0,0,0,83
718,196194,1,0,1,1581,1,12277,14742165,1,0,451273564,22389021,20050981,13946650,0,0,0,81
719,196200,1,0,1,1484,0,4450,7461981,1,0,226202679,8942869,9540778,7080897,0,0,0,80
720,196219,1,0,0,1883,0,4594,7276307,0,0,432314995,23888283,10187063,7781051,0,0,0,79
721,196237,1,0,1,1052,0,5780,12120557,1,0,222416294,5727063,10331113,7800338,0,0,0,75
722,196246,1,0,1,1504,1,9009,9087368,1,0,345691523,10120990,15163394,8786034,0,0,0,79
723,196291,1,0,0,1452,0,1455,1847651,0,0,142487668,14687526,7329880,1627726,0,0,0,78
724,196413,0,0,1,1656,0,32005,11896583,1,0,3521323945,132869470,158215423,351683924,1052261995,0,0,89
725,196592,0,0,0,625,0,1778,10540708,1,0,968535000,60698000,33129000,32644000,535829001,0,0,90
726,196866,0,0,1,546,0,7622,1409162,1,0,894925888,13013584,19557516,51594012,130502278,1,0,88
727,197045,0,0,0,550,0,3119,5177030,1,0,150954614,6417773,17313289,14962491,84820936,0,0,78
728,197133,0,0,0,980,1,8663,2693457,1,0,1663039023,28368212,23685470,58195950,196941351,0,0,93
729,197197,0,1,1,2000,1,2604,1651042,1,0,208061260,3970102,18692481,40545536,68410211,0,0,75
730,197230,0,0,1,1500,1,1998,952610,1,0,74526050,1348398,3636513,7655426,21689448,1,0,52
731,197708,0,0,0,2900,0,1442,1968004,1,0,1036903000,44058000,24313000,95143000,250155000,0,0,90
732,197744,0,0,1,100,1,12,455164,0,0,8376704,170778,136622,922865,5815750,1,0,100
733,197869,1,0,0,3168,1,18178,24383015,1,1,1065348275,44338021,13671819,14236060,0,0,1,86
734,197993,0,1,1,2549,0,2021,1149312,1,0,51386635,2345212,1431541,4438156,16055950,1,1,52
735,198066,0,1,0,1850,0,3044,1555024,1,0,65903199,1042229,4743008,10981074,19879033,1,1,60
736,198136,0,1,0,2450,0,5025,6862676,1,0,612904969,13337021,24856111,81243415,166083477,0,1,76
737,198464,1,0,0,2787,0,20313,36114112,1,1,1679135835,45567386,20070425,24452588,0,0,1,83
738,198507,1,0,0,2260,0,2578,5851763,1,0,178389120,4525700,7786748,4352398,0,0,1,76
739,198516,0,0,0,507,0,15306,2620313,1,0,893737232,8339570,45943422,56564846,253503917,0,1,90
740,198543,1,0,0,2327,0,4611,15612568,1,1,226686510,11765749,5790881,7557269,0,0,1,66
741,198561,0,1,1,960,0,5370,3877884,1,0,150371986,2608542,15279995,28802325,65441608,0,1,68
742,198613,0,1,0,720,0,3660,2777427,1,1,209766043,5410085,9737662,25889556,53340247,0,1,72
743,198695,0,1,1,4722,1,11266,2107945,1,0,863444385,8868792,33991870,48447738,199361751,0,1,82
744,198756,0,0,1,2770,0,7160,5510781,0,0,138679545,3159461,8037940,7262420,44723714,0,1,65
745,198808,0,1,0,1850,1,1430,1844339,1,0,65924509,1371827,5374729,9861960,20421702,0,1,68
746,198862,0,1,1,2379,0,5395,4971743,1,0,83467495,2132379,4307805,3868914,31541036,1,1,47
747,198899,0,0,1,4280,0,1718,2621792,1,0,159252141,1043939,2790507,20199990,31575891,0,1,67
748,198950,0,0,0,120,1,1674,2399456,1,0,201286177,7999147,5099898,28228644,57792051,0,1,86
749,198969,0,1,1,700,0,2964,2740111,1,0,118199163,2181424,9696152,24401790,48089883,0,1,58
750,199032,0,1,1,250,0,861,1439463,1,0,29754829,1052994,4617153,9537366,19645823,0,1,68
751,199069,0,1,1,1000,0,2237,5387666,1,0,81380580,3647685,13088592,11418296,39369846,0,1,65
752,199102,1,0,1,3117,1,16366,31860538,1,1,621888657,34610867,8490233,11981471,0,0,1,80
753,199111,1,0,1,3122,1,3115,5737778,1,1,287420643,5221092,6727875,3382873,0,0,1,76
754,199120,1,0,1,1961,1,41773,22085409,1,1,11318242752,173346344,46837460,100851487,0,0,1,95
755,199139,1,0,0,3284,1,19949,41735658,1,1,1967674790,59676550,32099048,33074631,96968,0,1,85
756,199148,1,0,0,2981,1,9870,39627842,1,1,1320338268,48162860,26734610,11547081,0,0,1,81
757,199157,1,0,1,2901,0,7496,19059087,1,1,406900964,22589771,5063862,9452032,0,0,1,78
758,199184,1,0,0,2861,0,1197,1161010,0,1,233735849,7301302,2720066,4981817,0,0,1,91
759,199193,1,0,0,2566,1,31487,23971963,1,1,3648530006,109039392,42901769,18480893,122607,0,1,94
760,199209,0,1,0,350,0,3358,5107741,1,0,59732981,1668031,6806915,23175048,32403046,0,1,66
761,199218,1,0,0,2738,0,13633,18611347,1,1,957753479,33432236,16523597,7991047,0,0,1,84
762,199272,0,1,1,500,1,1277,1931723,1,0,95527514,2208107,5480447,10200810,23854399,1,1,74
763,199281,1,0,0,2456,1,5021,16258626,1,0,259863558,15768911,8018356,4746372,0,0,1,71
764,199306,0,1,1,1290,0,1796,2180119,1,0,68487600,3052352,5381732,14499096,26458753,0,1,67
765,199412,0,1,0,1334,1,3437,2143939,1,0,319093130,7054305,13893664,29910058,65372698,0,1,79
766,199458,0,1,1,970,0,218,478409,1,0,6257538,326984,838973,850746,4361087,1,1,48
767,199582,0,1,1,5928,0,5887,3569235,1,0,75611189,1638724,4355705,4717841,26627830,1,1,52
768,199643,0,1,1,4672,0,6437,4396237,1,0,66879036,424325,7839305,4710161,37330499,0,1,67
769,199698,0,1,1,1000,0,2343,1511696,1,0,20257294,1205681,7762100,193851,19587014,0,1,53
770,199759,0,1,0,610,0,222,283242,0,0,99060919,5370706,1243921,2419515,31847132,0,1,76
