UNITID,TYPE,FORPROFIT,StudyAbroad,TUITVARY,ROOM,BOARD,TUITION1_INDISTRICT_UG,FEE1_INDISTRICT_UG,TUITION2_INSTATE_UG,FEE2_INSTATE_UG,TUITION3_OUTSTATE_UG,FEE3_OUTOFSTATE_UG,INSTATE_TUITION_FEES_P,OUTSTATE_TUITION_FEES_P,OFFCAMPUS_SELF_EXP,OFFCAMPUS_FAMILY_EXP,ADMS_REUIRED_GPA,ADMS_REQUIRED_COLLEGEPREP,NUM_APPS_ADMIT,NUM_FULLTIME_FALLCOHRT,FULLTIME_RETENTIONRATE_SPRING,STUD_TO_FAL_RATIO,TOTAL_FIRSTYR_UG,PRCNT_FIRSTYR_UG,PRCNT_UG_AWARDEDAID,TOTAL_AID_UG,PRCNT_UG_AWARDED_PELL,TOTAL_AMOUNT_PELL_TOUG,PRCENT_FLOANS_TOUG,TOTAL_AMOUNT_FLOANS_UG,TOTAL_SALARY_FT_CONTRACT,DUAL_ENROLLMENT,AP_CREDIT,TEACHER_CERT,COUNSELING_SERVICES,EMPLOYMENT_SERVICE,ACADEMIC_LIBRARY,TUITION_GURANTEE,TUITION_PAYMENTPLAN,ATHASSOC,TOTAL_ASSETS,TOTAL_LIABILITIES,TOTAL_SPENT_ACADEMICSUPP,TOTAL_SPENT_STUDENTSS,TOTAL_PELL,STATEGRANT,LOCAL_GRANT,DISCOUNTSAPPLIED_TO_TUTFEES,Highest_Bachelor,STATE_SOUTH
139630,0,1,0,0,1,1,20760,460,20760,460,20760,460,21220,21220,3500,3500,1,0,946,246,62,15,246,26,89,12871292,39,1908640,52,3269073,1892847.0,1,1,1,1,0,1,0,1,1,31895292,11508404,349538,4987752,1810960,8018578,15818523,2131426,1,1
139658,0,1,1,0,1,0,53070,798,53070,798,53070,798,53868,53868,2550,2550,0,0,28211,1374,93,9,1374,19,60,174968930,19,6803400,29,13405618,99893790.0,1,1,0,1,1,1,0,1,1,17172361000,6554484000,165695000,98691000,7269000,293415000,6577807000,5162000,0,1
139719,1,0,1,1,1,1,4064,1768,4064,1768,14786,1768,5832,16554,500,500,1,1,5693,383,73,24,383,17,87,16640484,75,9062320,83,13644714,5104233.0,1,1,1,1,1,1,0,1,1,157395026,159920387,13640213,4756718,9594635,0,0,7227552,0,1
139755,1,0,1,1,1,1,10258,2594,10258,2594,31370,2594,12852,33964,4060,4060,1,1,40852,3062,97,19,3062,19,71,127656329,13,9476413,23,21839754,116562423.0,1,1,0,1,1,1,0,1,1,2797557110,1925051261,85952415,44766713,11208716,0,29213875,47469979,0,1
139764,1,0,1,1,1,1,4064,1400,4064,1400,14786,1400,5464,16186,5328,9890,1,1,2598,382,66,17,382,15,72,12066818,38,4615446,45,6884212,6904148.0,1,1,1,1,0,1,0,0,1,88885718,84654863,3958033,4037248,4977642,0,0,3454864,0,1
139861,1,0,1,1,1,1,7508,2016,7508,2016,26688,2016,9524,28704,6628,6628,1,1,4515,1477,82,16,1477,25,86,38717700,19,5034190,41,14530905,22403877.0,1,1,1,1,1,1,0,1,1,228741829,270906082,16703362,10524826,5319759,30644959,0,3603014,0,1
139931,1,0,1,1,1,0,4371,2114,4371,2114,15425,2114,6485,17539,6558,6558,1,1,17250,4172,79,22,4175,18,84,120147198,36,39805340,49,69845964,69629649.0,1,1,1,1,1,1,0,1,1,756923418,701130333,54384255,37124893,42649835,39316,0,43917712,0,1
139940,1,0,1,1,1,1,7158,2128,7158,2128,22389,2128,9286,24517,4872,4872,1,1,20409,4944,81,27,4944,18,79,192486621,49,63874757,49,84850813,21689180.115322582,1,1,1,1,1,1,0,1,1,1326742316,1136405022,99613905,51985456,72139924,0,0,79742828,0,1
139959,1,0,1,1,1,1,9790,2290,9790,2290,28830,2290,12080,31120,4828,4828,1,1,28206,5487,94,17,5487,18,88,268883932,20,26543062,30,55999872,184609382.0,1,1,1,1,1,1,0,1,1,2644567718,2251653827,166353017,50363902,30335531,1943134,0,152115813,0,1
139968,1,0,1,1,1,1,2563,1226,2563,1226,9469,1226,3789,10695,3864,2650,1,0,2257,222,52,22,817,23,85,14273878,49,8665799,45,8697884,5328576.0,1,1,1,1,1,1,0,1,1,92697822,81801969,3289397,2835245,8516065,0,0,5454631,1,1
140234,0,1,1,0,1,1,32000,370,32000,370,32000,370,32370,32370,3050,3050,1,0,1624,250,58,10,250,29,99,19411318,42,1707360,78,5221166,4236331.0,1,1,1,1,1,1,0,1,1,156873904,49774039,1405349,7312256,1739839,14421938,32068646,2246698,0,1
140252,0,0,1,0,1,1,12105,1491,12105,1491,12105,1491,13596,13596,9600,5100,1,0,408,161,72,14,161,18,82,5629000,39,1505000,57,3380000,2494833.0,1,1,0,1,1,1,0,1,1,128624795,101963276,2575735,9440107,1920347,1246650,74006143,545453,0,1
140447,0,0,1,0,1,0,28695,300,28695,300,28695,300,37808,37808,2778,2778,1,1,5651,900,87,14,900,18,93,107467601,33,8100576,56,20759718,24236439.0,1,1,1,1,1,1,0,1,1,834032550,354505553,28819808,26751075,8399932,92346790,293096405,0,0,1
140553,0,0,1,0,1,0,27038,2430,27038,2430,27038,2430,29468,29468,3960,3960,1,0,3258,563,86,15,562,25,76,33423241,48,5661410,79,12254166,1837950.0,1,1,1,1,1,1,0,1,1,402541341,79154300,8385400,42361149,5287527,24462198,120737805,0,1,1
140696,0,0,1,0,1,1,40880,280,40880,280,40880,280,41160,41160,4000,4000,1,1,2386,400,77,18,400,29,95,39167823,37,2608626,75,7154936,4847350.0,1,1,0,1,1,1,0,1,1,121780762,18001134,1958854,10977732,2573487,31302983,31663378,3374633,1,1
140720,0,1,0,0,1,1,12705,1890,12705,1890,12705,1890,14595,14595,3024,3024,1,0,2403,100,18,5,96,21,98,4198107,83,1931995,87,3208131,814175.0,1,1,1,1,1,1,0,1,0,38832676,19055740,183009,1711329,1931994,1063456,15309549,399060,1,1
140818,0,1,1,0,1,1,27300,220,27300,220,27300,220,27520,27520,2890,2890,1,0,1457,273,77,10,273,21,97,22584570,43,2778146,69,6786464,5156302.0,1,1,1,1,1,1,0,1,1,155494183,31319909,2487082,9106907,2824766,1691903,48046183,3928964,0,1
140872,0,1,1,0,1,1,24228,1000,24228,1000,24228,1000,25228,25228,6200,6200,1,0,1142,336,60,13,336,23,95,20168424,40,2597226,61,5628618,3500791.0,1,1,1,1,1,1,0,1,1,111792744,47642819,1203980,7436658,2710088,13148007,32820363,3812822,0,1
140951,0,0,1,0,1,1,37575,500,37575,500,37575,500,38075,38075,3573,3678,1,0,14327,2524,75,18,2524,21,92,133699329,20,10539223,41,31150115,55234954.0,1,1,0,1,1,1,0,1,1,1256254088,263663881,27454690,49801450,11431524,126166744,332672409,5707766,0,1
140960,1,0,1,1,1,1,4064,1838,4064,1838,14786,1838,5902,16624,2450,2450,1,1,10032,667,69,18,809,23,87,36018930,70,12501441,76,18349129,7957584.0,0,1,1,1,1,1,0,1,1,171899382,180616684,9465998,6497935,13469126,3191556,0,15950241,0,1
140988,0,1,1,0,1,1,22380,430,22380,430,22380,430,22810,22810,6501,3735,1,0,1548,324,63,15,324,23,81,17449688,39,2712434,60,5878013,21689180.115322582,1,1,1,1,1,1,0,1,1,59873616,22253336,1023391,5978164,2954231,11879782,23202863,1739334,0,1
141060,0,0,1,0,1,1,25942,4030,25942,4030,25942,4030,29972,29972,7000,7000,1,1,9118,516,89,11,516,24,78,23945561,43,4964062,78,11310258,13815116.0,1,1,1,1,1,1,0,1,0,668899439,79511310,9566732,13774966,4559875,19853021,102759285,1885985,1,1
141167,0,0,1,0,1,1,15940,1030,15940,1030,15940,1030,16970,16970,2200,1980,1,0,840,86,59,12,89,9,96,2128541,31,645511,81,1978954,2245566.0,1,1,1,1,0,1,0,0,1,22184125,7121054,570697,3524093,1355204,3211601,14469689,22156,0,1
141237,0,1,0,0,1,1,20928,1010,20928,1010,20928,1010,21938,21938,3500,3500,1,0,702,214,79,17,214,7,98,17092203,10,1343417,16,3175772,21689180.115322582,1,1,0,1,0,1,0,1,1,54440443,29646050,972513,6493710,1411806,7032368,22064737,7880959,0,1
141264,1,0,1,1,1,0,4371,2212,4371,2212,15426,2212,6583,17638,4446,4854,1,1,9887,1524,73,20,1600,19,82,57596709,51,21024380,58,32511359,24507480.0,1,1,1,1,1,1,0,0,1,345283921,349764064,13130750,18654016,22599252,0,0,8178451,0,1
141325,0,1,1,0,1,1,23990,1200,23990,1200,23990,1200,25190,25190,2500,2500,1,0,1142,133,74,8,133,18,82,10302177,36,1369858,45,2692083,2743494.0,1,1,1,1,1,1,0,1,1,93465139,14418509,1016197,2614310,1417716,6429188,17652689,1543462,0,1
141334,1,0,1,1,1,0,4371,2150,4371,2150,15426,2150,6521,17576,7294,6800,1,1,6634,1777,73,19,1777,17,80,58689483,45,23203914,54,33851247,29121218.0,1,1,1,1,1,1,0,1,1,367323248,413235699,30775751,19135431,24105943,0,0,21106335,0,1
141361,0,1,1,0,1,0,28612,1055,28612,1055,28612,1055,29667,29667,3971,6810,1,0,2216,265,60,11,265,19,100,25169041,23,1589091,40,5328788,21689180.115322582,1,1,1,1,1,1,0,1,1,213349901,67825267,2742035,6490178,1611442,18387724,29002834,3676186,0,1
141486,0,1,1,0,1,1,26800,114,26800,114,26800,114,26914,26914,2559,2559,1,0,1714,192,81,10,273,17,86,20955013,42,3332825,38,4467333,5015052.0,1,1,1,1,1,1,0,1,1,103384806,31848124,10328514,6170658,3448018,15077701,49066037,0,0,0
141565,1,0,1,1,1,0,7344,494,7344,494,20304,494,7838,20798,8152,5162,1,0,3152,438,71,13,438,16,73,15897191,45,5992574,36,6969278,13666716.0,1,1,1,1,1,1,0,1,1,239209908,43801968,9958463,10972764,6272464,8335,0,12698059,0,0
141574,1,0,1,1,1,0,11304,882,11304,882,33336,882,12186,34218,2742,2742,1,1,13240,1959,80,13,1963,16,58,56304330,28,16693156,32,26270365,94541704.0,1,1,1,1,1,1,0,1,1,1038202775,537357368,105536332,41214885,16724755,3013303,64094,87945542,0,0
141644,0,0,1,0,1,0,28800,500,28800,500,28800,500,29300,29300,2260,2260,1,1,8296,479,66,16,474,13,59,27722520,22,3714419,28,6746332,11201543.0,1,1,1,1,1,1,0,1,1,166381446,97754166,7428201,12406899,3673306,31032684,80483546,0,0,0
142090,0,1,0,0,1,1,12450,650,12450,650,12450,650,13100,13100,7488,5436,1,0,52,15,67,10,15,16,89,744327,47,195011,35,206056,21689180.115322582,1,1,0,1,1,1,0,1,0,6696748,358560,166910,411252,180290,468000,3114861,0,1,0
142115,1,0,1,1,1,0,5532,2536,5532,2536,22452,2536,8068,24988,4754,4258,1,0,15511,2931,78,18,2935,13,47,97468797,21,20866542,30,44970670,48202065.0,1,1,1,1,1,1,0,1,1,891622641,361883355,42892154,22775948,22189637,523765,0,27777200,0,0
142285,1,0,1,1,1,0,6182,2122,6182,2122,25418,2122,8304,27540,3306,3350,1,0,9938,1456,77,16,1456,16,65,56160619,27,11787273,35,21294984,43492892.0,1,1,1,1,1,1,0,1,1,587344677,290609425,25162065,22312904,12163517,4894414,0,23948567,0,0
142294,0,0,1,0,1,1,32100,755,32100,755,32100,755,32855,32855,2200,2200,1,0,3677,360,84,11,360,33,99,25498263,26,1274553,56,3747716,4400951.0,1,1,1,1,1,1,0,1,1,187183423,31542383,2810811,9322180,1294421,25412151,33006893,204162,0,0
142461,0,1,1,0,1,1,32130,650,32130,650,32130,650,32780,32780,3760,3760,1,0,2793,278,79,18,279,20,81,23692266,30,1835264,53,4977213,3608300.0,1,1,1,1,1,1,0,1,1,150131088,40212234,3787860,10425629,1948513,18630706,40934016,0,0,0
143118,0,0,1,0,1,1,25600,360,25600,360,25600,360,25600,25600,3240,7200,1,1,2965,811,78,20,811,20,92,57862575,44,8519897,63,18226736,9064298.0,1,1,1,1,1,1,0,1,1,221966879,70552394,11706759,15888778,8511461,38938712,91967461,9269810,0,0
143358,0,0,1,0,1,0,35060,420,35060,420,35060,420,35480,35480,2240,5850,1,1,10202,1048,86,14,1048,23,96,92107207,29,6293160,66,19970370,25627875.0,1,1,1,1,1,1,0,1,1,713548498,261990553,10527617,12121752,6364580,70704481,161181256,89544,0,0
144005,1,0,1,1,1,1,7488,3716,7488,3716,7488,3716,11204,11204,4451,4451,1,0,4151,181,54,9,181,9,85,16020408,62,6141930,81,17557515,12586503.0,1,1,1,1,1,1,1,1,1,177158439,28121026,9163866,6837647,6134138,4522760,0,10465197,0,0
144281,0,0,1,0,1,1,26610,1176,26610,1176,26610,1176,27786,27786,2856,2856,0,0,8061,1734,69,14,1734,26,87,73472318,36,11046566,62,28289507,20081432.0,1,1,0,1,1,1,0,1,0,522591069,127331336,22335583,31840497,11284467,51917500,184832996,7661502,0,0
144351,0,1,1,0,1,1,32660,976,32660,976,32660,976,33636,33636,1700,1700,1,0,4786,351,71,12,350,22,85,28626180,41,3013653,64,6890075,2390588.0,1,1,1,1,1,1,0,1,1,102332915,63982118,5464553,25194641,3192079,22768560,76859464,2584757,0,0
144740,0,1,1,0,1,0,40551,651,40551,651,40551,651,41202,41202,2394,4668,1,1,27869,2622,83,17,2622,18,87,262364052,31,19033483,53,49902356,89600812.0,0,1,1,1,1,1,0,1,1,1757708000,553490000,61631000,74658000,20889000,252019000,537744000,19899000,0,0
144892,1,0,1,1,1,1,9036,2895,9036,2895,11231,2895,12136,14447,2534,3380,1,1,8999,913,74,14,913,15,65,38034057,35,10012844,45,17913261,26202305.0,1,1,1,1,1,1,1,1,1,306313979,106203390,11839640,17401879,10423972,9442096,0,30211684,0,0
144962,0,1,1,0,1,0,38354,300,38354,300,38354,300,38654,38654,4200,4200,1,0,4299,521,81,13,521,18,98,66685682,36,5060061,59,11131665,11729833.0,1,1,1,1,1,1,0,1,1,201048408,87659639,7067690,14382948,4884865,51657107,70710430,5409985,0,0
144971,0,1,1,0,1,0,27450,910,27450,910,27450,910,28360,28360,3100,3100,1,0,1100,108,59,11,108,21,96,7143630,39,907256,70,2362374,1719375.0,1,1,1,1,1,1,1,1,1,55660129,12506415,646431,3515986,923294,4868419,15104597,1042067,1,0
145336,1,0,1,1,1,0,7512,2596,7512,2596,15024,2596,10108,17620,3000,3000,1,1,1459,231,58,11,239,7,68,21012627,54,9205040,52,13774321,21689180.115322582,1,1,1,1,1,1,1,1,1,194668411,72336901,3364055,7530317,8252608,6495660,0,12767223,0,0
145372,0,1,1,0,1,0,28406,550,28406,550,28406,550,28956,28956,6676,5748,1,0,1993,226,67,10,226,25,89,14605545,42,1765975,69,4701176,1610207.0,1,1,1,1,1,1,0,1,1,68238769,17345919,1300448,7137871,1830062,11940536,26621254,0,0,0
145600,1,0,1,1,1,0,12105,3322,12105,3322,26726,3322,14098,28448,5570,3000,1,1,22798,4381,82,18,4381,20,72,187673743,51,53093609,36,47170661,155242331.0,1,1,1,1,1,1,1,1,1,3243494156,1776990604,214902543,80687435,54796438,96110525,0,201412564,0,0
145619,0,1,1,0,1,1,30830,1510,30830,1510,30830,1510,34290,34290,4364,4364,1,0,3017,344,67,13,344,14,89,40252256,41,4891995,60,10643903,10627659.0,1,1,1,1,1,1,0,1,1,180508560,75516873,7238862,20094060,5231445,32310796,74092716,3814017,0,0
145646,0,0,1,0,1,0,51132,204,51132,204,51132,204,51336,51336,1700,1000,0,0,3896,409,87,11,409,25,100,48924276,23,1753537,67,7450253,9049236.0,0,1,1,1,1,1,0,1,1,377291473,114836864,3884957,7908793,1748817,43063013,70922432,2014389,1,0
145691,0,1,1,0,1,1,34070,550,34070,550,34070,550,34620,34620,1500,2580,1,0,3781,323,75,13,323,31,99,27382212,41,2027886,75,5186208,5003051.0,1,1,1,1,1,1,0,1,1,191964804,27842555,4510416,11571374,2042925,21014442,36103567,2306524,0,0
145725,0,0,1,0,1,0,48610,1620,48610,1620,48610,1620,50490,50490,5300,5300,0,0,5033,583,87,10,583,19,95,99230111,29,4484710,41,9057090,36829350.0,1,1,1,1,1,1,0,1,1,677569000,258507000,15375000,16988000,4575000,122722000,268053000,0,0,0
145813,1,0,1,1,1,0,10741,2374,10741,2374,19904,2374,15319,26843,7094,5686,1,0,15487,3835,84,19,3835,21,75,121256988,30,26256362,55,63305703,66795600.0,1,1,1,1,1,1,1,1,1,863113022,242894215,27820374,54750005,27069497,34490920,0,63275874,0,0
146339,0,1,1,0,1,1,28840,1030,28840,1030,28840,1030,29870,29870,2400,2450,1,0,970,157,55,10,180,17,70,6802521,42,1865005,66,4702626,1576616.0,1,1,1,1,1,1,0,1,1,46832814,15487051,1606389,4698797,2103972,11967778,22348245,0,0,0
146427,0,0,1,0,1,1,49185,789,49185,789,49185,789,49974,49974,1000,2250,0,1,3104,320,82,10,320,25,96,40907565,32,1877186,58,4844996,6688895.0,1,1,1,1,1,1,0,1,1,257828933,58050557,4544511,10130956,1891977,38956673,48244482,1395030,1,0
146481,0,0,1,0,1,1,48920,902,48920,902,48920,902,49822,49822,2784,10954,1,1,4482,377,84,12,391,25,98,53877601,33,2499057,73,7896541,8152924.0,1,1,1,1,1,1,0,1,1,218648445,48916770,4867597,13659805,2623260,47539934,61991498,2276821,0,0
146612,0,1,1,0,1,1,34268,210,34268,210,34268,210,34478,34478,2525,2525,1,1,6458,633,80,14,638,15,91,70770244,33,6727273,55,16335811,18769071.0,1,1,1,1,1,1,0,1,1,241611224,94166105,839919,18710118,6502872,49461997,111860081,6798008,0,0
146676,0,0,0,0,1,1,18300,1100,18300,1100,18300,1100,19400,19400,5005,6138,1,0,1403,256,53,15,320,29,85,13205275,59,3251845,72,6502863,1482765.0,1,1,0,1,1,1,0,1,1,49761485,11331597,2045269,4059637,3362244,6175486,20068912,2487547,0,0
146719,0,1,1,0,1,1,45500,560,45500,560,45500,560,46060,46060,1600,1600,1,0,25453,2630,85,14,2630,21,89,239698192,23,14211103,55,45796426,69657819.0,1,1,1,1,1,1,0,1,1,2261282374,570068473,129382859,54104700,14415349,245234017,583729430,11794437,0,0
147013,0,1,1,0,1,1,31100,1100,31100,1100,31100,1100,32200,32200,3484,3304,1,0,1965,332,76,14,332,19,95,32770867,31,2499217,52,6300320,4962335.0,1,1,1,1,1,1,0,1,1,107359374,51992075,1366283,10749425,2781018,598695,40576480,0,0,0
147244,0,0,1,0,1,1,38800,792,38800,792,38800,792,39592,39592,2100,2100,1,0,3071,486,70,10,486,23,93,49797502,36,3466772,65,10140190,21689180.115322582,1,1,1,1,1,1,0,1,1,256274780,55478659,3134023,12488074,3433666,40637521,53835186,3330568,0,0
147369,0,1,1,0,1,1,11520,2450,11520,2450,11520,2450,13970,13970,5698,5698,1,0,361,175,82,19,176,8,87,18695675,38,3365175,41,6241399,5102231.0,1,1,0,1,1,1,0,1,1,328644002,177852913,5917700,5806400,3369182,13159904,110753755,0,0,0
147660,0,1,1,0,1,0,41000,180,41000,180,41000,180,41180,41180,9994,4680,1,1,6919,557,75,13,557,21,98,62704640,26,2938120,63,11053259,12643579.0,1,1,1,1,1,1,0,1,1,362226785,113723378,7160480,9893143,3001255,54595497,79923843,3813224,0,0
147679,0,1,1,0,1,1,31430,670,31430,670,31430,670,32100,32100,3200,3200,1,0,4782,371,75,10,371,19,94,29107508,46,4175232,65,13304829,8694433.0,1,1,1,1,1,1,0,1,1,307400946,93879232,6677694,12491011,4322271,25191606,63473907,3929435,0,0
147703,1,0,1,0,1,1,9466,4926,9466,4926,9466,4926,12352,12352,2870,3442,1,1,16690,1877,78,16,1877,15,82,92056769,43,23883270,59,50344902,56265300.0,0,1,1,1,1,1,1,1,1,589642569,457830358,41953396,26827857,25344188,32551197,0,48480262,0,0
147767,0,0,1,0,1,1,58227,474,58227,474,58227,474,58701,58701,3304,3076,1,1,39263,2006,97,6,2006,23,59,239913567,18,7781217,21,10254878,233900428.0,0,1,1,1,1,1,0,1,1,15855683000,3394102000,380112000,255538000,7816222,512945274,2459351000,3266300,0,0
147828,0,1,1,0,1,0,35960,990,35960,990,35960,990,36950,36950,1000,3300,1,0,4711,696,75,14,696,22,96,75145676,35,4847717,72,14752809,7309287.0,1,1,1,1,1,1,0,1,1,302250224,155351574,6518872,21689211,5015268,61588010,89701932,0,0,0
148016,0,0,1,0,1,0,29970,750,29970,750,29970,750,30720,30720,1000,1000,1,0,74,66,86,5,66,16,97,10990239,0,0,0,0,4360333.0,1,1,0,1,1,1,0,1,1,589338355,63825761,3587387,8330924,0,8717829,45471210,0,1,0
148405,0,0,1,0,1,1,32800,250,32800,250,32800,250,33050,33050,3900,3900,1,0,2021,170,66,10,170,17,85,15168928,45,1988958,64,4704941,3729095.0,1,1,1,1,1,1,0,1,1,53702064,15285813,1737748,5897861,2162136,11227353,25808160,2095640,0,0
148496,0,1,1,0,1,0,34950,470,34950,470,34950,470,35420,35420,1372,3872,1,1,4342,419,83,10,419,19,92,44080091,46,4776461,66,9657760,21689180.115322582,1,1,1,1,1,1,0,1,1,139867080,48900675,9104606,10254573,4871058,32458571,74726145,0,0,0
148627,0,1,1,0,1,0,33630,1100,33630,1100,33630,1100,34730,34730,3310,2580,1,0,8306,668,78,16,668,23,96,68912465,53,7702844,87,14991605,8914896.0,1,1,1,1,1,1,0,1,1,126945077,39760091,5803477,10322589,7972068,51351388,59815431,8108474,0,0
149222,1,0,1,1,1,0,9591,5466,9591,5466,9591,5466,15104,15104,2941,2941,1,1,6165,928,81,11,1019,12,78,77329437,36,15135936,51,29880312,44536145.0,1,1,1,1,1,1,1,1,1,706401831,353209098,257283248,57537823,14711820,11078547,0,40709668,0,0
149231,1,0,1,0,1,0,8559,2936,8559,2936,8559,2936,12219,12219,2906,2906,1,0,8773,1645,78,16,1645,16,72,59078981,33,16878757,48,32426221,37182634.0,1,1,1,1,1,1,1,1,1,493083351,186183556,24936343,37476855,16097799,11336869,0,19547802,0,0
149505,0,1,1,0,1,0,31700,475,31700,475,31700,475,32075,32075,3980,2980,1,1,1208,160,80,10,157,16,86,13945147,33,1400536,59,3552832,3542611.0,1,1,1,1,1,1,0,1,1,83939338,31265174,2577350,7173916,1559449,12441405,30762962,1916470,0,0
149514,0,1,1,0,1,0,32398,900,32398,900,32398,900,33298,33298,2585,2585,1,1,277,102,66,8,102,14,68,11143200,28,971707,57,2684310,21689180.115322582,1,1,1,1,1,1,0,1,1,98327567,35166801,2261969,4779390,949724,12548416,34371991,509389,0,0
149772,1,0,1,0,1,0,8712,4392,8712,4392,8712,4392,13314,13314,4030,4030,1,0,7603,884,77,13,884,15,90,46296862,48,13479661,63,28212989,32896719.0,1,1,1,1,1,1,1,1,1,257390254,108830162,18147027,22912330,13915028,12292867,0,18969032,0,0
150066,0,1,1,0,1,0,31470,630,31470,630,31470,630,32100,32100,2800,2800,1,0,3905,330,71,8,323,25,96,25369734,37,2226939,70,6268731,5959621.0,1,1,1,1,1,1,0,1,1,124318000,58776000,3890000,8996000,2255000,17484000,43975000,2936000,0,0
150136,1,0,1,1,1,1,9482,662,9482,662,26470,662,10144,27132,2710,4768,1,1,20167,4010,80,14,4043,24,69,134106909,33,28439660,53,60344181,68432028.0,1,1,1,1,1,1,0,1,1,1308238698,539074521,58409137,21915321,25233605,33179354,0,82683812,0,0
150145,0,1,1,0,1,1,29250,540,29250,540,29250,540,29790,29790,6562,3128,1,0,1235,303,74,11,303,25,85,19820689,40,2143580,60,4978172,3212830.0,1,1,1,1,1,1,0,1,1,48689339,23767997,867787,7565027,2205843,13986426,26404796,2587992,0,0
150163,0,0,1,0,1,1,42410,990,42410,990,42410,990,43400,43400,3050,3050,1,1,14592,1116,86,12,1116,24,93,90950050,13,2769256,44,13273838,24680115.0,1,1,1,1,1,1,0,1,1,681272000,249985000,16500000,36932000,2840000,77841000,191904000,3634000,0,0
150400,0,0,1,0,1,0,51736,974,51736,974,51736,974,52710,52710,2100,2100,1,0,5481,423,89,8,423,21,96,63701627,19,1723127,39,5097436,16560606.0,1,1,0,1,1,1,0,1,1,1044669443,242872114,13537040,19616990,1700031,60958242,109847185,1027671,1,0
150455,0,1,1,0,1,1,47106,985,47106,985,47106,985,48091,48091,2350,2350,1,1,2198,172,83,8,172,19,98,20462733,28,1168446,48,2781561,5946973.0,1,1,1,1,1,1,0,1,1,538359443,98749238,2392078,6963987,1189366,34393197,59020085,0,0,0
150534,0,1,1,0,1,1,37500,1186,37500,1186,37500,1186,38686,38686,2880,2730,1,0,4709,445,87,10,445,21,85,49175561,21,2013258,45,6210862,11638770.0,1,1,1,1,1,1,0,1,1,318958007,79465171,4930596,13252799,1994395,42355803,68034848,2762682,0,0
150604,0,1,1,0,1,1,33754,200,33754,200,33754,200,33954,33954,5000,5000,1,0,2073,270,79,11,270,29,98,21178933,37,1586095,73,4088332,3948373.0,1,1,0,1,1,1,0,1,1,142128594,30281035,3823657,7543115,1589174,15937909,30465549,2862432,0,0
150756,0,1,1,0,1,0,38880,770,38880,770,38880,770,39650,39650,1500,1500,1,0,2565,289,84,12,289,27,100,32406705,30,1536256,57,3963085,5822623.0,1,1,1,1,1,1,0,1,1,236094942,36404500,1478325,9659110,1539330,31522957,36551940,2239847,1,0
150774,0,1,1,0,1,1,32000,1250,32000,1250,32000,1250,33250,33250,1400,1400,0,0,644,112,68,13,187,42,85,8910264,29,609071,47,1345248,704570.0,1,1,1,1,1,1,0,1,1,44153541,26571527,898653,3210919,875785,6255024,12147266,598736,1,0
150941,0,1,1,0,1,1,25956,890,25956,890,25956,890,26846,26846,1350,6550,1,0,1075,215,77,12,215,19,81,14514768,32,1595283,56,4239300,4335504.0,1,1,1,1,1,1,0,1,1,88113397,24910889,2565940,7005937,1658745,11475478,32938923,1671441,0,0
151111,1,0,1,1,1,0,8795,1149,8795,1149,30477,1149,9944,31626,4076,4076,0,1,16220,4139,75,14,4178,20,70,154785379,35,33078924,40,53324598,21689180.115322582,1,1,1,1,1,1,0,1,1,2158667767,632441362,269139314,42246510,36391094,0,0,82635083,0,0
151263,0,1,1,0,1,1,30888,1380,30888,1380,30888,1380,32268,32268,4438,4438,1,1,7893,1158,75,13,1158,26,97,91794261,39,8255833,62,19101439,15577301.0,1,1,1,1,1,1,0,1,1,265228375,126435355,10327629,27617752,8380283,66130495,127209995,12319227,0,0
151290,0,0,1,0,1,0,27530,470,27530,470,27530,470,28000,28000,5522,5522,1,0,3396,423,70,12,427,27,86,27153638,39,2812210,74,9293595,4277947.0,1,1,0,1,1,1,1,1,1,274881086,33337638,4244105,12858764,13179059,45842416,62434715,7117933,0,0
151306,1,0,1,1,1,0,8716,570,8716,570,20252,570,9285,20822,3000,3000,0,0,4158,1548,75,17,1563,17,66,40346093,25,10270656,37,20320800,16215039.0,1,1,1,1,1,1,0,1,1,361769561,150370281,17040010,13471932,10566982,9872305,0,28154751,0,0
151324,1,0,1,1,1,1,9186,280,9186,280,20290,280,9466,20570,2824,2824,1,1,13477,1880,69,18,1880,18,63,60487607,39,18548296,56,36918052,21689180.115322582,1,1,1,1,1,1,0,1,1,831985000,313503000,26950000,15133000,19522000,18981000,0,40157000,0,0
151342,1,0,1,1,1,0,7067,648,7067,648,19926,648,7715,20574,4076,1558,0,1,2712,776,67,12,797,18,78,22646899,41,8036178,43,11621121,21689180.115322582,1,1,1,1,1,1,0,1,1,160727978,45299058,7284217,4739976,8861377,0,0,8594959,0,0
151351,1,0,1,1,1,0,9815,1406,9815,1406,36194,1406,11221,37600,2830,4190,0,1,44129,8268,91,16,8268,25,71,254153842,18,28106070,30,59772276,21689180.115322582,1,1,1,1,1,1,0,1,1,3417659755,1262096850,219042629,68710923,29773303,0,0,200247661,0,0
151379,1,0,1,1,1,0,7067,648,7067,648,19926,648,7715,20574,4076,1558,0,1,2549,879,64,13,881,20,62,17894781,36,6647072,37,9630417,21689180.115322582,1,1,1,1,1,1,0,1,1,102595983,34236001,4889171,4634605,7343778,0,0,6064688,0,0
