UNITID,TYPE,FORPROFIT,StudyAbroad,TUITVARY,ROOM,BOARD,TUITION1_INDISTRICT_UG,FEE1_INDISTRICT_UG,TUITION2_INSTATE_UG,FEE2_INSTATE_UG,TUITION3_OUTSTATE_UG,FEE3_OUTOFSTATE_UG,INSTATE_TUITION_FEES_P,OUTSTATE_TUITION_FEES_P,OFFCAMPUS_SELF_EXP,OFFCAMPUS_FAMILY_EXP,ADMS_REUIRED_GPA,ADMS_REQUIRED_COLLEGEPREP,NUM_APPS_ADMIT,NUM_FULLTIME_FALLCOHRT,FULLTIME_RETENTIONRATE_SPRING,STUD_TO_FAL_RATIO,TOTAL_FIRSTYR_UG,PRCNT_FIRSTYR_UG,PRCNT_UG_AWARDEDAID,TOTAL_AID_UG,PRCNT_UG_AWARDED_PELL,TOTAL_AMOUNT_PELL_TOUG,PRCENT_FLOANS_TOUG,TOTAL_AMOUNT_FLOANS_UG,TOTAL_SALARY_FT_CONTRACT,DUAL_ENROLLMENT,AP_CREDIT,TEACHER_CERT,COUNSELING_SERVICES,EMPLOYMENT_SERVICE,ACADEMIC_LIBRARY,TUITION_GURANTEE,TUITION_PAYMENTPLAN,ATHASSOC,TOTAL_ASSETS,TOTAL_LIABILITIES,TOTAL_SPENT_ACADEMICSUPP,TOTAL_SPENT_STUDENTSS,TOTAL_PELL,STATEGRANT,LOCAL_GRANT,DISCOUNTSAPPLIED_TO_TUTFEES,Highest_Bachelor,STATE_SOUTH
182458,0,0,1,0,1,1,34319,1189,34319,1189,34319,1189,35508,35508,2000,2000,1,0,814,56,61,9,56,15,82,5429355,32,507139,48,1348178,21689180.115322582,1,1,0,1,1,1,0,1,1,39028332,8799201,2434625,2885400,578280,5730134,14353452,176026,0,0
182634,0,0,1,0,1,0,42846,800,42846,800,42846,800,44930,44930,1000,1000,1,0,1888,234,83,12,264,31,96,26825760,29,1117500,73,3990670,2975218.0,1,1,0,1,1,1,0,1,1,106205633,40854933,3505626,6915741,1119579,24553936,30868786,0,0,0
182795,0,0,1,0,1,0,36980,3700,36980,3700,36980,3700,40680,40680,3200,3200,1,0,4517,416,73,12,416,26,96,40105192,30,2048727,79,8012607,3897210.0,1,1,1,1,1,1,0,1,1,85672978,46139841,4509691,12619663,2083047,35870209,50379077,183500,0,0
182917,0,1,0,0,1,1,23400,600,23400,600,23400,600,24000,24000,600,600,1,1,81,31,55,10,31,37,100,1907973,48,196505,63,305312,21689180.115322582,0,0,0,0,0,1,0,1,0,4719351,4347458,168300,170893,196505,1717974,2928756,0,1,0
182980,0,0,1,0,1,0,25439,1220,25439,1220,25439,1220,39648,39648,2250,2750,0,0,6909,456,62,13,466,25,68,27391904,50,4370946,78,10504295,21689180.115322582,1,1,1,1,1,1,0,1,1,97121525,41867243,4930522,12856149,4751221,29042441,55364418,154825,0,0
183026,0,0,1,0,1,0,9600,50,9600,50,9600,50,9650,9650,6824,6824,1,1,37143,2146,67,21,2907,3,51,184764296,46,125672827,65,440203334,21689180.115322582,1,1,1,1,1,1,0,1,1,1124951736,367161289,140649300,277299818,146197269,85386170,790656154,842399,0,0
183044,1,0,1,1,1,1,15520,3418,15520,3418,32860,3418,18938,36278,2650,3200,1,1,18797,2703,86,16,2730,22,82,115861174,21,11162661,64,51372540,73931971.0,1,1,1,1,1,1,0,1,1,1419644222,334794979,68116977,22891631,12680266,724602,0,130733018,0,0
183062,1,0,1,1,1,0,11754,2884,11754,2884,21466,2884,14638,24350,1750,1750,1,0,5343,842,72,13,842,25,91,28543036,24,3693170,71,15282476,15008680.0,1,1,1,1,1,1,0,1,1,254024685,114195614,12855124,11476650,3800661,248000,0,25176194,0,0
183071,1,0,1,1,1,1,15150,628,15150,628,32460,628,15778,33088,4500,3200,1,1,265,67,79,10,84,12,83,3674097,38,1164127,55,2652344,3696089.0,1,1,0,1,1,1,0,1,0,8655350,25874727,4045553,2701555,0,0,0,2297524,1,0
183080,1,0,1,1,1,0,11870,2622,11870,2622,21280,2622,14492,23902,2370,3970,1,1,7129,1031,70,17,1033,27,91,29764495,30,4975854,75,18454228,13238867.0,1,1,1,1,1,1,0,1,1,242153798,122419381,9816835,11507283,5092199,414075,0,28690502,0,0
183211,0,1,1,0,1,0,33410,1100,33410,1100,33410,1100,34510,34510,5518,5518,1,1,1540,237,70,15,237,16,69,16763154,24,1513187,62,9185594,21689180.115322582,1,1,1,1,1,1,0,1,1,127299502,48192317,3226860,5685019,1701019,14846070,34140092,0,0,0
183239,0,1,1,0,1,0,41510,1300,41510,1300,41510,1300,42840,42840,3020,5932,1,1,3942,509,87,11,509,25,98,53773519,12,1114202,67,8871158,11790788.0,1,1,1,1,1,1,0,1,1,315292787,103465076,6595333,15196739,1118273,45905304,82287496,46750,1,0
183910,0,1,1,0,1,1,34900,1800,34900,1800,34900,1800,36700,36700,4200,4200,1,0,4141,445,82,13,445,26,93,43471828,46,3874648,67,7442614,5939978.0,1,1,1,1,1,1,0,1,1,57209000,28787000,6086000,7236000,3910794,32056000,45568000,7148538,0,0
183974,0,1,1,0,1,1,33550,948,33550,948,33550,948,34498,34498,4614,4614,1,0,1342,200,73,10,200,16,83,24901290,36,2191812,63,5591054,3502365.0,1,1,1,1,1,1,0,1,1,83888913,40784322,3086950,8184525,2206410,19531364,38214990,3741384,0,0
184348,0,1,1,0,1,0,39828,832,39828,832,39828,832,40960,40960,4542,4542,1,0,3989,400,88,12,400,23,88,41252659,29,2443673,53,6022441,10874363.0,1,1,1,1,1,1,0,1,1,265013000,103685000,9483000,17163000,2442000,40888000,87694000,3820000,0,0
184603,0,0,1,0,1,0,41154,1086,41154,1086,41154,1086,42240,42240,2856,2856,1,1,4042,477,75,15,478,8,36,68242268,22,6729998,27,13251022,10349148.0,1,1,1,1,1,1,0,1,1,428238000,139472000,34638000,40335000,11164000,115933000,214496000,18299000,0,0
184612,0,1,1,0,1,0,32550,2450,32550,2450,32550,2450,35000,35000,1780,4660,1,1,2838,381,79,14,381,21,92,42316456,53,4946888,64,8912903,21689180.115322582,1,1,1,1,1,1,0,1,1,95037632,40198763,4346917,12902300,5072555,26368821,47251358,8438795,0,0
184773,0,1,1,0,1,1,32050,1590,32050,1590,32050,1590,33640,33640,4700,4700,1,1,1843,187,81,11,187,10,84,31302301,36,3084254,61,7647483,6755013.0,1,1,1,1,1,1,0,1,1,124131723,32683909,7322968,10169296,3182946,19829334,46064927,5066406,0,0
184782,1,0,1,1,1,0,9573,3366,9573,3366,18605,3366,12939,21971,5328,6800,1,0,14763,2689,84,17,2689,17,55,79607985,32,24852936,56,61099282,21689180.115322582,1,1,1,1,1,1,0,1,1,1297785401,1075757045,60625978,42035169,24941660,26007246,0,61244420,0,0
185129,1,0,1,1,1,0,12676,2062,12676,2062,22826,2062,14738,24888,7972,3912,1,0,6545,1004,77,14,1004,16,78,47207454,59,17823373,42,20356671,21689180.115322582,1,1,1,1,1,1,0,1,1,272936852,330703883,11208171,22770744,18033058,15692932,85849,43727466,0,0
185262,1,0,1,1,1,0,10445,2000,10445,2000,17621,2000,12445,19621,3580,3580,1,1,10138,1725,74,18,1725,14,66,55710647,47,26730908,57,47514746,21689180.115322582,1,1,1,1,1,1,0,1,1,726395540,457228836,7135869,36406645,28067626,18916157,0,54267101,0,0
185572,0,0,1,0,1,0,39968,712,39968,712,39968,712,40680,40680,4327,4327,1,0,8367,994,80,12,994,22,98,96294213,30,6911954,67,20532850,21689180.115322582,1,1,1,1,1,1,0,1,1,406826832,43077122,32736860,18378059,7074630,71900844,183080695,11681895,0,0
185590,1,0,1,1,1,0,12082,991,12082,991,20042,991,13073,21033,6830,2120,1,1,11888,3082,83,18,3082,18,54,83633966,44,36197328,51,56476322,21689180.115322582,1,1,1,1,1,1,0,1,1,1103413000,653917000,40741000,20732000,37456000,35172000,0,63044000,0,0
185828,1,0,1,1,1,0,14448,3226,14448,3226,30160,3226,17674,33386,6300,6300,1,1,10299,1299,89,15,1316,15,69,79651437,37,16187762,40,24008230,21689180.115322582,1,1,1,1,1,1,0,1,1,837504000,567478000,35962000,35812000,16915000,24155000,0,69528000,0,0
186201,1,0,1,1,1,1,12414,2538,12414,2538,22157,2538,14952,24695,6572,5860,1,1,7980,1029,85,16,1029,18,44,25461273,26,7272882,48,17781357,23393573.0,1,1,1,1,1,1,0,1,1,447151000,354499000,7093000,18770000,7366977,7366988,0,21494000,0,0
186283,0,0,1,0,1,1,45120,740,45120,740,45120,740,45860,45860,2500,2500,1,1,9250,856,79,10,868,23,93,99614382,32,5737780,65,16697542,16475435.0,1,1,1,1,1,1,0,1,1,278802000,134793000,16186000,26204000,5797000,83778000,149558000,9503000,0,0
186371,1,0,1,1,1,0,12230,2647,12230,2647,28466,2647,14877,31113,6641,6641,1,1,9879,746,85,15,746,13,77,55978064,44,12494951,63,30758235,21689180.115322582,1,1,1,1,1,1,0,1,1,352677000,395255000,35871000,22200000,8611000,10865000,0,25780000,0,0
186380,1,0,1,1,1,0,12230,2773,12230,2773,29012,2773,15003,31785,6641,6641,1,1,41263,7077,93,16,7311,20,52,235859757,27,51672739,45,107771019,21689180.115322582,1,1,1,1,1,1,0,1,1,5546064000,3775022000,419022000,103515000,63627000,80285000,0,190502000,0,0
186399,1,0,1,1,1,0,12230,2272,12230,2272,29012,2272,14502,31284,6641,6641,1,1,13506,1398,87,15,1398,15,70,85231526,53,25403764,43,27648439,21689180.115322582,1,1,1,1,1,1,0,1,1,846425000,641971000,92844000,39577000,18399000,23216000,0,55088000,0,0
186432,0,1,1,0,1,0,37660,1100,37660,1100,37660,1100,38760,38760,2900,3350,1,0,4154,423,75,13,427,18,91,67612748,62,7852291,47,7169334,8076307.0,1,1,1,1,1,1,0,1,1,151557446,70206138,6447651,15364044,7994523,45144156,73694533,15853788,0,0
186584,0,1,1,0,1,1,42920,2370,42920,2370,42920,2370,45290,45290,3700,3700,1,1,20830,1630,84,14,1629,27,93,146442528,26,8077987,51,20240513,31717432.0,1,1,1,1,1,1,0,1,1,814560000,376532000,44924000,52446000,7693000,128768000,307527000,12670000,0,0
186618,0,1,1,0,1,1,32900,1976,32900,1976,32900,1976,34876,34876,4908,4908,1,1,1515,169,76,11,169,20,74,16374192,52,2175553,65,3709254,3268532.0,1,1,1,1,1,1,0,1,1,69674095,31374030,2231512,4424381,2247081,12234999,27784943,4401855,0,0
186867,0,0,1,0,1,0,53828,2124,53828,2124,53828,2124,55952,55952,1050,1550,1,1,10346,969,93,12,969,26,95,94925170,18,2950445,60,13610836,41233196.0,1,1,0,1,1,1,0,1,1,845104000,411561000,39036000,32368000,2988876,91518000,264926000,4140155,0,0
186876,1,0,1,1,1,1,12245,2084,12245,2084,19679,2084,14329,21763,3142,4465,1,0,7262,1535,85,18,1535,17,63,53637970,40,17390873,63,37729040,21689180.115322582,1,1,1,1,1,1,0,1,1,562387199,546754616,31941877,28967856,18225942,17261356,0,44086422,0,0
186900,0,0,0,0,1,1,13700,200,13700,200,13700,200,13900,13900,3800,5600,0,0,9,6,83,13,6,10,90,758092,58,169102,0,0,21689180.115322582,0,0,0,1,0,1,0,1,0,2542101,467889,185,140360,239643,288759,779195,170572,1,0
187134,1,0,1,1,1,1,13239,2790,13239,2790,25217,2790,16029,28007,3922,6192,0,0,13199,1602,94,13,1602,22,43,30006729,18,6149088,51,23283348,21689180.115322582,1,1,1,1,1,1,0,1,1,800080000,527772000,21881000,27967000,6197000,8373000,0,27698000,0,0
187444,1,0,1,1,1,0,13638,132,13638,132,22204,132,13770,22336,2250,2250,1,1,10402,1237,90,13,1529,18,64,38853459,48,19869991,57,32445785,21689180.115322582,1,1,1,1,1,1,0,1,1,492474059,357336221,19926777,28286911,20326765,15871535,1064987,40698577,0,0
187648,1,0,1,1,1,0,4074,2454,4074,2454,6114,2454,6648,8688,4498,3665,1,0,2409,550,61,17,550,12,53,15420694,33,6542541,27,8002822,10389266.0,1,1,1,1,1,1,0,1,1,203128136,144202051,4193159,9460114,6897646,3575697,0,7167374,0,0
187745,1,0,1,0,1,1,4446,280,4446,280,4446,280,4726,4726,5600,5600,1,0,81,57,44,9,58,10,56,3370770,38,1095738,0,0,1715797.0,1,1,0,1,1,1,0,1,0,85313825,11529954,1364653,1819538,968292,0,0,864720,0,0
187967,1,0,1,1,1,0,7031,1330,7031,1330,22860,1330,8361,24190,3498,3498,1,0,1754,250,81,8,250,19,78,8141589,33,2138807,46,4007969,10685383.0,1,1,1,1,1,1,0,0,0,314360675,173198983,3616192,2285226,2095978,2363343,0,3918618,0,0
187985,1,0,1,1,1,1,6463,1698,6463,1698,22801,1698,8161,24499,5583,4176,1,1,10436,2545,77,19,2546,15,97,89447177,36,28953602,44,47802420,75420862.0,1,1,1,1,1,1,0,1,1,3174123464,2436691202,52239694,31511500,30350264,30360702,0,76761132,0,0
188030,1,0,1,1,1,1,6041,1260,6041,1260,22507,1260,7301,23767,4271,4271,1,0,13715,2158,75,16,2159,19,80,107158998,46,26467183,37,24780234,41195270.0,1,1,1,1,1,1,0,1,1,829912866,850483077,19889955,18387439,25775440,16347759,0,41669584,0,0
188429,0,0,1,0,1,0,39820,1615,39820,1615,39820,1615,41435,41435,5573,8000,1,0,15329,1124,82,12,1124,21,88,96452667,27,6925058,54,19833869,40212791.0,1,1,1,1,1,1,0,1,1,548362844,205645234,24725783,36046639,7332809,82650603,231203246,221822,0,0
188526,0,0,1,0,1,0,36120,625,36120,625,36120,625,36745,36745,4260,4260,1,0,1693,185,85,7,185,23,97,13194745,27,1020477,74,4512196,5311067.0,1,1,0,1,1,1,0,1,1,139172038,34607460,2393476,5840497,1043205,13742589,50302561,632753,0,0
188641,0,0,1,1,1,0,31396,1200,31396,1200,35076,1200,34960,34960,2100,5350,1,0,4252,458,67,11,458,27,88,33794080,42,3441887,69,7344510,21689180.115322582,1,1,1,1,1,1,1,1,1,321880005,46537562,8647393,12100450,3623689,33898494,74466973,473752,0,0
188854,0,0,0,0,1,0,41660,300,41660,300,41660,300,41960,41960,3500,3500,1,0,5130,163,65,5,533,30,98,25094797,41,4069012,74,9248584,21689180.115322582,1,1,0,0,0,1,0,1,0,148591949,112280553,6647722,14208334,3547300,18877866,83335190,779347,0,0
189088,0,0,1,0,1,1,55566,470,55566,470,55566,470,56036,56036,1750,1600,0,0,4969,482,80,9,482,25,76,62576982,31,2843265,49,5907989,19923152.0,1,1,1,1,1,1,0,1,1,596078202,256362358,12378637,14458673,3415521,63643923,182191812,0,0,0
189097,0,0,1,0,1,1,55781,1698,55781,1698,55781,1698,57479,57479,1370,1370,0,1,9411,624,93,9,624,24,42,49126557,14,1869538,23,3004424,32257934.0,0,1,1,1,1,1,0,1,1,830490000,311518000,20769000,13240000,1889707,35494252,199285000,1165877,1,0
189705,0,1,1,0,1,0,28630,1600,28630,1600,28630,1600,30230,30230,1500,1500,1,1,3453,553,82,11,553,25,93,37667929,31,3222302,61,8612361,10521307.0,1,1,1,1,1,1,0,1,1,270907397,79084989,7246601,20111163,3221928,29817726,78812889,0,0,0
189848,0,0,1,0,1,1,36026,642,36026,642,36026,642,36668,36668,1600,1600,1,0,2243,218,65,13,218,25,88,21920331,48,2037592,80,4625969,3746619.0,1,1,1,1,1,1,0,1,1,61477530,32580349,809757,5160450,1835901,15884859,24937800,1111149,0,0
190044,0,0,1,0,1,1,51454,1270,51454,1270,51454,1270,52724,52724,2314,3218,1,0,6198,789,87,13,789,26,96,105393864,23,3218268,67,13109314,22712663.0,1,1,0,1,1,1,0,1,1,450628637,134743660,13447981,21321089,3234878,104731249,133256750,0,0,0
190150,0,0,1,0,1,0,57864,2668,57864,2668,57864,2668,61671,61671,5355,1980,0,1,40462,1433,95,6,1434,17,59,223394772,23,9574516,19,15315036,280094015.0,0,1,0,1,1,1,0,1,1,21006014000,4707326000,107487000,185141000,9872000,492512000,5037252000,245000,0,0
190248,0,1,1,0,1,0,34500,1500,34500,1500,34500,1500,36000,36000,1005,2180,1,0,786,181,52,11,183,14,54,6055512,43,2905580,46,4492653,21689180.115322582,1,1,1,1,1,1,0,1,1,50786834,29459052,1566577,2958144,2905580,9188006,37449280,1380489,0,0
190415,0,0,1,1,1,1,58586,696,58586,696,58586,696,59282,59282,2964,3324,0,0,51500,3189,96,9,3189,21,47,346547007,16,12105746,33,22592059,227128884.0,0,1,0,1,1,1,0,0,1,11179645967,2617931024,298062212,203632616,12147450,405891863,2458715330,5871153,0,0
190503,0,0,1,0,1,0,32000,2650,32000,2650,32000,2650,34650,34650,4076,3226,1,0,1777,341,81,21,610,20,79,38188437,27,3857786,48,9457584,21689180.115322582,1,1,0,1,1,1,0,1,1,477803642,192330371,16527422,15037659,4356487,32386619,142395912,1112461,0,0
190664,1,0,1,1,1,0,6930,608,6930,608,14880,608,7538,15488,5655,4254,1,1,25621,2246,83,17,2246,13,68,86930879,47,39278065,10,9639621,57908120.0,1,1,1,1,1,1,0,1,1,321237000,618560113,22618398,25219836,39763125,24698098,2154981,66994686,0,0
190716,0,0,1,0,1,1,27986,900,27986,900,27986,900,28886,28886,3000,3000,1,1,1772,216,73,7,216,13,77,14504711,31,2316436,67,9477051,9949985.0,1,1,0,1,1,1,0,1,1,227503017,83896049,7492752,10128140,2434292,18098945,65580056,518632,0,0
190725,0,0,1,0,1,1,29700,660,29700,660,29700,660,30360,30360,1500,1500,1,1,2902,412,79,11,412,24,96,32193658,36,2693096,69,7832529,6003185.0,1,1,1,1,1,1,1,1,1,77974744,35200349,5159481,8578966,2822347,26856522,51192900,1900542,0,0
190752,0,0,0,0,1,1,13000,750,13000,750,13000,750,13750,13750,3800,5600,0,1,17,11,91,7,11,31,81,151327,17,26600,0,0,21689180.115322582,0,0,0,1,0,1,0,1,0,8536551,2238845,0,174583,36577,439543,4168262,12965,1,0
190761,0,0,1,0,1,0,29860,860,29860,860,29860,860,30720,30720,3650,3650,1,0,2309,293,73,13,293,21,75,24123395,45,3015731,69,6617808,5557300.0,1,1,1,1,1,1,0,1,1,67958899,38794975,2281153,7573178,3015731,14030309,40379089,1422988,0,0
190983,0,0,1,0,1,0,34578,1650,34578,1650,34578,1650,36228,36228,550,2050,1,1,1695,217,69,10,217,27,95,18564401,37,1254802,77,4092509,83500.0,1,1,1,1,1,1,0,1,1,123499788,18603162,2547351,6712869,1269379,13294991,35203507,1500,0,0
191126,1,0,1,1,1,0,7170,623,7170,623,21692,623,5913,16493,2150,4890,1,0,4354,1383,88,17,1383,16,50,31698525,31,13184845,32,17876992,21689180.115322582,1,1,0,1,1,1,0,1,1,243109273,189008599,41338307,17306617,12834575,7461422,0,25075661,0,0
191205,0,0,0,0,1,0,24900,695,24900,695,24900,695,25595,25595,5500,4000,1,0,717,129,67,10,135,22,85,5760205,50,1571624,58,2150958,21689180.115322582,1,1,1,1,1,1,0,1,1,22567935,7039515,388773,1795326,1592767,0,12827375,1732649,0,0
191241,0,1,1,0,1,0,54730,1046,54730,1046,54730,1046,56161,56161,2920,2888,1,1,47936,2260,89,13,2260,23,82,240133166,18,9362641,45,28255653,96004005.0,0,1,1,1,1,1,0,1,1,2151423000,786584000,176904000,0,9314000,252398000,660060000,1404000,0,0
191533,0,0,1,0,1,0,47370,994,47370,994,47370,994,48364,48364,400,400,1,0,3609,376,74,9,376,32,99,41904290,37,2095700,61,3037079,7279521.0,0,1,1,1,0,1,0,1,1,142667541,55194894,2198103,9603469,2120441,28835699,49887778,1078369,0,0
191621,0,1,1,0,1,0,23495,1035,23495,1035,23495,1035,24530,24530,1900,1900,1,0,1086,160,71,13,160,22,95,9047120,46,1477611,92,3731820,21689180.115322582,1,1,0,1,1,1,0,1,1,32958612,10336528,693554,3740183,1521435,5904292,15240846,1131938,0,0
191630,0,0,1,0,1,0,57400,1250,57400,1250,57400,1250,58650,58650,700,700,0,1,3931,458,81,9,466,24,97,68006905,21,1907898,62,7942819,14906429.0,0,1,1,1,1,1,0,1,1,410660089,87768923,10482885,24330596,1912523,55605026,104720372,1110513,0,0
191649,0,0,1,0,1,0,48315,1095,48315,1095,48315,1095,49410,49410,2580,2430,1,1,24062,1522,82,13,1522,23,88,149170984,22,6939467,47,19967585,58199179.0,1,1,1,1,1,1,1,1,1,1293010236,366094063,31885058,56865168,7083957,166491491,374428772,18112,0,0
191676,0,1,1,0,1,1,33920,546,33920,546,33920,546,34466,34466,3400,3400,1,0,1004,228,88,11,270,29,97,23224737,39,1674461,65,3930318,3227385.0,1,1,1,1,1,1,0,1,1,116254027,32208711,2132289,7931977,1732135,14025908,32012635,1120684,0,0
191931,0,1,1,0,1,0,39380,2200,39380,2200,39380,2200,41580,41580,1850,2350,1,0,10319,641,77,15,641,22,89,64781632,31,4394385,54,10460233,14702978.0,1,1,1,1,1,1,0,1,1,387968000,116971000,8973000,22534000,4459000,56796000,103201000,2505000,0,0
192192,0,0,1,0,1,1,32700,1332,32700,1332,32700,1332,34032,34032,3930,7230,1,0,2025,299,65,12,299,20,95,26325617,44,2878626,85,9344319,21689180.115322582,1,1,1,1,1,1,0,1,1,64223281,32790949,1529739,8591212,2937229,19929677,38240134,1863668,0,0
192323,0,1,1,0,1,1,34910,1000,34910,1000,34910,1000,35910,35910,1390,1280,1,0,7248,654,83,13,654,24,88,57653821,30,4015699,59,10507583,12926015.0,1,1,1,1,1,1,0,1,1,340453574,98552142,8188508,13429996,4042664,46674545,86395482,0,0,0
192448,0,0,1,0,1,1,37182,1954,37182,1954,37182,1954,39136,39136,2500,5500,1,0,14341,1225,77,10,1276,12,47,104162009,21,10993905,37,30776815,48339590.0,1,1,1,1,1,1,0,1,1,765840212,236525008,46280691,45017844,12707372,92293433,305919989,1138554,0,0
192703,0,1,1,0,1,0,41600,4280,41600,4280,41600,4280,45880,45880,2400,2400,1,0,8429,852,83,11,887,25,97,85339679,28,4992040,55,12371464,24823326.0,1,1,1,1,1,1,0,1,1,414816101,119508326,13243244,17963779,5068498,73043624,137816907,4138651,0,0
192712,0,0,1,0,1,0,48280,990,48280,990,48280,990,49270,49270,4600,4600,1,0,1268,115,97,5,115,22,85,10908701,14,354657,37,1234822,5768352.0,0,0,0,1,1,1,0,1,0,105386278,35845741,4899353,3528576,360728,18945468,42880147,36317,0,0
192749,0,0,1,0,1,1,38880,1450,38880,1450,38880,1450,40330,40330,1550,2000,1,0,3200,399,80,10,399,26,93,40556726,23,1851911,39,4097325,8684756.0,1,1,1,1,1,1,0,1,1,85837838,22737205,6021063,11927425,2492669,37342980,60598873,0,0,0
192819,0,0,1,0,1,0,39925,600,39925,600,39925,600,42290,42290,2500,2500,1,1,11715,1358,88,16,1358,23,80,82702121,15,4026762,50,19262070,19990358.0,1,1,1,1,1,1,0,1,1,871935630,254544415,16276316,39426546,4411137,81249838,198988153,214752,0,0
192864,0,0,1,0,1,0,35680,1730,35680,1730,35680,1730,37410,37410,6500,12200,1,0,5270,420,67,9,420,22,84,27331720,26,2490846,66,8249070,21689180.115322582,1,1,0,1,1,1,0,1,0,133739534,45887993,4270093,11632783,2521792,22092001,61933135,707796,1,0
192925,0,0,1,0,1,0,31000,500,31000,500,31000,500,31500,31500,1111,1111,0,0,1330,260,55,14,394,27,95,30118332,54,3549476,66,7207559,21689180.115322582,1,1,1,1,1,1,0,1,1,43255333,28726520,5933450,5099104,3915023,21094881,38964637,0,0,0
193016,0,0,1,0,1,1,19578,800,19578,800,19578,800,20558,20558,3622,3622,1,0,7246,961,74,16,970,12,72,64569185,52,19769240,57,33011351,19217144.0,1,1,1,1,1,1,0,1,1,411742949,79046422,28442071,20681960,20395076,40694619,158197997,11100698,0,0
193052,0,1,0,0,1,1,11000,1360,11000,1360,11000,1360,12360,12360,3000,6100,0,0,40,13,92,40,13,5,98,4077601,67,1368786,0,0,21689180.115322582,1,1,0,1,1,1,0,1,0,13197892,2406100,529917,203397,1381744,409749,3895194,560381,0,0
193292,0,1,1,0,1,0,31330,1220,31330,1220,31330,1220,32550,32550,9804,9804,1,1,5043,577,88,10,579,17,81,41615253,28,4387689,64,16366073,18296671.0,1,1,1,1,1,1,0,1,1,237160877,118262235,21065424,14227272,4562180,31749381,122701590,2867721,0,0
193308,0,0,1,0,1,1,14796,1560,14796,1560,14796,1560,16536,16536,5100,5100,1,0,4083,466,80,16,1249,22,94,67558013,70,22459601,51,18866857,21689180.115322582,1,1,1,1,1,1,0,1,1,113458216,53142764,3466094,25570202,22134929,35321454,94285926,13895523,0,0
193353,0,1,1,0,1,0,33126,1286,33126,1286,33126,1286,34412,34412,2100,2100,1,0,2178,336,78,12,336,18,86,28723895,30,2729617,70,9741356,6878299.0,1,1,1,1,1,1,0,1,1,205914688,63965584,5208293,9548142,2725196,24690048,58650389,366976,0,0
193399,0,1,1,0,1,0,39500,1480,39500,1480,39500,1480,40980,40980,2285,2285,1,0,2963,441,76,14,441,24,99,46726588,50,4648704,76,9702339,6100100.0,1,1,1,1,1,1,0,1,1,129835108,47481853,7263303,7742289,4971007,37691999,55284171,0,0,0
193584,0,0,1,0,1,0,34850,1660,34850,1660,34850,1660,36735,36735,1500,4700,1,1,3833,516,85,9,516,23,98,41169301,26,2631731,77,11437505,12110946.0,1,1,1,1,1,1,0,1,1,275136179,72797453,7214705,15103903,2670126,33102090,84558059,1595659,0,0
193654,0,0,1,0,1,0,49820,466,49820,466,49820,466,51022,51022,2050,2050,0,0,8701,1422,71,9,1432,19,85,136687043,17,6012762,30,14947569,43807309.0,1,1,0,1,1,1,0,1,0,1320226000,754034000,94718000,39523000,6228000,144499000,427827000,1068000,0,0
193900,0,0,1,0,1,1,52204,2676,52204,2676,52204,2676,54880,54880,2790,2790,1,0,80210,5723,90,8,5739,21,59,416765120,18,25400715,27,48592942,339567357.0,1,1,1,1,1,1,0,1,1,17380971000,11179872000,86875000,131100000,27046611,711990000,7484876000,10000,0,0
193973,0,1,1,0,1,0,33700,1540,33700,1540,33700,1540,35240,35240,6100,4550,1,0,3740,626,80,11,626,22,90,59981980,28,3614804,59,11466168,13204567.0,1,1,1,1,1,1,0,1,1,258630505,67196096,10644249,14049468,3589781,47836735,91543815,3293989,0,0
194091,0,0,1,0,1,0,38060,1700,38060,1700,38060,1700,39760,39760,4836,4836,1,0,11007,816,76,11,816,22,88,79238267,39,7499815,48,11287461,25592701.0,1,1,1,1,1,1,0,1,1,278903089,118069506,25994324,29194004,6754366,66034445,268786586,4536388,0,0
194161,0,1,1,0,1,1,25000,500,25000,500,25000,500,25500,25500,6215,6215,1,0,261,83,58,16,98,10,95,13378747,56,2408307,66,3748365,2382277.0,1,1,1,0,1,1,0,1,1,79649506,98758204,2921327,9396862,2932406,12721592,39470973,1015833,0,0
194310,0,0,1,0,1,0,45832,1852,45832,1852,45832,1852,47684,47684,2690,3200,1,1,24902,1915,73,14,1917,22,89,214983890,26,11055154,49,28112851,51801612.0,1,1,1,1,1,1,0,1,1,707400303,389849996,54962742,49475706,11074683,206727257,378355563,4537056,0,0
194392,0,0,1,0,1,1,30160,34,30160,34,30160,34,30194,30194,2500,2500,1,0,1283,138,73,12,185,26,98,14263611,45,1495741,79,3523115,1903682.0,1,1,0,1,1,1,0,1,1,77680330,16823118,1181393,3906006,1511494,11071397,26745473,755000,0,0
194578,0,0,1,0,1,0,51754,2060,51754,2060,51754,2060,53814,53814,3000,3000,1,0,7601,806,75,9,843,23,75,60699614,17,2948048,36,8801306,16789314.0,1,1,1,1,1,1,0,1,1,710606804,272782899,30463364,22128570,2925013,65254119,212491153,371263,0,0
194693,0,0,0,0,1,1,13900,350,13900,350,13900,350,14250,14250,3800,5600,0,1,18,17,65,10,17,41,93,331466,34,69230,0,0,21689180.115322582,0,0,0,1,0,1,0,1,0,4112564,1588309,215356,267091,69230,468442,2045598,41630,1,0
